Plotnummer,Quadrant,Rueckegasse,Esche markiert,Baumart,Hoehe,Hoehe Vorjahr,Hoehe Vorvorjahr,Anzahl Triebe,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Bemerkungen,Rand,Zaun
,,,,hbu,50,46,,,,,,,,,,FALSE,FALSE
,nw,,,esch,212,156,125,1,t1,,,,,,grüne Höhe 125,FALSE,FALSE
,,,,bah,123,116,100,,,,,,,,,FALSE,FALSE
,,,,sah,265,254,171,,,,,,,,,FALSE,FALSE
,,,,bah,227,198,168,,,,,,,,,FALSE,FALSE
,,,,bah,95,83,53,,,,,,,,,FALSE,FALSE
,,,nw,esch,132,125,108,1,,,,,,,,FALSE,FALSE
,,,,esch,91,56,35,2,,,,,,1,,FALSE,FALSE
,,,,bah,218,188,169,,,,,,,,,FALSE,FALSE
,,,,bah,95,74,58,,,,,,,,,FALSE,FALSE
,,,,hbu,50,,,,,,,,,,,FALSE,FALSE
,no,,,bah,171,157,133,,,,,,,,,FALSE,FALSE
,,,,bah,177,155,140,,,,,,,,,FALSE,FALSE
,,,,hbu,58,50,,,,,,,,,,FALSE,FALSE
,,,,bah,55,,,,,,,,,,,FALSE,FALSE
,,,,bah,261,223,145,,,,,,,,,FALSE,FALSE
,,,,bah,203,188,134,,,,,,,,,FALSE,FALSE
,,,no,esch,160,123,90,2,,,,,,,,FALSE,FALSE
,,,,bah,115,102,90,,,,,,,,,FALSE,FALSE
,,,,bah,75,68,53,,,,,,,,,FALSE,FALSE
,,,,bah,185,160,116,,,,,,,,,FALSE,FALSE
,,,,rbu,270,245,193,,,,,,,,,FALSE,FALSE
81,sw,,,esch,137,122,100,2,,,,,1,,,FALSE,FALSE
,,,,esch,105,93,79,1,,,,,,,,FALSE,FALSE
,so,,,bah,352,287,221,,,,,,,,,FALSE,FALSE
,,,,bah,232,185,148,,,,,,,,,FALSE,FALSE
,,,,hbu,65,60,56,,,,,,,,,FALSE,FALSE
,,,,hbu,30,24,,,,,,,,,,FALSE,FALSE
,no,,,rbu,775,690,580,,,,,,,,,FALSE,FALSE
,,,no,esch,126,99,78,1,,,,,,,,FALSE,FALSE
82,sw,,,rbu,4340,4220,3750,,,,,,,,Baum 1077 im sw,FALSE,FALSE
83,nw,,,bah,5200,4795,4123,,,,,,,,,FALSE,FALSE
84,sw,,,sah,170,160,155,,,,,,,,,FALSE,FALSE
,,,,bah,100,92,72,,,,,,,,,FALSE,FALSE
,no,,,sah,196,178,169,,,,,,,,,FALSE,FALSE
85,no,,,rbu,1650,1067,820,,,,,,,,,FALSE,FALSE
,,,,bah,60,,,,,,,,,,,FALSE,FALSE
,sw,,,sah,163,135,98,,,,,,,,,FALSE,FALSE
,,,,bah,354,320,235,,,,,,,,,FALSE,FALSE
,,,,sah,620,610,595,,,,,,,,,FALSE,FALSE
,so,,,bah,209,168,140,,,,,,,,,FALSE,FALSE
,,,,bah,368,332,134,,,,,,,,,FALSE,FALSE
,,,,bah,280,259,210,,,,,,,,,FALSE,FALSE
,,,,sah,424,389,357,,,,,,,,,FALSE,FALSE
,,,,bah,1023,90595,888,,,,,,,,,FALSE,FALSE
,,,,bah,1252,943,653,,,,,,,,,FALSE,FALSE
86,sw,,,sah,454,403,352,,,,,,,,"Bach fließt durch, sehr viel Totholz",FALSE,FALSE
87,sw,,,bah,145,142,130,,,,,,,,,FALSE,FALSE
,nw,,,hbu,59,46,,,,,,,,,,FALSE,FALSE
,,,,bah,49,34,,,,,,,,,,FALSE,FALSE
,,,,sah,115,98,85,,,,,,,,,FALSE,FALSE
,,,,bah,790,746,565,,,,,,,,,FALSE,FALSE
,,,,hbu,68,57,,,,,,,,,,FALSE,FALSE
,,,,bah,90,83,,,,,,,,,,FALSE,FALSE
,,,,hbu,74,45,39,,,,,,,,,FALSE,FALSE
,no,,,bah,70,61,49,,,,,,,,,FALSE,FALSE
,,,,hbu,55,45,,,,,,,,,,FALSE,FALSE
,,,,hbu,43,36,,,,,,,,,,FALSE,FALSE
,sw,,,bah,100,92,84,,,,,,,,,FALSE,FALSE
,no,,,hbu,60,54,,,,,,,,,,FALSE,FALSE
,,,,bah,63,59,50,,,,,,,,,FALSE,FALSE
,,,,hbu,55,48,,,,,,,,,,FALSE,FALSE
,,,,esch,85,78,66,2,,,,,,,,FALSE,FALSE
,,,,sah,208,192,166,,,,,,,,,FALSE,FALSE
,,,,sah,220,202,175,,,,,,,,,FALSE,FALSE
,so,,so,esch,63,59,55,1,,,,,,,,FALSE,FALSE
,,,,bah,96,88,69,,,,,,,,,FALSE,FALSE
,,,,bah,100,97,78,,,,,,,,,FALSE,FALSE
,,,,sah,103,100,84,,,,,,,,,FALSE,FALSE
,,,,sah,183,170,157,,,,,,,,,FALSE,FALSE
,,,,hbu,58,53,,,,,,,,,,FALSE,FALSE
,,,,hbu,46,42,40,,,,,,,,,FALSE,FALSE
88,nw,,nw,esch,121,101,82,1,,,,,,,,FALSE,FALSE
,,,,bah,337,288,262,,,,,,,,,FALSE,FALSE
,,,,bah,123,115,102,,,,,,,,,FALSE,FALSE
,,,,bah,130,127,116,,,,,,,,,FALSE,FALSE
,,,,bah,111,96,81,,,,,,,,,FALSE,FALSE
,,,,bah,99,95,84,,,,,,,,,FALSE,FALSE
,,,,bah,133,125,114,,,,,,,,,FALSE,FALSE
,,,,hbu,445,352,348,,,,,,,,,FALSE,FALSE
,,,,bah,191,160,142,,,,,,,,,FALSE,FALSE
,,,,bah,106,102,92,,,,,,,,,FALSE,FALSE
,,,,bah,167,154,101,,,,,,,,,FALSE,FALSE
,,,,bah,84,73,65,,,,,,,,schief,FALSE,FALSE
,,,,sah,171,105,100,,,,,,,,neuaustrieb aus dickerem trieb,FALSE,FALSE
,,,,bah,122,113,102,,,,,,,,,FALSE,FALSE
,,,,bah,207,190,178,,,,,,,,,FALSE,FALSE
,,,,bah,344,297,269,,,,,,,,,FALSE,FALSE
,sw,,,bah,116,110,93,,,,,,,,,FALSE,FALSE
,,,,bah,202,174,140,,,,,,,,,FALSE,FALSE
,,,,bah,103,91,80,,,,,,,,,FALSE,FALSE
,,,,sah,220,215,210,,,,,,,,,FALSE,FALSE
,,,,sah,720,628,491,,,,,,,,,FALSE,FALSE
,,,,sah,160,157,155,,,,,,,,,FALSE,FALSE
,,,,sah,115,90,71,,,,,,,,,FALSE,FALSE
,,,,sah,195,190,181,,,,,,,,,FALSE,FALSE
,,,,sah,235,192,168,,,,,,,,,FALSE,FALSE
,,,,bah,114,109,93,,,,,,,,,FALSE,FALSE
,,,,bah,140,130,121,,,,,,,,,FALSE,FALSE
,,,,bah,112,110,99,,,,,,,,,FALSE,FALSE
,,,,bah,650,555,446,,,,,,,,,FALSE,FALSE
,,,,sah,210,200,179,,,,,,,,,FALSE,FALSE
,so,,,sah,63,50,,,,,,,,,,FALSE,FALSE
,,,,bah,85,75,65,,,,,,,,,FALSE,FALSE
,,,,bah,403,381,300,,,,,,,,,FALSE,FALSE
,,,,esch,113,98,91,1,,,,,,,,FALSE,FALSE
,,,,bah,95,89,74,,,,,,,,,FALSE,FALSE
,,,,sah,97,87,73,,,,,,,,,FALSE,FALSE
,,,,bah,109,102,93,,,,,,,,,FALSE,FALSE
,,,,sah,65,60,52,,,,,,,,,FALSE,FALSE
,,,,bah,111,108,100,,,,,,,,,FALSE,FALSE
,,,,bah,80,78,70,,,,,,,,,FALSE,FALSE
,,,,sah,229,211,188,,,,,,,,,FALSE,FALSE
,,,,bah,391,338,281,,,,,,,,,FALSE,FALSE
,,,,sah,185,175,162,,,,,,,,,FALSE,FALSE
,,,,bah,125,110,83,,,,,,,,,FALSE,FALSE
,,,,bah,211,157,113,,,,,,,,,FALSE,FALSE
,,,,sah,104,88,75,,,,,,,,,FALSE,FALSE
,,,,bah,223,163,139,,,,,,,,,FALSE,FALSE
,,,,bah,187,182,160,,,,,,,,,FALSE,FALSE
,,,,sah,150,131,99,,,,,,,,,FALSE,FALSE
,,,,sah,112,103,82,,,,,,,,,FALSE,FALSE
,,,,bah,139,123,119,,,,,,,,,FALSE,FALSE
,,,,bah,82,69,48,,,,,,,,,FALSE,FALSE
,,,,sah,206,200,195,,,,,,,,,FALSE,FALSE
,,,,bah,1205,851,505,,,,,,,,,FALSE,FALSE
,,,,bah,105,95,74,,,,,,,,,FALSE,FALSE
,,,,bah,115,96,74,,,,,,,,,FALSE,FALSE
,,,,sah,110,106,91,,,,,,,,,FALSE,FALSE
,no,,,bah,186,161,121,,,,,,,,,FALSE,FALSE
,,,,hbu,778,625,550,,,,,,,,,FALSE,FALSE
,,,,bah,252,218,142,,,,,,,,,FALSE,FALSE
,,,,bah,222,187,161,,,,,,,,,FALSE,FALSE
,,,,sah,106,95,75,,,,,,,,,FALSE,FALSE
,,,,bah,155,146,111,,,,,,,,,FALSE,FALSE
,,,,sah,100,82,69,,,,,,,,,FALSE,FALSE
,,,,bah,111,105,86,,,,,,,,,FALSE,FALSE
,,,,sah,192,181,137,,,,,,,,,FALSE,FALSE
,,,,bah,130,119,104,,,,,,,,,FALSE,FALSE
,,,,bah,116,105,86,,,,,,,,,FALSE,FALSE
,,,,sah,95,81,68,,,,,,,,,FALSE,FALSE
,,,,sah,19,93,83,,,,,,,,,FALSE,FALSE
,,,,bah,113,110,95,,,,,,,,,FALSE,FALSE
,,,,bah,225,193,140,,,,,,,,,FALSE,FALSE
,,,,bah,164,150,131,,,,,,,,,FALSE,FALSE
,,,,sah,185,181,177,,,,,,,,,FALSE,FALSE
,,,,sah,79,66,59,,,,,,,,,FALSE,FALSE
,,,,bah,100,94,83,,,,,,,,,FALSE,FALSE
,,,,bah,101,94,82,,,,,,,,,FALSE,FALSE
,,,,bah,223,193,164,,,,,,,,,FALSE,FALSE
,,,,bah,550,415,326,,,,,,,,,FALSE,FALSE
,,,,bah,88,81,74,,,,,,,,,FALSE,FALSE
89,,,, ,,,,,,,,,,,keine Bäume,FALSE,FALSE
90,nw,,,bah,158,152,141,,,,,,,,,FALSE,FALSE
,,,,bah,215,200,185,,,,,,,,,FALSE,FALSE
,,,,bah,175,168,157,,,,,,,,,FALSE,FALSE
,,,,bah,100,89,78,,,,,,,,,FALSE,FALSE
,no,,,fah,911,731,714,,,,,,,,,FALSE,FALSE
,,,,bah,116,98,80,,,,,,,,,FALSE,FALSE
,,,,bah,91,85,77,,,,,,,,,FALSE,FALSE
,sw,,,bah,101,89,78,,,,,,,,,FALSE,FALSE
,,,,sah,180,165,145,,,,,,,,,FALSE,FALSE
,,,,sah,190,180,173,,,,,,,,,FALSE,FALSE
,no,,,hbu,53,50,44,,,,,,,,,FALSE,FALSE
,so,,,hbu,57,55,,,,,,,,,,FALSE,FALSE
,,,,hbu,65,60,,,,,,,,,,FALSE,FALSE
,,,,bah,112,104,85,,,,,,,,,FALSE,FALSE
,,,,bah,140,134,129,,,,,,,,,FALSE,FALSE
,,,so,esch,66,57,54,1,,,,,,,,FALSE,FALSE
91,no,,,sah,212,190,172,,,,,,,,,FALSE,FALSE
,so,,,bah,1854,1561,1149,,,,,,,,,FALSE,FALSE
,,,,esch,107,92,,3,,,,,,t1,neuaustrieb aus altem Trieb,FALSE,FALSE
,,,so,esch,386,368,273,4,,2,,,,,,FALSE,FALSE
,,,,bah,407,405,392,,,,,,,,Seitentrieb spitze abgestorben,FALSE,FALSE
,,,,esch,344,329,284,7,2,,,t1,,2,,FALSE,FALSE
,nw,,,bah,1202,1081,865,,,,,,,,,FALSE,FALSE
,,,,rbu,2323,2051,1769,,,,,,,,,FALSE,FALSE
,,,nw,esch,129,115,102,2,,,,,,2,,FALSE,FALSE
,,,,fah,449,427,416,,,,,,,,,FALSE,FALSE
,,,,bah,1790,1604,1125,,,,,,,,,FALSE,FALSE
92,so,,,bah,135,123,105,,,,,,,,Baum 1068 steht im Plot,FALSE,FALSE
,sw,,,esch,136,105,88,3,,1,,,,1,,FALSE,FALSE
,,,,esch,105,65,60,3,,,,,1,,,FALSE,FALSE
,,,,esch,136,114,100,1,,,,,,,,FALSE,FALSE
,,,,rbu,245,242,240,,,,,,,,,FALSE,FALSE
,,,sw,esch,100,88,70,2,,,,,,1,,FALSE,FALSE
,nw,,,esch,173,146,117,4,,t1,,,,1,,FALSE,FALSE
,,,,sah,95,88,80,,,,,,,,,FALSE,FALSE
,,,nw,esch,75,73,65,1,,,,,,,,FALSE,FALSE
,,,,rbu,156,150,148,,,,,,,,,FALSE,FALSE
,,,,bah,106,99,88,,,,,,,,,FALSE,FALSE
,,,,rbu,89,86,84,,,,,,,,,FALSE,FALSE
93,,,, ,,,,,,,,,,,keine Bäume dafür Matsch,FALSE,FALSE
94,,,, ,,,,,,,,,,,Rand,TRUE,FALSE
95,no,,no,esch,198,117,76,3,,,,,,1,,FALSE,FALSE
,,,,esch,140,130,116,4,,,,,,1,krumm,FALSE,FALSE
,,,,hbu,58,55,48,,,,,,,,,FALSE,FALSE
,,,,bah,96,79,58,,,,,,,,,FALSE,FALSE
,,,,bah,155,153,145,,,,,,,,,FALSE,FALSE
,,,,esch,173,130,64,3,,,,,,2,,FALSE,FALSE
,,,,rbu,241,219,204,,,,,,,,,FALSE,FALSE
,,,,bah,66,57,,,,,,,,,,FALSE,FALSE
,,,,bah,70,64,,,,,,,,,,FALSE,FALSE
,,,,rbu,404,383,339,,,,,,,,,FALSE,FALSE
,nw,,nw,esch,89,86,67,1,,,,,,,krumm,FALSE,FALSE
,,,,rbu,251,247,233,,,,,,,,,FALSE,FALSE
,,,,bah,66,58,,,,,,,,,,FALSE,FALSE
,,,,rbu,220,212,175,,,,,,,,,FALSE,FALSE
,,,,esch,67,55,,1,,,T1,,,,,FALSE,FALSE
,,,,bah,134,125,,,,,,,,,,FALSE,FALSE
,,,,rbu,120,117,114,,,,,,,,,FALSE,FALSE
,,,,esch,252,190,120,1,t1,,,,,,grüne Höhe 65,FALSE,FALSE
,,,,esch,87,60,48,2,t1,,,,,,,FALSE,FALSE
,,,,bah,89,78,66,,,,,,,,,FALSE,FALSE
,,,,bah,95,80,63,,,,,,,,,FALSE,FALSE
,,,,esch,55,40,75,1,,,,,,,liegend,FALSE,FALSE
,,,,esch,159,140,111,4,,,,,1,,,FALSE,FALSE
,,,,bah,146,133,128,,,,,,,,,FALSE,FALSE
,,,,esch,101,219,132,1,,,,,,,,FALSE,FALSE
,,,,rbu,230,183,152,,,,,,,,,FALSE,FALSE
,,,,esch,335,265,183,1,,,,,,,,FALSE,FALSE
,,,,esch,60,51,42,2,,,,,1,,,FALSE,FALSE
,,,,esch,188,150,100,2,,,,,,,,FALSE,FALSE
,,,,esch,155,120,102,1,,,,,,,,FALSE,FALSE
,,,,esch,114,75,,1,,,,,,,,FALSE,FALSE
,,,,sah,122,114,113,,,,,,,,,FALSE,FALSE
,,,,esch,236,157,135,1,,,,,,,,FALSE,FALSE
,,,,rbu,139,136,130,,,,,,,,,FALSE,FALSE
,,,,esch,122,103,70,1,,,,,,,,FALSE,FALSE
,,,,esch,109,100,69,1,,,,,,,liegt zur Hälfte,FALSE,FALSE
,,,,esch,95,78,48,1,,,,,,,liegt zur Hälfte,FALSE,FALSE
,sw,,,esch,79,69,58,1,,,,,,,liegend,FALSE,FALSE
,,,,hbu,63,61,,,,,,,,,,FALSE,FALSE
,,,,hbu,35,30,,,,,,,,,,FALSE,FALSE
,,,,hbu,54,,,,,,,,,,,FALSE,FALSE
,,,,bah,132,122,101,,,,,,,,,FALSE,FALSE
,,,,esch,129,114,95,1,,,,,,,kriechend,FALSE,FALSE
,,,,rbu,236,192,185,,,,,,,,,FALSE,FALSE
,,,,rbu,260,253,240,,,,,,,,,FALSE,FALSE
,,,,hbu,47,43,,,,,,,,,,FALSE,FALSE
,,,,hbu,57,54,,,,,,,,,,FALSE,FALSE
,,,,rbu,174,168,149,,,,,,,,,FALSE,FALSE
,,,,rbu,129,123,117,,,,,,,,,FALSE,FALSE
,,,,esch,71,63,37,2,,,,,,1,,FALSE,FALSE
,,,,esch,132,104,88,2,,,,,,,,FALSE,FALSE
,,,,esch,148,98,75,2,,,,,,1,,FALSE,FALSE
,,,,esch,176,155,115,1,,,,,,,,FALSE,FALSE
,,,,hbu,63,,,,,,,,,,,FALSE,FALSE
,,,sw,esch,198,140,112,1,,,,,,,,FALSE,FALSE
,,,,esch,244,193,133,1,,,,,,,,FALSE,FALSE
,,,,rbu,240,237,218,,,,,,,,,FALSE,FALSE
,,,,rbu,220,216,204,,,,,,,,,FALSE,FALSE
,,,,esch,227,155,96,1,,,,,,,,FALSE,FALSE
,so,,,hbu,37,35,,,,,,,,,,FALSE,FALSE
,,,,hbu,54,49,,,,,,,,,,FALSE,FALSE
