Plotnummer,Rueckegasse,Esche markiert,Gefunden,Baumart,Hoehe,Anzahl Triebe,Einjaehriger Saemling,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Gruene Hoehe,Aceria fraxinivora,Nicht gerade,Bemerkungen
,,,,bah,57,,,,,,,,,,,,
,,nw,t,esch,23,6,,,,,,,3,,,,
,,,,esch,58,3,,,,,,,1,,,,
,,,,hbu,25,,,,,,,,,,,,
,,,,hbu,9,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,71,8,,,1,,,,,,,,
,,sw,t,esch,69,3,,,,,,,,,,,
,,,,hbu,19,,,,,,,,,,,,
,,,,esch,24,3,,,,,,,,,,,
,,so,t,esch,54,5,,,,,,1,,,,,
,,,,bah,78,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,25,3,,,,,,,,,,,
,,,,esch,36,3,,,,,,,,,,,
188,,,,esch,10,2,,,,,,1,,,,,baum nummer 60 liegt auf der südkaNTE
,,nw,t,esch,38,3,,,,,,,,,,,
,,no,t,esch,56,5,,,,,,,2,,,,
,,,,bah,16,,,,,,,,,,,,
189,,so,t,esch,13,1,,,,,,,,,,,baum 72 steht genau in der mitte
,,,,esch,20,2,,,,,,,,,,,
,,,,esch,32,2,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,bah,9,,,,,,,,,,,,
,,no,t,esch,26,4,,t2,,,,,,21,,,
,,nw,t,esch,27,1,,,,,,,,,,,
,,,,hbu,9,,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,14,2,,,,,,,1,,,,
,,,,esch,16,2,,,,,,,,,,,
190,,,,bah,23,,,,,,,,,,,,
,,,,bah,23,,,,,,,,,,,,
,,,,hbu,38,,,,,,,,,,,,
,,no,t,esch,42,2,,,,,,,,,,,
,,,,esch,46,3,,,,,,,,,,,
,,,,bah,45,,,,,,,,,,,,
,,,,esch,62,4,,,,,,1,,,,,
,,,,esch,43,2,,,,,,,,,,,
,,,,esch,31,2,,,,,,,,,,,
,,,,esch,63,3,,,,,,,,,,,
,,,,esch,37,3,,t2,,,,,,15,,,
,,,,esch,29,1,,,,,,,,,,,
,,nw,t,esch,23,1,,,,,,,,,,,
,,,,esch,35,1,,,,,,,,,,,
,,,,esch,52,7,,,,,,,3,,2,,
,,,,esch,41,2,,,,,,,1,,,,
,,,,esch,51,2,,,,,,,,,,,
,,,,bah,54,,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,35,3,,,,,,,,,,,
,,,,esch,33,2,,,,,,,,,,,
,,,,bah,46,,,,,,,,,,,,
,,,,esch,50,2,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,bah,84,,,,,,,,,,,,
,,,,bah,33,,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,so,t,esch,25,1,,,,,,,,,,,
,,,,esch,67,4,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,fah,44,,,,,,,,,,,,
,,,,esch,56,3,,,,,,1,,,,,
,,,,esch,29,3,,,,,,,1,,,,
,,,,esch,50,9,,,,,,,,,,,
,,,,bah,28,,,,,,,,,,,,
,,,,esch,54,13,,,,,,,,,,,
,,,,bah,35,,,,,,,,,,,,
,,sw,t,esch,62,4,,,,,,,,,,,
,,,,esch,37,3,,,,,,,1,,,,
,,,,bah,79,,,,,,,,,,,,
,,,,esch,51,7,,,,,,2,,,,,
,,,,esch,33,2,,,,,,,,,,,
,,,,esch,34,1,,,,,,,,,,,
,,,,esch,67,16,,,,,,,,,,,
,,,,esch,48,1,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
,,,,esch,25,2,,,,,,t1,,25,,,
,,,,esch,31,2,,t1,,,,,,29,,,
,,,,esch,49,2,,,,,,,,,,,
191, ,so,t,esch,6,1,,,,,,,1,,,,tot
,,,,bah,32,,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,sw,f,esch,,,,,,,,,,,,,
,,,,hbu,41,,,,,,,,,,,,
,,,,bah,123,,,,,,,,,,,,
,,,,hbu,49,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,,,,x,
192,,,,hbu,73,,,,,,,,,,,,
,,,,bah,118,,,,,,,,,,,,
,,,,bah,100,,,,,,,,,,,,
,,,,bah,86,,,,,,,,,,,,
,,sw,t,esch,83,17,,,,,,2,3,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,bah,107,,,,,,,,,,,,
,,nw,t,esch,52,3,,t3,,,,,,,,,tot
,,,,bah,43,,,,,,,,,,,,
,,,,bah,97,,,,,,,,,,,,
,,,,rbu,81,,,,,,,,,,,,
,,,,esch,41,1,,,,,,,,,,,
,,,,bah,54,,,,,,,,,,,,
,,,,bah,43,,,,,,,,,,,,
,,,,bah,116,,,,,,,,,,,,
,,,,bah,63,,,,,,,,,,,,
,,,,bah,129,,,,,,,,,,,,
,,,,bah,60,,,,,,,,,,,,
193,,so,t,esch,23,3,,,,,,1,,,,,baum 86 auf südkante
,,,,bah,19,,,,,,,,,,,,
,,,,bah,42,,,,,,,,,,,,
,,no,t,esch,17,3,,,,,,,,,,x,von totholz erschlagen
,,,,esch,50,6,,,,,,1,,,,,
,,sw,t,esch,38,1,,,,,,,,,,,
,,,,esch,43,5,,,,,,,1,,,,
,,,,bah,68,,,,,,,,,,,,
,,,,bah,205,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
194,,Mitte,t,esch,5,1,,,,,,,1,,,,tot
,,,,bah,12,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,no,f,esch,,,,,,,,,,,,,
195,,no,t,esch,21,1,,,,,,,,,,,
,,,,esch,26,1,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,esch,26,1,,,,,,,,,,,
,,,,rbu,71,,,,,,,,,,,,
,,so,t,esch,18,1,,,,,,,,,,,
,,,,esch,8,3,,,,,,,,,,,
,,,,bah,8,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
196,,,,bah,17,,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,hbu,65,,,,,,,,,,,,
,,,,bah,21,,,,,,,,,,,,
,,,,hbu,88,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,66,,,,,,,,,,,,
,,,,bah,40,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
197,,nw,t,esch,55,12,,,,,,,5,,,,
,,,,bah,28,,,,,,,,,,,,
,,,,bah,50,,,,,,,,,,,,
,,,,esch,48,8,,,,,,2,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,bah,29,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,31,,,,,,,,,,,,
,,,,bah,54,,,,,,,,,,,,
,,,,esch,36,2,,,,,,,1,,,,
,,,,bah,25,,,,,,,,,,,,
,,,,bah,71,,,,,,,,,,,,
,,,,bah,47,,,,,,,,,,,,
,,,,esch,27,2,,,,,,,,,,,
,,,,esch,38,3,,,,,,,1,,,,
,,,,hbu,93,,,,,,,,,,,,
,,no,t,esch,39,3,,t1,,,,,,34,,,
,,,,hbu,69,,,,,,,,,,,,
,,,,bah,25,,,,,,,,,,,,
,,,,bah,43,,,,,,,,,,,,
,,so,t,esch,23,8,,,,,,,3,,,,
,,,,esch,59,10,,,,,,,3,,,,
,,,,bah,35,,,,,,,,,,,,
,,,,bah,18,,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,24,,,,,,,,,,,,
,,sw,t,esch,26,1,,,,,,,,,,,
,,,,esch,62,17,,,,,,3,2,,,,
,,,,bah,65,,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
198,,nw,f,esch,,,,,,,,,,,,,Baum 82 steht 10 cm östlich der Ostkante mittig
,,,,esch,26,3,,,,,,1,1,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,37,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,bah,24,,,,,,,,,,,,
,,,,esch,33,1,,,,,,,,,,,
,,no,t,esch,25,1,,,,,,,,,,,
,,,,hbu,69,,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,esch,22,2,,,,,,,,,,,
,,,,hbu,38,,,,,,,,,,,,
,,,,bah,18,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,bah,245,,,,,,,,,,,,
,,so,t,esch,29,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,28,1,,,,,,,,,,,
,,,,esch,32,1,,,,,,,,,,,
,,,,esch,33,2,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,31,3,,,,,,1,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,26,1,,,,,,,,,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,sw,t,esch,26,7,,,,,,,,,,t,untere Teil liegend
,,,,esch,26,2,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,bah,18,,,,,,,,,,,,
,,,,esch,34,1,,,,,,,,,,,
,,,,bah,10,,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,bah,23,,,,,,,,,,,,
,,,,hbu,58,,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
199,,no,t,esch,42,2,,t2,,,,,,,,,tot an ets
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,30,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,43,3,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,nw,t,esch,42,1,,,,,,,,,,,
,,,,bah,21,,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,15,2,,,,,,1,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,19,4,,3,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,13,2,,t1,,,,,,11,,,
,,sw,t,esch,22,5,,,,,,2,,,,,
,,,,esch,27,4,,,,,,1,1,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,esch,41,1,,,,,,,,,,,
,,,,esch,61,3,,,,,,1,,,,,
,,,,esch,40,7,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,37,3,,,,,,,2,,,,
,,,,esch,16,2,,,,,,,1,,,,
,,so,t,esch,49,1,,,,,,,,,,,
,,,,esch,42,3,,,,,,1,,,,,
,,,,esch,49,6,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,27,6,,,,,,,2,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,58,2,,,,,,,,,,,
,,,,esch,43,3,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
200,,no,t,esch,31,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,38,3,,,,,,1,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,esch,26,2,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,48,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,nw,t,esch,24,3,,,,,,,1,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,34,3,,,,,,,,,,,
,,,,esch,37,1,,,,,,,,,,,
,,,,esch,31,4,,,,,,,,,,,
,,,,hbu,13,,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,37,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,esch,41,1,,,,,,,,,,,
,,,,esch,28,5,,t1,,,,,,23,,,
,,,,esch,18,2,,,,,,,,,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,esch,24,2,,1,,,,,,,,,
,,sw,t,esch,12,2,,,,,,,,,,,
,,,,esch,36,1,,,,,,,,,,,
,,,,esch,30,4,,,,,,,2,,,,
,,,,esch,33,2,,,,,,,,,,,
,,,,esch,37,3,,,,,,,,,,,
,,,,esch,38,4,,,,,,,,,,,
,,,,esch,47,3,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,48,7,,,,,,,1,,,,
,,,,esch,51,1,,,,,,,,,,,
,,,,esch,29,2,,,,,,,,,,,
,,,,esch,43,2,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,42,10,,,,,,,3,,,,
,,,,bah,15,,,,,,,,,,,,
,,so,t,esch,48,6,,1,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,hbu,9,,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,19,3,,t1,,,,,,18,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,43,3,,,,,,,,,,,
,,,,esch,43,4,,,,,,,1,,,,
201,,sw,t,esch,44,1,,,,,,,,,,,baum 56 steht mittig auf der südkante
,,,,esch,47,2,,,,,,,,,,,
,,,,esch,43,8,,,,,,1,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,45,1,,,,,,,,,,,
,,,,esch,49,3,,,,,,,1,,,,
,,,,esch,45,5,,,,,,,,,,,
,,,,esch,30,3,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,no,t,esch,38,4,,,,,,,,,,,
,,,,esch,19,3,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,esch,34,1,,,,,,,,,,,
,,,,esch,32,2,,,,,,,,,,,
,,,,esch,19,2,,,,,,,,,,,
,,nw,t,esch,23,1,,,,,,,,,,,
,,,,esch,43,4,,,,,,,,,,,
,,,,esch,41,3,,,,,,,1,,,,
,,,,esch,37,1,,,,,,,,,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,esch,12,4,,,,,,,t2,12,,,
,,,,esch,22,2,,,,,,,,,,,
,,,,esch,44,4,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
202,,no,t,esch,60,8,,,,,,1,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,esch,26,2,,,,,,,1,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,hbu,7,,,,,,,,,,,,
,,,,esch,30,2,,,,,,,,,,,
,,nw,t,esch,25,2,,,,,,,,,,,
,,,,esch,30,5,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,so,t,esch,22,1,,,,,,,,,,,
,,,,bah,9,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,bah,9,,,,,,,,,,,,
,,,,esch,30,4,,,,,,1,,,,,
,,sw,t,esch,45,4,,,,,,,,,,,
,,,,bah,46,,,,,,,,,,,,
,,,,esch,22,7,,,,,,,1,,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,hbu,12,,,,,,,,,,,,
,,,,hbu,5,,,,,,,,,,,,
,,,,esch,25,5,,,,,,,,,,,
,,,,esch,41,10,,,4,,,1,1,,,,
,,,,hbu,7,,,,,,,,,,,,
203,,,,bah,66,,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
,,,,bah,29,,,,,,,,,,,,
,,nw,t,esch,108,5,,,,,,,1,,,,
,,no,t,esch,93,5,,,,,,,,,,,
,,,,esch,46,3,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,esch,90,3,,,,,,,,,,,
,,,,bah,125,,,,,,,,,,,,
,,sw,t,esch,29,4,,,,,,1,,,,,
,,,,bah,41,,,,,,,,,,,,
,,,,esch,76,4,,,,,,,,,,,
,,,,esch,57,1,,,,,,,,,,,
,,,,esch,69,2,,,,,,,,,,,
,,,,esch,37,4,,,,,,,t1,36,,,
,,,,esch,27,2,,,,,,,,,,,
,,,,esch,69,8,,,,,,,3,,,,
,,,,esch,95,8,,,,,,,3,,,,
,,so,t,esch,30,2,,,,,,,1,,,,haupttrieb umgegnickt
,,,,esch,56,3,,,,,,,,,,,
204,,,,hbu,55,,,,,,,,,,,,
,,,,hbu,60,,,,,,,,,,,,
,,,,bah,97,,,,,,,,,,,,
,,,,bah,72,,,,,,,,,,,,
,,,,hbu,37,,,,,,,,,,,,
,,,,hbu,15,,,,,,,,,,,,
,,,,hbu,11,,,,,,,,,,,,
205,,nw,t,esch,71,2,,,,,,,,,,,
,,,,hbu,6,,,,,,,,,,,,
206,,so,t,esch,43,4,,,,,,,,,,,
,,no,t,esch,44,4,,,,,,,2,,,,
,,nw,t,esch,74,12,,,,,,1,1,,,,
207,,so,t,esch,33,6,,,,,,,,,,,
,,,,esch,31,10,,,,,,2,,,,,
,,,,esch,19,6,,,,,,,1,,,,
,,,,esch,40,5,,,,,,1,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,22,2,,,,,,,,,,,
,,sw,f,esch,,,,,,,,,,,,,
,,,,esch,18,2,,,,,,,,,1,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,1,,,,,,,,,,,,
,,,,esch,19,5,,,,,,3,,,,,
,,,,esch,33,3,,,,,,1,1,,,,
208,,so,t,esch,15,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,7,,,,,,,,,,,,
,,,,esch,28,1,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,hbu,12,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,9,,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,22,2,,,,,,,,,,,
,,,,esch,31,3,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,esch,15,3,,,,,,1,,,,,
,,sw,t,esch,21,2,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,53,4,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,21,2,,,,,,,,,,,
,,,,esch,30,2,,,,,,,,,,,
,,,,bah,31,,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,34,6,,t2,,,,,,17,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,esch,28,2,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,nw,t,esch,41,2,,,,,,,1,,,,ein Trieb unter Totholz
,,,,esch,12,2,,,,,,,1,,,,
,,,,esch,14,2,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,25,2,,,,,,,12,,,,
,,,,esch,32,1,,,,,,,,,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,39,3,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,bah,7,,,,,,,,,,,,
,,,,esch,11,3,,,,,,,1,,1,,
,,,,esch,46,1,,,,,,,,,,,
,,,,esch,20,2,,,,,,,,,,,
,,,,esch,11,2,,,,,,,1,,,,
,,,,esch,39,2,,,,,,,,,,,
,,,,esch,26,2,,,,,,,,,,,
,,,,esch,19,3,,,,,,,1,,,,
,,,,esch,30,4,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,12,3,,,1,,,,,,,,
,,,,esch,30,2,,,,,,,1,,,,
,,,,esch,46,2,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,28,1,,,,,,,,,,,
,,,,esch,35,7,,,,,,,1,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,15,4,,,,,,,,,,,
,,,,esch,34,3,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,16,2,,,,,,,1,,,,
,,,,esch,28,4,,,,,,,2,,,,
,,no,t,esch,41,3,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,37,4,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,esch,21,2,,,,,,,,,,,
,,,,esch,22,4,,,,,,,2,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,esch,42,3,,,,,,,,,,,
,,,,esch,18,3,,,,,,,1,,,,
,,,,esch,49,3,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,39,3,,,,,,,,,,,
,,,,esch,36,12,,t5,,,,,,26,,,
209,,so,t,esch,21,1,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,hbu,13,,,,,,,,,,,,
,,,,hbu,24,,,,,,,,,,,,
,,,,hbu,20,,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,bah,56,,,,,,,,,,,,
,,,,bah,30,,,,,,,,,,,,
,,sw,t,esch,16,3,,,,,,,1,,,,
,,,,bah,50,,,,,,,,,,,,
,,,,esch,30,1,,,,,,,,,,,
,,,,esch,38,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,20,2,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,bah,34,,,,,,,,,,,,
,,nw,t,esch,28,1,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,bah,93,,,,,,,,,,,,
,,,,hbu,15,,,,,,,,,,,,
,,,,bah,42,,,,,,,,,,,,
,,,,hbu,40,,,,,,,,,,,,
,,,,hbu,19,,,,,,,,,,,,
,,,,hbu,20,,,,,,,,,,,,
,,,,hbu,9,,,,,,,,,,,,
210,,sw,t,esch,41,4,,,,,,,,,,,
,,,,esch,15,2,,,,,,,,,,,
,,,,esch,41,2,,,,,,,,,,,
,,,,esch,40,6,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,40,4,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,bah,102,,,,,,,,,,,,
,,nw,t,esch,52,4,,1,1,,,,,,,,
,,,,esch,33,2,,,,,,,,,,,
,,,,bah,45,,,,,,,,,,,,
,,,,esch,30,1,,,,,,,,,,,
,,,,esch,35,1,,,,,,,,,,,
,,,,hbu,78,,,,,,,,,,,,
,,no,t,esch,24,4,,,,,,,2,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,30,4,,,3,,,,,,,,
,,,,hbu,45,,,,,,,,,,,,
,,,,esch,42,1,,,,,,,,,,,
,,,,esch,67,3,,,1,,,,,,,,
,,,,esch,25,2,,,t1,,,,,21,,,
,,so,t,esch,55,3,,,,,,,,,,,
,,,,bah,29,,,,,,,,,,,,
,,,,esch,30,2,,,,,,,,,,,
,,,,esch,30,1,,,,,,,,,,,
,,,,esch,41,1,,,,,,,,,,,
,,,,esch,27,1,,,,,,,,,,,
,,,,esch,50,2,,,,,,,,,,,
,,,,esch,55,4,,,,,,,1,,,,
211,,no,t,esch,42,2,,,,,,,1,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,30,1,,,,,,,,,,,
,,,,hbu,40,,,,,,,,,,,,
,,,,esch,57,2,,,,,,,,,,,
,,nw,t,esch,27,1,,,,,,,1,,,,komplett tot
,,,,wki,86,,,,,,,,,,,,
,,,,esch,47,1,,,,,,,,,,,
,,,,esch,33,1,,,,,,,,,,,
,,,,bah,250,,,,,,,,,,,,
,,sw,f,esch,,,,,,,,,,,,,
,,,,hbu,65,,,,,,,,,,,,
,,,,hbu,67,,,,,,,,,,,,
,,,,esch,28,1,,,,,,,,,,,
,,,,esch,24,3,,,,,,,1,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,so,f,esch,,,,,,,,,,,,,
212,,sw,t,esch,11,1,,,,,,,,,,,Baum nummer 88 steht 20 cm östlich der Ostkante
,,,,bah,270,,,,,,,,,,,,
,,,,bah,510,,,,,,,,,,,,
,,,,bah,460,,,,,,,,,,,,
213,,,,hbu,12,,,,,,,,,,,,
,,,,hbu,20,,,,,,,,,,,,
,,,,bah,600,,,,,,,,,,,,
,,,,bah,410,,,,,,,,,,,,
214,,,,bah,17,,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,so,f,esch,,,,,,,,,,,,,
,,,,esch,10,2,,1,,,,,,,,,
,,sw,t,esch,37,4,,,,,,,1,,,,
,,,,hbu,63,,,,,,,,,,,,
,,,,esch,20,3,,,,,,,,,,,
,,,,esch,39,2,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,21,4,,,,,,,,,,,liegend
,,,,hbu,52,,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,no,t,esch,45,6,,,,,,1,,,,,
,,,,hbu,44,,,,,,,,,,,,
,,,,hbu,43,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
