Plotnummer,Rueckegasse,Esche markiert,Baumart,Hoehe,Anzahl Triebe,Einjaehriger Saemling,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Blattflecken,Bemerkungen,Zaun,Ausgeschlossen Rand Zaun
8941,,NW,Esch,8,3,,,,T2,,,,,,FALSE,FALSE
,,,Esch,23,2,,,,1,,,,,,FALSE,FALSE
,,,RBu,27,,,,,,,,,,,FALSE,FALSE
,,,Esch,25,2,,,,,1,,,,,FALSE,FALSE
,,,Esch,10,1,,,,,,,,,,FALSE,FALSE
,,,Esch,7,1,1,,,,,,,,,FALSE,FALSE
,,,Esch,4,1,,,,,,,,,,FALSE,FALSE
,,NO,Esch,7,1,1,,,,,,,4,,FALSE,FALSE
,,,Esch,10,1,,,,,,,,,,FALSE,FALSE
,,,RBu,23,,,,,,,,,,,FALSE,FALSE
,,,Esch,6,1,,,,,,,,,,FALSE,FALSE
,,SO,Esch,10,1,1,,,,,,,1,,FALSE,FALSE
,,,Esch,8,1,1,,,,,,,,,FALSE,FALSE
,,,Esch,7,1,1,,,,,,,,,FALSE,FALSE
,,SW,Esch,7,1,,,,,,,,,,FALSE,FALSE
,,,BAH,4,,,,,,,,,,,FALSE,FALSE
8942,,SW,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,,SEi,8,,,,,,,,,,,TRUE,FALSE
,,,SEi,14,,,,,,,,,,,TRUE,FALSE
,,,SWe,3,,,,,,,,,,,TRUE,FALSE
,,,SWe,3,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,10,1,1,,,,,,,1,,TRUE,FALSE
,,SO,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,BAh,3,,,,,,,,,,,TRUE,FALSE
,,,BAh,11,,,,,,,,,,,TRUE,FALSE
,,NO,Esch,9,1,1,,,,,,,,,TRUE,FALSE
8943,,NO,Esch,12,1,,,,,,,,1,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,Rbu,11,,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,SO,Esch,6,1,,,,,,,,2,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,14,3,,,,,,,1,1,,TRUE,FALSE
,,,Esch,3,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,2,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,NW,Esch,6,1,,,,,,,,3,,TRUE,FALSE
8944,,,BAh,17,,,,,,,,,,,TRUE,FALSE
,,,RBu,9,,,,,,,,,,,TRUE,FALSE
,,,Rbu,8,,,,,,,,,,,TRUE,FALSE
,,,Esch,15,2,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,Rbu,92,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,2,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,BAh,8,,,,,,,,,,,TRUE,FALSE
,,NO,Esch,6,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,15,1,,,,,,,,,,TRUE,FALSE
,,SO,Esch,14,1,,,,,,,,1,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,,Esch,16,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,6,3,,,,,,,T2,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Rbu,42,,,,,,,,,,,TRUE,FALSE
,,,BAh,18,,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,17,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,34,2,,,,,,,,2,,TRUE,FALSE
8945,,SW,Esch,8,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,NW,Esch,6,1,1,,,,,,,1,,TRUE,FALSE
,,,SWe,4,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,,SWe,2,,,,,,,,,,,TRUE,FALSE
,,,SWe,4,,,,,,,,,,,TRUE,FALSE
,,,SWe,1,,,,,,,,,,,TRUE,FALSE
,,,SWe,3,,,,,,,,,,,TRUE,FALSE
8946,,NO,Esch,11,3,,,1,,,,,,,TRUE,FALSE
,,,BAh,17,,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,9,3,,,,,,,,1,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,1,,,,,,,,,TRUE,FALSE
,,,Rbu,80,,,,,,,,,,,TRUE,FALSE
,,,BAh,11,,,,,,,,,,,TRUE,FALSE
,,SO,Esch,12,2,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,1,,,,,,,,,TRUE,FALSE
,,NW,Esch,5,1,,,,,,,,2,,TRUE,FALSE
8947,,SO,Esch,8,1,1,,,,,,,1,,TRUE,FALSE
,,,BAh,18,,,,,,,,,,,TRUE,FALSE
,,,Esch,9,3,,,1,,,,,,,TRUE,FALSE
,,NO,Esch,9,1,,,,,,,,4,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,11,4,,1,,,,1,,,,TRUE,FALSE
,,,Esch,23,1,,,,,,,,,,TRUE,FALSE
,,,Esch,16,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,7,1,1,,,,,,,1,,TRUE,FALSE
,,,Rbu,15,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,6,,T3,1,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,BAh,14,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,5,1,,,,,,,,1,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,BAh,5,,,,,,,,,,,TRUE,FALSE
8948,,SO,Esch,9,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,RBU,30,,,,,,,,,,,TRUE,FALSE
,,NO,Esch,12,2,,,,,,,,,keine Blätter,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,6,1,,,,,,,,2,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,14,2,,,,,,,,0,,TRUE,FALSE
,,,Rbu,18,,,,,,,,,,,TRUE,FALSE
8949,,NW,Esch,9,2,,,,,,,,,,TRUE,FALSE
,,,Esch,7,2,,,,,,1,,,,TRUE,FALSE
,,,BAh,11,,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,6,3,,,,,,T1,,1,,TRUE,FALSE
,,,Rbu,25,,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,NO,Esch,4,1,1,,,,,,,2,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,11,2,,,,,,,,,,TRUE,FALSE
,,SO,Esch,5,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,WLi,4,,,,,,,,,,,TRUE,FALSE
8950,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,SW,Esch,12,1,1,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,1,,,,,,,,,TRUE,FALSE
,,,BAh,9,,,,,,,,,,,TRUE,FALSE
,,NW,Esch,7,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,NO,Esch,9,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,,Birke,4,,,,,,,,,,,TRUE,FALSE
,,,Rbu,20,,,,,,,,,,,TRUE,FALSE
,,,Esch,9,2,,,,,,,1,,,TRUE,FALSE
8951,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,BAh,5,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,3,1,,,,,,,T1,,,TRUE,FALSE
,,NO,Esch,8,1,,,,,,,,1,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,3,,,,,,,1,,,TRUE,FALSE
,,,Esch,6,2,,,,,,,T1,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,15,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,SO,Esch,7,1,,,,,,,,1,,TRUE,FALSE
8952,, ,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,SO,Esch,4,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,BAh,7,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Rbu,6,,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,7,1,,,,,,,,3,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,3,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,T1,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,NO,Esch,5,1,,,,,,,,4,,TRUE,FALSE
8953,,SW,Esch,7,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,2,,,,,T1,,,,,TRUE,FALSE
,,,BAh,5,,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,6,1,1,,,,,,,3,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,WLi,8,,,,,,,,,,,TRUE,FALSE
,,,BAh,11,,,,,,,,,,,TRUE,FALSE
8954,,NW,Esch,5,1,,,,,,,,2,,TRUE,FALSE
,,,Esch,5,1,,,,T1,,,,,,TRUE,FALSE
,,,BAh,10,,,,,,,,,,,TRUE,FALSE
,,,Esch,9,2,,,,,,1,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,WLi,9,,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,2,,,,,,,1,,,TRUE,FALSE
,,,Esch,14,1,,,,,,,,,,TRUE,FALSE
,,NO,Esch,8,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,BAh,14,,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,BAH,12,,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,3,,,,,,,1,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,SO,Esch,8,1,,,,,,,,3,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,BAh,8,,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,Esch,20,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,9,1,1,,,,,,,1,,TRUE,FALSE
8955,,NW,Esch,10,1,,,,,,,,3,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,WLi,11,,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,3,,,,,,1,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,15,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,WLi,7,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,13,2,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,NO,Esch,6,1,1,,,,,,,0,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,15,2,,,,,,1,,,,TRUE,FALSE
,,SO,Esch,8,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,,RBU,11,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,3,1,1,,,,,,,,,TRUE,FALSE
,,,RBU,15,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,6,1,,,,,,,,2,,TRUE,FALSE
8956,,,WLi,9,,,,,,,,,,,TRUE,FALSE
,,NO,Esch,6,1,1,,,,,,,1,,TRUE,FALSE
,,,RBu,15,,,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,,RBU,14,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,3,1,,,,,,,,0,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,,WLi,10,,,,,,,,,,,TRUE,FALSE
,,,Esch,13,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,3,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,BAh,10,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,13,2,,,,,,1,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,9,1,1,,,,,,,0,,TRUE,FALSE
8957,,SO,Esch,6,1,1,,,,,,,0,Teil des Buchenstammes verdeckt den Plot,TRUE,FALSE
,,SW,Esch,9,1,1,,,,,,,0,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,RBU,8,,,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,Esch,3,1,1,,,,,,,,,TRUE,FALSE
8958,,SW,Esch,6,1,1,,,,,,,1,,TRUE,FALSE
,,,WLi,10,,,,,,,,,,,TRUE,FALSE
,,,RBU,11,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,RBU,16,,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,3,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,BAh,12,,,,,,,,,,,TRUE,FALSE
,,,WLi,20,,,,,,,,,,,TRUE,FALSE
,,,RBU,37,,,,,,,,,,,TRUE,FALSE
,,,WLi,5,,,,,,,,,,,TRUE,FALSE
,,,RBU,8,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,MITTE,Esch,7,1,1,,,,,,,0,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,NO,Esch,4,1,1,,,,,,,0,,TRUE,FALSE
,,,RBU,8,,,,,,,,,,,TRUE,FALSE
8959,,NW,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,NO,Esch,7,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,SW,Esch,4,1,1,,,,,,,0,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,SO,Esch,6,1,,,,,,,,0,,TRUE,FALSE
8960,,SW,Esch,7,1,,,,,,,,1,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,BAH,6,,,,,,,,,,,TRUE,FALSE
,,,Esch,2,1,1,,,,,,,,,TRUE,FALSE
,,NW,Esch,3,1,1,,,,,,,,,TRUE,FALSE
,,,Hbu,3,,,,,,,,,,,TRUE,FALSE
,,NO,Esch,10,1,,,,,,,,1,,TRUE,FALSE
8961,,SW,Esch,4,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,,,,,,,,,,TRUE,FALSE
,,NW,Esch,5,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,2,,,,,,,,,,TRUE,FALSE
,,,WLi,6,,,,,,,,,,,TRUE,FALSE
8962,,SW,Esch,3,1,1,,,,,,,2,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,WLi,6,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,4,1,1,,,,,,,,,TRUE,FALSE
,,SO,Esch,8,1,1,,,,,,,1,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,7,1,,,,,,,,,,TRUE,FALSE
,,,BAh,11,,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,NO,Esch,7,1,,,,,,,,3,,TRUE,FALSE
8963,, SO,Esch,4,1,,,,,,,,1,,TRUE,FALSE
,,,BAh,10,,,,,,,,,,,TRUE,FALSE
,,,Hbu,12,,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,1,,,,,,,,,,TRUE,FALSE
,,,Esch,8,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,1,,,,,,,,,TRUE,FALSE
,,,Esch,8,2,,,,,,,,,,TRUE,FALSE
,,,Esch,13,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,6,1,,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,,Esch,10,2,,,,,,,1,,,TRUE,FALSE
,,,BAh,5,,,,,,,,,,,TRUE,FALSE
,,,Esch,12,1,,,,,,,,,,TRUE,FALSE
,,,Esch,9,1,,,,,,,,,,TRUE,FALSE
,,,Esch,11,1,,,,,,,,,,TRUE,FALSE
,,SW,Esch,8,1,,,,,,,,0,,TRUE,FALSE
,,,SWe,2,,,,,,,,,,,TRUE,FALSE
,,,SWe,6,,,,,,,,,,,TRUE,FALSE
,,,SWe,4,,,,,,,,,,,TRUE,FALSE
,,,SWe,4,,,,,,,,,,,TRUE,FALSE
,,,SWe,2,,,,,,,,,,,TRUE,FALSE
,,,SWe,1,,,,,,,,,,,TRUE,FALSE
,,,Esch,5,1,,,,,,,,,,TRUE,FALSE
,,,Esch,7,2,,,,1,,,,,,TRUE,FALSE
