Plotnummer,Rueckegasse,Esche markiert,Gefunden,Baumart,Hoehe,Anzahl Triebe,Einjaehriger Saemling,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Gruene Hoehe,Aceria fraxinivora,Nicht gerade,Bemerkungen
,,,,rbu,22,,,,,,,,,,,,
,,,,esch,7,1,t,,,,,,,,,,
,,,,lindewi,9,,,,,,,,,,,,
,,mitte,t,esch,16,1,,,,,,,,,,,
,,sw,t,esch,32,1,,,,,,,,,,,kein fehler
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,20,2,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,nw, t,esch,16,2,,,,,,,,,,,
8951,,nw,t,esch,7,2,,,,,,,t1,4,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,bah,10,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,no,t,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,8,3,,,,,,,2,,,,
,,,,esch,8,2,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,2,,,,,,,1,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,so,t,esch,7,1,,,,,,,,,,,
8952,,nw,t,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,no,t,esch,6,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,so,t,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,t,,,,,,,,,,
,,,,rbu,11,,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
8953,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,Mitte,t,esch,9,1,,,,,,,,,,,
,,,,hbu,6,,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,bah,7,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,5,1,t,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,bah,6,,,,,,,,,,,,
8954,,no,t,esch,11,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,bah,22,,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,so,t,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,10,2,,,,,,1,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,nw,t,esch,8,1,,,,,,,,,,,
,,,,bah,13,,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,lindewi,6,,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,35,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,15,2,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,lindewi,9,,,,,,,,,,,,
,,sw,t,esch,9,1,,,,,,,1,,,,tot
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
8958,,no,t,esch,4,1,,,,,,,,,,,
,,,,esch,5,3,,1,,,,,,,,,
,,,,rbu,35,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,hbu,9,,,,,,,,,,,,
,,mitte,t,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,3,1,,,,,,,,,,t,
,,nw,t,esch,6,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,rbu,15,,,,,,,,,,,,
,,,,esch,6,,,,,,,,,,,,
,,,,rbu,9,,,,,,,,,,,,
,,sw,t,esch,7,1,,,,,,,,,,,
,,,,lindewi,12,,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,4,1,,,,,t1,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,8,1,,,,,t1,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,lindewi,20,,,,,,,,,,,,
8959,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,nw,t,esch,13,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,,,,,
,,,,esch,5,1,t,,,,t1,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,so,t,esch,7,2,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,t1,,,,,,
8960,,,,esch,5,1,,,,,,,,,,,
,,sw,t,esch,7,1,,,,,,,1,,,,tot
,,,,esch,7,1,,,,,,,,,,,
,,nw,t,esch,7,1,,,,,,,,,,,
,,,,esch,4,1,,,,,,,,,,,
,,no,t,esch,11,1,,,,,,,,,,,
,,,,hbu,5,,,,,,,,,,,,
8961,,sw,t,esch,7,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,nw,t,esch,8,1,,,,,,,,,,,
8962,,sw,t,esch,5,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,t,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,no,t,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,6,1,,,,,t1,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,so,t,esch,11,1,,,,,,,,,,,
8963,,no,,esch,10,1,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,hbu,33,,,,,,,,,,,,
,,,,WeideSa,11,,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,so,t,esch,8,1,,,,,,,,,,,
,,,,esch,11,5,,,1,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,sw,t,esch,17,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,7,1,t,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,13,2,,,,,,,1,,,,
,,,,esch,13,2,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,9,2,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,WeideSa,10,,,,,,,,,,,,
,,,,WeideSa,12,,,,,,,,,,,,
,,,,WeideSa,12,,,,,,,,,,,,
,,,,WeideSa,12,,,,,,,,,,,,
,,,,WeideSa,11,,,,,,,,,,,,
,,nw,t,esch,14,1,,,,,,,,,,,
8964,,nw,t,esch,6,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,bah,10,,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,10,2,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,rbu,18,,,,,,,,,,,,
,,sw,t,esch,9,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,mitte,t,esch,8,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,so,t,esch,9,2,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,8,2,,,,,,t1,,8,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,bah,8,,,,,,,,,,,,
,,,,bah,18,,,,,,,,,,,,
8965,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,mitte,t,esch,10,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,4,1,t,,,,,,,,,,
8966,,nw,t,esch,5,1,,,,,,,t1,,,,tot
,,,,bah,6,,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,t,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,bah,4,,,,,,,,,,,,
,,mitte,f,esch,,,,,,,,,,,,,
8967,,nw,t,esch,12,2,,,,,,,1,,,,
,,,,esch,10,2,,,,,,1,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,no,t,esch,11,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,so,t,esch,9,1,,,,,,,,,,,
,,,,rbu,16,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,sw,t,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
8968,,sw,t,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,4,,,,,,,t1,7,,,
,,no,t,esch,4,1,,,,,,,1,,,,
8969,,sw,t,esch,7,1,,,,,,,,,,,
,,,,esch,10,2,,,,,,,,,,,
,,,,WeideSa,12,,,,,,,,,,,,
,,so,t,esch,9,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,7,2,,,,,1,,,,,,
,,no,t,esch,11,1,,,,,,,,,,t,
8970,,,,esch,7,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,17,2,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,10,2,,,,,,,1,,,,
,,nw,t,esch,8,1,,,,,,,,,,,
,,,,esch,14,2,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,22,2,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,Mitte,t,esch,12,1,,,,,,,,,,,
,,so,t,esch,15,2,,,,,,1,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,11,2,,,,,,,1,,,,
,,,,esch,10,2,,,,,,1,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
8971,,so,t,esch,8,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,sw,t,esch,15,1,,,,,,,,,,,
,,,,esch,17,3,,,,,,1,,,,,
,,,,esch,12,2,,,,,,,,,,,
,,,,bah,28,,,,,,,,,,,,
,,Mitte,t,esch,12,1,,,,,,,,,,,
8972,,nw,t,esch,11,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,10,1,t,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,Mitte,t,esch,9,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,esch,8,1,t,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,t1,,,7,,,
,,,,bah,6,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,so,t,esch,8,2,,,,,,,1,,,,
,,,,esch,7,2,,,,,,t1,,,,,
,,sw,t,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
8973,,nw,t,esch,4,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,rbu,38,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,no,t,esch,7,1,,,,,,,1,,,,
,,,,esch,7,1,,,,,,,,,,,
,,so,t,esch,11,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,4,1,t,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
8974,,sw,t,esch,12,1,,,,,,,,,,,
,,,,esch,5,2,,,,,,,1,,,,
,,,,esch,5,1,t,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,10,2,,,,,,t1,,9,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,so,t,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,bah,11,,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,nw,t,esch,6,1,,,,,,,1,,,,tot
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,rbu,30,,,,,,,,,,,,
,,,,bah,10,,,,,,,,,,,,
,,no,t,esch,8,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
8975,,so,t,esch,13,1,,,,,,,1,,,,tot
,,,,bah,7,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,sw,t,esch,4,1,,,,,,,1,,,,tot
,,,,bah,17,,,,,,,,,,,,
,,,, birke,5,,,,,,,,,,,,
,,nw,t,esch,5,1,,,,,,,1,,,,tot
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
8976,,nw,t,esch,12,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,lindewi,6,,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,no,t,esch,18,4,,t3,,,,,,11,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,lindewi,9,,,,,,,,,,,,
,,,,esch,33,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,t,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,13,3,,,,,,1,,,,,
,,,,esch,18,2,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,so,t,esch,14,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,esch,18,3,,,,,,,1,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,40,2,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,40,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,hbu,28,,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,so,t,esch,19,1,,,,,,,,,,,
8977,,,,lindewi,89,,,,,,,,,,,,
,,so,t,esch,16,3,,,,,,t1,,16,,,
,,,,lindewi,12,,,,,,,,,,,,
,,,,lindewi,8,,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
,,,,hbu,11,,,,,,,,,,,,
,,,,lindewi,6,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
,,nw,t,esch,8,1,,,,,,,,,,,
,,,,lindewi,3,,,,,,,,,,,,
,,no,t,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,hbu,38,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
8978,,no,t,esch,4,1,,,,,,,1,,,,tot
,,,,bah,4,,,,,,,,,,,,
,,,,esch,2,11,,,,,,,t1,6,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,so,t,esch,12,1,,,,,,,,,,,
,,,,lindewi,9,,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,nw,t,esch,12,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,sw,t,esch,17,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,14,2,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
8979,,nw,t,esch,9,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
,,,,esch,5,1,1,,,,,,,,,,
,,,,lindewi,14,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,mitte,t,esch,14,2,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,sw,t,esch,9,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,so,t,esch,8,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,lindewi,14,,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,lindewi,14,,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,28,4,,,,,,,t1,22,,,
8980,,,,bah,30,,,,,,,,,,,,
,,no,t,esch,20,3,,,,,,,,,,,
,,,,bah,35,,,,,,,,,,,,
,,,,esch,10,2,,,,,,,,,,,
,,,,hbu,47,,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,bah,32,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,rbu,25,,,,,,,,,,,,
,,,,esch,7,1,1,,,,,,,,,,
,,mitte,t,esch,7,1,,,,,,,,,,,
,,,, lärche,20,,,,,,,,,,,,
,,nw,t,esch,9,1,,,,,,,,,,,der war vermutlich letztes mal als sw eingetragen. Denn sw gibt es 2021 2 stück auf diesem plot
,,,,hbu,11,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,25,4,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,1,8,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
8981,,nw,t,esch,11,1,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,,,,,
,,,,esch,13,,,,,,,,,,,,
,,,,esch,6,1,1,,,,,,,,,,
,,,,esch,4,1,1,,,,,,,,,,
,,so,t,esch,14,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
8982,,so,t,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,nw,t,esch,5,1,,,,,,,t1,,,,tot
,,,,bah,12,,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,3,1,,,,,,,,,,t,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,no,t,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
8983,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,so,t,esch,11,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,nw,t,esch,9,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
8984,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,mitte,f,esch,,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
8985,,so,t,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,nw,t,esch,6,1,,,,,,,,,,,
8986,,,,rbu,14,,,,,,,,,,,,
,,,,kirsche,13,,,,,,,,,,,,
,,so,t,esch,4,1,,,,,,,1,,,,tot
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,no,t,esch,10,1,,,,,,,t1,8,,,fast tot
8987,,,,rbu,15,,,,,,,,,,,,
,,no,t,esch,8,1,,,,,,,t1,,,,tot
,,,,esch,11,2,,,,,,,,,,,
,,mitte,t,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
