Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,ulmus glabra,579,448,441,818,455,441,,,,,,,,,
80,süd,,esche,105,,,,,,1,,,,,,,,
,west,,esche,90,63,,,,,1,,,,,,,,
,,,esche,63,51,,,,,1,,,,,,,,
,,,bah,35,,,,,,,,,,,,,,
,,,esche,71,,,,,,1,,,,,,,,
,,,esche,105,58,,,,,1,,,,,,,,
,,,esche,110,89,,,,,1,,,,,,,,
,,,esche,184,168,89,,,,1,,,,,,,,
,ost,,hasel,361,323,263,460,79,290,,,,,,,,,
,,,esche,122,116,95,,,,1,,,,,,,,
,,,hbu,88,73,45,,,,,,,,,,,,
,,,esche,118,93,50,144,112,66,1,,,,,,,,
,,,hbu,75,61,,,,,,,,,,,,,
,nord,,esche,130,115,99,,,,2,,t1,,,,,,
,,,esche,82,39,,,,,3,,2,,,,,,
,,,esche,232,125,,,,,1,,,,,,,,
,,,esche,165,140,98,,,,2,,,,,,1,,
81,ost,,esche,260,200,162,,,,2,,t1,,,,,stamm lieg über plott,
79,süd,,esche,183,144,121,,,,1,,,,,,,,
,west,,esche,169,90,1,,,,8,,t6,,,,,unten wieder ausgetrieben,
,,,linde,155,131,130,,,,,,,,,,,,
,nord,,esche,80,62,37,,,,1,,,,,,,,
,ost,,linde,1715,1610,1428,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
11,süd,,ulmus glabra,608,589,570,,,,,,,,,,,,
,west,,fah,970,954,932,,,,,,,,,,,,
,nord,,ulmus glabra,855,720,1,,,,,,,,,,,,
,ost,,,,,,,,,,,,,,,,,
