Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
6,S,,,,,,,,,,,,,,,,,
,O,,,,,,,,,,,,,,,,Keine Bäume,
,,,Pfaffe,453,431,366,724,695,629,,,,,,,,,
,,,Pfaffe,190,68,1,,,,,,,,,,,,
,,,Pfaffe,748,741,669,748,741,669,,,,,,,,,
,,,Pfaffe,701,659,654,,,,,,,,,,,,
,,,Pfaffe,185,109,1,,,,,,,,,,,,
,N,, ,,,,,,,,,,,,,,s.o.,
,S,, ,,,,,,,,,,,,,,s.o.,
,W,, ,,,,,,,,,,,,,,s.o.,
12,N,,Esche,106,73,46,,,,1,,,,,,,,
,,,Esche,102,89,70,,,,1,,,,,,,,
,,,Esche,115,70,50,,,,1,,,,,,,,
,,,Esche,109,81,66,,,,1,,,,,,,,
,,,Esche,54,38,30,99,77,67,2,,,,,,1,,
,,,Esche,84,63,56,112,90,82,1,,,,,,,,
,W,,Esche,109,67,55,123,90,76,1,,,,,,,,
,,,Esche,101,80,65,,,,1,,,,,,,,
,,,Esche,58,,,65,,,1,,,,,,,,
,,,Esche,76,70,66,,,,,,,T1,,,,,
,S,,FAh,91,70,,92,71,,,,,,,,,,
,,,Esche,130,111,105,135,121,109,3,,,,,,1,,
,O,,HBu,382,377,361,387,383,359,,,,,,,,,
,,,Pfaffe,261,245,238,551,510,382,,,,,,,,,
,,,Esche,142,124,105,,,,1,,,,,,,,
,,,Esche,157,137,133,175,156,151,2,,,,,,,,
,,,Pfaffe,235,231,222,290,285,273,,,,,,,,,
7,O,,Esche,100,49,32,104,50,32,2,,1,,,,,Viel schwaches Totholz liegt auf dem Plot,
,,,Esche,45,35,,46,35,,3,,,,,,2,,
,,,Esche,156,129,111,174,145,122,1,,,,,,,,
,,,Esche,152,105,90,,,,3,,,,,,1,,
,,,Esche,60,47,35,,,,1,,,,,,,,
,,,Esche,113,65,49,114,,,1,,,,,,,,
,S,,Esche,47,40,37,,,,4,,,,,,1,,
,,,Esche,155,80,54,,,,1,,,,,,,,
,,,Esche,60,30,,70,38,,4,,,,,,3,,
,,,Esche,32,16,1,,,,1,,,,,,,AUSTRIEB AUS ABGEBROCHENER STÄRKERER Unterlage,
,W,,Esche,86,70,56,154,134,118,2,,,,,,,,
,,,Esche,179,130,88,,,,2,,,,,,1,,
,,,Esche,143,117,71,,,,3,,,,,,2,,
,,,Esche,117,88,47,,,,1,,,,,,,,
,,,Esche,63,53,,,,,1,,,,,,,,
,,,Esche,109,79,54,,,,2,,,,,,1,,
,,,Esche,143,120,85,,,,1,,,,,,,,
,N,,Esche,166,97,71,,,,1,,,,,,,,
,,,Esche,108,79,56,122,92,67,1,,,,,,,,
,,,Esche,122,93,69,,,,1,,,,,,,,
,,,Esche,144,107,99,,,,1,,,,,,,,
,,,Esche,109,82,61,,,,2,,,,,,1,,
,,,Esche,71,53,45,,,,3,,,,,,2,,
,,,Esche,119,81,44,,,,1,,,,,,,,
,,,Esche,120,90,66,126,96,71,1,,,,,,,,
,,,Esche,91,67,42,,,,1,,,,,,,,
,,,Esche,115,90,67,,,,1,,,,,,,,
,,,Esche,177,133,80,,,,1,,,,,,,,
,,,Esche,135,95,76,,,,1,,,,,,,,
,,,Esche,129,87,60,135,94,67,1,,,,,,,,
,,,Esche,119,86,,121,89,,2,,,,,,1,,
,,,Esche,119,86,76,,,,1,,,,,,,,
,,,Esche,112,88,60,131,104,70,1,,,,,,,,
5,S,,U glabra,1010,895,878,,,,,,,,,,,,
,W,,U glabra,781,721,711,,,,,,,,,,,,
,N,,Esche,100,81,67,101,82,68,1,,,,,,,,
,,,Esche,67,60,58,103,96,89,1,,,,,,,,
,,,Esche,100,87,71,,,,1,,,,,,,,
,O,, ,,,,,,,,,,,,,,,
14,S,,domesticaPrunus,268,168,98,302,198,115,,,,,,,,,
,,,Esche,40,36,31,59,48,30,2,,,,,,T1,,
,,,Esche,81,75,69,123,110,104,2,,,,,,,,
,,,Esche,67,49,24,90,62,36,2,,,,,,T1,,
,O,, ,,,,,,,,,,,,,,,
,W,, ,,,,,,,,,,,,,,,
,N,, ,,,,,,,,,,,,,,,
23,W,,Esche,101,93,59,101,93,59,4,,,,,,2,Erle ohne Nummer steht mittig auf dem Plot und füllt diesen fast zur gänze aus.,124-3361
,,,Pfaffe,87,1,,,,,,,,,,,,Aus Rhizom,
,,,Pfaffe,277,271,271,314,306,303,,,,,,,,,
,,,Pfaffe,186,183,174,301,278,246,,,,,,,,,
,,,Pfaffe,184,165,162,,,,,,,,,,,,
,,,Pfaffe,240,183,162,494,435,382,,,,,,,,,
,,,Esche,125,112,58,125,112,58,1,,,,,,,,
,S,,Esche,55,51,,77,70,,3,,,,,,T1,,
,N,, ,,,,,,,,,,,,,,Keine Bäume,
,O,, ,,,,,,,,,,,,,,Keine Bäume,
34,N,,Esche,270,185,118,325,236,167,2,,,,,,,,124-3362
,,,Pfaffe,583,515,172,604,584,180,,,,,,,,,
,,,Pfaffe,430,417,237,552,524,285,,,,,,,,,
,,,Pfaffe,297,181,173,322,195,184,,,,,,,,,
,,,Pfaffe,216,183,156,246,210,172,,,,,,,,,
,,,Pfaffe,253,245,241,309,301,297,,,,,,,,,
,,,Pfaffe,288,244,85,490,439,233,,,,,,,,,
,,,Pfaffe,946,805,732,,,,,,,,,,,,
,,,Pfaffe,269,260,57,364,340,166,,,,,,,,,
,,,Esche,478,399,351,498,419,371,12,,1,,,,3,,
,,,Esche,344,256,202,386,295,236,3,,,,,,1,,
,O,,Esche,233,80,1,250,87,1,3,,T2,,,,,"eigendlich 425 hoch, Terminaltrieb ist abgestorben",
,,,Esche,199,100,87,215,208,191,2,,,,,,,,
,,,Pfaffe,202,118,63,418,290,119,,,,,,,,,
,,,Esche,108,83,47,133,109,64,2,,,,,,,,
,,,Esche,78,70,59,81,75,65,3,,,,,,2,,
,,,Esche,115,97,84,174,150,119,1,,,,,,,,
,,,Esche,136,124,97,,,,1,,,,,,,,
,,,Esche,238,218,152,310,289,223,5,,,,,,,,
,S,,Esche,168,153,135,243,227,191,2,,,,,,1,,
,,,Pfaffe,123,94,1,243,161,,,,,,,,,,
,,,Pfaffe,111,92,89,354,326,313,,,,,,,,,
,,,Esche,255,232,192,310,286,232,2,,,,,,,,
,W,,Pfaffe,314,122,26,,,,,,,,,,,,
,,,Esche,195,173,162,214,187,178,3,,,,,,T1,,
,,,Esche,370,347,265,374,351,269,2,,,,,,,,
,,,Pfaffe,86,71,1,110,94,1,,,,,,,,,
,,,Pfaffe,34,30,25,74,65,60,,,,,,,,,
,,,Esche,60,55,40,77,70,52,1,,,,,,,,
,,,Pfaffe,375,353,308,403,379,334,,,,,,,,,
,,,Pfaffe,83,74,1,120,101,1,,,,,,,,,
,,,Esche,214,167,130,216,157,130,2,,,,,,,,
43,S,,"Nigra, Sambuccus",4060,3986,3917,,,,,,,,,,,,
,,,Esche,168,163,147,174,163,147,2,,,,,,,,
,W,,Esche,206,200,192,212,203,196,4,,,,,,1,,
,,,Pfaffe,414,299,271,488,328,300,,,,,,,,,
,,,Pfaffe,128,121,83,157,153,96,,,,,,,,,
,,,Pfaffe,114,93,84,129,101,89,,,,,,,,,
,,,Pfaffe,198,195,172,229,221,200,,,,,,,,,
,N,,Pfaffe,229,202,187,360,348,292,,,,,,,,,
,,,Pfaffe,248,232,205,344,324,293,,,,,,,,,
,,,Esche,241,220,221,243,221,221,,,,,,,,,
,,,Pfaffe,268,448,419,,,,,,,,,,,,
,O,,Pfaffe,275,241,197,324,286,226,,,,,,,,,
,,,Pfaffe,196,176,148,331,306,266,,,,,,,,,
,,,Esche,96,86,42,274,264,220,,,,,,,,,
,,,BAh,226,186,108,,,,,,,,,,,,
54,N,,HBu,2989,2888,2775,,,,,,,,,,,,
,O,, ,,,,,,,,,,,,,,,
,W,, ,,,,,,,,,,,,,,,
,S,,FAh,411,409,396,414,426,428,,,,,,,,,
,,,Esche,62,56,50,91,85,80,2,,,,,,1,,
64,S,,HBu,5861,5251,4446,,,,,,,,,,,,
,,,U glabra,697,695,685,,,,,,,,,,,,
,,,Kirsche,588,586,584,,,,,,,,,,,,
,,,Kirsche,278,259,233,279,260,234,,,,,,,,,
,,,Kirsche,276,211,167,511,443,399,,,,,,,,,
,,,Pfaffe,155,117,94,198,158,142,,,,,,,,,
,,,BAh,2042,2023,1849,,,,,,,,,,,,
,O,,Esche,152,145,134,176,169,157,1,,,,,,,,
,,,Esche,186,169,147,,,,1,,,,,,,,
,,,Esche,104,96,85,116,110,99,1,,,,,,,,
,,,U glabra,515,511,482,,,,,,,,,,,,
,N,,U glabra,1442,1358,1238,,,,,,,,,,,,
,,,U glabra,680,666,638,,,,,,,,,,,,
,,,Esche,121,116,112,136,130,126,1,,,,,,,,
,,,FAh,349,344,321,365,357,330,,,,,,,,,
,W,,Esche,100,98,94,112,110,106,1,,,,,,,,
,,,Esche,158,154,149,169,165,160,3,,,,,,2,,
,,,U glabra,620,606,600,,,,,,,,,,,,
,,,U glabra,1061,1045,1005,,,,,,,,,,,,
,,,U glabra,1734,1685,1555,,,,,,,,,,,,
,,,BAh,1545,1516,1464,,,,,,,,,,,,
75,S,,U glabra,567,564,558,,,,,,,,,,,,
,,,BAh,511,543,428,,,,,,,,,,,,
,,,T platiphyllos,146,128,105,156,130,106,,,,,,,,,
,,,BAh,368,353,326,396,379,346,,,,,,,,,
,W,,U glabra,588,570,535,,,,,,,,,,,,
,,,Esche,145,130,102,152,137,109,1,,,,,,,,
,,,HBu,238,235,233,272,267,264,,,,,,,,,
,,,HBu,56,,,65,,,,,,,,,,,
,N,,Esche,298,276,254,,,,6,,,,,,4,,
,,,Esche,174,161,165,177,165,168,1,,,,,,,,
,,,Esche,301,266,252,307,272,258,,,,,,,,,
,,,HBu,171,157,137,328,307,284,,,,,,,,,
,,,Pfaffe,143,128,94,254,236,202,,,,,,,,,
,,,Pfaffe,85,75,60,243,230,206,,,,,,,,,
,,,Pfaffe,231,221,204,251,239,228,,,,,,,,,
,,,HBu,237,231,225,347,330,304,,,,,,,,,
,,,BAh,147,140,129,,,,,,,,,,,,
,,,U glabra,437,269,240,521,286,220,,,,,,,,,
,,,Esche,120,116,112,137,133,129,1,,,,,,,,
,,,U glabra,389,273,250,443,295,275,,,,,,,,,
,,,Esche,167,161,152,172,175,159,2,,,,,,1,,
,O,,Esche,164,145,141,184,172,167,1,,,,,,,,
,,,BAh,99,77,,,,,,,,,,,,,
,,,Esche,159,157,151,162,159,154,1,,,,,,,,
,,,Esche,138,134,132,192,189,185,3,,,,,,1,,
86,N,,Esche,144,126,114,144,126,114,1,,,,,,,Nordquadrant fast komplett von Buche 105 ausfgefüllt.,125-3374
,,,Esche,84,80,75,84,80,75,1,,,,,,,,
,O,, ,,,,,,,,,,,,,,"Keine Bäume, Totholz",
,S,,BAh,104,,,104,,,,,,,,,,,
,,,HBu,75,58,54,80,62,57,,,,,,,,,
,,,U glabra,169,150,115,270,166,116,,,,,,,,,
,W,,U glabra,280,241,201,,,,,,,,,,,,
,,,Esche,70,,,76,,,1,,,,,,,,
,,,HBu,56,45,38,,,,,,,,,,,,
,,,HBu,52,37,,,,,,,,,,,,,
,,,HBu,76,59,,,,,,,,,,,,,
,,,HBu,62,38,,73,48,,,,,,,,,,
,,,HBu,70,56,,,,,,,,,,,,,
,,,Esche,93,75,67,126,107,96,1,,,,,,,,
85,W,,U glabra,136,133,130,159,150,146,,,,,,,,,125-3375 - 77
,,,Esche,52,,,68,,,1,,,,,,,,
,,,Esche,70,69,67,91,89,86,1,,,,,,,,
,,,Esche,67,44,40,77,52,48,1,,,,,,,,
,,,Esche,77,51,46,96,69,63,1,,,,,,,,
,,,Esche,65,,,70,,,1,,,,,,,,
,,,Esche,71,45,,81,55,,1,,,,,,,,
,,,Esche,76,68,,84,75,,2,,,,,,,,
,,,Esche,56,28,,95,69,,1,,,,,,,,
,,,Esche,84,83,75,97,96,78,2,,,,,,,,
,,,Esche,78,67,,90,77,,2,,,,,,1,,
,,,Esche,91,80,76,102,93,88,1,,,,,,,,
,,,U glabra,236,227,225,271,258,254,,,,,,,,,
,N,,Esche,102,79,66,,,,2,,,,,,,,
,,,Esche,162,157,152,170,175,165,3,,,,,,1,,
,,,Esche,97,93,89,109,105,101,1,,,,,,,,
,,,Esche,65,59,54,70,67,54,1,,,,,,,,
,O,,Esche,64,,,,,,1,,,,,,,,
,,,Esche,41,,,51,,,1,,,,,,,,
,,,Esche,42,32,,67,55,,1,,,,,,,,
,S,, ,,,,,,,,,,,,,,Keine Bäume,
76,O,,Esche,207,207,185,221,216,164,3,,,,,,,,125-3378
,,,U glabra,516,482,462,,,,,,,,,,,,
,,,Esche,85,80,75,,,,1,,,,,,,,
,,,Esche,105,80,62,120,93,70,1,,,,,,,,
,S,, ,,,,,,,,,,,,,,,
,N,,Esche,40,19,1,181,160,142,1,,,,,,,,
,,,Esche,101,80,70,114,72,80,1,,,,,,,,
,,,Esche,89,79,71,93,80,72,1,,,,,,,,
,,,U glabra,320,305,298,383,367,360,,,,,,,,,
,,,U glabra,309,301,288,399,370,355,,,,,,,,,
,W,,Esche,168,151,146,202,177,167,6,,,,,,2,,
,,,BAh,213,176,140,,,,,,,,,,,,
,,,HBu,148,136,115,238,220,192,,,,,,,,,
,,,Esche,201,197,194,244,240,236,8,,,,,,2,,
,,,Esche,126,101,97,125,106,103,5,,,,,,1,,
,,,BAh,138,132,120,174,167,151,,,,,,,,,
,,,HBu,110,95,71,144,106,81,,,,,,,,,
63,S,,HBu,1988,1826,1724,,,,,,,,,,,,
,,,U glabra,1923,854,814,,,,,,,,,,,,
,W,,HBu,1490,1153,1015,,,,,,,,,,,,
,,,Esche,186,175,166,192,181,172,1,,,,,,,,
,O,,Esche,124,120,117,188,185,183,1,,,,,,,,
,,,U glabra,741,694,674,,,,,,,,,,,,
,,,U glabra,773,767,761,,,,,,,,,,,,
,,,HBu,778,775,695,,,,,,,,,,,,
,N,,U glabra,766,683,664,,,,,,,,,,,,
,,,T platiphyllos,646,615,598,,,,,,,,,,,,
,,,T platiphyllos,418,380,346,468,394,346,,,,,,,,,
,,,domestica Prunus,170,123,114,,,,,,,,,,,,
55,N,,Esche,100,97,93,117,115,110,1,,,,,,,,
,W,,BAh,675,663,636,,,,,,,,,,,,
,O,, ,,,,,,,,,,,,,,keine Bäume,
,S,,HBu,670,666,660,,,,,,,,,,,,
42,S,,Esche,121,111,104,158,141,126,1,,,,,,,,
,,,Esche,161,148,1,,,,1,,,,,,,,
,,,Esche,124,107,93,,,,1,,,,,,,,
,,,Esche,81,80,79,84,83,82,1,,,,,,,,
,,,Pfaffe,145,89,1,159,95,1,,,,,,,,,
,,,Pfaffe,82,65,25,149,124,72,,,,,,,,,
,O,,Pfaffe,360,345,338,360,345,338,,,,,,,,,
,,,Pfaffe,234,149,60,234,149,60,,,,,,,,,
,,,Pfaffe,322,290,240,499,450,331,,,,,,,,,
,,,Pfaffe,195,111,30,535,451,370,,,,,,,,,
,,,Esche,87,82,76,100,96,91,1,,,,,,,,
,N,,Esche,118,97,85,122,100,85,1,,,,,,,,
,W,,Pfaffe,120,95,35,139,111,48,,,,,,,,,
,,,Pfaffe,315,190,1,315,190,1,,,,,,,,,
,,,Pfaffe,152,145,139,,,,,,,,,,,,
,,,Pfaffe,255,1,1,260,1,1,,,,,,,,,
,,,Esche,120,75,46,188,144,116,1,,,,,,,,
41,S,,Esche,136,90,69,157,111,89,1,,,,,,,,
,,,Esche,133,125,94,142,116,103,1,,,,,,,,
,,,Esche,144,115,104,,,,1,,,,,,,,
,,,Esche,70,63,56,103,93,87,1,,,,,,,,
,,,Esche,69,64,50,72,69,75,1,,,,,,,,
,,,Esche,88,74,64,101,85,77,1,,,,,,,,
,,,HBu,118,88,83,,,,,,,,,,,,
,,,Esche,140,93,78,147,91,74,1,,,,,,,,
,,,T platiphyllos,121,103,88,144,119,97,,,,,,,,,
,,,T platiphyllos,107,93,70,120,112,77,,,,,,,,,
,,,T platiphyllos,155,125,118,180,150,124,,,,,,,,,
,,,Esche,89,77,50,98,85,67,1,,,,,,,,
,,,Esche,55,52,47,,,,1,,,,,,t!,,
,,,Esche,115,84,70,,,,2,,,,,,1,,
,,,Esche,104,98,86,105,99,86,1,,,,,,,,
,,,Esche,159,90,74,159,90,74,1,,,,,,,,
,O,,Esche,80,72,50,88,77,55,1,,,,,,,,
,,,Esche,122,72,54,,,,1,,,,,,,,
,,,Esche,96,86,68,,,,2,,,,,,,,
,,,HBu,78,68,33,,,,,,,,,,,,
,,,Esche,86,57,30,,,,1,,,,,,,,
,,,Esche,124,92,83,131,95,83,2,,,,,,,,
,N,,gemBuche,450,433,427,,,,,,,,,,,,
,,,Esche,106,56,37,135,75,51,1,,,T1,,,,,125-3379 - 83
,,,gemBuche,777,760,758,,,,,,,,,,,,
,,,FAh,420,404,400,450,433,427,,,,,,,,,
,,,Kirsche,121,119,117,183,181,179,,,,,,,,,
,,,Crategus spec,226,104,104,285,148,140,,,,,,,,,
,,,Crategus spec,262,198,192,379,287,204,,,,,,,,,
,,,Esche,104,60,41,,,,1,,,,,,,,
,,,Esche,161,98,74,175,110,85,1,,,,,,,,
,,,Esche,96,60,56,101,65,16,1,,,,,,,,
,,,Esche,122,97,74,,,,1,,,,,,,,
,,,Esche,93,70,47,104,84,63,1,,,,,,,,
,,,Esche,109,89,80,118,95,85,2,,,,,,,,
,W,,Esche,83,71,65,,,,1,,,,,,,,
,,,Pfaffe,266,248,136,293,282,140,,,,,,,,,
,,,Esche,113,75,63,,,,1,,,,,,,,
,,,Esche,95,83,72,100,89,78,1,,,,,,,,
,,,Esche,108,101,97,120,112,109,1,,,,,,,,
,,,Esche,74,53,45,83,60,53,,,,,,,,,
,,,Pfaffe,135,22,3,650,472,363,,,,,,,,,
56,O,,Pfaffe,641,558,500,,,,,,,,,,,Unter Krone umgestürzter Ulme,125-3384
,,,Pfaffe,340,330,50,485,470,75,,,,,,,,,
,,,Pfaffe,70,40,1,405,336,207,,,,,,,,,
,,,Pfaffe,1,1,1,544,450,437,,,,,,,,,
,,,Pfaffe,123,98,93,129,102,93,,,,,,,,,
,,,Pfaffe,215,200,135,352,340,274,,,,,,,,,
,,,Pfaffe,121,76,63,,,,,,,,,,,,
,N,,Pfaffe,407,377,366,,,,,,,,,,,,
,,,Pfaffe,126,116,111,144,136,131,,,,,,,,,
,,,Pfaffe,229,203,184,259,243,222,,,,,,,,,
,,,Pfaffe,50,,,50,,,,,,,,,,,
,,,Pfaffe,60,51,,60,51,,,,,,,,,,
,,,Pfaffe,87,10,1,121,30,1,,,,,,,,,
,,,Pfaffe,88,23,10,121,40,25,,,,,,,,,
,,,Pfaffe,165,161,147,208,203,190,,,,,,,,,
,,,Pfaffe,114,111,110,233,224,220,,,,,,,,,
,S,,Pfaffe,246,240,145,304,269,145,,,,,,,,,
,W,,Pfaffe,367,311,278,693,613,554,,,,,,,,,
,,,Pfaffe,271,242,65,235,302,146,,,,,,,,,
,,,Pfaffe,291,195,188,316,195,186,,,,,,,,,
,,,Pfaffe,137,133,124,205,200,192,,,,,,,,,
,,,Pfaffe,228,173,145,,,,,,,,,,,,
,,,Pfaffe,72,42,1,,,,,,,,,,,,
,,,Pfaffe,80,50,25,154,123,92,,,,,,,,,
,,,Esche,120,106,86,151,140,118,1,,,,,,,,
,,,Esche,225,190,133,,,,1,,,,,,,,
62,N,,U glabra,3619,3519,3491,,,,,,,,,,,Unter vielen umgestürzten aber oft noch grünen Kronen und so schattig.,125-3385
,O,, ,,,,,,,,,,,,,,Keine Bäume,
,S,,U glabra,2960,2940,2789,,,,,,,,,,,,
,W,, ,,,,,,,,,,,,,,Keine Bäume,
77,W,,U glabra,200,194,177,274,237,208,,,,,,,,Baum 92 mittig auf SO Achse des Winkels,
,N,,Esche,67,,,,,,1,,,,,,,,
,O,, ,,,,,,,,,,,,,,Keine Bäume,
,S,, ,,,,,,,,,,,,,,Keine Bäume,
84,N,,HBu,145,120,110,178,144,133,,,,,,,,,
,,,Esche,215,202,190,226,217,199,2,,,,,,1,,
,,,Esche,68,58,,76,63,,,,,,,,,,
,O,,Esche,60,50,40,99,88,78,1,,,,,,,,
,,,Esche,60,54,50,80,74,69,1,,,,,,T1,,
,,,Esche,43,30,20,91,80,69,1,,,,,,,,
,,,Esche,58,51,48,80,70,66,1,,,,,,,,
,,,HBu,536,525,519,,,,,,,,,,,,
,,,Esche,133,119,97,137,123,103,2,,,,,,T1,,
,,,Esche,55,,,65,,,1,,,,,,,,
,,,Esche,65,,,69,,,1,,,,,,,,
,,,Pfaffe,156,124,98,204,189,136,,,,,,,,,
,,,Pfaffe,279,275,214,567,561,446,,,,,,,,,
,,,Pfaffe,198,174,171,257,224,220,,,,,,,,,
,W,,Esche,81,80,77,92,91,88,1,,,,,,,,
,,,Pfaffe,196,189,181,250,242,235,,,,,,,,,
,S,,HBu,75,69,54,102,95,82,,,,,,,,,
83,W,,U glabra,3951,3610,3326,,,,,,,,,,,,
,N,, ,,,,,,,,,,,,,,Keine Bäume,
,O,,Esche,80,67,53,,,,,,,,,,,,
,S,, ,,,,,,,,,,,,,,Keine Bäume,
82,N,,Esche,180,133,112,,,,1,,,,,,,"Vermutlich länger, aber abgebrochen.",
,,,Esche,224,115,68,,,,1,,,,,,,,
,,,HBu,990,965,913,,,,,,,,,,,,
,O,,BAh,474,241,185,,,,,,,,,,,,
,,,Esche,154,137,134,219,198,174,1,,,,,,,,
,,,Esche,228,205,192,260,231,217,5,1,,1,,,1,,
,,,BAh,65,51,38,,,,,,,,,,,,
,,,Esche,106,71,61,,,,1,,,,,,,,
,,,Esche,74,67,47,,,,1,,,,,,,,
,S,,U glabra,1911,1204,1028,,,,,,,,,,,,
,W,,HBu,974,911,906,,,,,,,,,,,,
,,,Esche,88,72,58,,,,3,,,,,,1,,
78,W,,"Avellana, Coryllus",1228,,,,,,,,,,,,,"Wahrscheinlich dieses Jahr abgestorben, (2022), wächst im Bogen darum alle Höhen gleich",
,,,Pfaffe,101,1,1,101,1,1,,,,,,,,,
,,,Pfaffe,75,66,48,10,93,77,,,,,,,,,
,,,Pfaffe,204,190,169,281,264,232,,,,,,,,,
,,,Pfaffe,279,273,269,,,,,,,,,,,,
,N,, ,,,,,,,,,,,,,,Keine Bäume,
,O,, ,,,,,,,,,,,,,,Keine Bäume,
,S,, ,,,,,,,,,,,,,,Keine Bäume,
61,N,,Pfaffe,590,580,511,884,873,704,,,,,,,,,
,,,Pfaffe,117,98,70,464,443,413,,,,,,,,,
,,,Pfaffe,372,324,321,426,363,353,,,,,,,,,
,,,Pfaffe,404,397,383,458,444,421,,,,,,,,,
,,,Pfaffe,157,148,141,178,170,161,,,,,,,,,
,,,Pfaffe,97,70,63,140,114,95,,,,,,,,,
,,,Pfaffe,149,131,125,154,136,159,,,,,,,,,
,,,Pfaffe,235,192,120,405,356,291,,,,,,,,,
,,,Pfaffe,135,72,20,,,,,,,,,,,,
,,,Pfaffe,144,116,108,207,190,167,,,,,,,,,
,,,Pfaffe,313,270,247,343,274,246,,,,,,,,,
,,,Pfaffe,148,97,94,178,115,106,,,,,,,,,
,W,,Pfaffe,113,97,92,171,150,145,,,,,,,,,
,,,Pfaffe,123,106,85,186,166,143,,,,,,,,,
,,,Pfaffe,117,108,88,180,158,102,,,,,,,,,
,,,Pfaffe,188,182,118,208,182,118,,,,,,,,,
,,,Pfaffe,169,93,66,472,368,314,,,,,,,,,
,,,Pfaffe,235,227,184,290,278,237,,,,,,,,,
,S,,HBu,2153,2038,1990,,,,,,,,,,,,
,,,HBu,2645,2580,2535,,,,,,,,,,,,
,,,Pfaffe,440,432,413,,,,,,,,,,,,
,,,Pfaffe,272,240,226,340,298,268,,,,,,,,,
,,,Pfaffe,237,230,222,310,304,294,,,,,,,,,
,,,Pfaffe,482,476,472,509,502,493,,,,,,,,,
,,,Pfaffe,217,133,104,270,144,110,,,,,,,,,
,,,Pfaffe,407,400,391,448,432,413,,,,,,,,,
,,,Pfaffe,163,121,75,231,146,104,,,,,,,,,
,O,,Pfaffe,70,28,1,101,42,1,,,,,,,,,
,,,Pfaffe,365,344,300,474,438,369,,,,,,,,,
,,,Esche,65,63,56,,,,1,,,,,,,,
,,,Pfaffe,302,280,261,339,318,297,,,,,,,,,
,,,Pfaffe,85,60,48,214,187,166,,,,,,,,,
,,,HBu,1672,1578,1549,,,,,,,,,,,,
