"","Plotnummer","Rueckegasse","Esche.markiert","Baumart_kurz","Hoehe","Anzahl.Triebe","Einjaehriger.Saemling","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","Blattflecken","Bemerkungen","Zaun","Ausgeschlossen.Rand.Zaun","Flaeche","Jahr","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal"
"1115",148,TRUE,"NW","GEs",37,10,FALSE,NA,NA,NA,NA,NA,5,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1116",149,TRUE,"MITTE","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1117",NA,TRUE,"NO","GEs",29,2,FALSE,NA,NA,NA,1,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1118",150,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1119",NA,FALSE,"NW","GEs",27,6,FALSE,NA,NA,NA,NA,1,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1120",151,FALSE,"SW","GEs",25,6,FALSE,NA,2,NA,NA,NA,1,1,"Krebs",FALSE,FALSE,"lau",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1121",NA,FALSE,"NW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1122",152,FALSE,"SW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1123",NA,FALSE,"NW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1124",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1125",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1126",153,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1127",NA,FALSE,"SO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1128",154,FALSE,"SO","GEs",16,2,FALSE,NA,1,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1129",155,FALSE,"NO","GEs",11,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1130",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1131",NA,FALSE,"SW","GEs",2,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1132",160,FALSE,"SW","GEs",26,4,FALSE,NA,NA,NA,1,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1133",NA,FALSE,"NO","GEs",37,11,FALSE,NA,1,NA,NA,3,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1134",NA,FALSE,"SO","GEs",26,5,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1135",161,FALSE,"SW","GEs",20,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1136",162,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1137",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1138",NA,FALSE,"NO","GEs",19,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1139",164,FALSE,"NW","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1140",165,FALSE,"SO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1141",NA,FALSE,"SW","GEs",4,2,FALSE,NA,NA,NA,NA,NA,1,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1142",NA,FALSE,"NO","GEs",25,6,FALSE,NA,NA,NA,NA,2,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1143",166,TRUE,"MITTE","GEs",18,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1144",NA,TRUE,"NO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1145",NA,TRUE,"NW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1146",171,FALSE,"SO","GEs",10,2,FALSE,NA,1,NA,NA,NA,NA,NA,"KEINE BLÄTTER",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1147",NA,FALSE,"NW","GEs",18,2,FALSE,NA,NA,NA,NA,1,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1148",172,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1149",NA,FALSE,"MITTE","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1150",173,FALSE,"SW","GEs",32,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1151",NA,FALSE,"SO","GEs",29,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1152",NA,FALSE,"NW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1153",NA,FALSE,"NO","GEs",13,4,FALSE,NA,NA,NA,NA,NA,NA,1,"LIEGEND",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1154",174,FALSE,"NW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1155",176,FALSE,"NW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1156",177,FALSE,"NW","GEs",29,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1157",NA,FALSE,"NO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1158",NA,FALSE,"SO","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1159",178,FALSE,"SW","GEs",11,1,FALSE,NA,NA,1,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1160",NA,FALSE,"NW","GEs",30,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1161",NA,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1162",181,FALSE,"NO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1163",NA,FALSE,"SW","GEs",22,6,FALSE,NA,1,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"1164",182,FALSE,"NW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1165",183,FALSE,"NO","GEs",29,11,FALSE,NA,1,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1166",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1167",184,FALSE,"NW","GEs",70,3,FALSE,NA,NA,NA,NA,NA,1,1,"Krebs",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1168",NA,FALSE,"NO","GEs",53,9,FALSE,NA,NA,NA,NA,3,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1169",NA,FALSE,"SO","GEs",95,12,FALSE,1,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1170",NA,FALSE,"SW","GEs",31,3,FALSE,NA,NA,NA,NA,1,1,2,"Krebs",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1171",185,FALSE,"MITTE","GEs",36,3,FALSE,NA,NA,NA,NA,NA,1,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1172",NA,FALSE,"SO","GEs",23,4,FALSE,NA,NA,NA,NA,NA,2,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1173",186,FALSE,"NW","GEs",55,5,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1174",NA,FALSE,"NO","GEs",12,10,FALSE,NA,NA,1,NA,1,NA,1,"Liegend",TRUE,FALSE,"lau",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1175",NA,FALSE,"SW","GEs",26,6,FALSE,1,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1176",187,FALSE,"SW","GEs",33,3,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1177",NA,FALSE,"NW","GEs",9,5,FALSE,NA,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1178",NA,FALSE,"NO","GEs",70,4,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1179",NA,FALSE,"SO","GEs",28,4,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1180",188,FALSE,"NO","GEs",43,7,FALSE,NA,NA,NA,NA,2,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1181",NA,FALSE,"NW","GEs",26,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1182",189,FALSE,"SO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1183",NA,FALSE,"NO","GEs",26,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1184",NA,FALSE,"NW","GEs",22,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1185",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1186",190,FALSE,"SO","GEs",23,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1187",NA,FALSE,"NO","GEs",31,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1188",NA,FALSE,"NW","GEs",19,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1189",NA,FALSE,"SW","GEs",54,NA,FALSE,NA,NA,NA,NA,1,NA,NA,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1190",191,FALSE,"SO","GEs",6,2,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1191",NA,FALSE,"NO","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1192",NA,FALSE,"SW","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1193",192,FALSE,"SW","GEs",72,18,FALSE,NA,NA,NA,NA,7,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1194",NA,FALSE,"NW","GEs",52,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1195",193,FALSE,"SW","GEs",28,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1196",NA,FALSE,"NO","GEs",30,3,FALSE,NA,NA,NA,NA,NA,1,1,"krebs",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1197",NA,FALSE,"SO","GEs",20,3,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1198",194,FALSE,"MITTE","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1199",NA,FALSE,"NO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1200",195,FALSE,"NO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1201",NA,FALSE,"SO","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1202",197,FALSE,"NW","GEs",49,12,FALSE,NA,NA,NA,NA,4,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1203",NA,FALSE,"NO","GEs",39,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1204",NA,FALSE,"SO","GEs",21,6,FALSE,NA,NA,NA,NA,1,NA,2,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1205",NA,FALSE,"SW","GEs",24,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1206",198,FALSE,"NW","GEs",25,3,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1207",NA,FALSE,"NO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1208",NA,FALSE,"SO","GEs",26,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1209",NA,FALSE,"SW","GEs",24,6,FALSE,NA,NA,NA,NA,NA,NA,0,"Liegend",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1210",199,FALSE,"SW","GEs",9,3,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1211",NA,FALSE,"NW","GEs",31,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1212",NA,FALSE,"NO","GEs",42,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1213",NA,FALSE,"SO","GEs",28,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1214",200,FALSE,"NO","GEs",20,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1215",NA,FALSE,"SO","GEs",43,5,FALSE,NA,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1216",NA,FALSE,"NW","GEs",20,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1217",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1218",201,FALSE,"NO","GEs",29,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1219",NA,FALSE,"NW","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1220",NA,FALSE,"SW","GEs",37,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1221",202,FALSE,"SW","GEs",39,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1222",NA,FALSE,"NW","GEs",19,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1223",NA,FALSE,"NO","GEs",50,6,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1224",NA,FALSE,"SO","GEs",22,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1225",203,FALSE,"SW","GEs",22,5,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1226",NA,FALSE,"SO","GEs",20,4,FALSE,NA,NA,NA,NA,NA,NA,1,"LIEGEND",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1227",NA,FALSE,"NW","GEs",63,7,FALSE,NA,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1228",NA,FALSE,"NO","GEs",46,1,FALSE,NA,NA,NA,1,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1229",205,FALSE,"NW","GEs",49,4,FALSE,NA,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1230",206,FALSE,"NO","GEs",37,3,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1231",NA,FALSE,"SO","GEs",35,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1232",NA,FALSE,"NW","GEs",67,6,FALSE,NA,NA,NA,1,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1233",207,FALSE,"SO","GEs",32,5,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1234",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1235",208,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1236",NA,FALSE,"SW","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1237",NA,FALSE,"NW","GEs",29,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1238",NA,FALSE,"NO","GEs",30,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1239",209,FALSE,"NW","GEs",25,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1240",NA,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1241",NA,FALSE,"SW","GEs",14,3,FALSE,NA,NA,NA,NA,2,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1242",210,FALSE,"SW","GEs",31,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1243",NA,FALSE,"NW","GEs",29,5,FALSE,NA,1,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1244",NA,FALSE,"NO","GEs",16,4,FALSE,NA,1,NA,NA,1,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1245",NA,FALSE,"SO","GEs",38,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1246",211,FALSE,"SO","GEs",30,5,FALSE,NA,NA,NA,2,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1247",NA,FALSE,"SW","GEs",21,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1248",NA,FALSE,"NW","GEs",27,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1249",NA,FALSE,"NO","GEs",30,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1250",212,FALSE,"SW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1251",214,FALSE,"NW","GEs",21,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1252",NA,FALSE,"NO","GEs",36,8,FALSE,NA,NA,NA,NA,3,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1253",NA,FALSE,"SO","GEs",9,1,FALSE,NA,NA,NA,1,NA,NA,0,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1254",NA,FALSE,"SW","GEs",30,2,FALSE,NA,1,NA,NA,NA,NA,1,"",TRUE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
