"","Plotnummer","Rueckegasse","Esche.markiert","Baumart_kurz","Hoehe","Anzahl.Triebe","Einjaehriger.Saemling","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","Blattflecken","Bemerkungen","Zaun","Ausgeschlossen.Rand.Zaun","Flaeche","Jahr","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal"
"370",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"371",9012,FALSE,"MITTE","GEs",11,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"372",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"373",9013,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"374",NA,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"375",NA,FALSE,"NW","GEs",4,2,FALSE,NA,NA,NA,NA,NA,1,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"376",9015,FALSE,"NW","GEs",11,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"377",NA,FALSE,"SO","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"378",NA,FALSE,"NO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"379",9016,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"380",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"381",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"382",9017,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"383",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"384",NA,FALSE,"NW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"385",NA,FALSE,"NO","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"386",8701,FALSE,"MITTE","GEs",12,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"387",NA,FALSE,"NW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"388",NA,FALSE,"NO","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"389",NA,FALSE,"SO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"390",8702,FALSE,"NO","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"391",NA,FALSE,"SW","GEs",10,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"392",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"393",8703,FALSE,"SO","GEs",28,3,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"394",NA,FALSE,"SW","GEs",19,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"395",NA,FALSE,"NW","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"396",NA,FALSE,"MITTE","GEs",14,4,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"397",8704,FALSE,"SO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"398",NA,FALSE,"MITTE","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"399",NA,FALSE,"NW","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"400",8705,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"401",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"402",NA,FALSE,"NW","GEs",7,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"403",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"404",8706,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"405",NA,FALSE,"NO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"406",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"407",8707,FALSE,"NW","GEs",18,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"408",NA,FALSE,"MITTE","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"409",8708,FALSE,"SO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"410",NA,FALSE,"MITTE","GEs",18,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"411",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"412",NA,FALSE,"NW","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"413",8709,FALSE,"SO","GEs",4,2,FALSE,NA,NA,NA,NA,NA,1,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"414",NA,FALSE,"MITTE","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"415",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"416",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"417",8710,FALSE,"SO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"418",NA,FALSE,"SW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"419",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"420",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"421",8711,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"422",NA,FALSE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"423",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"424",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"425",8712,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"426",NA,FALSE,"MITTE","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"427",NA,FALSE,"SW","GEs",10,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"428",NA,FALSE,"NW","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"429",8713,FALSE,"NO","GEs",5,2,FALSE,1,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"430",NA,FALSE,"SO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"431",NA,FALSE,"SW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"432",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"433",8714,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"434",NA,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"435",NA,FALSE,"SW","GEs",8,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"436",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"437",8715,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"438",NA,FALSE,"NW","GEs",19,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"439",NA,FALSE,"NO","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"440",NA,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"441",8716,FALSE,"NW","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"442",NA,FALSE,"SO","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"443",NA,FALSE,"SW","GEs",14,2,FALSE,NA,1,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"444",8717,FALSE,"NO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"445",NA,FALSE,"NW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"446",NA,FALSE,"MITTE","GEs",13,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"447",8718,FALSE,"NW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"448",NA,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"449",NA,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"450",NA,FALSE,"NO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"451",8719,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"452",NA,FALSE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"453",NA,FALSE,"SO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"454",NA,FALSE,"SW","GEs",7,2,FALSE,NA,NA,NA,NA,NA,1,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"455",8720,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"456",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"457",NA,FALSE,"NO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"458",NA,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"459",8721,FALSE,"NO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"460",NA,FALSE,"SO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"461",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"462",8722,FALSE,"SW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"463",NA,FALSE,"MITTE","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"464",NA,FALSE,"NW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"465",8723,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"466",NA,FALSE,"SO","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"467",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"468",NA,FALSE,"NW","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"469",8724,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"470",NA,FALSE,"SO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"471",NA,FALSE,"MITTE","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"472",NA,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"473",8725,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"474",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"475",NA,FALSE,"SO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"476",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"477",8726,FALSE,"SW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"478",NA,FALSE,"NW","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"479",NA,FALSE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"480",NA,FALSE,"SO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"481",8727,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"482",NA,FALSE,"NO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"483",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"484",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"485",8728,FALSE,"NO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"486",NA,FALSE,"SW","GEs",10,1,TRUE,NA,NA,1,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"487",NA,FALSE,"MITTE","GEs",14,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"488",NA,FALSE,"NW","GEs",12,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"489",8729,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"490",NA,FALSE,"NW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"491",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"492",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"493",8730,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"494",NA,FALSE,"MITTE","GEs",18,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"495",NA,FALSE,"NW","GEs",8,2,FALSE,NA,1,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"496",8731,FALSE,"NO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"497",8732,FALSE,"NW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"498",NA,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"499",NA,FALSE,"SO","GEs",22,2,FALSE,NA,NA,1,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"500",NA,FALSE,"SW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"501",8733,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"502",NA,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"503",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,1,NA,NA,NA,NA,"umgeknickt",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"504",NA,FALSE,"NO","GEs",13,4,FALSE,NA,NA,NA,NA,NA,2,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"505",8734,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
