"","Plotnummer","n_trees","n_species","n_ash","n_bah","location","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total","Verbiss","comment","Rueckegasse"
"283",51,27,4,12,12,"lau",15.04,14,27,6,2,0,2,0,"110 auf no Ecke",FALSE
"284",52,48,6,23,19,"lau",12.44,12,26,4,0,0,0,2,"",FALSE
"285",53,57,6,14,35,"lau",14.68,12,40,4,0,0,0,2,"",FALSE
"286",54,11,3,3,6,"lau",12.18,11,24,6,0,0,0,0,"",FALSE
"287",55,26,4,12,10,"lau",20.46,16,47,7,0,0,0,3,"",FALSE
"288",56,55,3,18,36,"lau",15.31,14,34,4,0,0,0,1,"",FALSE
"289",57,18,3,3,13,"lau",10.72,10,21,4,0,0,0,0,"",FALSE
"290",58,14,2,7,7,"lau",13.5,12.5,34,3,0,0,0,0,"",FALSE
"291",59,17,2,7,10,"lau",16.12,13,34,6,0,0,0,0,"",FALSE
"292",60,21,3,17,3,"lau",31.14,20,69,8,1,1,1,5,"",FALSE
"293",61,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"liegt im Wasser Loch",FALSE
"294",62,29,4,14,7,"lau",22.66,21,46,4,0,1,1,1,"",FALSE
"295",63,23,2,6,17,"lau",12.91,11,29,4,0,0,0,0,"",FALSE
"296",64,19,3,9,9,"lau",16.58,13,40,4,1,2,3,3,"",FALSE
"297",65,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE
"298",66,9,2,2,7,"lau",20.33,16,57,10,0,0,0,0,"",FALSE
"299",67,17,3,3,11,"lau",19.29,18,38,8,0,0,0,0,"",FALSE
"300",68,24,5,10,6,"lau",17.29,18.5,35,4,0,0,0,2,"",FALSE
"301",69,42,5,31,8,"lau",33,34,69,5,1,2,3,11,"",FALSE
"302",70,31,4,21,7,"lau",31.13,32,54,7,0,1,1,9,"",FALSE
"303",71,27,3,19,5,"lau",25.48,22,63,8,0,1,1,3,"",FALSE
"304",72,18,3,10,7,"lau",9.89,9.5,18,4,1,0,1,0,"nordwestecke hat irgendein Bock zum Plätzecn verwendet",FALSE
"305",73,20,3,10,9,"lau",11.75,8.5,27,5,0,0,0,1,"",FALSE
"306",74,37,3,12,24,"lau",29.89,29,62,6,0,0,0,3,"",FALSE
"307",75,45,4,5,36,"lau",19.16,15,59,6,0,0,0,1,"",FALSE
"308",76,48,4,20,26,"lau",18.96,15,47,6,0,0,0,5,"",FALSE
"309",77,37,3,14,22,"lau",10.11,10,21,4,0,0,0,0,"",FALSE
"310",78,31,4,15,14,"lau",10.26,9,21,4,0,0,0,0,"",FALSE
"311",79,31,3,5,25,"lau",10.81,11,18,3,0,0,0,0,"in der mitte buddelaktin",FALSE
"312",80,22,3,5,16,"lau",9.45,9,19,4,0,0,0,0,"no alter Stuben",FALSE
"313",81,20,4,1,16,"lau",13.4,10,38,8,0,0,0,0,"",FALSE
"314",82,44,2,14,30,"lau",11.11,10,20,6,0,0,0,1,"",FALSE
"315",83,35,4,20,13,"lau",10.29,10,20,2,0,2,2,0,"",FALSE
"316",84,28,3,6,21,"lau",37.93,37,82,8,0,1,1,3,"",FALSE
"317",85,28,5,6,18,"lau",29.29,23.5,64,3,0,0,0,0,"",FALSE
"318",86,7,2,3,4,"lau",6.86,7,9,5,0,0,0,0,"sw ecke steht 74",FALSE
"319",87,22,4,4,16,"lau",13.55,13.5,30,6,0,0,0,0,"",FALSE
"320",88,31,5,10,14,"lau",14.97,11,35,5,0,0,0,0,"",FALSE
"321",89,19,3,17,1,"lau",22.89,10,73,4,0,0,0,3,"",FALSE
"322",90,26,2,16,10,"lau",26.38,28,56,4,0,1,1,5,"",FALSE
"323",91,17,3,5,10,"lau",25.12,22,69,10,0,0,0,2,"sw quadrant hat einen alten stubben",FALSE
"324",92,21,3,6,14,"lau",26.86,23,74,7,0,1,1,1,"",FALSE
"325",93,8,3,3,4,"lau",63.12,19,205,9,0,0,0,1,"",FALSE
"326",94,12,2,4,8,"lau",17.08,15,45,8,0,1,1,1,"",FALSE
"327",95,11,2,2,9,"lau",24.82,13,81,7,0,0,0,0,"",FALSE
"328",96,9,3,3,5,"lau",15.89,16,25,6,0,0,0,1,"48 steht im Westen",FALSE
"329",97,14,4,3,8,"lau",12.71,11.5,24,6,0,0,0,0,"",FALSE
"330",98,17,3,6,10,"lau",11.71,10,27,7,0,1,1,0,"",FALSE
"331",99,16,3,5,9,"lau",14,14.5,21,4,0,0,0,1,"",FALSE
"332",100,31,5,14,13,"lau",10.65,10,22,5,0,0,0,1,"",FALSE
"333",101,19,2,2,17,"lau",14.32,12,28,9,0,0,0,0,"",FALSE
"334",102,30,2,6,24,"lau",9.33,9.5,17,5,0,0,0,0,"",FALSE
"335",103,19,2,11,8,"lau",18.32,15,33,9,0,0,0,1,"der markierte Pfahl musste komplett neu gesetz werden, Baum 71 steht 40 cm nördlich der Nordkante des Plots",FALSE
"336",104,18,3,6,11,"lau",10.33,10,22,7,0,0,0,1,"",FALSE
"337",105,25,3,3,21,"lau",11.84,10,26,5,0,0,0,0,"beide Pflöcke mussten neu gesetzt werden, hat aber relativ gut geklappt",FALSE
"338",106,26,4,2,22,"lau",17.42,16,59,9,0,1,1,1,"beide pflöcke neu gesetzt, pflöcke nicht gefunden",FALSE
"339",107,5,3,1,3,"lau",11.2,9,23,5,0,0,0,0,"",FALSE
"340",108,3,1,0,3,"lau",15,14,20,11,0,0,0,0,"",FALSE
"341",109,5,3,3,1,"lau",7.6,6,17,3,0,0,0,0,"",FALSE
"342",110,29,3,5,23,"lau",9,9,15,4,0,0,0,1,"",FALSE
"343",111,40,3,11,28,"lau",13.05,10.5,29,6,0,0,0,5,"",FALSE
"344",112,22,3,4,17,"lau",12,12.5,18,5,0,0,0,1,"",FALSE
"345",113,14,3,5,8,"lau",18.71,16,39,4,0,0,0,0,"so ecke von viel totholz dominiert",FALSE
"346",114,17,3,1,14,"lau",11.65,11,18,8,0,0,0,0,"",FALSE
"347",115,6,3,1,4,"lau",10.67,10.5,16,7,0,0,0,0,"",FALSE
"348",116,21,3,1,18,"lau",14.57,14,31,7,0,0,0,0,"",FALSE
"349",117,7,2,1,6,"lau",9.14,9,13,7,0,0,0,0,"49 genau auf no ecke",FALSE
"350",118,17,3,3,13,"lau",14.59,17,28,4,1,0,1,0,"",FALSE
"351",119,9,2,3,6,"lau",28.89,27,50,13,0,0,0,1,"",FALSE
"352",120,6,3,2,3,"lau",20.67,16.5,43,10,0,0,0,0,"",FALSE
"353",121,7,2,2,5,"lau",53.43,53,97,12,0,1,1,1,"",FALSE
"354",122,6,2,2,4,"lau",62.67,71.5,78,11,1,0,1,0,"",FALSE
"355",123,20,4,5,12,"lau",23.75,25,48,8,1,0,1,3,"",FALSE
"356",124,13,2,1,12,"lau",43.23,26,113,8,0,0,0,0,"",FALSE
"357",125,36,4,2,31,"lau",30.86,26.5,74,9,0,0,0,0,"",FALSE
"358",126,38,3,2,35,"lau",14.24,14,28,3,0,0,0,0,"tot",FALSE
"359",127,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"schildkröte, Totes Stammholz liegt auf dem Plot",FALSE
"360",128,10,3,4,5,"lau",17.9,15.5,33,8,0,0,0,1,"",FALSE
"361",129,6,3,2,3,"lau",18.5,13.5,35,10,0,0,0,1,"",FALSE
"362",130,4,1,0,4,"lau",10,9,14,8,0,0,0,0,"",FALSE
"363",131,9,3,2,6,"lau",12.33,12,20,9,0,0,0,0,"",FALSE
"364",132,21,5,2,15,"lau",11.19,10,30,6,0,0,0,1,"",FALSE
"365",133,30,3,5,24,"lau",9.7,10,19,4,0,0,0,1,"tot",FALSE
"366",134,19,2,2,17,"lau",15.37,13,42,7,0,0,0,1,"",FALSE
"367",135,3,1,0,3,"lau",15,16,16,13,0,0,0,0,"",FALSE
"368",136,11,2,0,6,"lau",28.55,23,74,12,0,0,0,0,"",FALSE
"369",137,4,2,1,3,"lau",38.25,34.5,61,23,0,0,0,1,"",FALSE
"370",138,10,3,2,7,"lau",11.1,10.5,19,5,0,0,0,0,"relativ viel totholz",TRUE
"371",139,16,4,5,7,"lau",11,10,20,2,0,0,0,0,"tot",TRUE
"372",140,10,3,1,6,"lau",18,16.5,31,8,0,0,0,1,"",TRUE
"373",141,30,3,6,21,"lau",36.13,37,95,7,0,0,0,1,"",TRUE
"374",142,27,3,3,23,"lau",45.67,48,82,6,0,0,0,2,"",TRUE
"375",143,16,3,2,13,"lau",39.44,35.5,89,8,0,0,0,1,"",FALSE
"376",144,5,3,0,0,"lau",10.4,11,15,6,0,0,0,0,"",FALSE
"377",145,6,3,2,3,"lau",32.17,24.5,79,6,0,0,0,1,"",FALSE
"378",146,9,3,7,0,"lau",62,67,106,10,0,4,4,5,"",FALSE
"379",147,16,3,8,2,"lau",19.25,14,63,4,0,0,0,2,"",TRUE
"380",148,8,2,4,4,"lau",35.75,27.5,77,10,0,1,1,1,"",TRUE
"381",149,20,3,5,14,"lau",37.6,29,87,6,0,0,0,1,"",TRUE
"382",150,28,4,3,22,"lau",18.07,17,32,4,0,0,0,1,"",FALSE
"383",151,33,4,4,22,"lau",17.03,14,39,5,0,0,0,0,"",FALSE
"384",152,27,3,7,19,"lau",11.26,11,26,3,0,0,0,1,"",FALSE
"385",153,21,2,5,16,"lau",12.43,12,33,6,0,0,0,0,"",FALSE
"386",154,4,2,0,2,"lau",22.75,22.5,34,12,0,0,0,0,"",FALSE
"387",155,19,2,8,11,"lau",9.84,9,18,2,0,0,0,0,"",FALSE
"388",156,4,2,1,3,"lau",16.75,17.5,20,12,0,0,0,0,"seltsamerweise hatte der Plot letztes Jahr keine Bäume, vergessen oder ausgelassen?",FALSE
"389",157,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE
"390",158,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"baum 22 steht auf dem nordwest quadranten, keine Bäume",FALSE
"391",159,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE
"392",160,30,3,6,21,"lau",28.87,28.5,50,12,0,0,0,2,"",FALSE
"393",161,34,3,1,30,"lau",19.41,17.5,52,6,0,0,0,0,"",FALSE
"394",162,27,4,4,20,"lau",14.3,13,60,6,0,0,0,0,"",FALSE
"395",163,25,4,0,22,"lau",31.32,14,415,4,0,0,0,0,"",FALSE
"396",164,7,2,2,5,"lau",12.14,14,18,6,0,0,0,0,"",FALSE
"397",165,13,3,5,3,"lau",23.15,11,79,3,0,0,0,1,"",FALSE
"398",166,11,3,9,1,"lau",33.91,24,68,6,0,0,0,0,"",FALSE
"399",167,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"übersprungen wegen zaun",FALSE
"400",168,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"übersprungen wegen zaun",FALSE
"401",169,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"übersprungen wegen zaun",FALSE
"402",170,5,2,2,3,"lau",13,14,22,4,0,0,0,0,"",FALSE
"403",171,12,4,4,6,"lau",15,14.5,23,7,0,0,0,0,"",FALSE
"404",172,24,3,3,20,"lau",41.29,41,83,16,0,0,0,0,"",FALSE
"405",173,33,5,8,20,"lau",31.79,25,83,9,0,0,0,0,"",FALSE
"406",174,1,1,1,0,"lau",5,5,5,5,0,0,0,0,"baum nummer 12 steht im südwest quadrant, tot",FALSE
"407",175,2,1,0,2,"lau",13.5,13.5,19,8,0,0,0,0,"",FALSE
"408",176,3,2,1,2,"lau",7.67,8,12,3,0,0,0,0,"",FALSE
"409",177,15,1,15,0,"lau",21.13,24,40,6,1,0,1,0,"",FALSE
"410",178,12,2,8,4,"lau",28.92,26.5,60,12,0,0,0,1,"",FALSE
"411",179,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"fallen aaus wegen Zaun ",FALSE
"412",180,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"fallen aaus wegen Zaun ",FALSE
"413",181,10,3,2,5,"lau",18.8,19,35,7,0,0,0,1,"",FALSE
"414",182,17,3,1,15,"lau",8.59,9,11,1,0,0,0,0,"",FALSE
"415",183,12,3,4,7,"lau",14.08,13,35,4,0,0,0,1,"",FALSE
"416",184,20,2,19,1,"lau",70.2,68.5,138,26,8,0,8,1,"baum 64 in nw ecke",FALSE
"417",185,3,2,2,0,"lau",32.33,33,54,10,0,0,0,0,"gekappter Bah liegt über dem Plot, wieder ausgetrieben",FALSE
"418",186,15,2,12,3,"lau",74,55,198,31,0,1,1,3,"",FALSE
"419",187,22,3,12,7,"lau",40.95,36.5,107,9,0,1,1,1,"plot von ein nisschen totholz bedeckt",FALSE
"420",188,4,2,3,1,"lau",30,27,56,10,0,0,0,1,"baum nummer 60 liegt auf der südkaNTE",FALSE
"421",189,11,3,9,1,"lau",17.55,16,32,8,1,0,1,0,"baum 72 steht genau in der mitte",FALSE
"422",190,50,4,34,14,"lau",41.5,37.5,84,22,2,0,2,4,"",FALSE
"423",191,9,3,3,4,"lau",33.22,13,123,6,0,0,0,0,"tot",FALSE
"424",192,19,4,3,14,"lau",72.68,73,129,15,1,0,1,1,"",FALSE
"425",193,12,2,5,7,"lau",46.67,30.5,205,16,0,0,0,2,"baum 86 auf südkante",FALSE
"426",194,8,2,1,7,"lau",10.88,11,14,5,0,0,0,0,"tot",FALSE
"427",195,14,3,5,8,"lau",20.93,17,71,8,0,0,0,0,"",FALSE
"428",196,10,2,0,8,"lau",36.2,21.5,88,12,0,0,0,0,"",FALSE
"429",197,32,3,11,19,"lau",38.47,33,93,12,1,0,1,2,"",FALSE
"430",198,39,3,27,9,"lau",30.72,24,245,7,0,0,0,2,"Baum 82 steht 10 cm östlich der Ostkante mittig",FALSE
"431",199,42,2,39,3,"lau",26.98,22,61,13,3,0,3,5,"tot an ets",FALSE
"432",200,56,3,51,3,"lau",27.59,24.5,51,9,4,0,4,1,"",FALSE
"433",201,25,2,21,4,"lau",30.8,32,49,12,0,0,0,1,"baum 56 steht mittig auf der südkante",FALSE
"434",202,27,3,13,10,"lau",22.78,22,60,5,0,1,1,3,"",FALSE
"435",203,21,2,14,7,"lau",56.86,56,125,11,0,0,0,1,"",FALSE
"436",204,7,2,0,2,"lau",49.57,55,97,11,0,0,0,0,"",FALSE
"437",205,2,2,1,0,"lau",38.5,38.5,71,6,0,0,0,0,"",FALSE
"438",206,3,1,3,0,"lau",53.67,44,74,43,0,0,0,1,"",FALSE
"439",207,12,2,10,2,"lau",22.17,19.5,40,1,0,0,0,4,"",FALSE
"440",208,79,3,54,24,"lau",22.96,21,53,7,2,1,3,1,"",FALSE
"441",209,29,3,13,8,"lau",28.38,24,93,9,0,0,0,0,"",FALSE
"442",210,29,3,24,3,"lau",40.21,40,102,15,1,4,4,0,"",FALSE
"443",211,16,4,11,1,"lau",53.94,36.5,250,20,0,0,0,0,"",FALSE
"444",212,4,2,1,3,"lau",312.75,365,510,11,0,0,0,0,"Baum nummer 88 steht 20 cm östlich der Ostkante",FALSE
"445",213,4,2,0,2,"lau",260.5,215,600,12,0,0,0,0,"",FALSE
"446",214,40,3,11,21,"lau",25.35,19.5,63,9,1,0,1,1,"",FALSE
"447",215,41,3,24,16,"lau",12.59,11,27,7,0,0,0,0,"",FALSE
"448",216,69,2,40,29,"lau",15.97,15,38,7,1,1,2,0,"",FALSE
"449",217,133,4,62,63,"lau",16.68,13,70,4,3,1,4,3,"",FALSE
"450",218,135,5,72,57,"lau",20.06,15,82,7,6,1,7,6,"",FALSE
"451",219,39,3,22,16,"lau",17.79,14,51,5,0,1,1,2,"",FALSE
"452",220,57,3,41,14,"lau",31.56,22,550,8,0,1,1,3,"Baum 95 10cm westlich von Westkante",FALSE
"453",221,12,3,10,1,"lau",18.08,18,26,9,1,0,1,1,"",FALSE
"454",222,38,2,35,3,"lau",23.66,24.5,38,13,0,0,0,0,"",FALSE
"455",223,29,2,23,6,"lau",43.86,44,100,11,0,0,0,0,"",FALSE
"456",224,31,2,30,0,"lau",40.48,40,75,13,0,4,4,8,"",FALSE
"457",225,42,3,30,5,"lau",27.95,23.5,60,6,0,3,3,7,"",FALSE
"458",226,104,4,84,14,"lau",17.73,17,39,6,4,1,5,3,"",FALSE
"459",227,50,5,36,9,"lau",50.42,45,151,9,4,0,4,2,"",FALSE
"460",228,36,2,34,2,"lau",89.97,88.5,163,20,19,1,19,1,"",FALSE
"461",229,23,3,21,1,"lau",103.78,84,226,25,6,2,8,0,"vielleicht NO Ecke alte Höhe 63",FALSE
"462",230,13,4,5,1,"lau",18.08,17,37,5,0,0,0,0,"",FALSE
"463",231,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"großer Haufen totholz auf dem plot, keine Bäume",FALSE
"464",232,15,3,12,2,"lau",21.07,20,36,8,0,0,0,1,"",FALSE
"465",233,4,2,3,1,"lau",128.25,21,460,11,0,0,0,0,"",FALSE
"466",234,16,1,16,0,"lau",23.62,24.5,32,15,0,0,0,0,"",FALSE
"467",235,35,2,33,2,"lau",30.63,25,190,14,0,0,0,8,"",FALSE
"468",236,66,3,64,1,"lau",28,25,56,13,5,3,8,1,"",FALSE
"469",237,83,4,60,19,"lau",23.53,20,107,5,3,1,4,2,"",FALSE
"470",241,89,4,15,70,"lau",11.93,10,54,5,2,0,2,1,"",FALSE
"471",242,174,3,43,129,"lau",11.09,11,26,4,1,0,1,0,"",FALSE
"472",243,171,5,8,156,"lau",11.44,11,39,4,0,0,0,0,"",FALSE
"473",244,131,5,26,76,"lau",15.8,14,53,6,0,0,0,6,"",FALSE
"474",245,74,4,23,39,"lau",21.38,17,102,6,3,0,3,6,"",FALSE
"475",246,124,5,14,101,"lau",19.95,15,73,7,0,2,2,2,"",FALSE
"476",247,36,2,17,19,"lau",35.31,33,87,9,1,0,1,2,"",FALSE
"477",248,48,2,42,6,"lau",27.77,23.5,134,10,0,0,0,1,"",FALSE
"478",249,25,2,19,6,"lau",26.96,25,61,6,0,0,0,1,"",FALSE
"479",250,55,3,45,9,"lau",17.55,16,50,4,3,2,5,1,"",FALSE
"480",251,32,3,27,4,"lau",24.62,24.5,51,11,1,0,1,1,"",FALSE
"481",252,5,3,2,0,"lau",9,8,17,5,0,0,0,0,"",FALSE
"482",253,2,1,0,2,"lau",11,11,14,8,0,0,0,0,"",FALSE
"483",254,6,2,3,3,"lau",20.67,20.5,39,8,0,0,0,0,"",FALSE
"484",255,14,3,12,1,"lau",42.5,39,125,8,2,0,2,1,"",FALSE
"485",256,12,2,11,1,"lau",82.58,68,184,30,2,1,3,2,"stark kriechend",FALSE
"486",257,16,1,16,0,"lau",46.19,46.5,85,19,2,2,4,5,"",FALSE
"487",238,108,4,47,53,"lau",18.56,16,131,6,2,0,2,3,"",FALSE
"488",239,153,4,83,64,"lau",18.61,13,109,7,5,2,7,2,"",FALSE
"489",240,127,5,62,55,"lau",25.46,17,102,8,6,2,8,7,"",FALSE
"490",258,10,1,10,0,"lau",48.5,48,96,15,0,1,1,1,"",FALSE
"491",259,12,3,7,4,"lau",17.58,14,37,8,1,0,1,1,"",FALSE
"492",260,15,3,13,1,"lau",16.2,17,25,8,1,0,1,1,"",FALSE
"493",261,7,1,7,0,"lau",26,26,36,13,0,0,0,0,"teilweise stubben auf dem Plot",TRUE
"494",262,10,2,7,3,"lau",45,42.5,91,15,0,1,1,2,"",TRUE
"495",263,24,3,13,8,"lau",45.71,42.5,100,10,0,2,2,1,"",TRUE
"496",264,29,2,14,15,"lau",35.79,28,149,12,1,0,1,0,"",TRUE
"497",265,12,2,10,2,"lau",21,20,33,11,0,0,0,0,"",FALSE
"498",266,16,2,2,14,"lau",11.06,11,19,7,0,0,0,0,"",FALSE
"499",267,47,3,10,34,"lau",8.21,9,12,0,0,0,0,0,"",FALSE
"500",268,69,4,19,41,"lau",11.67,11,32,7,1,0,1,0,"",FALSE
"501",269,24,3,15,8,"lau",11.21,10,24,5,1,0,1,0,"",FALSE
"502",270,7,3,2,4,"lau",7.71,7,12,5,0,0,0,0,"",FALSE
"503",271,29,4,7,19,"lau",11.1,11,23,6,0,0,0,0,"",FALSE
"504",272,30,3,7,19,"lau",12.27,10,25,6,1,0,1,1,"",FALSE
"505",273,16,2,0,14,"lau",11.31,11,18,7,0,0,0,0,"",FALSE
"506",274,15,3,7,7,"lau",36.2,33,89,11,0,0,0,1,"",FALSE
"507",275,4,2,2,0,"lau",11.25,11,13,10,0,0,0,0,"",FALSE
"508",276,13,2,10,3,"lau",166.92,24,750,0,0,0,0,0,"",FALSE
"509",277,29,2,27,2,"lau",42.93,39,88,20,4,5,7,0,"",FALSE
"510",278,46,2,42,4,"lau",30.57,25,104,0,4,1,5,2,"komplett tot, stubben von Baumnummer 3 steht auf der süd ost ecke",FALSE
"511",279,15,2,14,1,"lau",16.4,18,28,5,1,1,2,1,"",FALSE
"512",280,5,2,2,3,"lau",24.8,26,43,6,0,0,0,0,"",FALSE
"513",281,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine bäume",FALSE
"514",282,21,4,15,4,"lau",44.1,42,82,12,3,3,4,1,"",FALSE
"515",283,8,4,3,3,"lau",12.88,10.5,26,7,0,0,0,0,"",FALSE
"516",284,12,3,5,6,"lau",8.83,9,20,0,0,0,0,0,"",FALSE
"517",285,25,3,20,4,"lau",15.92,14,24,9,4,1,5,0,"",FALSE
"518",286,34,3,24,9,"lau",59.74,60.5,100,20,6,7,10,0,"",FALSE
"519",287,14,4,7,5,"lau",59.93,19,550,5,0,0,0,0,"",FALSE
"520",288,6,2,0,5,"lau",11.33,10,19,8,0,0,0,0,"",FALSE
"521",289,14,3,2,10,"lau",9.86,9,13,8,0,0,0,0,"",FALSE
"522",290,9,3,3,5,"lau",9.56,9,17,7,0,0,0,0,"",FALSE
"523",291,24,4,16,6,"lau",10.21,9.5,19,5,1,0,1,0,"",FALSE
"524",293,13,3,1,11,"lau",10.62,8,43,3,0,0,0,0,"",FALSE
"525",294,3,2,2,1,"lau",46,54,84,0,1,1,1,0,"",FALSE
"526",295,17,2,13,4,"lau",20.35,20,38,0,0,0,0,1,"",FALSE
"527",296,26,3,23,2,"lau",54.15,44.5,103,21,1,3,4,2,"",FALSE
"528",297,6,2,4,2,"lau",24.67,26,30,16,0,0,0,0,"",FALSE
"529",298,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume aber Buche nummer 9 am PLot",FALSE
"530",299,11,4,5,4,"lau",9.82,8,24,0,0,1,1,0,"",FALSE
"531",300,11,4,6,3,"lau",20.73,18,46,0,0,0,0,0,"",FALSE
"532",301,2,2,1,0,"lau",15,15,17,13,0,0,0,0,"",FALSE
"533",292,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"Rand",FALSE
