"","aufid","id","baumid","edvid","auf.x","nr","nralt","art","anzahl","repfl","alt","r","zf","ou","schicht","sonder","vdfv","kraft","dkrz1","dkrz2","ddauer","dmess","mh","d","a","e","h","hkschicht","hmod","hmodm","k","status","hbr","g0","g5","g10","g15","g20","g25","g30","g35","hmaxkb","hastfrei","sfg","sfe","bi","bemerk.baum","datum","Stempel","baumid.stammv","edvid.stammv","nr.stammv","art.stammv","auf.stammv","x","y","z","bemerk","datum.stammv","Stempel.stammv","auf.y","saison","monat","jahr","flha","flha_alt","qualitat","typ","umfang","dop","bstand","messh","repfac","dfmonat","dfjahr","bemerk.auf","pz","schluss","schichtung","schaft","krone","astig","bluemast","schaeden","vegetation"
"174","309313021","309313021235211",3045908,30931302,1,"  235 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,69,0,0,69,13,69,"D",NA,0,-1,9.74,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045908,30931302,"  235",211,1,28.41,35.56,-0.42,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"175","309313021","309313021236211",3045909,30931302,1,"  236 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,87,0,0,87,13,87,"",NA,0,-1,11.45,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045909,30931302,"  236",211,1,32.46,37.48,-0.31,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"176","309313021","309313021237211",3045910,30931302,1,"  237 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,90,0,0,90,13,90,"D",NA,0,-1,11.73,11.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045910,30931302,"  237",211,1,31.59,37.83,-0.32,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"177","309313021","309313021238211",3045911,30931302,1,"  238 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,74,0,0,74,13,74,"D",NA,0,-1,10.22,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045911,30931302,"  238",211,1,31.13,37.39,-0.32,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"178","309313021","309313021239342",3045912,30931302,1,"  239 ",NA,342,1,1,64,NA,NA,"U",-1,NA,4,50,97,0,0,97,13,97,"",NA,0,-1,14.45,14.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045912,30931302,"  239",342,1,29.03,37.75,-0.35,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"179","309313021","309313021240211",3045913,30931302,1,"  240 ",NA,211,1,1,73,NA,NA,"O",-1,NA,1,20,369,0,0,369,13,369,"",NA,0,-1,26.37,26.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045913,30931302,"  240",211,1,31.61,39.64,-0.23,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"180","309313021","309313021241211",3045914,30931302,1,"  241 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,123,0,0,123,13,123,"",NA,143,-1,14.61,14.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045914,30931302,"  241",211,1,29.54,40.57,-0.25,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"181","309313021","309313021242211",3045915,30931302,1,"  242 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,499,0,0,499,13,499,"D",NA,292,-1,28.77,28.77,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045915,30931302,"  242",211,1,28.38,41.6,-0.18,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"182","309313021","309313021243211",3045916,30931302,1,"  243 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,101,0,0,101,13,101,"D",NA,0,-1,12.73,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045916,30931302,"  243",211,1,27.17,43.38,-0.24,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"183","309313021","309313021244211",3045917,30931302,1,"  244 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,75,0,0,75,13,75,"D",NA,0,-1,10.32,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045917,30931302,"  244",211,1,26.92,43.87,-0.24,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"184","309313021","309313021245211",3045918,30931302,1,"  245 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,190,0,0,190,13,190,"",NA,213,-1,19.35,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045918,30931302,"  245",211,1,23.92,42.46,-0.32,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"185","309313021","309313021246211",3045919,30931302,1,"  246 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,354,0,0,354,13,354,"",NA,0,-1,25.99,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045919,30931302,"  246",211,1,22.1,41.33,-0.21,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"186","309313021","309313021247211",3045920,30931302,1,"  247 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,124,0,0,124,13,124,"",NA,162,-1,14.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045920,30931302,"  247",211,1,26.48,39.21,-0.4,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"187","309313021","309313021248211",3045921,30931302,1,"  248 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,329,0,0,329,13,329,"D",NA,0,-1,25.29,25.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045921,30931302,"  248",211,1,23.95,37.51,-0.35,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"188","309313021","309313021249211",3045922,30931302,1,"  249 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,80,0,0,80,13,80,"D",NA,0,-1,10.79,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045922,30931302,"  249",211,1,23.84,35.85,-0.45,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"189","309313021","309313021250211",3045923,30931302,1,"  250 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,116,0,0,116,13,116,"D",NA,0,-1,14.03,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045923,30931302,"  250",211,1,23.39,34.75,-0.45,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"190","309313021","309313021251211",3045924,30931302,1,"  251 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,311,0,0,311,13,311,"",NA,250,-1,24.74,24.74,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045924,30931302,"  251",211,1,24.38,30.05,-0.46,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"191","309313021","309313021252211",3045925,30931302,1,"  252 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,346,0,0,346,13,346,"D",NA,0,-1,25.77,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045925,30931302,"  252",211,1,27.85,26.19,-0.5,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"192","309313021","309313021253211",3045926,30931302,1,"  253 ",NA,211,1,1,73,NA,NA,"O",-1,NA,2,20,277,0,0,277,13,277,"",NA,261,-1,23.54,23.54,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045926,30931302,"  253",211,1,29.49,24.09,-0.49,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
"193","309313021","309313021254211",3045927,30931302,1,"  254 ",NA,211,1,1,73,NA,NA,"U",-1,NA,4,50,75,0,0,75,13,75,"",NA,0,-1,10.32,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",2021-03-22,2021-03-22 06:49:23,3045927,30931302,"  254",211,1,30.06,23.14,-0.59,NA,2021-03-22,2021-03-22 06:49:24,1,NA,11,2020,0.216,NA,1,"H","V","nein",2,NA,NA,NA,NA,NA,0,"<div><font color=black>geschlossen mit Lücken</font></div>","<div><font color=black>Zweischichtig</font></div>","<div><font color=black>Bu tlw. gerade, tlw. (bo) oder (sä), kurzschaftig; WLi &nbsp;überw. sä oder bo, kurzschaftig; Es überw. gerade, langschaftig</font></div>","<div><font color=black>Bu Bkl. 1 und 2 großkronig, Bkl. 3 schmalkronig, Bkl. 4 mit geringen Kronen; WLi schmalkronig; Es mit starken Feinreisig-verlusten durch ETS</font></div>","<div><font color=black>Bu in der Krone starkastig, WLi und Es normalastig</font></div>","<div>--</div>","<div><font color=black>einzelne niederge-bogene oder angeschobene Stangen, ETS</font></div>","<div><font color=black>überw. Laubstreu; Dornfarn, Waldmeister, Taubnessel, Waldbürstenmoos, wellenblättriges Katharinenmoos, vereinzelt Bu-NV; Humusform: F-Mull</font></div>"
