"","Plotnummer","n_trees_2021","n_species_2021","n_ash_2021","n_bah_2021","height_mean_2021","height_median_2021","height_max_2021","height_min_2021","n_ets_new_2021","n_ets_old_2021","n_ets_total_2021","Verbiss_2021","comment_2021","Zaun_2021","Ausschluss_2021","Rueckegasse_2021","n_trees_2022","n_species_2022","n_ash_2022","n_bah_2022","location","height_mean_2022","height_median_2022","height_max_2022","height_min_2022","n_ets_new_2022","n_ets_old_2022","n_ets_total_2022","Verbiss_2022","comment_2022","Rueckegasse_2022","x","y","TSF","DSF","ISF","ets_2021_ratio","ets_2022_ratio","ETS_ratio","n_ash","n_bah","n_trees","Zuwachs","ZuwachsBAh","ZuwachsGEs"
"169",8752,61,3,40,20,10.75,10,22,3,2,2,4,0,"",TRUE,FALSE,FALSE,35,2,33,2,"goe_ans",26.46,25,62,8,0,2,2,0,"",FALSE,35.7451668348558,43.5186722176549,0.18,0.16,0.22,0.1,0.0606060606060606,0.0803030303030303,36.5,11,48,18,NA,21.5
"170",8753,36,3,22,13,10.72,9,23,5,3,5,8,1,"",TRUE,FALSE,FALSE,20,3,14,4,"goe_ans",14.95,15,27,8,0,0,0,1,"",FALSE,40.6070164368442,42.3397731301826,0.09,0.06,0.13,0.363636363636364,0,0.181818181818182,18,8.5,28,1,2,1
"171",8754,53,4,25,26,8.28,8,16,4,1,0,1,0,"",TRUE,FALSE,FALSE,45,3,18,26,"goe_ans",10.22,9,43,5,0,0,0,0,"",FALSE,45.4688660388326,41.1608740427103,0.19,0.16,0.23,0.04,0,0.02,21.5,26,49,1,1,1
"172",8755,91,3,32,56,8.16,8,12,4,1,0,1,0,"",TRUE,FALSE,FALSE,70,3,29,39,"goe_ans",10.1,10,15,5,0,0,0,0,"",FALSE,50.330715640821,39.9819749552379,0.18,0.15,0.22,0.03125,0,0.015625,30.5,47.5,80.5,2,0,3
"173",8756,47,3,27,17,8.79,8,17,4,0,0,0,0,"",TRUE,FALSE,FALSE,50,4,26,21,"goe_ans",13.18,11,42,6,0,0,0,0,"",FALSE,49.1634888215415,35.0715068572297,0.18,0.18,0.18,0,0,0,26.5,19,48.5,7,4.5,8
"174",8757,68,4,41,25,12.79,7,400,3,1,0,1,0,"",TRUE,FALSE,FALSE,68,3,43,24,"goe_ans",13.91,8,400,5,0,0,0,1,"",FALSE,44.3016392195531,36.250405944702,0.07,0.07,0.06,0.024390243902439,0,0.0121951219512195,42,24.5,68,1,2,1
"175",8758,33,4,21,9,9.15,8,21,2,3,0,3,0,"",TRUE,FALSE,FALSE,38,3,20,17,"goe_ans",12.58,10.5,25,5,0,0,0,0,"",FALSE,39.4397896175647,37.4293050321743,0.14,0.12,0.17,0.142857142857143,0,0.0714285714285714,20.5,13,35.5,8,2,8
"176",8759,35,3,31,2,31.83,6,900,4,0,0,0,0,"",FALSE,FALSE,FALSE,41,3,37,2,"goe_ans",26.34,7,800,5,0,0,0,0,"",FALSE,24.8542408115995,40.9660022945913,0.16,0.18,0.12,0,0,0,34,2,38,1,2,1
"177",8760,43,3,40,0,6.72,6,14,3,0,0,0,2,"",FALSE,FALSE,FALSE,45,4,40,2,"goe_ans",8.02,8,18,4,0,0,0,1,"",FALSE,19.9923912096112,42.1449013820636,0.15,0.15,0.16,0,0,0,40,1,44,2,NA,2
"178",8761,16,2,14,2,6.75,7,10,4,0,0,0,0,"",FALSE,FALSE,FALSE,20,2,16,4,"goe_ans",8.65,8,17,5,0,0,0,0,"",FALSE,15.1305416076228,43.3238004695359,0.14,0.14,0.14,0,0,0,15,3,18,2,7,2
"179",8762,53,3,36,15,6.81,6,14,3,4,1,5,8,"",FALSE,FALSE,TRUE,49,2,37,12,"goe_ans",8.12,7,15,3,2,0,2,1,"",FALSE,9.10146518635487,39.592231459,0.17,0.17,0.17,0.138888888888889,0.0540540540540541,0.0964714714714715,36.5,13.5,51,1,2,1
"180",8763,17,1,17,0,8.24,8,15,4,0,1,1,0,"",FALSE,FALSE,FALSE,18,1,18,0,"goe_ans",10.28,9,18,4,0,1,1,1,"",FALSE,13.9633147883433,38.4133323715277,0.12,0.14,0.1,0.0588235294117647,0.0555555555555556,0.0571895424836601,17.5,0,17.5,3.5,NA,3.5
"181",8764,23,3,21,1,7.04,7,16,2,1,0,1,0,"",FALSE,FALSE,FALSE,24,3,22,1,"goe_ans",8.42,8,16,3,1,0,1,1,"Baum 316 liegt auf dem Westrand, alte Daten könnten korrekt sein, mssen sie aber nicht, ets nicht zu sehen",FALSE,18.8251643903316,37.2344332840553,0.11,0.13,0.09,0.0476190476190476,0.0454545454545455,0.0465367965367965,21.5,1,23.5,2,3,2
"182",8765,26,2,21,5,8.62,8,17,6,0,0,0,1,"",FALSE,FALSE,FALSE,26,2,23,3,"goe_ans",9.73,9,21,2,0,0,0,0,"",FALSE,23.68701399232,36.055534196583,0.13,0.15,0.11,0,0,0,22,4,26,1,0.5,2
"183",8766,51,4,36,12,7.14,7,16,3,1,0,1,2,"",FALSE,FALSE,FALSE,47,4,40,5,"goe_ans",9.19,8,18,4,0,0,0,2,"",FALSE,28.5488635943084,34.8766351091107,0.21,0.22,0.19,0.0277777777777778,0,0.0138888888888889,38,8.5,49,3,0,4
"184",8767,54,5,32,18,8.22,8,14,5,0,0,0,1,"",FALSE,FALSE,FALSE,57,4,41,14,"goe_ans",8.81,9,14,5,0,0,0,0,"",FALSE,33.4107131962968,33.6977360216384,0.12,0.14,0.08,0,0,0,36.5,16,55.5,0,0,2
"185",8768,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE,FALSE,FALSE,1,1,0,1,"goe_ans",7,7,7,7,0,0,0,0,"",FALSE,38.2725627982852,32.518836934166,0.13,0.15,0.1,NA,NA,NA,0,0.5,0.5,NA,NA,NA
"186",8769,29,3,8,20,7.9,8,13,5,0,0,0,0,"",FALSE,FALSE,FALSE,23,2,11,12,"goe_ans",8.83,9,12,6,0,0,0,0,"",FALSE,43.1344124002735,31.3399378466937,0.16,0.17,0.14,0,0,0,9.5,16,26,1,-1,3
"187",8770,47,4,28,17,7.72,7,13,4,0,0,0,1,"",FALSE,FALSE,FALSE,47,4,31,13,"goe_ans",8.79,9,13,5,0,0,0,0,"",FALSE,47.9962620022619,30.1610387592214,0.1,0.09,0.12,0,0,0,29.5,15,47,1,1,1
"188",8771,15,4,8,5,9.8,9,14,4,0,0,0,1,"",FALSE,FALSE,FALSE,18,6,10,4,"goe_ans",59.78,10.5,900,5,0,0,0,0,"",FALSE,46.8290351829824,25.2505706612131,0.02,0.02,0.02,0,0,0,9,4.5,16.5,2,-1,1
"189",8772,27,3,12,14,8.19,8,14,4,2,0,2,1,"",FALSE,FALSE,FALSE,20,2,14,6,"goe_ans",9.25,9,15,2,0,0,0,1,"",FALSE,41.967185580994,26.4294697486855,0.19,0.24,0.11,0.166666666666667,0,0.0833333333333333,13,10,23.5,1,-2,4
"190",8773,32,3,21,10,10.09,9,32,4,0,1,1,6,"",FALSE,FALSE,FALSE,33,3,22,10,"goe_ans",11.52,11,40,4,0,0,0,2,"",FALSE,37.1053359790056,27.6083688361578,0.2,0.22,0.16,0.0476190476190476,0,0.0238095238095238,21.5,10,32.5,1,0,2
"191",8774,37,3,23,13,8.54,9,14,4,2,0,2,2,"",FALSE,FALSE,FALSE,34,2,22,12,"goe_ans",9.65,9,15,6,0,1,1,0,"",FALSE,32.2434863770173,28.7872679236301,0.09,0.11,0.07,0.0869565217391304,0.0454545454545455,0.066205533596838,22.5,12.5,35.5,1,-0.5,2
"192",8775,11,2,6,5,8.73,9,11,6,0,0,0,0,"",FALSE,FALSE,FALSE,14,2,8,6,"goe_ans",9.86,9.5,15,6,0,0,0,0,"",FALSE,27.3816367750289,29.9661670111024,0.19,0.23,0.14,0,0,0,7,5.5,12.5,3.5,4,3
"193",8776,2,1,2,0,5,5,6,4,0,0,0,0,"",FALSE,FALSE,FALSE,10,3,8,1,"goe_ans",5.7,5,8,4,0,0,0,0,"270 in nord hälfte",FALSE,22.5197871730405,31.1450660985747,0.14,0.17,0.1,0,0,0,5,0.5,6,2,NA,1
"194",8777,82,3,76,5,9.1,9,15,2,7,1,8,1,"",FALSE,FALSE,FALSE,73,3,70,2,"goe_ans",9.34,9,16,4,2,1,3,2,"",FALSE,17.6579375710521,32.3239651860471,0.24,0.27,0.19,0.105263157894737,0.0428571428571429,0.0740601503759399,73,3.5,77.5,-1,-4.5,0
"195",8778,38,3,29,8,8.37,8.5,14,4,0,0,0,2,"",FALSE,FALSE,FALSE,38,3,32,5,"goe_ans",8.47,8,14,5,0,0,0,1,"",FALSE,12.7960879690637,33.5028642735194,0.23,0.27,0.17,0,0,0,30.5,6.5,38,0,-1,0
"196",8779,27,5,15,8,8.7,6,25,4,0,0,0,1,"",FALSE,FALSE,TRUE,30,5,15,11,"goe_ans",12.27,9,53,6,0,0,0,1,"",FALSE,7.93423836707534,34.6817633609917,0.24,0.26,0.2,0,0,0,15,9.5,28.5,5,3,1
"197",8780,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE,FALSE,TRUE,16,3,12,3,"goe_ans",12.31,10.5,27,6,0,0,0,0,"",TRUE,6.76701154779581,29.7712952629834,0.22,0.18,0.28,NA,0,NA,6,1.5,8,NA,NA,NA
"198",8781,31,4,24,4,10.39,9,25,4,4,1,5,3,"",FALSE,FALSE,FALSE,30,3,21,7,"goe_ans",12.93,12,34,5,2,3,5,3,"",FALSE,11.6288611497842,28.5923961755111,0.23,0.2,0.27,0.208333333333333,0.238095238095238,0.223214285714286,22.5,5.5,30.5,2.5,3,1.5
"199",8782,19,2,18,1,10.89,10,20,6,3,0,3,3,"",FALSE,FALSE,FALSE,24,3,22,1,"goe_ans",14.54,14.5,24,7,0,1,1,4,"keine richtige Rückegasse aber einmal drüber gefahren",FALSE,16.4907107517726,27.4134970880388,0.24,0.2,0.3,0.166666666666667,0.0454545454545455,0.106060606060606,20,1,21.5,3.5,3,4
"200",8783,35,2,32,3,8.57,8,14,4,1,0,1,10,"angekrazt",FALSE,FALSE,FALSE,43,4,37,4,"goe_ans",13.12,12,23,6,0,0,0,15,"",FALSE,21.352560353761,26.2345980005665,0.27,0.25,0.3,0.03125,0,0.015625,34.5,3.5,39,7,3,8
"201",8784,64,3,55,8,9.36,9,18,4,3,1,4,12,"",FALSE,FALSE,FALSE,54,4,47,5,"goe_ans",12.06,12,23,6,0,1,1,3,"tot",FALSE,26.2144099557493,25.0556989130942,0.33,0.33,0.34,0.0727272727272727,0.0212765957446809,0.0470019342359768,51,6.5,59,2,-2,3
"202",8785,11,3,5,2,12,11,30,4,0,0,0,0,"",FALSE,FALSE,FALSE,14,3,9,2,"goe_ans",17,11.5,82,3,0,0,0,0,"gesamter plot von Ahron stubben dominiert",FALSE,31.0762595577377,23.8767998256218,0.12,0.1,0.14,0,0,0,7,2,12.5,5.5,64,3
"203",8786,24,3,16,7,7.79,7,14,4,2,0,2,1,"",FALSE,FALSE,FALSE,27,4,21,4,"goe_ans",8.59,8,15,5,0,0,0,1,"",FALSE,35.9381091597261,22.6979007381495,0.08,0.05,0.12,0.125,0,0.0625,18.5,5.5,25.5,1,-2,3
"204",8787,21,3,15,5,38.76,8,650,4,0,1,1,0,"",FALSE,FALSE,FALSE,17,3,11,5,"goe_ans",61.53,10,900,4,0,0,0,1,"",FALSE,40.7999587617145,21.5190016506772,0.05,0.03,0.08,0.0666666666666667,0,0.0333333333333333,13,5,19,0,1,-1
"205",8788,5,2,2,3,9.2,10,11,7,0,0,0,0,"",FALSE,FALSE,FALSE,8,2,4,4,"goe_ans",8.88,9,13,4,0,0,0,0,"",FALSE,45.6618083637029,20.3401025632049,0.02,0.01,0.04,0,0,0,3,3.5,6.5,1,-1,3
"206",8789,23,3,17,4,9.22,8,19,2,1,0,1,1,"",FALSE,FALSE,FALSE,25,3,18,4,"goe_ans",10.12,10,19,4,0,0,0,1,"",FALSE,44.4945815444233,15.4296344651966,0.05,0.03,0.08,0.0588235294117647,0,0.0294117647058824,17.5,4,24,1,-4,1
"207",8790,27,5,12,9,10.04,8,34,5,0,1,1,0,"",FALSE,FALSE,FALSE,35,5,17,11,"goe_ans",9.77,8,36,4,0,1,1,0,"",FALSE,39.632731942435,16.6085335526689,0.04,0.03,0.06,0.0833333333333333,0.0588235294117647,0.071078431372549,14.5,10,31,1,0,2
"208",8791,33,4,20,6,11.91,9,41,5,2,0,2,0,"",FALSE,FALSE,FALSE,29,4,19,6,"goe_ans",10.93,11,27,5,0,0,0,0,"",FALSE,34.7708823404466,17.7874326401412,0.1,0.07,0.14,0.1,0,0.05,19.5,6,31,-1.5,-3,1.5
"209",8792,10,3,8,1,14.9,15,25,6,1,0,1,3,"",FALSE,FALSE,FALSE,10,2,9,1,"goe_ans",18.9,17.5,28,10,2,0,2,1,"",FALSE,29.9090327384582,18.9663317276136,0.2,0.16,0.27,0.125,0.222222222222222,0.173611111111111,8.5,1,10,3,5,3
"210",8793,25,3,21,2,10.56,11,16,3,4,1,5,1,"",FALSE,FALSE,FALSE,30,3,26,3,"goe_ans",10.13,10,18,4,1,0,1,2,"tot",FALSE,25.0471831364698,20.1452308150859,0.18,0.14,0.23,0.238095238095238,0.0384615384615385,0.138278388278388,23.5,2.5,27.5,1,1,1
"211",8794,44,4,35,7,10.25,9.5,38,4,4,0,4,0,"",FALSE,FALSE,FALSE,51,5,41,7,"goe_ans",10.39,9,39,5,2,0,2,1,"",FALSE,20.1853335344814,21.3241299025582,0.08,0.07,0.1,0.114285714285714,0.0487804878048781,0.0815331010452962,38,7,47.5,1,0,1
"212",8795,1,1,0,0,5,5,5,5,0,0,0,0,"",FALSE,FALSE,FALSE,7,2,6,0,"goe_ans",7,7,8,6,0,0,0,0,"",FALSE,15.3234839324931,22.5030289900305,0.13,0.05,0.24,NA,0,NA,3,0,4,3,NA,NA
"213",8796,7,2,5,2,8.86,8,12,7,0,0,0,1,"",FALSE,FALSE,FALSE,12,2,8,4,"goe_ans",10.83,10,16,6,0,0,0,1,"SO SEITE STUPPEN",FALSE,10.4616343305047,23.6819280775029,0.15,0.08,0.26,0,0,0,6.5,3,9.5,4,1,4
"214",8797,2,1,2,0,11,11,15,7,0,0,0,0,"",FALSE,FALSE,TRUE,9,3,6,2,"goe_ans",9,9,15,4,0,0,0,0,"",TRUE,5.59978472851629,24.8608271649752,0.15,0.09,0.25,0,0,0,4,1,5.5,0,NA,0
"215",8798,24,4,19,3,13.75,13,31,5,2,1,2,2,"umgefahren",FALSE,FALSE,TRUE,40,5,28,8,"goe_ans",13.22,12,30,2,0,0,0,2,"",TRUE,4.43255790923676,19.9503590669669,0.1,0.05,0.17,0.105263157894737,0,0.0526315789473684,23.5,5.5,32,2,1,0
"216",8799,12,3,8,2,8.92,7.5,16,5,0,0,0,0,"",FALSE,FALSE,FALSE,10,3,6,0,"goe_ans",10,8,16,5,0,0,0,1,"",FALSE,9.29440751122514,18.7714599794946,0.05,0.03,0.09,0,0,0,7,1,11,0.5,NA,0
"217",8800,17,1,17,0,8.88,9,13,5,0,1,1,0,"",FALSE,FALSE,FALSE,27,1,27,0,"goe_ans",8.78,9,15,4,0,0,0,0,"",FALSE,14.1562571132135,17.5925608920223,0.16,0.17,0.14,0.0588235294117647,0,0.0294117647058824,22,0,22,1.5,NA,1.5
"218",8801,8,3,6,1,6.62,7,8,4,0,0,0,0,"",FALSE,FALSE,FALSE,10,2,9,1,"goe_ans",7.8,8,10,5,1,0,1,0,"",FALSE,19.0181067152019,16.4136618045499,0.17,0.2,0.12,0,0.111111111111111,0.0555555555555556,7.5,1,9,1,0,2
"219",8802,38,3,36,1,8.37,7.5,17,3,4,1,5,0,"es wurde kurz auf die Fläche gefahren",FALSE,FALSE,TRUE,33,2,30,3,"goe_ans",9.73,9,19,4,0,3,3,0,"",FALSE,23.8799563171903,15.2347627170776,0.18,0.16,0.2,0.138888888888889,0.1,0.119444444444444,33,2,35.5,1.5,1,2
"220",8803,30,4,25,3,13.13,12.5,30,5,8,2,9,3,"komischer PLot, viele halb verfaulte, vielleicht Rückegasse",FALSE,FALSE,FALSE,22,3,17,4,"goe_ans",12.68,13,20,3,0,3,3,1,"",FALSE,28.7418059191787,14.0558636296053,0.1,0.04,0.2,0.36,0.176470588235294,0.268235294117647,21,3.5,26,-1,-1,0
"221",8804,25,3,13,11,10.6,10,19,7,4,2,6,1,"",FALSE,FALSE,FALSE,22,2,14,8,"goe_ans",10.68,10.5,20,5,0,4,4,0,"",FALSE,33.6036555211671,12.876964542133,0.05,0.04,0.07,0.461538461538462,0.285714285714286,0.373626373626374,13.5,9.5,23.5,0,0,0.5
"222",8805,50,4,30,17,11.18,10,22,5,3,3,6,2,"",FALSE,FALSE,FALSE,45,4,28,14,"goe_ans",11.67,12,27,6,1,1,2,0,"",FALSE,38.4655051231554,11.6980654546607,0.02,0.02,0.03,0.2,0.0714285714285714,0.135714285714286,29,15.5,47.5,-1,1,-1
"223",8806,21,3,17,3,10.38,10,17,5,2,0,2,0,"",FALSE,FALSE,FALSE,18,3,15,2,"goe_ans",10.28,9,19,5,0,0,0,0,"tot",FALSE,43.3273547251438,10.5191663671883,0.04,0.04,0.05,0.117647058823529,0,0.0588235294117647,16,2.5,19.5,0,-3,0.5
"224",8807,15,4,6,5,9.27,8,15,6,1,0,1,0,"",FALSE,FALSE,FALSE,21,4,10,8,"goe_ans",9,8,14,4,1,0,1,0,"",FALSE,42.1601279058643,5.60869826918006,0.04,0.04,0.05,0.166666666666667,0.1,0.133333333333333,8,6.5,18,1,2.5,1
"225",8808,16,4,13,1,7.56,7,12,3,0,1,1,0,"",FALSE,FALSE,FALSE,21,2,19,2,"goe_ans",8.33,8,14,3,0,0,0,1,"",FALSE,37.2982783038759,6.78759735665238,0.09,0.1,0.08,0.0769230769230769,0,0.0384615384615385,16,1.5,18.5,1,1,1
"226",8809,15,4,10,2,9.67,9,22,6,0,1,1,0,"",FALSE,FALSE,FALSE,15,4,10,2,"goe_ans",10.8,9,25,6,0,0,0,0,"",FALSE,32.4364287018875,7.96649644412471,0.1,0.11,0.08,0.1,0,0.05,10,2,15,2,-1,1
"227",8810,89,4,73,12,11.1,11,21,4,20,5,24,4,"grüne Höhe 6cm, viele frisch tote Eschen",FALSE,FALSE,FALSE,78,4,64,10,"goe_ans",11.99,12,25,2,5,7,11,7,"tot",FALSE,27.5745790998991,9.14539553159703,0.18,0.2,0.15,0.328767123287671,0.171875,0.250321061643836,68.5,11,83.5,0,-1,0
"228",8811,28,3,25,2,8.04,8,12,4,2,0,2,3,"",FALSE,FALSE,FALSE,27,2,26,1,"goe_ans",9.19,9,18,4,0,1,1,0,"",FALSE,22.7127294979108,10.3242946190694,0.12,0.12,0.13,0.08,0.0384615384615385,0.0592307692307692,25.5,1.5,27.5,1,7,1
"229",8812,18,1,18,0,11.5,12,18,6,0,2,2,10,"",FALSE,FALSE,FALSE,16,1,16,0,"goe_ans",13.06,13,18,7,0,0,0,6,"",FALSE,17.8508798959224,11.5031937065417,0.2,0.22,0.18,0.111111111111111,0,0.0555555555555556,17,0,17,2,NA,2
"230",8813,40,5,32,3,11.15,10.5,27,4,1,2,3,2,"",FALSE,FALSE,FALSE,37,6,30,2,"goe_ans",12.22,12,29,5,0,2,2,2,"",FALSE,12.989030293934,12.682092794014,0.31,0.37,0.21,0.09375,0.0666666666666667,0.0802083333333333,31,2.5,38.5,1.5,4,0.5
"231",8814,16,3,13,1,12.88,11,45,4,0,0,0,2,"",FALSE,FALSE,FALSE,16,3,13,1,"goe_ans",14.19,10.5,57,5,0,0,0,0,"",FALSE,8.12718069194561,13.8609918814863,0.25,0.31,0.15,0,0,0,13,1,16,1,0,0.5
"232",8815,39,4,28,7,11.54,10,22,3,1,3,4,2,"",FALSE,FALSE,FALSE,42,4,29,10,"goe_ans",13.17,12,25,5,2,1,3,1,"",TRUE,3.26533108995723,15.0398909689586,0.12,0.12,0.11,0.142857142857143,0.103448275862069,0.123152709359606,28.5,8.5,40.5,3,1,3
"233",1,24,2,11,13,21.46,19.5,50,8,0,0,0,3,"",FALSE,FALSE,TRUE,41,3,24,16,"lau",17.61,10,57,3,0,1,1,4,"",FALSE,1.5156774854017,-51.3224642749954,0.07,0.05,0.1,0,0.0416666666666667,0.0208333333333333,17.5,14.5,32.5,6.5,5,7
"234",2,24,3,10,13,13.04,12,25,5,0,1,1,1,"",FALSE,FALSE,TRUE,25,2,15,10,"lau",14.88,13,32,6,0,1,1,0,"",FALSE,6.42162123486327,-51.9748253944447,0.1,0.06,0.16,0.1,0.0666666666666667,0.0833333333333333,12.5,11.5,24.5,5,7.5,1
"235",3,37,2,8,29,14.16,11,49,4,1,0,1,0,"",FALSE,FALSE,TRUE,33,2,12,21,"lau",17.21,15,51,3,0,0,0,0,"",FALSE,11.3275649843248,-52.6271865138941,0.1,0.06,0.16,0.125,0,0.0625,10,25,35,4,3,5
"236",4,50,4,9,38,15.32,14.5,38,4,0,1,1,1,"",FALSE,FALSE,TRUE,43,4,13,26,"lau",19.7,20,49,4,0,0,0,0,"",FALSE,16.2335087337864,-53.2795476333435,0.07,0.01,0.16,0.111111111111111,0,0.0555555555555556,11,32,46.5,8,8,9
"237",5,46,3,12,31,17.87,14,46,4,0,0,0,0,"",FALSE,FALSE,FALSE,45,3,13,27,"lau",26.49,24,57,9,0,0,0,1,"",FALSE,21.139452483248,-53.9319087527928,0.08,0.04,0.15,0,0,0,12.5,29,45.5,11,12.5,7
"238",6,45,3,26,18,16.6,14,45,3,0,4,4,1,"",FALSE,FALSE,FALSE,31,2,18,13,"lau",27,23,79,6,0,1,1,1,"viel totholz und daher krummer Eschenwuchs",FALSE,26.0453962327096,-54.5842698722422,0.06,0.02,0.12,0.153846153846154,0.0555555555555556,0.104700854700855,22,15.5,38,9.5,10,10
"239",7,6,1,6,0,6.17,6,8,5,0,0,0,0,"",FALSE,FALSE,FALSE,6,1,6,0,"lau",7.5,7,12,4,0,0,0,0,"Baum 116 30cm neben der Ostkante, Baum ist dick genug um den Plot dennoch halb zu überdecken",FALSE,30.9513399821711,-55.2366309916916,0.03,0.02,0.05,0,0,0,6,0,6,3,NA,3
"240",8,3,1,0,3,13.67,15,15,11,0,0,0,0,"",FALSE,FALSE,FALSE,5,2,2,3,"lau",10.2,8,15,7,0,0,0,0,"",FALSE,35.8572837316327,-55.888992111141,0.03,0.02,0.05,NA,0,NA,1,3,4,0,0,NA
"241",9,8,2,2,6,15.88,14,33,2,0,0,0,0,"",FALSE,FALSE,FALSE,25,2,1,24,"lau",12.48,10,39,2,0,0,0,0,"",FALSE,40.7632274810943,-56.5413532305903,0.01,0.01,0.02,0,0,0,1.5,15,16.5,4,5,-4
"242",10,25,3,1,23,11.28,11,19,7,0,0,0,0,"",FALSE,FALSE,FALSE,23,3,2,19,"lau",11.78,10,21,7,0,1,1,1,"",FALSE,45.6691712305559,-57.1937143500397,0.04,0.04,0.05,0,0.5,0.25,1.5,21,24,2,1,14
"243",11,1,1,0,1,13,13,13,13,0,0,0,0,"",FALSE,FALSE,FALSE,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE,50.5751149800174,-57.8460754694891,0.06,0.06,0.07,NA,NA,NA,0,0.5,0.5,NA,NA,NA
"244",12,12,2,2,10,17.75,17,30,5,0,0,0,0,"",FALSE,FALSE,FALSE,13,3,1,11,"lau",27.54,24,78,5,0,0,0,0,"tot",FALSE,55.481058729479,-58.4984365889384,0.05,0.04,0.06,0,0,0,1.5,10.5,12.5,13.5,14,-2
"245",13,1,1,0,1,116,116,116,116,0,0,0,0,"",FALSE,FALSE,FALSE,1,1,0,1,"lau",126,126,126,126,0,0,0,0,"sehr viel totholz",FALSE,60.3870024789406,-59.1507977083878,0.11,0.14,0.06,NA,NA,NA,0,1,1,10,10,NA
"246",14,3,1,3,0,27.33,36,41,5,0,0,0,0,"",FALSE,FALSE,TRUE,3,1,3,0,"lau",38,49,57,8,0,0,0,0,"",TRUE,61.045953104647,-54.2939133964208,0.07,0.09,0.05,0,0,0,3,0,3,16,NA,16
"247",15,8,2,6,2,9.25,9,13,6,0,0,0,0,"",FALSE,FALSE,TRUE,9,2,5,4,"lau",11.22,8,29,6,0,0,0,0,"",TRUE,56.1400093551855,-53.6415522769715,0.04,0.03,0.05,0,0,0,5.5,3,8.5,5,-1,10.5
"248",16,1,1,1,0,10,10,10,10,0,0,0,0,"",FALSE,FALSE,TRUE,11,3,1,9,"lau",8.18,7,17,5,0,0,0,0,"",TRUE,51.2340656057239,-52.9891911575221,0.04,0.03,0.05,0,0,0,1,4.5,6,7,NA,7
"249",17,1,1,0,0,20,20,20,20,0,0,0,0,"",FALSE,FALSE,TRUE,7,3,0,5,"lau",7.86,7,15,4,0,0,0,0,"",TRUE,46.3281218562623,-52.3368300380727,0.06,0.06,0.06,NA,NA,NA,0,2.5,4,-5,NA,NA
"250",18,5,2,4,1,8.8,9,13,6,0,0,0,1,"",FALSE,FALSE,TRUE,28,4,12,13,"lau",7.71,7,16,4,0,0,0,0,"",TRUE,41.4221781068007,-51.6844689186234,0.07,0.08,0.06,0,0,0,8,7,16.5,3.5,3,3.5
"251",19,13,3,10,2,6.31,6,16,3,0,0,0,0,"",FALSE,FALSE,TRUE,42,4,23,17,"lau",8.12,7.5,18,2,0,0,0,0,"",TRUE,36.5162343573392,-51.032107799174,0.05,0.05,0.05,0,0,0,16.5,9.5,27.5,7.5,2,6
"252",20,9,2,5,4,8.22,8,13,6,0,0,0,0,"",FALSE,FALSE,TRUE,33,4,16,10,"lau",7.76,7,17,3,0,0,0,0,"",TRUE,31.6102906078776,-50.3797466797246,0.09,0.07,0.11,0,0,0,10.5,7,21,4,3.5,4
"253",21,41,3,15,25,12.68,10,28,4,0,0,0,2,"",FALSE,FALSE,TRUE,62,4,32,26,"lau",14.03,10,41,3,0,0,0,1,"",TRUE,26.704346858416,-49.7273855602753,0.12,0.1,0.15,0,0,0,23.5,25.5,51.5,7,10,5
"254",22,53,3,23,29,17.64,16,40,5,2,3,5,4,"",FALSE,FALSE,FALSE,55,3,21,33,"lau",22.93,18,61,5,2,3,4,3,"",FALSE,21.7984031089544,-49.0750244408259,0.16,0.16,0.16,0.217391304347826,0.19047619047619,0.203933747412008,22,31,54,11,15,6
"255",23,47,2,21,26,20.38,18,54,7,0,0,0,5,"",FALSE,FALSE,FALSE,50,2,22,28,"lau",25.3,21.5,59,4,2,0,2,6,"",FALSE,16.8924593594929,-48.4226633213765,0.09,0.1,0.08,0,0.0909090909090909,0.0454545454545455,21.5,27,48.5,7,11.5,5
"256",24,61,3,30,30,16.08,13,37,4,0,0,0,3,"",FALSE,FALSE,FALSE,66,5,31,31,"lau",17.71,16.5,39,5,0,0,0,7,"",FALSE,11.9865156100313,-47.7703022019272,0.12,0.1,0.15,0,0,0,30.5,30.5,63.5,1,2,0
"257",25,46,3,16,29,13.93,12.5,41,4,0,0,0,1,"",FALSE,FALSE,FALSE,86,5,42,39,"lau",13.45,9,46,4,1,0,1,5,"tot",FALSE,7.08057186056971,-47.1179410824778,0.12,0.1,0.14,0,0.0238095238095238,0.0119047619047619,29,34,66,9,12,2
"258",26,37,2,10,27,16.76,15,42,3,0,0,0,1,"",FALSE,FALSE,FALSE,36,4,10,24,"lau",18.97,17,48,5,0,0,0,1,"",FALSE,2.17462811110813,-46.4655799630284,0.07,0.05,0.11,0,0,0,10,25.5,36.5,5,6,3
"259",27,69,5,25,41,12.55,10,39,5,1,0,1,0,"",FALSE,FALSE,FALSE,58,5,20,35,"lau",17.84,16.5,47,6,0,0,0,1,"",FALSE,2.83357873681457,-41.6086956510614,0.14,0.16,0.11,0.04,0,0.02,22.5,38,63.5,6,6,5
