"","Plotnummer","n_trees_2021","n_species_2021","n_ash_2021","n_bah_2021","height_mean_2021","height_median_2021","height_max_2021","height_min_2021","n_ets_new_2021","n_ets_old_2021","n_ets_total_2021","Verbiss_2021","comment_2021","Zaun_2021","Ausschluss_2021","Rueckegasse_2021","n_trees_2022","n_species_2022","n_ash_2022","n_bah_2022","location","height_mean_2022","height_median_2022","height_max_2022","height_min_2022","n_ets_new_2022","n_ets_old_2022","n_ets_total_2022","Verbiss_2022","comment_2022","Rueckegasse_2022","x","y","TSF","DSF","ISF","ets_2021_ratio","ets_2022_ratio","ETS_ratio","n_ash","n_bah","n_trees","Zuwachs","ZuwachsBAh","ZuwachsGEs"
"77",8977,18,3,13,0,12.94,7,84,4,1,0,1,1,"",TRUE,FALSE,FALSE,21,3,12,0,"goe_pol",14.14,9,89,3,0,0,0,1,"",FALSE,56.009833973587,33.217981125258,0.24,0.29,0.17,0.0769230769230769,0,0.0384615384615385,12.5,0,19.5,1,NA,-0.5
"78",8978,44,4,25,2,5.52,5.5,14,1,2,0,2,0,"",TRUE,FALSE,FALSE,19,3,16,2,"goe_pol",11.16,10,24,2,0,0,0,0,"tot",FALSE,57.0237704503695,28.5177116342735,0.27,0.3,0.23,0.08,0,0.04,20.5,2,31.5,4,8,5
"79",8979,45,4,30,5,7.71,8,17,2,0,0,0,0,"",TRUE,FALSE,FALSE,30,3,24,2,"goe_pol",11.97,10.5,28,5,0,0,0,0,"",FALSE,52.1276563972607,27.5443326165622,0.29,0.33,0.24,0,0,0,27,3.5,37.5,4.5,2,5
"80",8980,36,6,24,4,9.83,7,26,2,0,0,0,0,"",TRUE,FALSE,FALSE,27,5,19,4,"goe_pol",15.59,11,47,1,0,0,0,0,"",FALSE,47.2315423441519,26.570953598851,0.26,0.3,0.2,0,0,0,21.5,4,31.5,8,7.5,2
"81",8981,8,2,6,0,5.75,7,8,2,0,0,0,0,"",TRUE,FALSE,FALSE,7,1,7,0,"goe_pol",10.29,11,14,4,0,0,0,0,"",FALSE,42.335428291043,25.5975745811397,0.36,0.43,0.26,0,0,0,6.5,0,7.5,6,NA,6
"82",8982,26,2,25,1,5.81,5,12,3,0,0,0,0,"",TRUE,FALSE,FALSE,24,2,23,1,"goe_pol",6.96,7,12,3,0,0,0,0,"",FALSE,37.4393142379342,24.6241955634285,0.34,0.42,0.23,0,0,0,24,1,25,1,0,1
"83",8983,16,3,14,1,6.44,6,11,3,0,0,0,0,"",TRUE,FALSE,FALSE,14,2,12,0,"goe_pol",9,9.5,13,5,0,0,0,0,"",FALSE,32.5432001848254,23.6508165457172,0.35,0.43,0.22,0,0,0,13,0.5,15,2,NA,3
"84",8984,11,2,10,1,6.09,5,15,3,0,0,0,0,"",TRUE,FALSE,FALSE,6,1,6,0,"goe_pol",7.17,7.5,9,5,0,0,0,0,"",FALSE,27.6470861317166,22.677437528006,0.3,0.36,0.2,0,0,0,8,0.5,8.5,-0.5,NA,0
"85",8985,6,2,5,0,6.83,6,10,5,0,0,0,0,"",TRUE,FALSE,FALSE,5,1,5,0,"goe_pol",7.6,8,9,6,0,0,0,0,"",FALSE,22.7509720786077,21.7040585102947,0.2,0.24,0.13,0,0,0,5,0,5.5,-1,NA,1
"86",8986,11,3,9,0,7.09,6,12,4,0,0,0,0,"",TRUE,FALSE,FALSE,8,3,6,0,"goe_pol",9.88,10,14,4,0,0,0,0,"",FALSE,17.8548580254989,20.7306794925834,0.28,0.32,0.22,0,0,0,7.5,0,9.5,1.5,NA,1
"87",8987,10,2,9,0,6.8,6.5,13,4,0,0,0,0,"",TRUE,FALSE,FALSE,10,2,9,0,"goe_pol",11,11,15,8,0,0,0,0,"",FALSE,12.9587439723901,19.7573004748722,0.27,0.3,0.22,0,0,0,9,0,10,5,NA,5
"88",8988,18,1,18,0,6.44,5.5,16,3,0,0,0,0,"",TRUE,FALSE,FALSE,18,1,18,0,"goe_pol",9.56,7,24,5,0,0,0,0,"",FALSE,13.9726804491726,15.0570309838877,0.25,0.29,0.19,0,0,0,18,0,18,4,NA,4
"89",8989,19,1,19,0,6.32,6,12,4,2,1,3,1,"",TRUE,FALSE,FALSE,12,1,12,0,"goe_pol",8.33,7.5,15,6,1,0,1,0,"",FALSE,18.8687945022815,16.030410001599,0.4,0.5,0.24,0.157894736842105,0.0833333333333333,0.120614035087719,15.5,0,15.5,1.5,NA,1.5
"90",8990,34,2,30,4,6.88,6,19,3,2,0,2,0,"",TRUE,FALSE,FALSE,21,2,17,4,"goe_pol",8.43,8,20,4,0,0,0,0,"",FALSE,23.7649085553903,17.0037890193102,0.44,0.56,0.25,0.0666666666666667,0,0.0333333333333333,23.5,4,27.5,1,2,1
"91",8991,32,4,29,1,6.41,6,12,3,1,0,1,1,"",TRUE,FALSE,FALSE,19,3,17,1,"goe_pol",7.74,7,14,5,0,0,0,0,"tot",FALSE,28.6610226084991,17.9771680370215,0.32,0.4,0.19,0.0344827586206897,0,0.0172413793103448,23,1,25.5,0,2,0
"92",8992,30,3,26,3,5.23,5,8,3,0,0,0,0,"",TRUE,FALSE,FALSE,24,3,22,1,"goe_pol",5.79,6,9,4,0,0,0,0,"",FALSE,33.5571366616079,18.9505470547327,0.26,0.33,0.15,0,0,0,24,2,27,0,-1,0
"93",8993,24,5,16,2,11.33,7,86,4,0,0,0,0,"",TRUE,FALSE,FALSE,24,4,18,2,"goe_pol",14.21,9,119,6,0,0,0,1,"",FALSE,38.4532507147168,19.923926072444,0.31,0.35,0.24,0,0,0,17,2,24,1,2,2
"94",8994,26,3,23,0,11,10,20,3,0,0,0,0,"",TRUE,FALSE,FALSE,27,3,24,0,"goe_pol",32,32,70,5,0,0,0,1,"",FALSE,43.3493647678256,20.8973050901552,0.34,0.37,0.3,0,0,0,23.5,0,26.5,32.5,NA,25
"95",8995,37,4,30,2,9.59,9,20,5,0,0,0,1,"",TRUE,FALSE,FALSE,48,6,33,2,"goe_pol",19.02,18,50,4,1,0,1,6,"",FALSE,48.2454788209344,21.8706841078665,0.28,0.28,0.29,0,0.0303030303030303,0.0151515151515152,31.5,2,42.5,19,15,19
"96",8996,17,3,12,0,57.29,6,800,3,1,0,1,0,"",TRUE,FALSE,FALSE,18,4,11,1,"goe_pol",41.78,9,600,3,0,0,0,1,"",FALSE,53.1415928740433,22.8440631255778,0.16,0.12,0.22,0.0833333333333333,0,0.0416666666666667,11.5,0.5,17.5,2.5,NA,3.5
"97",8997,35,3,30,2,6.77,6,15,4,0,0,0,1,"",TRUE,FALSE,FALSE,36,4,30,2,"goe_pol",8.56,8,16,4,0,1,1,0,"",FALSE,58.0377069271521,23.817442143289,0.19,0.17,0.23,0,0.0333333333333333,0.0166666666666667,30,2,35.5,2,2,2
"98",8998,26,4,20,0,6.46,5,17,3,1,0,1,0,"",TRUE,FALSE,FALSE,13,3,11,0,"goe_pol",9.85,7,21,4,0,0,0,0,"",FALSE,59.0516434039347,19.1171726523045,0.12,0.13,0.11,0.05,0,0.025,15.5,0,19.5,0.5,NA,0
"99",8999,45,5,29,2,10.98,10,24,2,1,0,1,1,"",TRUE,FALSE,FALSE,24,4,17,1,"goe_pol",17.04,16,35,9,0,0,0,0,"",FALSE,54.1555293508258,18.1437936345933,0.2,0.24,0.13,0.0344827586206897,0,0.0172413793103448,23,1.5,34.5,2,-3,1
"100",9000,26,5,14,2,8.92,7.5,17,2,1,0,1,0,"",TRUE,FALSE,FALSE,18,4,10,2,"goe_pol",19.94,15,62,5,0,0,0,0,"",FALSE,49.259415297717,17.170414616882,0.26,0.25,0.27,0.0714285714285714,0,0.0357142857142857,12,2,22,10.5,11,2
"101",9001,55,6,22,6,10.05,10,30,1,1,0,1,1,"",TRUE,FALSE,FALSE,23,4,14,4,"goe_pol",27.04,25,51,8,0,0,0,1,"",FALSE,44.3633012446082,16.1970355991708,0.33,0.31,0.35,0.0454545454545455,0,0.0227272727272727,18,5,39,17,16.5,15
"102",9002,30,4,25,2,9.73,7,27,5,2,0,2,1,"",TRUE,FALSE,FALSE,20,4,17,1,"goe_pol",13.55,12,27,6,0,0,0,0,"",FALSE,39.4671871914993,15.2236565814595,0.24,0.28,0.19,0.08,0,0.04,21,1.5,25,3,-2,3
"103",9003,32,5,23,4,6.31,6,12,2,0,0,0,0,"",TRUE,FALSE,FALSE,17,3,15,0,"goe_pol",6.47,6,11,5,0,0,0,1,"",FALSE,34.5710731383905,14.2502775637483,0.28,0.32,0.21,0,0,0,19,2,24.5,-1.5,NA,-1
"104",9004,52,4,43,5,8.37,8.5,17,2,5,0,5,2,"",TRUE,FALSE,FALSE,48,4,44,2,"goe_pol",15.31,15,29,7,0,0,0,0,"",FALSE,29.6749590852817,13.276898546037,0.34,0.39,0.27,0.116279069767442,0,0.0581395348837209,43.5,3.5,50,9,8,10
"105",9005,24,4,18,3,7.92,8,13,2,0,0,0,0,"",TRUE,FALSE,FALSE,25,2,23,2,"goe_pol",15.48,15,28,4,0,0,0,3,"",FALSE,24.7788450321728,12.3035195283257,0.41,0.47,0.32,0,0,0,20.5,2.5,24.5,11.5,4,13.5
"106",9006,29,4,25,2,8.97,8,17,2,0,0,0,0,"",TRUE,FALSE,FALSE,16,3,13,2,"goe_pol",22.5,20,41,13,0,0,0,5,"",FALSE,19.882730979064,11.3301405106145,0.39,0.45,0.29,0,0,0,19,2,22.5,13,21,11.5
"107",9007,42,3,40,0,11.48,8,41,2,2,0,2,2,"",TRUE,FALSE,FALSE,35,3,32,1,"goe_pol",16.94,14,40,7,0,0,0,0,"",FALSE,14.9866169259552,10.3567614929032,0.31,0.39,0.19,0.05,0,0.025,36,0.5,38.5,5,NA,5
"108",9008,53,4,42,6,12.19,7,86,4,0,1,1,0,"",TRUE,FALSE,FALSE,41,3,34,4,"goe_pol",20.1,12,120,6,0,0,0,0,"war so",FALSE,16.0005534027378,5.65649200191875,0.26,0.24,0.28,0.0238095238095238,0,0.0119047619047619,38,5,47,5,22,4
"109",9009,9,1,9,0,7.44,8,9,4,0,0,0,0,"",TRUE,FALSE,FALSE,15,2,13,2,"goe_pol",14.73,12,26,6,0,0,0,4,"",FALSE,20.8966674558466,6.62987101963,0.27,0.23,0.34,0,0,0,11,1,12,17,NA,17
"110",9010,13,3,5,7,14.85,12,46,7,0,0,0,0,"",TRUE,FALSE,FALSE,13,3,7,5,"goe_pol",22.46,19,67,7,0,0,0,0,"",FALSE,25.7927815089554,7.60325003734126,0.28,0.23,0.35,0,0,0,6,6,13,18,7,17.5
"111",9011,29,4,23,3,10.21,7,29,5,3,0,3,2,"",TRUE,FALSE,FALSE,26,3,23,2,"goe_pol",13.88,11.5,40,6,0,0,0,0,"",FALSE,30.6888955620642,8.57662905505252,0.21,0.17,0.28,0.130434782608696,0,0.0652173913043478,23,2.5,27.5,4,4,5
"112",9012,5,2,4,0,6.4,6,11,3,1,0,1,0,"",TRUE,FALSE,FALSE,4,1,4,0,"goe_pol",10.75,10,16,7,0,0,0,0,"",FALSE,35.5850096151731,9.55000807276378,0.21,0.16,0.29,0.25,0,0.125,4,0,4.5,5.5,NA,5.5
"113",9013,13,4,6,1,13.08,8,59,3,0,0,0,0,"",TRUE,FALSE,FALSE,11,4,4,1,"goe_pol",15.91,13,60,4,0,0,0,0,"",FALSE,40.4811236682819,10.523387090475,0.17,0.14,0.22,0,0,0,5,1,12,2.5,5,-1.5
"114",9014,4,3,0,0,6.5,5.5,11,4,0,0,0,0,"",TRUE,FALSE,FALSE,13,4,0,0,"goe_pol",12.69,7,43,5,0,0,0,0,"",FALSE,45.3772377213907,11.4967661081863,0.27,0.26,0.28,NA,NA,NA,0,0,8.5,32,NA,NA
"115",9015,9,4,4,1,19.33,9,95,4,0,0,0,0,"",TRUE,FALSE,FALSE,8,3,4,0,"goe_pol",25.75,11,126,6,0,0,0,0,"",FALSE,50.2733517744996,12.4701451258976,0.29,0.31,0.26,0,0,0,4,0.5,8.5,2,NA,0.5
"116",9016,14,4,11,1,6.79,7,11,3,0,0,0,0,"",TRUE,FALSE,FALSE,11,3,9,1,"goe_pol",9.36,9,13,5,0,0,0,0,"",FALSE,55.1694658276084,13.4435241436088,0.26,0.29,0.21,0,0,0,10,1,12.5,3,2,3.5
"117",9017,22,5,12,1,17.91,7,170,3,1,0,1,0,"",TRUE,FALSE,FALSE,17,4,9,1,"goe_pol",24.94,10,145,3,0,0,0,0,"große esche im nw u. sw umgefallen",FALSE,60.0655798807172,14.4169031613201,0.19,0.23,0.14,0.0833333333333333,0,0.0416666666666667,10.5,1,19.5,9,19,1.5
"118",8701,38,4,21,8,12.21,10,42,3,0,0,0,0,"",TRUE,FALSE,FALSE,29,3,17,8,"goe_ans",13.48,11,42,3,0,0,0,1,"",FALSE,48.7776041718009,76.7130498162404,0.19,0.21,0.17,0,0,0,19,8,33.5,0,-1,0
"119",8702,57,5,22,19,12.98,12,41,5,0,0,0,0,"",TRUE,FALSE,FALSE,42,4,17,17,"goe_ans",16.19,15,35,6,0,0,0,0,"",FALSE,43.9157545698125,77.8919489037128,0.31,0.35,0.24,0,0,0,19.5,18,49.5,2,1.5,3
"120",8703,56,3,52,2,15.61,15,36,3,4,1,5,3,"",TRUE,FALSE,FALSE,34,3,32,1,"goe_ans",19.12,18,39,7,1,3,4,2,"tot",FALSE,33.0248285465562,75.3392789806492,0.22,0.24,0.18,0.0961538461538462,0.125,0.110576923076923,42,1.5,45,0,-3,0
"121",8704,34,3,23,10,10.29,9,26,4,1,2,3,1,"",TRUE,FALSE,FALSE,20,2,17,3,"goe_ans",12.35,11,23,5,0,0,0,1,"",FALSE,37.8866781485446,74.1603798931768,0.17,0.21,0.12,0.130434782608696,0,0.0652173913043478,20,6.5,27,0,1,-1
"122",8705,47,3,36,9,7.19,7,15,3,1,0,1,1,"",TRUE,FALSE,FALSE,42,4,34,6,"goe_ans",7.88,7,15,4,0,0,0,0,"",FALSE,42.748527750533,72.9814808057045,0.12,0.14,0.09,0.0277777777777778,0,0.0138888888888889,35,7.5,44.5,1,0,1
"123",8706,31,4,16,8,7.23,6,14,3,0,0,0,0,"",TRUE,FALSE,FALSE,24,3,11,11,"goe_ans",9.08,8.5,14,4,0,0,0,0,"",FALSE,47.6103773525214,71.8025817182322,0.12,0.12,0.11,0,0,0,13.5,9.5,27.5,1,4,1
"124",8707,20,4,9,4,11.45,11.5,23,4,0,0,0,0,"",TRUE,FALSE,FALSE,17,3,10,6,"goe_ans",12.47,13,25,7,0,0,0,1,"",FALSE,52.4722269545098,70.6236826307599,0.09,0.09,0.08,0,0,0,9.5,5,18.5,1,3,0
"125",8708,35,4,22,7,10.86,10,22,3,1,2,3,1,"",TRUE,FALSE,FALSE,20,3,13,6,"goe_ans",13.5,13,24,6,0,0,0,0,"",FALSE,57.3340765564982,69.4447835432875,0.07,0.08,0.05,0.136363636363636,0,0.0681818181818182,17.5,6.5,27.5,1,6,1
"126",8709,30,4,11,16,8.77,8.5,16,4,0,0,0,0,"",TRUE,FALSE,FALSE,20,3,7,11,"goe_ans",9.45,9,15,4,0,0,0,0,"rbu (3) im sw",FALSE,56.1668497372186,64.5343154452793,0.1,0.1,0.09,0,0,0,9,13.5,25,0,0,-3
"127",8710,18,4,12,4,6.28,6,15,3,0,0,0,1,"",TRUE,FALSE,FALSE,16,4,10,4,"goe_ans",8.75,9,16,4,0,0,0,0,"",FALSE,51.3050001352302,65.7132145327516,0.11,0.13,0.09,0,0,0,11,4,17,1.5,1,3
"128",8711,43,3,29,10,6.53,6,10,3,0,0,0,0,"",TRUE,FALSE,FALSE,41,3,27,11,"goe_ans",8.17,8,12,4,0,0,0,0,"",FALSE,46.4431505332419,66.8921136202239,0.17,0.19,0.15,0,0,0,28,10.5,42,1,2,2
"129",8712,35,4,20,12,7.91,7,17,2,0,0,0,1,"",TRUE,FALSE,FALSE,35,4,20,12,"goe_ans",9.94,9,23,4,1,0,1,1,"",FALSE,41.5813009312535,68.0710127076962,0.19,0.2,0.17,0,0.05,0.025,20,12,35,1,1,1
"130",8713,72,6,38,29,7.36,6,18,1,2,0,2,2,"",TRUE,FALSE,FALSE,68,4,39,26,"goe_ans",10.21,9,27,3,1,0,1,2,"",FALSE,36.7194513292651,69.2499117951686,0.25,0.22,0.29,0.0526315789473684,0.0256410256410256,0.039136302294197,38.5,27.5,70,3,1,2
"131",8714,53,3,34,9,9.11,7,42,5,0,0,0,1,"",TRUE,FALSE,FALSE,45,3,31,6,"goe_ans",12.13,10,47,7,0,0,0,0,"",FALSE,31.8576017272767,70.4288108826409,0.3,0.35,0.22,0,0,0,32.5,7.5,49,2.5,0,2
"132",8715,54,5,41,9,11.35,10.5,39,2,5,0,5,2,"",TRUE,FALSE,FALSE,46,4,34,9,"goe_ans",16.78,16,64,6,0,0,0,0,"",FALSE,26.9957521252883,71.6077099701132,0.42,0.47,0.34,0.121951219512195,0,0.0609756097560976,37.5,9,50,5,5,5
"133",8716,12,2,11,0,9.08,7,17,4,1,1,2,0,"",TRUE,FALSE,FALSE,13,4,10,0,"goe_ans",60.62,12,648,4,0,2,2,0,"Baum 130 steht auf der NW Ecke ,  eine kleine Buche dmoninert den Plot",FALSE,20.9666757040204,67.8761409595773,0.38,0.44,0.3,0.181818181818182,0.2,0.190909090909091,10.5,0,12.5,6.5,NA,2
"134",8717,19,3,15,3,13.53,10,67,8,0,0,0,0,"Baumstumpf, nimmt 20% des Plots ein",TRUE,FALSE,FALSE,15,3,12,2,"goe_ans",21.13,22,32,14,0,0,0,1,"Im SO ist eine Menge Stockausschlag des Buchenstubbens",FALSE,25.8285253060088,66.6972418721049,0.41,0.44,0.37,0,0,0,13.5,2.5,17,11.5,11,13
"135",8718,33,2,23,10,5.91,5,13,3,0,0,0,0,"",TRUE,FALSE,FALSE,26,2,18,8,"goe_ans",7.46,7,13,4,0,0,0,0,"",FALSE,30.6903749079972,65.5183427846326,0.11,0.11,0.12,0,0,0,20.5,9,29.5,1,0,3
"136",8719,69,5,34,30,8.32,7,23,3,1,0,1,0,"",TRUE,FALSE,FALSE,50,5,24,22,"goe_ans",8.56,8,17,4,1,1,2,0,"",FALSE,35.5522245099856,64.3394436971603,0.1,0.09,0.11,0.0294117647058824,0.0833333333333333,0.0563725490196078,29,26,59.5,-1,1,-3
"137",8720,85,4,54,27,7.81,7,30,3,1,1,2,0,"",TRUE,FALSE,FALSE,71,4,46,23,"goe_ans",8.8,8,38,4,0,0,0,0,"",FALSE,40.414074111974,63.160544609688,0.22,0.23,0.2,0.037037037037037,0,0.0185185185185185,50,25,78,1,0,1
"138",8721,25,2,17,8,5.28,5,10,2,0,0,0,0,"",TRUE,FALSE,FALSE,20,3,13,6,"goe_ans",6.25,5,14,2,0,0,0,0,"",FALSE,45.2759237139623,61.9816455222157,0.14,0.15,0.13,0,0,0,15,7,22.5,1,1,-0.5
"139",8722,25,2,16,9,7.48,8,11,4,0,1,1,0,"",TRUE,FALSE,FALSE,17,2,12,5,"goe_ans",8,8,13,4,0,0,0,0,"",FALSE,50.1377733159507,60.8027464347433,0.19,0.19,0.19,0.0625,0,0.03125,14,7,21,1,1,1
"140",8723,59,5,32,22,11.2,11,20,4,0,0,0,1,"",TRUE,FALSE,FALSE,43,5,25,12,"goe_ans",12.53,13,21,5,0,1,1,0,"",FALSE,54.9996229179391,59.623847347271,0.15,0.15,0.15,0,0.04,0.02,28.5,17,51,0,0,1
"141",8724,60,2,40,20,7.33,6,18,4,0,0,0,2,"",TRUE,FALSE,FALSE,48,2,32,16,"goe_ans",8,7,18,4,0,0,0,0,"",FALSE,53.8323960986596,54.7133792492627,0.13,0.15,0.09,0,0,0,36,18,54,-1,-1,0.5
"142",8725,50,4,27,21,7.74,7,14,5,3,0,3,0,"",TRUE,FALSE,FALSE,62,4,22,38,"goe_ans",9.23,9,15,6,0,1,1,0,"",FALSE,48.9705464966712,55.8922783367351,0.27,0.31,0.21,0.111111111111111,0.0454545454545455,0.0782828282828283,24.5,29.5,56,1,2,1
"143",8726,59,3,33,23,7.78,7,37,2,1,1,2,2,"",TRUE,FALSE,FALSE,53,3,28,22,"goe_ans",9.91,9,45,5,0,0,0,1,"",FALSE,44.1086968946828,57.0711774242074,0.12,0.12,0.12,0.0606060606060606,0,0.0303030303030303,30.5,22.5,56,2,2,1.5
"144",8727,92,3,57,31,6.34,6,14,2,0,0,0,0,"",TRUE,FALSE,FALSE,93,3,58,31,"goe_ans",7.49,7,16,4,0,0,0,0,"",FALSE,39.2468472926944,58.2500765116797,0.12,0.11,0.14,0,0,0,57.5,31,92.5,1,1,1
"145",8728,95,3,55,39,9.24,9,17,4,1,0,1,0,"",TRUE,FALSE,FALSE,90,3,51,38,"goe_ans",17.07,15,50,5,0,0,0,1,"norden domeniert duch rbu stock ausschlag",FALSE,34.384997690706,59.428975599152,0.19,0.16,0.23,0.0181818181818182,0,0.00909090909090909,53,38.5,92.5,12,17.5,10
"146",8729,111,5,62,45,8.05,8,19,2,3,1,4,1,"",TRUE,FALSE,FALSE,92,5,51,36,"goe_ans",9.29,9,26,3,0,0,0,0,"",FALSE,29.5231480887177,60.6078746866243,0.17,0.13,0.23,0.0645161290322581,0,0.032258064516129,56.5,40.5,101.5,0,1,0
"147",8730,27,4,19,5,10.33,9,22,3,0,1,1,0,"",TRUE,FALSE,FALSE,22,4,17,3,"goe_ans",19.36,17,41,8,0,0,0,0,"",FALSE,24.6612984867293,61.7867737740967,0.27,0.2,0.37,0.0526315789473684,0,0.0263157894736842,18,4,24.5,12,12.5,12
"148",8731,1,1,1,0,9,9,9,9,0,0,0,0,"",TRUE,FALSE,FALSE,1,1,1,0,"goe_ans",13,13,13,13,0,0,0,0,"",FALSE,19.7994488847409,62.965672861569,0.34,0.28,0.42,0,0,0,1,0,1,4,NA,4
"149",8732,18,3,15,2,16.06,11,34,7,3,2,5,2,"",TRUE,FALSE,FALSE,19,2,18,1,"goe_ans",24.68,17,64,7,0,0,0,1,"",FALSE,18.6322220654614,58.0552047635607,0.25,0.17,0.38,0.333333333333333,0,0.166666666666667,16.5,1.5,18.5,15.5,11,17
"150",8733,58,4,41,13,15.1,10,114,4,2,1,3,2,"",TRUE,FALSE,FALSE,46,5,34,9,"goe_ans",18.33,12,148,5,0,0,0,2,"",FALSE,23.4940716674497,56.8763056760884,0.25,0.21,0.32,0.0731707317073171,0,0.0365853658536585,37.5,11,52,2,4,1
"151",8734,90,3,75,13,7.79,8,15,4,0,0,0,0,"",TRUE,FALSE,FALSE,70,3,58,11,"goe_ans",10.04,10,16,4,0,0,0,0,"tot",FALSE,28.3559212694381,55.6974065886161,0.16,0.19,0.11,0,0,0,66.5,12,80,2,2,2
"152",8735,86,3,61,24,8.43,8,15,3,0,0,0,0,"",TRUE,FALSE,FALSE,73,3,51,21,"goe_ans",12.44,12,20,5,0,0,0,3,"",FALSE,33.2177708714265,54.5185075011438,0.21,0.19,0.23,0,0,0,56,22.5,79.5,6,1,6
"153",8736,99,4,55,41,7.75,7,20,3,0,0,0,2,"",TRUE,FALSE,FALSE,90,4,52,36,"goe_ans",8.79,8,27,4,0,0,0,0,"",FALSE,38.0796204734149,53.3396084136714,0.17,0.17,0.17,0,0,0,53.5,38.5,94.5,1,1,2
"154",8737,30,3,19,10,7.57,7,17,3,0,0,0,0,"keine Blätter",TRUE,FALSE,FALSE,28,4,20,6,"goe_ans",8.36,8,17,3,0,0,0,0,"",FALSE,42.9414700754033,52.1607093261991,0.12,0.14,0.09,0,0,0,19.5,8,29,1,-1,1
"155",8738,23,3,7,13,8.43,8,14,4,0,0,0,0,"Verwechselt mit SO?",TRUE,FALSE,FALSE,20,3,9,7,"goe_ans",9.95,8.5,20,6,0,0,0,0,"",FALSE,47.8033196773917,50.9818102387268,0.22,0.26,0.16,0,0,0,8,10,21.5,2,0,5
"156",8739,70,5,22,40,10.24,9,52,4,0,0,0,1,"",TRUE,FALSE,FALSE,46,5,17,20,"goe_ans",12.98,10,59,6,0,0,0,0,"",FALSE,52.66516927938,49.8029111512545,0.17,0.18,0.15,0,0,0,19.5,30,58,1,0,-1
"157",8740,10,4,2,5,11.1,8,35,6,0,0,0,0,"stark umgeknickt",TRUE,FALSE,FALSE,7,4,2,1,"goe_ans",19.57,15,43,10,0,0,0,0,"",FALSE,51.4979424601005,44.8924430532462,0.29,0.32,0.24,0,0,0,2,3,8.5,8,NA,8
"158",8741,14,2,13,0,14.5,8,85,4,0,0,0,3,"",TRUE,FALSE,FALSE,17,2,16,0,"goe_ans",16.41,11,90,6,0,0,0,1,"",FALSE,46.6360928581121,46.0713421407185,0.18,0.22,0.11,0,0,0,14.5,0,15.5,5,NA,3.5
"159",8742,32,4,22,6,10.22,7,88,3,1,0,1,0,"",TRUE,FALSE,FALSE,32,4,21,7,"goe_ans",11.53,8.5,97,5,0,0,0,0,"in der Mitte Baum 62",FALSE,41.7742432561238,47.2502412281908,0.07,0.07,0.08,0.0454545454545455,0,0.0227272727272727,21.5,6.5,32,1,0.5,0
"160",8743,101,4,64,35,7.09,7,17,3,0,0,0,0,"",TRUE,FALSE,FALSE,96,3,61,34,"goe_ans",8.35,8,20,4,0,0,0,0,"",FALSE,36.9123936541354,48.4291403156632,0.13,0.14,0.12,0,0,0,62.5,34.5,98.5,1,1,2
"161",8744,60,3,43,13,8.15,8,18,3,1,1,2,0,"",TRUE,FALSE,FALSE,62,3,44,13,"goe_ans",10.05,9,32,4,1,0,1,2,"",FALSE,32.050544052147,49.6080394031355,0.27,0.29,0.23,0.0465116279069767,0.0227272727272727,0.0346194503171247,43.5,13,61,2,2.5,2
"162",8745,100,4,81,17,10.62,9.5,27,4,2,2,4,3,"keine Blätter",TRUE,FALSE,FALSE,123,2,101,22,"goe_ans",14.15,13,44,5,0,1,1,1,"",FALSE,27.1886944501586,50.7869384906078,0.19,0.17,0.22,0.0493827160493827,0.0099009900990099,0.0296418530741963,91,19.5,111.5,6,8,6
"163",8746,21,3,12,6,26.95,21,112,8,1,1,2,3,"keine Blätter",TRUE,FALSE,FALSE,21,3,13,5,"goe_ans",29.14,22,124,7,3,0,3,0,"",FALSE,22.3268448481702,51.9658375780801,0.2,0.14,0.28,0.166666666666667,0.230769230769231,0.198717948717949,12.5,5.5,21,5,8,1
"164",8747,52,4,34,10,14.5,11.5,48,3,7,3,9,2,"keine Blätter",TRUE,FALSE,FALSE,52,4,35,8,"goe_ans",15.92,11,64,4,1,2,3,0,"baum 146 in so ecke",FALSE,17.4649952461818,53.1447366655525,0.16,0.12,0.23,0.264705882352941,0.0857142857142857,0.175210084033613,34.5,9,52,1,1,0
"165",8748,34,2,33,0,6.09,6,8,4,0,0,0,1,"keine Blätter",TRUE,FALSE,FALSE,30,4,26,0,"goe_ans",7.83,8,11,5,0,0,0,1,"",FALSE,16.2977684269023,48.2342685675442,0.1,0.1,0.11,0,0,0,29.5,0,32,2,NA,1.5
"166",8749,6,1,6,0,11.17,7.5,23,3,1,0,1,1,"",TRUE,FALSE,FALSE,6,2,5,1,"goe_ans",12.83,9.5,25,3,1,0,1,0,"",FALSE,21.1596180288907,47.0553694800719,0.1,0.12,0.08,0.166666666666667,0.2,0.183333333333333,5.5,0.5,6,2,NA,2
"167",8750,110,5,87,20,11.39,10.5,45,5,11,4,14,7,"keine Blätter",TRUE,FALSE,FALSE,92,3,71,20,"goe_ans",12.58,10.5,57,2,3,0,3,5,"",FALSE,26.0214676308791,45.8764703925995,0.1,0.07,0.14,0.160919540229885,0.0422535211267606,0.101586530678323,79,20,101,1,-0.5,1
"168",8751,123,3,72,47,12.11,11,76,5,10,5,13,2,"keine Blätter",TRUE,FALSE,FALSE,101,3,63,36,"goe_ans",14.53,13,100,7,0,1,1,2,"",FALSE,30.8833172328675,44.6975713051272,0.18,0.14,0.24,0.180555555555556,0.0158730158730159,0.0982142857142857,67.5,41.5,112,2,2,2
