"","Plotnummer","n_trees","n_species","n_ash","n_bah","location","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total","Verbiss","comment","Zaun","Ausschluss","Rueckegasse"
"236",4,50,4,9,38,"lau",15.32,14.5,38,4,0,1,1,1,"",FALSE,FALSE,TRUE
"237",5,46,3,12,31,"lau",17.87,14,46,4,0,0,0,0,"",FALSE,FALSE,FALSE
"238",6,45,3,26,18,"lau",16.6,14,45,3,0,4,4,1,"",FALSE,FALSE,FALSE
"239",7,6,1,6,0,"lau",6.17,6,8,5,0,0,0,0,"",FALSE,FALSE,FALSE
"240",8,3,1,0,3,"lau",13.67,15,15,11,0,0,0,0,"",FALSE,FALSE,FALSE
"241",9,8,2,2,6,"lau",15.88,14,33,2,0,0,0,0,"",FALSE,FALSE,FALSE
"242",10,25,3,1,23,"lau",11.28,11,19,7,0,0,0,0,"",FALSE,FALSE,FALSE
"243",11,1,1,0,1,"lau",13,13,13,13,0,0,0,0,"",FALSE,FALSE,FALSE
"244",12,12,2,2,10,"lau",17.75,17,30,5,0,0,0,0,"",FALSE,FALSE,FALSE
"245",13,1,1,0,1,"lau",116,116,116,116,0,0,0,0,"",FALSE,FALSE,FALSE
"246",14,3,1,3,0,"lau",27.33,36,41,5,0,0,0,0,"",FALSE,FALSE,TRUE
"247",15,8,2,6,2,"lau",9.25,9,13,6,0,0,0,0,"",FALSE,FALSE,TRUE
"248",16,1,1,1,0,"lau",10,10,10,10,0,0,0,0,"",FALSE,FALSE,TRUE
"249",17,1,1,0,0,"lau",20,20,20,20,0,0,0,0,"",FALSE,FALSE,TRUE
"250",18,5,2,4,1,"lau",8.8,9,13,6,0,0,0,1,"",FALSE,FALSE,TRUE
"251",19,13,3,10,2,"lau",6.31,6,16,3,0,0,0,0,"",FALSE,FALSE,TRUE
"252",20,9,2,5,4,"lau",8.22,8,13,6,0,0,0,0,"",FALSE,FALSE,TRUE
"253",21,41,3,15,25,"lau",12.68,10,28,4,0,0,0,2,"",FALSE,FALSE,TRUE
"254",22,53,3,23,29,"lau",17.64,16,40,5,2,3,5,4,"",FALSE,FALSE,FALSE
"255",23,47,2,21,26,"lau",20.38,18,54,7,0,0,0,5,"",FALSE,FALSE,FALSE
"256",24,61,3,30,30,"lau",16.08,13,37,4,0,0,0,3,"",FALSE,FALSE,FALSE
"257",25,46,3,16,29,"lau",13.93,12.5,41,4,0,0,0,1,"",FALSE,FALSE,FALSE
"258",26,37,2,10,27,"lau",16.76,15,42,3,0,0,0,1,"",FALSE,FALSE,FALSE
"259",27,69,5,25,41,"lau",12.55,10,39,5,1,0,1,0,"",FALSE,FALSE,FALSE
"260",28,49,4,22,24,"lau",16.8,13,42,4,1,1,2,4,"",FALSE,FALSE,FALSE
"261",29,53,3,32,19,"lau",22.38,20,43,7,0,3,3,11,"",FALSE,FALSE,FALSE
"262",30,35,3,23,11,"lau",22.03,22,59,3,1,1,2,11,"",FALSE,FALSE,FALSE
"263",31,30,2,11,19,"lau",11.67,10,33,4,1,0,1,0,"",FALSE,FALSE,FALSE
"264",32,9,1,0,9,"lau",18.44,13,49,6,0,0,0,0,"",FALSE,FALSE,FALSE
"265",33,1,1,1,0,"lau",8,8,8,8,0,0,0,0,"",FALSE,FALSE,FALSE
"266",34,33,3,15,17,"lau",10.42,9,23,5,0,0,0,0,"",FALSE,FALSE,FALSE
"267",35,8,3,5,2,"lau",9.88,11,14,6,0,0,0,1,"",FALSE,FALSE,FALSE
"268",36,4,2,3,1,"lau",9,8,16,4,0,0,0,0,"",FALSE,FALSE,FALSE
"269",37,25,4,15,8,"lau",11.52,11,21,4,0,0,0,3,"",FALSE,FALSE,FALSE
"270",38,24,3,5,18,"lau",13,13,24,3,0,0,0,0,"",FALSE,FALSE,FALSE
"271",39,17,3,6,9,"lau",22.24,23,52,4,0,0,0,1,"",FALSE,FALSE,FALSE
"272",40,6,3,2,3,"lau",38.5,38,58,17,1,0,1,2,"",FALSE,FALSE,FALSE
"273",41,6,2,2,4,"lau",11.83,12.5,14,7,0,0,0,0,"",FALSE,FALSE,FALSE
"274",42,16,3,4,11,"lau",12.88,12.5,21,6,0,0,0,1,"",FALSE,FALSE,FALSE
"275",43,4,2,2,2,"lau",21,16,41,11,0,0,0,2,"Im Loch",FALSE,FALSE,FALSE
"276",44,2,1,2,0,"lau",14.5,14.5,24,5,0,0,0,0,"",FALSE,FALSE,FALSE
"277",45,13,3,7,5,"lau",19.15,21,37,4,0,0,0,2,"",FALSE,FALSE,FALSE
"278",46,6,2,3,3,"lau",14.83,10.5,44,5,0,0,0,0,"",FALSE,FALSE,FALSE
"279",47,24,2,10,14,"lau",37.17,33,120,4,0,1,1,1,"",FALSE,FALSE,FALSE
"280",48,9,2,7,2,"lau",8,8,12,4,0,0,0,0,"",FALSE,FALSE,FALSE
"281",49,49,3,25,23,"lau",21.8,21,54,6,0,1,1,17,"",FALSE,FALSE,FALSE
"282",50,52,3,28,23,"lau",19.48,18,56,3,0,0,0,11,"",FALSE,FALSE,FALSE
"283",51,31,4,11,16,"lau",13,12,25,7,0,0,0,1,"",FALSE,FALSE,FALSE
"284",52,39,4,14,19,"lau",11.15,11,26,4,0,0,0,0,"",FALSE,FALSE,FALSE
"285",53,48,5,14,29,"lau",15.4,13,35,4,1,0,1,0,"",FALSE,FALSE,FALSE
"286",54,15,5,5,6,"lau",9.13,9,20,4,0,0,0,0,"",FALSE,FALSE,FALSE
"287",55,31,4,13,16,"lau",16.23,13,37,6,0,0,0,4,"",FALSE,FALSE,FALSE
"288",56,57,2,27,30,"lau",11.98,11,32,3,0,0,0,2,"",FALSE,FALSE,TRUE
"289",57,14,3,5,8,"lau",8.79,7.5,17,4,0,0,0,0,"",FALSE,FALSE,FALSE
"290",58,14,2,7,7,"lau",9.5,8,20,3,0,0,0,0,"",FALSE,FALSE,FALSE
"291",59,15,3,6,8,"lau",12.8,11,31,1,0,0,0,1,"",FALSE,FALSE,FALSE
"292",60,22,2,18,4,"lau",24.27,25.5,56,4,1,4,4,6,"",FALSE,FALSE,FALSE
"293",61,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"Keine Bäume, im Loch",FALSE,FALSE,FALSE
"294",62,28,4,14,7,"lau",16.18,14,36,6,0,1,1,3,"",FALSE,FALSE,FALSE
"295",63,22,3,5,16,"lau",12.23,12.5,28,4,0,0,0,0,"",FALSE,FALSE,FALSE
"296",64,19,5,6,10,"lau",15.79,14,34,5,0,1,1,3,"",FALSE,FALSE,FALSE
"297",65,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"",FALSE,FALSE,FALSE
"298",66,17,5,4,9,"lau",15.24,14,53,6,0,0,0,0,"",FALSE,FALSE,FALSE
"299",67,21,4,3,13,"lau",16.81,13,68,5,0,0,0,0,"",FALSE,FALSE,FALSE
"300",68,20,4,10,6,"lau",13.4,12,31,3,0,0,0,2,"",FALSE,FALSE,FALSE
"301",69,46,5,35,8,"lau",26.04,27,52,7,2,5,7,13,"",FALSE,FALSE,FALSE
"302",70,31,4,20,7,"lau",23.13,22,37,5,0,5,5,8,"",FALSE,FALSE,FALSE
"303",71,32,3,19,10,"lau",18.22,16.5,42,6,0,2,2,8,"",FALSE,FALSE,FALSE
"304",72,30,4,18,10,"lau",7.4,7,17,3,0,1,1,1,"",FALSE,FALSE,FALSE
"305",73,16,4,8,6,"lau",9.75,7,23,4,0,0,0,0,"",FALSE,FALSE,FALSE
"306",74,42,3,13,28,"lau",21.98,20,50,4,0,1,1,6,"",FALSE,FALSE,FALSE
"307",75,33,4,9,21,"lau",17.24,15,45,5,0,1,1,2,"",FALSE,FALSE,FALSE
"308",76,45,3,23,21,"lau",13.6,10,33,4,0,0,0,3,"",FALSE,FALSE,FALSE
"309",77,46,2,18,28,"lau",8.17,8,15,3,0,0,0,0,"",FALSE,FALSE,FALSE
"310",78,24,3,10,13,"lau",8.83,9.5,15,4,0,0,0,0,"",FALSE,FALSE,FALSE
"311",79,32,3,4,26,"lau",10.78,10,22,4,0,0,0,0,"",FALSE,FALSE,FALSE
"312",80,26,4,5,16,"lau",9.08,8,23,4,0,0,0,0,"",FALSE,FALSE,FALSE
"313",81,21,4,2,17,"lau",10.33,9,37,5,0,0,0,0,"",FALSE,FALSE,FALSE
"314",82,43,3,15,26,"lau",8.51,8,17,1,0,0,0,0,"",FALSE,FALSE,FALSE
"315",83,23,3,18,4,"lau",7.7,9,12,4,0,0,0,0,"",FALSE,FALSE,FALSE
"316",84,30,4,6,22,"lau",30.17,28.5,74,6,0,1,1,4,"",FALSE,FALSE,FALSE
"317",85,33,5,4,26,"lau",22.3,19,47,3,0,1,1,1,"",FALSE,FALSE,FALSE
"318",86,4,2,2,2,"lau",6,5.5,9,4,0,0,0,0,"",FALSE,FALSE,FALSE
"319",87,19,4,3,14,"lau",10.84,10,25,6,0,0,0,0,"",FALSE,FALSE,FALSE
"320",88,22,3,10,11,"lau",12.14,11,25,4,0,0,0,0,"",FALSE,FALSE,FALSE
"321",89,11,1,11,0,"lau",22.18,22,44,6,0,0,0,2,"Krebs",FALSE,FALSE,FALSE
"322",90,28,2,17,11,"lau",19.57,16.5,37,5,1,2,2,8,"",FALSE,FALSE,FALSE
"323",91,21,4,5,13,"lau",15.48,14,36,7,0,0,0,2,"",FALSE,FALSE,FALSE
"324",92,26,3,6,19,"lau",20.42,15,61,4,0,1,1,2,"",FALSE,FALSE,FALSE
"325",93,7,2,3,4,"lau",66.43,14,207,6,0,0,0,2,"kein Fehler",FALSE,FALSE,FALSE
"326",94,13,2,3,10,"lau",15.77,12,42,10,0,0,0,2,"",FALSE,FALSE,FALSE
"327",95,12,2,2,10,"lau",18.25,12.5,47,7,0,0,0,0,"",FALSE,FALSE,FALSE
"328",96,9,2,4,5,"lau",13.67,11,24,3,0,0,0,1,"",FALSE,FALSE,FALSE
"329",97,11,4,2,7,"lau",11.45,11,18,5,0,0,0,0,"",FALSE,FALSE,FALSE
"330",98,12,2,5,7,"lau",9.5,9,17,7,0,0,0,1,"",FALSE,FALSE,FALSE
"331",99,13,2,4,9,"lau",10.46,11,16,6,0,0,0,0,"",FALSE,FALSE,FALSE
"332",100,16,2,9,7,"lau",9.69,8.5,22,6,0,0,0,0,"",FALSE,FALSE,FALSE
"333",101,24,2,3,21,"lau",12.5,11,27,5,0,0,0,0,"",FALSE,FALSE,FALSE
"334",102,30,4,3,25,"lau",8.4,9,13,4,0,0,0,0,"",FALSE,FALSE,FALSE
"335",103,17,3,9,7,"lau",14.35,13,31,4,0,0,0,1,"",FALSE,FALSE,FALSE
"336",104,11,3,6,4,"lau",9.45,9,18,5,1,0,1,0,"",FALSE,FALSE,FALSE
"337",105,18,3,3,14,"lau",11.83,9.5,27,5,0,0,0,0,"",FALSE,FALSE,FALSE
"338",106,29,3,2,25,"lau",13.28,11,52,3,0,0,0,0,"",FALSE,FALSE,FALSE
"339",107,5,3,0,3,"lau",10.8,8,20,7,0,0,0,0,"",FALSE,FALSE,FALSE
"340",108,4,1,0,4,"lau",12.5,13,20,4,0,0,0,0,"",FALSE,FALSE,FALSE
"341",109,2,2,1,1,"lau",11,11,16,6,0,0,0,0,"",FALSE,FALSE,FALSE
"342",110,13,4,4,7,"lau",8.77,9,14,3,0,0,0,0,"",FALSE,FALSE,FALSE
"343",111,31,2,10,21,"lau",12.35,11,26,5,0,0,0,2,"",FALSE,FALSE,FALSE
"344",112,21,3,2,18,"lau",11.24,10,18,6,0,1,1,0,"",FALSE,FALSE,FALSE
"345",113,15,3,5,9,"lau",14.8,14,30,7,0,0,0,2,"",FALSE,FALSE,FALSE
"346",114,13,2,1,12,"lau",9.77,10,13,5,0,0,0,0,"",FALSE,FALSE,FALSE
"347",115,4,1,0,4,"lau",9.25,9,12,7,0,0,0,0,"",FALSE,FALSE,FALSE
"348",116,18,2,0,17,"lau",9.78,9.5,16,6,0,0,0,0,"",FALSE,FALSE,FALSE
"349",117,9,3,1,7,"lau",7.56,8,10,5,0,0,0,0,"",FALSE,FALSE,FALSE
"350",118,15,3,2,12,"lau",11.47,13,18,5,0,0,0,0,"",FALSE,FALSE,FALSE
"351",119,14,2,3,11,"lau",21.71,19,50,6,0,2,2,2,"",FALSE,FALSE,FALSE
"352",120,9,4,2,5,"lau",17.44,15,40,8,0,0,0,1,"",FALSE,FALSE,FALSE
"353",121,6,2,2,4,"lau",47.33,47,80,12,1,0,1,1,"",FALSE,FALSE,FALSE
"354",122,6,2,2,4,"lau",35,38.5,48,9,0,0,0,0,"",FALSE,FALSE,FALSE
"355",123,19,2,6,13,"lau",17.95,15,35,6,0,0,0,0,"",FALSE,FALSE,FALSE
"356",124,15,1,0,15,"lau",26.53,20,65,6,0,0,0,0,"",FALSE,FALSE,FALSE
"357",125,37,3,2,30,"lau",13.49,12,42,4,0,0,0,0,"",FALSE,FALSE,FALSE
"358",126,36,3,3,32,"lau",10.08,10,18,5,0,0,0,0,"",FALSE,FALSE,FALSE
"359",127,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"Baumstämme",FALSE,FALSE,FALSE
"360",128,16,2,6,10,"lau",12.75,14,23,4,0,1,1,1,"",FALSE,FALSE,FALSE
"361",129,7,3,2,4,"lau",14.71,10,27,5,0,0,0,1,"",FALSE,FALSE,FALSE
"362",130,6,2,0,5,"lau",8.17,9,10,4,0,0,0,0,"",FALSE,FALSE,TRUE
"363",131,3,2,2,0,"lau",13,15,16,8,0,0,0,1,"",FALSE,FALSE,TRUE
"364",132,13,5,1,9,"lau",11,9,21,7,0,0,0,1,"",FALSE,FALSE,FALSE
"365",133,23,2,4,19,"lau",9.65,10,18,4,0,0,0,0,"",FALSE,FALSE,FALSE
"366",134,17,2,2,15,"lau",12.94,10,37,4,0,0,0,0,"",FALSE,FALSE,FALSE
"367",135,5,2,0,4,"lau",15,15,22,11,0,0,0,0,"",FALSE,FALSE,FALSE
"368",136,12,2,0,8,"lau",20.25,18,41,11,0,0,0,0,"",FALSE,FALSE,FALSE
"369",137,5,2,1,4,"lau",31.2,31,55,13,0,0,0,0,"",FALSE,FALSE,TRUE
"370",138,12,3,3,8,"lau",9.5,9.5,14,4,0,0,0,0,"",FALSE,FALSE,TRUE
"371",139,9,3,3,4,"lau",9.33,6,19,2,0,0,0,0,"",FALSE,FALSE,TRUE
"372",140,13,3,2,6,"lau",11.85,8,26,6,0,0,0,0,"",FALSE,FALSE,TRUE
"373",141,30,3,5,21,"lau",20.17,20,51,4,0,0,0,1,"",FALSE,FALSE,TRUE
"374",142,28,2,5,23,"lau",20.71,19,40,5,0,1,1,2,"",FALSE,FALSE,FALSE
"375",143,12,3,2,9,"lau",25.42,15,60,5,0,0,0,1,"",FALSE,FALSE,FALSE
"376",144,1,1,0,1,"lau",5,5,5,5,0,0,0,0,"",FALSE,FALSE,FALSE
"377",145,5,3,1,3,"lau",25.4,22,42,11,0,0,0,0,"",FALSE,FALSE,FALSE
"378",146,10,3,5,1,"lau",37.1,44.5,72,5,0,5,5,5,"",FALSE,FALSE,FALSE
"379",147,11,3,7,3,"lau",13,7,32,3,0,2,2,1,"",FALSE,FALSE,TRUE
"380",148,8,3,3,4,"lau",18.38,16,37,6,1,1,2,0,"",FALSE,FALSE,TRUE
"381",149,16,2,3,13,"lau",17.81,18.5,29,8,0,0,0,1,"",FALSE,FALSE,TRUE
"382",150,32,4,3,27,"lau",13.53,12,28,6,0,0,0,1,"",FALSE,FALSE,FALSE
"383",151,29,4,3,19,"lau",16.93,15,39,5,0,1,1,0,"",FALSE,FALSE,FALSE
"384",152,27,2,5,22,"lau",10.48,9,25,5,0,0,0,1,"",FALSE,FALSE,FALSE
"385",153,24,3,5,18,"lau",10.88,10.5,33,4,0,0,0,0,"",FALSE,FALSE,FALSE
"386",154,5,4,1,1,"lau",19.4,16,28,14,0,1,1,0,"",FALSE,FALSE,FALSE
"387",155,18,2,11,7,"lau",7.72,7.5,12,2,1,0,1,0,"",FALSE,FALSE,FALSE
"388",156,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"",FALSE,FALSE,FALSE
"389",157,1,1,0,1,"lau",10,10,10,10,0,0,0,0,"",FALSE,FALSE,FALSE
"390",158,1,1,0,1,"lau",9,9,9,9,0,0,0,0,"",FALSE,FALSE,FALSE
"391",159,2,1,0,2,"lau",12,12,13,11,0,0,0,0,"",FALSE,FALSE,FALSE
"392",160,37,3,6,28,"lau",20.54,22,37,8,0,1,1,4,"",FALSE,FALSE,FALSE
"393",161,30,3,1,26,"lau",14.23,13,24,7,0,0,0,0,"",FALSE,FALSE,FALSE
"394",162,26,3,4,20,"lau",11.46,10,38,5,0,0,0,0,"",FALSE,FALSE,FALSE
"395",163,24,3,0,21,"lau",31.5,12,450,8,0,0,0,0,"KEIN feHLER",FALSE,FALSE,FALSE
"396",164,7,2,2,5,"lau",11.57,10,18,6,0,0,0,0,"",FALSE,FALSE,FALSE
"397",165,18,3,6,3,"lau",10,7,36,3,0,1,1,3,"",FALSE,FALSE,FALSE
"398",166,12,2,10,2,"lau",14.33,11,37,3,0,1,1,2,"",FALSE,FALSE,TRUE
"399",167,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"ZAUN",FALSE,FALSE,FALSE
"400",168,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"ZAUN",FALSE,FALSE,FALSE
"401",169,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"ZAUN",FALSE,FALSE,FALSE
"402",170,7,1,0,7,"lau",12.57,12,18,9,0,0,0,0,"",FALSE,FALSE,FALSE
"403",171,17,4,3,10,"lau",10.06,10,18,4,0,1,1,1,"KEINE BLÄTTER",FALSE,FALSE,FALSE
"404",172,32,3,2,29,"lau",28.53,26,59,7,0,0,0,0,"",FALSE,FALSE,FALSE
"405",173,37,5,8,25,"lau",24.3,20,62,5,0,0,0,2,"",FALSE,FALSE,FALSE
"406",174,2,2,1,0,"lau",11,11,18,4,0,0,0,0,"",FALSE,FALSE,FALSE
"407",175,3,1,0,3,"lau",13,12,17,10,0,0,0,0,"",FALSE,FALSE,FALSE
"408",176,5,2,1,4,"lau",8.4,9,13,3,0,0,0,0,"",FALSE,FALSE,FALSE
"409",177,14,1,14,0,"lau",22.21,22.5,38,8,0,0,0,2,"",FALSE,FALSE,FALSE
"410",178,11,2,7,4,"lau",23.09,19,40,9,1,0,1,1,"",FALSE,FALSE,FALSE
"411",181,14,3,4,6,"lau",12.79,9.5,29,4,0,1,1,0,"",TRUE,FALSE,FALSE
"412",182,23,2,1,22,"lau",8.22,8,11,5,0,0,0,0,"",TRUE,FALSE,FALSE
"413",183,12,3,3,8,"lau",12.25,11,29,6,0,1,1,1,"",TRUE,FALSE,FALSE
"414",184,23,2,22,1,"lau",47.78,47,95,13,2,5,6,9,"Krebs",TRUE,FALSE,FALSE
"415",185,6,2,2,0,"lau",13.33,5.5,36,5,0,0,0,0,"",TRUE,FALSE,FALSE
"416",186,16,3,13,2,"lau",35.12,38,63,4,3,3,6,7,"",TRUE,FALSE,FALSE
"417",187,27,3,13,9,"lau",20.89,18,70,4,0,2,2,3,"",TRUE,FALSE,FALSE
"418",188,4,2,2,2,"lau",23.5,20.5,43,10,0,0,0,1,"",TRUE,FALSE,FALSE
"419",189,13,3,10,1,"lau",14.77,14,26,5,0,0,0,3,"",TRUE,FALSE,FALSE
"420",190,62,4,42,18,"lau",33.39,32.5,58,9,1,4,5,14,"",TRUE,FALSE,FALSE
"421",191,10,3,4,3,"lau",25.1,14,115,3,0,0,0,1,"",TRUE,FALSE,FALSE
"422",192,22,4,3,17,"lau",47.68,49.5,85,11,0,0,0,1,"",TRUE,FALSE,FALSE
"423",193,13,2,5,8,"lau",41,28,210,9,0,0,0,3,"kein Fehler",TRUE,FALSE,FALSE
"424",194,16,3,2,13,"lau",8.5,9,11,5,0,0,0,0,"",TRUE,FALSE,FALSE
"425",195,18,3,6,11,"lau",14.28,12,49,3,0,0,0,0,"",TRUE,FALSE,FALSE
"426",196,8,2,0,6,"lau",27.62,26.5,54,10,0,0,0,0,"",TRUE,FALSE,FALSE
"427",197,37,3,14,21,"lau",31.14,28,64,13,0,2,2,8,"",TRUE,FALSE,FALSE
"428",198,42,3,28,12,"lau",25.62,20,230,8,0,3,3,1,"",TRUE,FALSE,FALSE
"429",199,47,3,41,5,"lau",22.04,20,42,8,0,4,4,9,"",TRUE,FALSE,FALSE
"430",200,75,3,59,14,"lau",20.44,20,46,5,1,0,1,5,"",TRUE,FALSE,FALSE
"431",201,27,2,21,6,"lau",82.48,27,900,11,0,0,0,5,"",TRUE,FALSE,FALSE
"432",202,28,3,14,10,"lau",19.21,18.5,50,5,0,1,1,4,"",TRUE,FALSE,FALSE
"433",203,24,3,14,9,"lau",32,29.5,86,6,0,1,1,5,"",TRUE,FALSE,FALSE
"434",204,8,2,0,2,"lau",18.75,12.5,52,5,0,0,0,0,"",TRUE,FALSE,FALSE
"435",205,1,1,1,0,"lau",49,49,49,49,0,0,0,1,"",TRUE,FALSE,FALSE
"436",206,3,1,3,0,"lau",46.33,37,67,35,0,0,0,2,"",TRUE,FALSE,FALSE
"437",207,19,3,14,4,"lau",18.79,18,32,4,0,0,0,6,"",TRUE,FALSE,FALSE
"438",208,72,3,51,20,"lau",19.19,17,42,7,1,5,6,5,"",TRUE,FALSE,FALSE
"439",209,47,3,19,16,"lau",13.72,13,39,5,0,0,0,1,"",TRUE,FALSE,FALSE
"440",210,36,3,34,1,"lau",24.28,22.5,66,4,0,4,4,8,"",TRUE,FALSE,FALSE
"441",211,40,4,30,5,"lau",27.05,20,238,8,1,1,2,4,"",TRUE,FALSE,FALSE
"442",212,6,2,1,5,"lau",291.83,115.5,800,9,0,0,0,0,"",TRUE,FALSE,FALSE
"443",213,11,2,0,9,"lau",83.36,11,800,6,0,0,0,0,"",TRUE,FALSE,FALSE
"444",214,49,3,13,27,"lau",17.14,15,43,3,0,1,1,3,"",TRUE,FALSE,FALSE
"445",215,62,3,30,31,"lau",10.73,10,23,5,0,0,0,0,"",TRUE,FALSE,FALSE
"446",216,75,2,42,33,"lau",13.43,12,30,3,0,1,1,1,"",TRUE,FALSE,FALSE
"447",217,182,4,83,90,"lau",13.81,12,41,5,1,3,4,6,"",TRUE,FALSE,FALSE
"448",218,160,5,87,67,"lau",16.56,14,44,4,3,4,6,5,"",TRUE,FALSE,FALSE
"449",219,43,2,24,19,"lau",11.81,10,42,1,0,2,2,4,"",TRUE,FALSE,FALSE
"450",220,72,3,54,17,"lau",28.57,19,600,8,4,6,10,2,"",TRUE,FALSE,FALSE
"451",221,15,3,12,2,"lau",14.53,15,23,9,0,0,0,2,"",TRUE,FALSE,FALSE
"452",222,49,2,44,5,"lau",17.86,18,32,6,0,1,1,3,"",TRUE,FALSE,FALSE
"453",223,26,2,20,6,"lau",39.12,40.5,87,7,0,5,5,15,"",TRUE,FALSE,FALSE
"454",224,38,3,33,2,"lau",30.26,30.5,57,5,0,4,4,16,"Krebs und einer von uns abgebrochen",TRUE,FALSE,FALSE
"455",225,55,3,35,8,"lau",22.47,21,52,5,1,5,6,10,"",TRUE,FALSE,FALSE
"456",226,112,5,92,12,"lau",17.32,17,37,5,4,13,17,7,"",TRUE,FALSE,FALSE
"457",227,55,5,37,12,"lau",31.25,27,108,6,2,6,8,8,"",TRUE,FALSE,FALSE
"458",230,16,4,6,2,"lau",11.06,10.5,22,2,1,0,1,1,"",TRUE,FALSE,FALSE
"459",231,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"Viel Astmaterial",TRUE,FALSE,FALSE
"460",232,24,5,13,5,"lau",15.33,13.5,30,5,1,2,3,1,"",TRUE,FALSE,FALSE
"461",233,5,2,3,2,"lau",189.8,17,900,6,0,0,0,1,"",TRUE,FALSE,FALSE
"462",234,25,1,25,0,"lau",20.84,21,28,13,0,0,0,3,"",TRUE,FALSE,FALSE
"463",235,51,3,47,2,"lau",24.12,20,195,6,1,2,2,15,"",TRUE,FALSE,FALSE
"464",236,92,3,89,1,"lau",20.98,20,40,7,5,3,7,23,"KREBS",TRUE,FALSE,FALSE
"465",237,106,4,78,24,"lau",19.24,17,50,6,6,8,13,9,"",TRUE,FALSE,FALSE
"466",241,102,4,15,82,"lau",10.12,9,44,5,0,0,0,0,"",TRUE,FALSE,FALSE
"467",242,190,3,47,142,"lau",9.97,10,23,4,1,0,1,1,"",TRUE,FALSE,FALSE
"468",243,157,5,11,136,"lau",11.08,10,29,3,0,0,0,0,"",TRUE,FALSE,FALSE
"469",244,163,6,29,96,"lau",13.3,12,37,4,1,1,1,3,"",TRUE,FALSE,FALSE
"470",245,99,5,26,58,"lau",15.93,12,72,4,3,0,3,13,"",TRUE,FALSE,FALSE
"471",247,42,2,17,25,"lau",21.4,20,45,7,0,0,0,9,"",TRUE,FALSE,FALSE
"472",248,47,2,39,8,"lau",21.19,19,112,6,1,3,4,4,"",TRUE,FALSE,FALSE
"473",238,142,5,61,70,"lau",13.11,11,65,5,1,3,4,4,"",TRUE,FALSE,FALSE
"474",239,190,5,99,84,"lau",14.72,12,79,5,10,3,12,6,"",TRUE,FALSE,FALSE
"475",240,146,5,67,69,"lau",19.48,15,80,5,5,5,10,11,"",TRUE,FALSE,FALSE
"476",228,39,2,38,1,"lau",61.54,60,108,9,10,14,20,15,"",TRUE,FALSE,FALSE
"477",229,32,3,30,1,"lau",72.88,68,167,14,10,20,22,10,"",TRUE,FALSE,FALSE
"478",246,156,5,18,128,"lau",14.33,12,50,5,1,0,1,2,"",TRUE,FALSE,FALSE
"479",249,26,2,20,6,"lau",19.27,20.5,39,4,0,0,0,10,"",TRUE,FALSE,FALSE
"480",250,55,3,47,7,"lau",21.16,13,400,6,2,1,3,1,"angenagt",TRUE,FALSE,FALSE
"481",251,34,2,30,4,"lau",20.71,20,46,8,2,2,3,4,"",TRUE,FALSE,FALSE
"482",252,3,3,1,0,"lau",9.33,7,16,5,0,0,0,0,"",TRUE,FALSE,FALSE
"483",253,3,2,0,2,"lau",8.67,8,13,5,0,0,0,0,"",TRUE,FALSE,FALSE
"484",254,7,2,3,4,"lau",17,18,30,6,0,0,0,0,"",TRUE,FALSE,FALSE
"485",255,13,3,11,1,"lau",72.15,29,600,16,0,0,0,1,"",TRUE,FALSE,FALSE
"486",256,13,2,12,1,"lau",60.54,58,111,5,1,4,4,4,"markiert?",TRUE,FALSE,FALSE
"487",257,17,2,16,1,"lau",41.35,44,73,16,1,6,6,6,"",TRUE,FALSE,FALSE
"488",258,10,1,10,0,"lau",38,38,66,15,0,0,0,2,"",TRUE,FALSE,FALSE
"489",259,14,3,8,4,"lau",16.07,15.5,35,7,0,2,2,1,"",TRUE,FALSE,FALSE
"490",260,13,3,11,1,"lau",12.69,13,18,7,1,1,2,0,"",TRUE,FALSE,FALSE
"491",261,10,2,9,1,"lau",12.9,10.5,28,7,0,1,1,1,"",TRUE,FALSE,TRUE
"492",262,10,2,8,2,"lau",33.2,28,68,8,1,1,2,0,"umgefahren",TRUE,FALSE,TRUE
"493",263,26,4,16,7,"lau",31.58,27,70,6,1,2,3,2,"umgefahren",TRUE,FALSE,TRUE
"494",264,29,2,11,18,"lau",23,19,68,7,0,0,0,0,"",TRUE,FALSE,TRUE
"495",265,11,2,9,2,"lau",13.73,14,18,6,1,0,1,0,"",TRUE,FALSE,FALSE
"496",266,13,2,2,11,"lau",9.92,10,14,6,0,0,0,0,"",TRUE,FALSE,FALSE
"497",267,51,3,11,37,"lau",8.06,8,11,4,0,0,0,0,"",TRUE,FALSE,FALSE
"498",268,74,5,17,43,"lau",11.27,10,26,6,0,0,0,0,"",TRUE,FALSE,FALSE
"499",269,29,4,19,7,"lau",10.41,10,18,6,2,0,2,1,"",TRUE,FALSE,FALSE
