Plotnummer,Quadrant,Rueckegasse,Esche markiert,Baumart,Hoehe,Hoehe Vorjahr,Hoehe Vorvorjahr,Anzahl Triebe,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Bemerkungen,Rand,Zaun
,sw,,,bah,159,128,97,,,,,,,,,FALSE,FALSE
,,,,bah,463,274,262,,,,,,,,,FALSE,FALSE
,,,,bah,866,645,624,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,87,55,28,,,,,,,,,FALSE,FALSE
,,,,bah,217,210,195,,,,,,,,,FALSE,FALSE
,,,,rbu,160,149,118,,,,,,,,,FALSE,FALSE
,so,,,pfaffenhutchen,308,47,,,,,,,,,,FALSE,FALSE
,,,,bah,167,137,110,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,292,239,187,,,,,,,,,FALSE,FALSE
,nw,,,rbu,248,205,140,,,,,,,,,FALSE,FALSE
,,,,bah,148,91,78,,,,,,,,,FALSE,FALSE
,,,,bah,183,142,101,,,,,,,,,FALSE,FALSE
,,,,rbu,205,183,125,,,,,,,,,FALSE,FALSE
,,,,bah,502,401,380,,,,,,,,,FALSE,FALSE
,,,,bah,469,302,232,,,,,,,,,FALSE,FALSE
,,,,bah,102,78,,,,,,,,,,FALSE,FALSE
,,,,rbu,215,89,,,,,,,,,,FALSE,FALSE
,,,,bah,91,72,,,,,,,,,,FALSE,FALSE
,,,,bah,98,73,59,,,,,,,,,FALSE,FALSE
,so,,,bah,201,149,98,,,,,,,,,FALSE,FALSE
,,,,bah,177,122,89,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,405,315,305,,,,,,,,,FALSE,FALSE
,,,,bah,170,140,111,,,,,,,,,FALSE,FALSE
,,,,bah,139,95,66,,,,,,,,,FALSE,FALSE
,,,,rbu,180,164,121,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,618,480,217,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,138,85,,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,161,118,96,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,203,190,185,,,,,,,,,FALSE,FALSE
,,,so,esch,86,56,,1,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,398,275,263,,,,,,,,,FALSE,FALSE
,,,,bah,198,171,125,,,,,,,,,FALSE,FALSE
,,,,pfaffenhutchen,152,147,77,,,,,,,,,FALSE,FALSE
,,,,bah,105,58,30,,,,,,,,,FALSE,FALSE
61,sw,,sw,esch,1390,1198,97,9,t6,1,,,,,,FALSE,FALSE
,,,,bah,1215,1150,1110,,,,,,,,,FALSE,FALSE
,no,,,esch,852,826,810,5,,1,,,,1,,FALSE,FALSE
,,,,holunder,636,630,445,,,,,,,,,FALSE,FALSE
,nw,,,bah,6110,5185,5090,,,,,,,,,FALSE,FALSE
65,so,,,hbu,163,110,90,,,,,,,,,FALSE,FALSE
,,,,rbu,135,106,97,,,,,,,,,FALSE,FALSE
,,,,esch,205,187,174,11,,,,,t2,3,krebs/galle,FALSE,FALSE
,sw,,,bah,315,305,290,,,,,,,,,FALSE,FALSE
,,,,hbu,57,20,15,,,,,,,,,FALSE,FALSE
,nw,,,hbu,355,348,345,,,,,,,,,FALSE,FALSE
,no,,,rbu,145,113,86,,,,,,,,,FALSE,FALSE
,,,,hbu,227,198,190,,,,,,,,,FALSE,FALSE
,,,,esch,63,44,,1,,,,,,,,FALSE,FALSE
,,,,bah,262,251,248,,,,,,,,,FALSE,FALSE
,,,,esch,59,38,15,2,,,,,,t1,,FALSE,FALSE
,,,,hasel,51,,,,,,,,,,,FALSE,FALSE
,,,no,esch,68,61,,1,,,,,,,,FALSE,FALSE
,,,,bah,273,249,239,,,,,,,,,FALSE,FALSE
,,,,hbu,215,58,,,,,,,,,seitenaustrieb baum eigentlich älter,FALSE,FALSE
70,no,,no,esch,149,136,128,1,,,,,,,,FALSE,FALSE
,,,,hasel,54,,,,,,,,,,,FALSE,FALSE
,,,,esch,49,,,1,,,,,,,,FALSE,FALSE
,,,,bah,131,103,,,,,,,,,,FALSE,FALSE
,,,,bah,129,94,,,,,,,,,,FALSE,FALSE
,,,,bah,88,,,,,,,,,,,FALSE,FALSE
,so,,,hasel,74,,,,,,,,,,,FALSE,FALSE
,,,,bah,158,149,138,,,,,,,,,FALSE,FALSE
,,,,bah,88,68,,,,,,,,,,FALSE,FALSE
,,,,esch,65,,,1,,,,,,,,FALSE,FALSE
,,,,bah,80,70,,,,,,,,,,FALSE,FALSE
,sw,,sw,esch,84,72,,1,,,,,,,,FALSE,FALSE
,,,,esch,78,,,1,,,,,,,,FALSE,FALSE
,,,,esch,72,,,1,,,,,,,,FALSE,FALSE
,nw,,,bah,99,89,84,,,,,,,,,FALSE,FALSE
,,,,esch,70,,,1,,,,,,,,FALSE,FALSE
,,,,wli,55,45,,,,,,,,,,FALSE,FALSE
,,,,bah,67,,,,,,,,,,,FALSE,FALSE
,,,nw,esch,53,,,1,,,,,,,,FALSE,FALSE
72,sw,1,,bah,155,137,126,,,,,,,,,FALSE,FALSE
,,,,bah,82,70,65,,,,,,,,,FALSE,FALSE
,,,,bah,124,113,117,,,,,,,,,FALSE,FALSE
,,,,bah,68,,,,,,,,,,,FALSE,FALSE
,,,,bah,105,85,63,,,,,,,,,FALSE,FALSE
,,,,rbu,194,162,101,,,,,,,,,FALSE,FALSE
,,,,bah,124,113,77,,,,,,,,,FALSE,FALSE
,,,,bah,61,,,,,,,,,,,FALSE,FALSE
,,,,bah,55,31,,,,,,,,,,FALSE,FALSE
,,,,bah,87,62,47,,,,,,,,,FALSE,FALSE
,,,,bah,79,53,,,,,,,,,,FALSE,FALSE
,,,,bah,44,,,,,,,,,,,FALSE,FALSE
,,,,bah,77,60,,,,,,,,,,FALSE,FALSE
,,,,bah,120,94,80,,,,,,,,,FALSE,FALSE
,,,,wki,124,102,61,,,,,,,,,FALSE,FALSE
,nw,,,bah,115,94,65,,,,,,,,,FALSE,FALSE
,,,,bah,54,,,,,,,,,,,FALSE,FALSE
,,,,bah,62,59,,,,,,,,,,FALSE,FALSE
,,,,bah,72,54,,,,,,,,,,FALSE,FALSE
,,,,esch,89,86,,1,,,,,,,,FALSE,FALSE
,,,,esch,59,54,,1,,,,,,,,FALSE,FALSE
,,,nw,esch,71,67,,1,,,,,,,,FALSE,FALSE
,,,,bah,86,80,61,,,,,,,,,FALSE,FALSE
,,,,bah,75,66,57,,,,,,,,,FALSE,FALSE
,,,,bah,78,65,51,,,,,,,,,FALSE,FALSE
,,,,bah,85,67,46,,,,,,,,,FALSE,FALSE
,no,,,bah,61,49,,,,,,,,,,FALSE,FALSE
,,,,bah,62,45,,,,,,,,,,FALSE,FALSE
,,,,bah,74,61,,,,,,,,,,FALSE,FALSE
,,,,bah,94,81,59,,,,,,,,,FALSE,FALSE
,,,,bah,100,91,60,,,,,,,,,FALSE,FALSE
,,,,bah,81,70,59,,,,,,,,,FALSE,FALSE
,,,,bah,55,,,,,,,,,,,FALSE,FALSE
,,,,bah,134,74,65,,,,,,,,,FALSE,FALSE
,so,,,bah,108,99,90,,,,,,,,,FALSE,FALSE
,,,,bah,46,41,,,,,,,,,,FALSE,FALSE
,,,,bah,55,,,,,,,,,,,FALSE,FALSE
,,,,bah,55,47,,,,,,,,,,FALSE,FALSE
,,,,bah,96,91,62,,,,,,,,,FALSE,FALSE
,,,,bah,78,71,69,,,,,,,,,FALSE,FALSE
,,,,bah,66,55,,,,,,,,,,FALSE,FALSE
,,,,bah,62,,,,,,,,,,,FALSE,FALSE
,,,,bah,56,,,,,,,,,,,FALSE,FALSE
,,,,bah,33,,,,,,,,,,,FALSE,FALSE
74,sw,,sw,esch,165,149,135,2,,,,,,,,FALSE,FALSE
,,,,esch,160,135,115,2,,,,,,1,,FALSE,FALSE
,,,,bah,275,236,215,,,,,,,,,FALSE,FALSE
,,,,rbu,74,40,,,,,,,,,,FALSE,FALSE
,,,,rbu,122,81,,,,,,,,,,FALSE,FALSE
,,,,esch,103,93,59,1,,,,,,,,FALSE,FALSE
,,,,esch,87,74,,1,,,,,,,,FALSE,FALSE
,,,,pfaff,200,89,55,,,,,,,,,FALSE,FALSE
,,,,bah,166,156,,,,,,,,,,FALSE,FALSE
,,,,pfaff,204,142,,,,,,,,,,FALSE,FALSE
,nw,,,pfaff,265,190,175,,,,,,,,,FALSE,FALSE
,,,,pfaff,245,455,,,,,,,,,,FALSE,FALSE
,,,,pfaff,122,10,,,,,,,,,,FALSE,FALSE
,,,,pfaff,127,73,65,,,,,,,,,FALSE,FALSE
,,,,pfaff,135,77,20,,,,,,,,,FALSE,FALSE
,,,,pfaff,140,110,94,,,,,,,,,FALSE,FALSE
,,,,pfaff,103,70,,,,,,,,,,FALSE,FALSE
,,,,bah,218,203,195,,,,,,,,,FALSE,FALSE
,,,,pfaff,184,157,135,,,,,,,,,FALSE,FALSE
,so,,,bah,185,146,107,,,,,,,,,FALSE,FALSE
,,,,bah,92,86,,,,,,,,,,FALSE,FALSE
,,,,bah,305,204,190,,,,,,,,,FALSE,FALSE
,no,,,bah,204,184,169,,,,,,,,,FALSE,FALSE
,,,,bah,164,132,115,,,,,,,,,FALSE,FALSE
76,,,,,,,,,,,,,,,rand,TRUE,FALSE
77,,,,,,,,,,,,,,,rand,TRUE,FALSE
62,,,,,,,,,,,,,,,keine  Bäume,FALSE,FALSE
63,nw,,,Bah,153,111,80,,,,,,,,,FALSE,FALSE
,,,,Bah,118,56,,,,,,,,,,FALSE,FALSE
,,,,Bah,134,114,107,,,,,,,,,FALSE,FALSE
,sw,,,Bah,77,64,,,,,,,,,,FALSE,FALSE
,,,,Bah,234,125,25,,,,,,,,,FALSE,FALSE
,,,,Bah,142,99,,,,,,,,,,FALSE,FALSE
,,,,Bah,123,101,87,,,,,,,,,FALSE,FALSE
,,,,Bah,371,361,349,,,,,,,,,FALSE,FALSE
,no,,,Bah,95,81,,,,,,,,,,FALSE,FALSE
,,,,Bah,176,119,108,,,,,,,,,FALSE,FALSE
,,,,Bah,139,98,81,,,,,,,,,FALSE,FALSE
,,,,Bah,138,40,21,,,,,,,,unterer Teil stark schief,FALSE,FALSE
,so,,,Bah,96,42,33,,,,,,,,fast kompletter quadrant 20cm unter umgestürtzter Fichte,FALSE,FALSE
64,nw,,,Bah,412,384,368,,,,,,,,,FALSE,FALSE
,no,,,Bah,156,134,114,,,,,,,,,FALSE,FALSE
,,,,Bah,117,110,,,,,,,,,,FALSE,FALSE
,,,,Bah,85,,,,,,,,,,,FALSE,FALSE
,,,,Bah,1336,1122,975,,,,,,,,,FALSE,FALSE
66,no,1,,Hbu,824,755,535,,,,,,,,viel Himbeere und Brombeere im Plot,FALSE,FALSE
69,nw,,,Esch,169,160,147,3,,,,,,2,Krebs/Galle,FALSE,FALSE
,,,,Hbu,65,,,,,,,,,,,FALSE,FALSE
,,,,Hbu,56,,,,,,,,,,,FALSE,FALSE
,,,,Esch,65,57,,1,,,,,,,,FALSE,FALSE
,,,,Esch,61,52,,1,,,,,,,,FALSE,FALSE
,,,nw,Esch,71,69,64,1,,,,,,,unter Farnwedel,FALSE,FALSE
,,,,Hbu,54,45,,,,,,,,,,FALSE,FALSE
,,,,Esch,79,76,55,2,,,,,,,,FALSE,FALSE
,,,,Esch,61,52,,1,,,,,,,,FALSE,FALSE
,,,,Hbu,49,42,,,,,,,,,,FALSE,FALSE
,sw,,,Hbu,56,49,,,,,,,,,,FALSE,FALSE
,,,,Hbu,61,52,,,,,,,,,,FALSE,FALSE
,,,,Hbu,56,47,,,,,,,,,,FALSE,FALSE
,,,,Hbu,62,55,,,,,,,,,,FALSE,FALSE
,,,,Hbu,52,46,,,,,,,,,,FALSE,FALSE
,,,,Hbu,33,30,,,,,,,,,,FALSE,FALSE
,,,,Bah,81,,,,,,,,,,,FALSE,FALSE
,,,sw,Esch,33,,,,,,,,,,,FALSE,FALSE
,,,,Hbu,61,40,,,,,,,,,,FALSE,FALSE
,,,,WiLi,51,42,27,,,,,,,,,FALSE,FALSE
,,,,Bah,41,,,,,,,,,,,FALSE,FALSE
,so,,,Esch,190,180,176,6,,,,,1,2,,FALSE,FALSE
,,,,Esch,55,49,,1,,,,,,,,FALSE,FALSE
,,,,Esch,60,37,,1,,,,,,,,FALSE,FALSE
,,,,Esch,86,79,73,2,,,,,,1,,FALSE,FALSE
,,,,Esch,71,61,,1,,,,,,,,FALSE,FALSE
,,,so,Esch,68,61,,1,,,,,,,,FALSE,FALSE
,,,,Esch,41,38,,1,,,,,,,,FALSE,FALSE
,,,,Hbu,59,42,,,,,,,,,,FALSE,FALSE
,,,,Esch,66,55,,1,,,,,,,,FALSE,FALSE
,no,,,Hbu,32,28,,,,,,,,,,FALSE,FALSE
71,nw,,,Esch,228,200,168,2,T1,,,,,,niedergedrückt durch Ast,FALSE,FALSE
,,,nw,Esch,269,244,224,3,,,,,,1,,FALSE,FALSE
,sw,,,Bah,475,451,434,,,,,,,,,FALSE,FALSE
,,,sw,Esch,347,329,327,8,,,,,,2,gekrümmt hing unter Nachbarbaum,FALSE,FALSE
,so,,,Pfaff,212,197,177,,,,,,,,,FALSE,FALSE
,,,,Bah,963,892,830,,,,,,,,,FALSE,FALSE
,no,,,Bah,1610,1438,1297,,,,,,,,,FALSE,FALSE
73,nw,,,Pfaff,612,228,75,,,,,,,,durch Astbruch runter gedrückt,FALSE,FALSE
,,,,Pfaff,120,,,,,,,,,,,FALSE,FALSE
,,,,Bah,96,77,,,,,,,,,,FALSE,FALSE
,,,,Pfaff,441,265,225,,,,,,,,,FALSE,FALSE
,,,,Holunder,1100,584,300,,,,,,,,,FALSE,FALSE
,,,,Pfaff,1058,634,634,,,,,,,,,FALSE,FALSE
,,,,Holunder,169,,,,,,,,,,Neuastrieb aus dem Astloch eines umgestürtzten Baumes,FALSE,FALSE
,sw,,,Holunder,192,110,58,,,,,,,,,FALSE,FALSE
,so,,,Holunder,959,892,696,,,,,,,,,FALSE,FALSE
,,,,Holunder,900,562,368,,,,,,,,,FALSE,FALSE
75,nw,,,Pfaff,678,640,582,,,,,,,,,FALSE,FALSE
,,,,Pfaff,165,150,143,,,,,,,,,FALSE,FALSE
,,,,Pfaff,349,324,267,,,,,,,,,FALSE,FALSE
,,,,Pfaff,464,415,375,,,,,,,,,FALSE,FALSE
,,,,Pfaff,216,196,155,,,,,,,,,FALSE,FALSE
,,,,Pfaff,182,147,127,,,,,,,,,FALSE,FALSE
,,,,Pfaff,295,248,210,,,,,,,,,FALSE,FALSE
,,,,Pfaff,181,81,45,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,151,136,,,,,,,,,FALSE,FALSE
,,,,Pfaff,144,120,58,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,156,134,,,,,,,,,FALSE,FALSE
,,,,Pfaff,152,142,133,,,,,,,,,FALSE,FALSE
,,,,Pfaff,101,89,79,,,,,,,,,FALSE,FALSE
,,,,Pfaff,120,97,75,,,,,,,,,FALSE,FALSE
,,,,Pfaff,121,77,40,,,,,,,,,FALSE,FALSE
,,,,Pfaff,228,197,166,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,104,44,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,154,144,,,,,,,,,FALSE,FALSE
,,,,Pfaff,70,51,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,60,28,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,243,210,151,,,,,,,,,FALSE,FALSE
,,,,Pfaff,92,74,22,,,,,,,,,FALSE,FALSE
,,,,Pfaff,135,90,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,184,160,80,,,,,,,,,FALSE,FALSE
,,,,Pfaff,220,169,103,,,,,,,,,FALSE,FALSE
,,,,Pfaff,155,133,81,,,,,,,,nur 1 Quadrant aufgenommen/ x4,FALSE,FALSE
68,,,,,,,,,,,,,,,Rand,TRUE,FALSE
67,,,,,,,,,,,,,,,Rand,TRUE,FALSE
26,,,,,,,,,,,,,,,Rand,TRUE,FALSE
25,,,,,,,,,,,,,,,Rand,TRUE,FALSE
75,no,,,Pfaff,678,640,582,,,,,,,,,FALSE,FALSE
,,,,Pfaff,165,150,143,,,,,,,,,FALSE,FALSE
,,,,Pfaff,349,324,267,,,,,,,,,FALSE,FALSE
,,,,Pfaff,464,415,375,,,,,,,,,FALSE,FALSE
,,,,Pfaff,216,196,155,,,,,,,,,FALSE,FALSE
,,,,Pfaff,182,147,127,,,,,,,,,FALSE,FALSE
,,,,Pfaff,295,248,210,,,,,,,,,FALSE,FALSE
,,,,Pfaff,181,81,45,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,151,136,,,,,,,,,FALSE,FALSE
,,,,Pfaff,144,120,58,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,156,134,,,,,,,,,FALSE,FALSE
,,,,Pfaff,152,142,133,,,,,,,,,FALSE,FALSE
,,,,Pfaff,101,89,79,,,,,,,,,FALSE,FALSE
,,,,Pfaff,120,97,75,,,,,,,,,FALSE,FALSE
,,,,Pfaff,121,77,40,,,,,,,,,FALSE,FALSE
,,,,Pfaff,228,197,166,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,104,44,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,154,144,,,,,,,,,FALSE,FALSE
,,,,Pfaff,70,51,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,60,28,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,243,210,151,,,,,,,,,FALSE,FALSE
,,,,Pfaff,92,74,22,,,,,,,,,FALSE,FALSE
,,,,Pfaff,135,90,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,184,160,80,,,,,,,,,FALSE,FALSE
,,,,Pfaff,220,169,103,,,,,,,,,FALSE,FALSE
,,,,Pfaff,155,133,81,,,,,,,,nur 1 Quadrant aufgenommen/ x4,FALSE,FALSE
75,so,,,Pfaff,678,640,582,,,,,,,,,FALSE,FALSE
,,,,Pfaff,165,150,143,,,,,,,,,FALSE,FALSE
,,,,Pfaff,349,324,267,,,,,,,,,FALSE,FALSE
,,,,Pfaff,464,415,375,,,,,,,,,FALSE,FALSE
,,,,Pfaff,216,196,155,,,,,,,,,FALSE,FALSE
,,,,Pfaff,182,147,127,,,,,,,,,FALSE,FALSE
,,,,Pfaff,295,248,210,,,,,,,,,FALSE,FALSE
,,,,Pfaff,181,81,45,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,151,136,,,,,,,,,FALSE,FALSE
,,,,Pfaff,144,120,58,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,156,134,,,,,,,,,FALSE,FALSE
,,,,Pfaff,152,142,133,,,,,,,,,FALSE,FALSE
,,,,Pfaff,101,89,79,,,,,,,,,FALSE,FALSE
,,,,Pfaff,120,97,75,,,,,,,,,FALSE,FALSE
,,,,Pfaff,121,77,40,,,,,,,,,FALSE,FALSE
,,,,Pfaff,228,197,166,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,104,44,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,154,144,,,,,,,,,FALSE,FALSE
,,,,Pfaff,70,51,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,60,28,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,243,210,151,,,,,,,,,FALSE,FALSE
,,,,Pfaff,92,74,22,,,,,,,,,FALSE,FALSE
,,,,Pfaff,135,90,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,184,160,80,,,,,,,,,FALSE,FALSE
,,,,Pfaff,220,169,103,,,,,,,,,FALSE,FALSE
,,,,Pfaff,155,133,81,,,,,,,,nur 1 Quadrant aufgenommen/ x4,FALSE,FALSE
75,sw,,,Pfaff,678,640,582,,,,,,,,,FALSE,FALSE
,,,,Pfaff,165,150,143,,,,,,,,,FALSE,FALSE
,,,,Pfaff,349,324,267,,,,,,,,,FALSE,FALSE
,,,,Pfaff,464,415,375,,,,,,,,,FALSE,FALSE
,,,,Pfaff,216,196,155,,,,,,,,,FALSE,FALSE
,,,,Pfaff,182,147,127,,,,,,,,,FALSE,FALSE
,,,,Pfaff,295,248,210,,,,,,,,,FALSE,FALSE
,,,,Pfaff,181,81,45,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,151,136,,,,,,,,,FALSE,FALSE
,,,,Pfaff,144,120,58,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,156,134,,,,,,,,,FALSE,FALSE
,,,,Pfaff,152,142,133,,,,,,,,,FALSE,FALSE
,,,,Pfaff,101,89,79,,,,,,,,,FALSE,FALSE
,,,,Pfaff,120,97,75,,,,,,,,,FALSE,FALSE
,,,,Pfaff,121,77,40,,,,,,,,,FALSE,FALSE
,,,,Pfaff,228,197,166,,,,,,,,,FALSE,FALSE
,,,,Pfaff,175,104,44,,,,,,,,,FALSE,FALSE
,,,,Pfaff,161,154,144,,,,,,,,,FALSE,FALSE
,,,,Pfaff,70,51,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,60,28,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,243,210,151,,,,,,,,,FALSE,FALSE
,,,,Pfaff,92,74,22,,,,,,,,,FALSE,FALSE
,,,,Pfaff,135,90,10,,,,,,,,,FALSE,FALSE
,,,,Pfaff,184,160,80,,,,,,,,,FALSE,FALSE
,,,,Pfaff,220,169,103,,,,,,,,,FALSE,FALSE
,,,,Pfaff,155,133,81,,,,,,,,nur 1 Quadrant aufgenommen/ x4,FALSE,FALSE
