"","Bemerkungen_21","Plotnummer","Rueckegasse_21","Esche.markiert","Hoehe_21","Anzahl.Triebe_21","Einjaehriger.Saemling_21","ETS.abgestorben.frisch_21","ETS.abgestorben.alt_21","ETS.lebend_21","Verbiss.lebend_21","Verbiss.tot_21","Sonstige.Gruende.tot_21","Blattflecken_21","Zaun","Flaeche","ETS.abgestorben.frisch.terminal_21","ETS.abgestorben.alt.terminal_21","ETS.lebend.terminal_21","Verbiss.lebend.terminal_21","Verbiss.tot.terminal_21","Sonstige.Gruende.tot.terminal_21","Aceria.fraxinivora_21","nicht.gerade_21","gruene.hoehe_21","tot_21","manuell.checken","mehr.ressourcen_21","ETS_21","Triebe.lebend_21","ID","Bemerkungen_22","Gefunden","Hoehe_22","Anzahl.Triebe_22","Einjaehriger.Saemling_22","ETS.abgestorben.frisch_22","ETS.abgestorben.alt_22","ETS.lebend_22","Verbiss.lebend_22","Verbiss.tot_22","Sonstige.Gruende.tot_22","Gruene.Hoehe_22","Aceria.fraxinivora_22","Nicht.gerade_22","ETS.abgestorben.frisch.terminal_22","ETS.abgestorben.alt.terminal_22","ETS.lebend.terminal_22","Verbiss.lebend.terminal_22","Verbiss.tot.terminal_22","Sonstige.Gruende.tot.terminal_22","Aceria.fraxinivora.terminal_22","Tot_22","mehr.ressourcen_22","nochmal.checken","ETS_22","Triebe.lebend_22","TSF","DSF","ISF","Zuwachs","ETS","ETS_terminal"
"55","",8975,FALSE,"SO",13,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8975SO","tot",TRUE,13,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.33,0.41,0.2,0,FALSE,FALSE
"56","",8975,FALSE,"SW",4,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8975SW","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.33,0.41,0.2,0,FALSE,FALSE
"57","",8975,FALSE,"NW",5,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8975NW","tot",TRUE,5,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.33,0.41,0.2,0,FALSE,FALSE
"58","",8976,FALSE,"NO",17,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8976NO","",TRUE,18,4,FALSE,3,0,0,0,0,0,11,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.24,0.3,0.15,-6,TRUE,TRUE
"59","",8977,FALSE,"SO",16,3,FALSE,1,0,0,0,0,0,3,TRUE,"goe_pol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,2,"8977SO","",TRUE,16,3,FALSE,0,0,0,0,1,0,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.24,0.29,0.17,0,TRUE,TRUE
"60","",8977,FALSE,"NW",17,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8977NW","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.24,0.29,0.17,-9,FALSE,FALSE
"61","",8978,FALSE,"NO",4,1,TRUE,0,0,0,0,0,0,4,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8978NO","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.27,0.3,0.23,0,FALSE,FALSE
"62","",8979,FALSE,"SO",8,1,TRUE,0,0,0,0,0,0,3,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8979SO","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.29,0.33,0.24,0,FALSE,FALSE
"63","",8982,FALSE,"NW",5,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8982NW","tot",TRUE,5,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.34,0.42,0.23,0,FALSE,FALSE
"64","",8983,FALSE,"NW",10,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8983NW","",TRUE,9,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.35,0.43,0.22,-1,FALSE,FALSE
"65","",8984,FALSE,"SW",8,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8984SW","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.3,0.36,0.2,0,FALSE,FALSE
"66","",8985,FALSE,"NW",6,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8985NW","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.2,0.24,0.13,0,FALSE,FALSE
"67","",8986,FALSE,"SO",4,1,TRUE,0,0,0,0,0,0,2,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8986SO","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.28,0.32,0.22,0,FALSE,FALSE
"68","",8986,FALSE,"NO",9,1,TRUE,0,0,0,0,0,0,NA,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8986NO","fast tot",TRUE,10,1,FALSE,0,0,0,0,0,1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.28,0.32,0.22,-1,FALSE,FALSE
"69","",8989,FALSE,"NW",6,1,TRUE,0,0,0,0,0,0,2,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8989NW","tot",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.4,0.5,0.24,0,FALSE,FALSE
"70","",8990,FALSE,"SW",8,1,TRUE,0,0,0,0,0,0,2,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8990SW","tot",TRUE,8,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.44,0.56,0.25,0,FALSE,FALSE
"71","",8992,FALSE,"SW",6,1,TRUE,0,0,0,0,0,0,0,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8992SW","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.26,0.33,0.15,-1,FALSE,FALSE
"72","",8997,FALSE,"NW",10,1,FALSE,0,0,0,0,0,0,2,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8997NW","",TRUE,10,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.19,0.17,0.23,0,FALSE,FALSE
"73","",8997,FALSE,"SO",10,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8997SO","",TRUE,10,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.19,0.17,0.23,0,FALSE,FALSE
"74","",9002,FALSE,"NO",27,3,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,3,"9002NO","",TRUE,27,3,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0.24,0.28,0.19,0,FALSE,FALSE
"75","",9002,FALSE,"NW",7,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9002NW","",TRUE,7,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.24,0.28,0.19,0,FALSE,FALSE
"76","",9003,FALSE,"SO",6,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9003SO","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.28,0.32,0.21,0,FALSE,FALSE
"77","",9003,FALSE,"NW",5,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9003NW","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.28,0.32,0.21,0,FALSE,FALSE
"78","",9009,FALSE,"SO",8,1,FALSE,0,0,0,0,0,0,3,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9009SO","",TRUE,8,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.27,0.23,0.34,0,FALSE,FALSE
"79","",9010,FALSE,"NW",15,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9010NW","maus gefressen",TRUE,14,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.28,0.23,0.35,-1,FALSE,FALSE
"80","",9011,FALSE,"MITTE",22,2,FALSE,0,0,1,0,0,0,5,TRUE,"goe_pol",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,2,"9011MITTE","",TRUE,21,3,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.21,0.17,0.28,-1,TRUE,TRUE
"81","",9011,FALSE,"NO",7,1,TRUE,0,0,0,0,0,0,5,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9011NO","tot abgefressen",TRUE,7,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.21,0.17,0.28,0,FALSE,FALSE
"82","",9015,FALSE,"NW",11,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9015NW","",TRUE,6,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,0.29,0.31,0.26,-5,NA,FALSE
"83","",9017,FALSE,"NO",3,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_pol",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"9017NO","tot",TRUE,3,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.19,0.23,0.14,0,FALSE,FALSE
"84","",8701,FALSE,"NO",15,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8701NO","",TRUE,15,2,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.19,0.21,0.17,0,FALSE,FALSE
"85","",8701,FALSE,"SO",10,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8701SO","",TRUE,10,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.19,0.21,0.17,0,FALSE,FALSE
"86","",8703,FALSE,"SO",28,3,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,3,"8703SO","tot",TRUE,28,3,FALSE,3,0,0,0,0,0,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0.22,0.24,0.18,0,TRUE,TRUE
"87","",8703,FALSE,"SW",19,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8703SW","",TRUE,18,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.22,0.24,0.18,-1,FALSE,FALSE
"88","",8705,FALSE,"NW",7,2,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,2,"8705NW","",TRUE,7,2,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.12,0.14,0.09,0,FALSE,FALSE
"89","",8706,FALSE,"SW",7,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8706SW","",TRUE,7,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.12,0.12,0.11,0,FALSE,FALSE
"90","",8707,FALSE,"NW",18,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8707NW","",TRUE,17,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.09,0.09,0.08,-1,FALSE,FALSE
"91","",8708,FALSE,"SO",13,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8708SO","",TRUE,12,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.07,0.08,0.05,-1,FALSE,FALSE
"92","",8708,FALSE,"MITTE",18,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8708MITTE","",TRUE,16,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.07,0.08,0.05,-2,FALSE,FALSE
"93","",8708,FALSE,"NO",6,1,FALSE,0,0,0,0,0,0,2,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8708NO","tot",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.07,0.08,0.05,0,FALSE,FALSE
"94","",8709,FALSE,"SO",4,2,FALSE,0,0,0,0,0,1,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8709SO","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.1,0.1,0.09,0,FALSE,FALSE
"95","",8709,FALSE,"MITTE",12,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8709MITTE","",TRUE,12,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.1,0.1,0.09,0,FALSE,FALSE
"96","",8711,FALSE,"NO",5,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8711NO","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.17,0.19,0.15,0,FALSE,FALSE
"97","",8712,FALSE,"MITTE",11,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8712MITTE","",TRUE,11,3,FALSE,1,0,0,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0.19,0.2,0.17,-5,TRUE,TRUE
"98","",8713,FALSE,"NO",5,2,FALSE,1,0,0,0,0,0,1,TRUE,"goe_ans",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,"8713NO","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.25,0.22,0.29,0,TRUE,TRUE
"99","",8716,FALSE,"SO",17,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8716SO","",TRUE,16,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.38,0.44,0.3,-1,FALSE,FALSE
"100","",8716,FALSE,"SW",14,2,FALSE,0,1,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,"8716SW","",TRUE,15,2,FALSE,0,1,0,0,0,0,11,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.38,0.44,0.3,-3,TRUE,TRUE
"101","",8718,FALSE,"NW",5,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8718NW","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.11,0.11,0.12,0,FALSE,FALSE
"102","",8719,FALSE,"SW",7,2,FALSE,0,0,0,0,0,1,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8719SW","",TRUE,11,3,FALSE,3,0,0,0,0,0,7,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.1,0.09,0.11,0,TRUE,TRUE
"103","",8720,FALSE,"NW",6,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8720NW","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.22,0.23,0.2,0,FALSE,FALSE
"104","",8720,FALSE,"NO",11,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8720NO","",TRUE,11,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.22,0.23,0.2,0,FALSE,FALSE
"105","",8720,FALSE,"SO",5,1,TRUE,0,0,0,0,0,0,3,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8720SO","",TRUE,5,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.22,0.23,0.2,0,FALSE,FALSE
"106","",8721,FALSE,"NO",3,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8721NO","",TRUE,3,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.14,0.15,0.13,0,FALSE,FALSE
"107","",8722,FALSE,"MITTE",10,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8722MITTE","tot",TRUE,10,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.19,0.19,0.19,0,FALSE,FALSE
"108","",8723,FALSE,"SO",15,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8723SO","",TRUE,14,1,FALSE,0,0,0,0,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.15,0.15,0.15,-1,FALSE,FALSE
