          name           ,        time        , DSF, ISF, TSF, Opn,GapF,  LAI, ELAD, atm,Cos,Start, End, TF,AOV,   lat, angle, thr
001_Thr1                 , 2021-07-12 18:52:06,10%,14%,12%,29%,29%,  2.5,  4.4,60,  Y,121,273,60,15, +51.5, 250.1,156
001_Thr2                 , 2021-07-12 18:52:06,11%,16%,13%,32%,32%,  2.3,  4.6,60,  Y,121,273,60,15, +51.5, 250.1,151
001_Thr3                 , 2021-07-12 18:52:06,4%,7%,5%,9%,9%,  3.8,  6.7,60,  Y,121,273,60,15, +51.5, 250.1,192
001_Thr4                 , 2021-07-12 18:52:06,69%,79%,73%,100%,100%,  0.3,  2.1,60,  Y,121,273,60,15, +51.5, 250.1,71
001_Thr5                 , 2021-07-12 18:52:06,14%,20%,16%,40%,40%,  2.0,  4.6,60,  Y,121,273,60,15, +51.5, 250.1,139
001B_Thr1                , 2021-07-12 19:02:51,2%,2%,2%,0%,0%,  5.0, 11.7,60,  Y,121,273,60,15, +53.7, 291.6,202
001B_Thr2                , 2021-07-12 19:02:51,3%,7%,5%,2%,2%,  3.8,  6.6,60,  Y,121,273,60,15, +53.7, 291.6,190
001B_Thr3                , 2021-07-12 19:02:51,5%,10%,7%,4%,4%,  3.2,  5.2,60,  Y,121,273,60,15, +53.7, 291.6,176
001B_Thr4                , 2021-07-12 19:02:51,4%,8%,6%,3%,3%,  3.5,  5.9,60,  Y,121,273,60,15, +53.7, 291.6,183
001B_Thr5                , 2021-07-12 19:02:51,0%,0%,0%,0%,0%,  6.4, 28.8,60,  Y,121,273,60,15, +53.7, 291.6,221
002_Thr1                 , 2021-07-12 19:03:40,4%,11%,7%,57%,57%,  3.3,  5.2,60,  Y,121,273,60,15, +53.7,  60.8,190
002_Thr2                 , 2021-07-12 19:03:40,6%,16%,10%,71%,71%,  2.6,  3.8,60,  Y,121,273,60,15, +53.7,  60.8,170
002_Thr3                 , 2021-07-12 19:03:40,3%,2%,3%,0%,0%,  5.0, 11.6,60,  Y,121,273,60,15, +53.7,  60.8,204
002_Thr4                 , 2021-07-12 19:03:40,9%,20%,13%,81%,81%,  2.2,  3.3,60,  Y,121,273,60,15, +53.7,  60.8,155
002_Thr5                 , 2021-07-12 19:03:40,8%,18%,12%,77%,77%,  2.3,  3.4,60,  Y,121,273,60,15, +53.7,  60.8,161
003_Thr1                 , 2021-07-12 19:04:38,5%,14%,9%,91%,91%,  3.0,  4.7,60,  Y,121,273,60,15, +53.7,  55.1,190
003_Thr2                 , 2021-07-12 19:04:38,6%,16%,10%,93%,93%,  2.7,  4.0,60,  Y,121,273,60,15, +53.7,  55.1,179
003_Thr3                 , 2021-07-12 19:04:38,3%,2%,3%,0%,0%,  4.7, 10.1,60,  Y,121,273,60,15, +53.7,  55.1,208
003_Thr4                 , 2021-07-12 19:04:38,11%,22%,15%,95%,95%,  2.1,  3.4,60,  Y,121,273,60,15, +53.7,  55.1,157
003_Thr5                 , 2021-07-12 19:04:38,8%,18%,12%,93%,93%,  2.4,  3.5,60,  Y,121,273,60,15, +53.7,  55.1,171
004_Thr1                 , 2021-07-12 19:05:01,0%,14%,6%,19%,19%,  3.0,  4.7,60,  Y,121,273,60,15, +53.7,  43.0,190
004_Thr2                 , 2021-07-12 19:05:01,2%,18%,8%,25%,25%,  2.4,  3.6,60,  Y,121,273,60,15, +53.7,  43.0,170
004_Thr3                 , 2021-07-12 19:05:01,1%,16%,7%,22%,22%,  2.8,  4.3,60,  Y,121,273,60,15, +53.7,  43.0,182
004_Thr4                 , 2021-07-12 19:05:01,0%,1%,0%,0%,0%,  5.7, 16.4,60,  Y,121,273,60,15, +53.7,  43.0,214
004_Thr5                 , 2021-07-12 19:05:01,3%,21%,10%,30%,30%,  2.2,  3.4,60,  Y,121,273,60,15, +53.7,  43.0,159
005_Thr1                 , 2021-07-12 19:05:26,4%,13%,8%,61%,61%,  2.7,  4.1,60,  Y,121,273,60,15, +53.7,   2.1,190
005_Thr2                 , 2021-07-12 19:05:26,2%,7%,4%,42%,42%,  3.5,  5.8,60,  Y,121,273,60,15, +53.7,   2.1,205
005_Thr3                 , 2021-07-12 19:05:26,1%,1%,1%,26%,26%,  5.4, 13.5,60,  Y,121,273,60,15, +53.7,   2.1,221
005_Thr4                 , 2021-07-12 19:05:26,5%,16%,9%,64%,64%,  2.3,  3.3,60,  Y,121,273,60,15, +53.7,   2.1,175
005_Thr5                 , 2021-07-12 19:05:26,4%,15%,8%,62%,62%,  2.5,  3.7,60,  Y,121,273,60,15, +53.7,   2.1,182
006_Thr1                 , 2021-07-12 19:05:42,2%,12%,6%,4%,4%,  3.0,  4.7,60,  Y,121,273,60,15, +53.7,  54.1,189
006_Thr2                 , 2021-07-12 19:05:42,6%,15%,10%,6%,6%,  2.5,  3.9,60,  Y,121,273,60,15, +53.7,  54.1,173
006_Thr3                 , 2021-07-12 19:05:42,0%,3%,1%,1%,1%,  4.5,  9.1,60,  Y,121,273,60,15, +53.7,  54.1,211
006_Thr4                 , 2021-07-12 19:05:42,9%,18%,13%,9%,9%,  2.3,  3.4,60,  Y,121,273,60,15, +53.7,  54.1,162
006_Thr5                 , 2021-07-12 19:05:42,12%,21%,16%,10%,10%,  2.1,  3.6,60,  Y,121,273,60,15, +53.7,  54.1,154
007_Thr1                 , 2021-07-12 19:06:06,8%,12%,10%,2%,2%,  2.9,  6.5,60,  Y,121,273,60,15, +53.7,  21.2,162
007_Thr2                 , 2021-07-12 19:06:06,1%,4%,2%,0%,0%,  4.5,  9.7,60,  Y,121,273,60,15, +53.7,  21.2,198
007_Thr3                 , 2021-07-12 19:06:06,2%,5%,3%,0%,0%,  4.2,  8.5,60,  Y,121,273,60,15, +53.7,  21.2,193
007_Thr4                 , 2021-07-12 19:06:06,5%,9%,7%,1%,1%,  3.4,  6.3,60,  Y,121,273,60,15, +53.7,  21.2,175
007_Thr5                 , 2021-07-12 19:06:06,0%,1%,0%,0%,0%,  6.0, 20.3,60,  Y,121,273,60,15, +53.7,  21.2,211
008_Thr1                 , 2021-07-12 19:06:24,4%,7%,5%,0%,0%,  3.5,  9.0,60,  Y,121,273,60,15, +53.7,  22.6,173
008_Thr2                 , 2021-07-12 19:06:24,1%,3%,2%,0%,0%,  4.7, 10.2,60,  Y,121,273,60,15, +53.7,  22.6,198
008_Thr3                 , 2021-07-12 19:06:24,2%,5%,3%,0%,0%,  3.9,  8.6,60,  Y,121,273,60,15, +53.7,  22.6,182
008_Thr4                 , 2021-07-12 19:06:24,1%,4%,2%,0%,0%,  4.2,  8.5,60,  Y,121,273,60,15, +53.7,  22.6,190
008_Thr5                 , 2021-07-12 19:06:24,30%,29%,30%,12%,12%,  1.6,  6.6,60,  Y,121,273,60,15, +53.7,  22.6,116
009_Thr1                 , 2021-07-12 19:06:38,4%,7%,5%,5%,5%,  3.3,  9.6,60,  Y,121,273,60,15, +53.7,  10.3,175
009_Thr2                 , 2021-07-12 19:06:38,1%,2%,1%,1%,1%,  4.6, 10.1,60,  Y,121,273,60,15, +53.7,  10.3,199
009_Thr3                 , 2021-07-12 19:06:38,5%,8%,6%,7%,7%,  3.0,  9.2,60,  Y,121,273,60,15, +53.7,  10.3,168
009_Thr4                 , 2021-07-12 19:06:38,1%,1%,1%,0%,0%,  5.4, 13.9,60,  Y,121,273,60,15, +53.7,  10.3,207
009_Thr5                 , 2021-07-12 19:06:38,100%,100%,100%,100%,100%,  0.0,  0.1,60,  Y,121,273,60,15, +53.7,  10.3,58
010_Thr1                 , 2021-07-12 19:06:53,7%,8%,7%,0%,0%,  3.2, 13.5,60,  Y,121,273,60,15, +53.7,  27.0,159
010_Thr2                 , 2021-07-12 19:06:53,28%,23%,26%,6%,6%,  1.8,  8.6,60,  Y,121,273,60,15, +53.7,  27.0,116
010_Thr3                 , 2021-07-12 19:06:53,4%,5%,4%,0%,0%,  3.9, 14.6,60,  Y,121,273,60,15, +53.7,  27.0,175
010_Thr4                 , 2021-07-12 19:06:53,17%,15%,16%,2%,2%,  2.3, 10.5,60,  Y,121,273,60,15, +53.7,  27.0,134
010_Thr5                 , 2021-07-12 19:06:53,100%,99%,100%,100%,100%,  0.0,  4.1,60,  Y,121,273,60,15, +53.7,  27.0,55
011_Thr1                 , 2021-07-12 19:07:08,18%,19%,18%,47%,47%,  1.8,  7.1,60,  Y,121,273,60,15, +53.7,   8.1,130
011_Thr2                 , 2021-07-12 19:07:08,8%,10%,9%,26%,26%,  2.4,  9.2,60,  Y,121,273,60,15, +53.7,   8.1,158
011_Thr3                 , 2021-07-12 19:07:08,1%,2%,1%,6%,6%,  4.2,  8.5,60,  Y,121,273,60,15, +53.7,   8.1,199
011_Thr4                 , 2021-07-12 19:07:08,1%,0%,1%,1%,1%,  5.9, 19.1,60,  Y,121,273,60,15, +53.7,   8.1,216
011_Thr5                 , 2021-07-12 19:07:08,6%,7%,6%,19%,19%,  2.8, 10.0,60,  Y,121,273,60,15, +53.7,   8.1,168
012_Thr1                 , 2021-07-12 19:07:22,20%,21%,20%,29%,29%,  1.6,  7.7,60,  Y,121,273,60,15, +53.7,  26.7,129
012_Thr2                 , 2021-07-12 19:07:22,10%,11%,10%,17%,17%,  2.2,  9.8,60,  Y,121,273,60,15, +53.7,  26.7,154
012_Thr3                 , 2021-07-12 19:07:22,4%,6%,5%,10%,10%,  2.9, 11.8,60,  Y,121,273,60,15, +53.7,  26.7,174
012_Thr4                 , 2021-07-12 19:07:22,100%,100%,100%,100%,100%,  0.0,  3.4,60,  Y,121,273,60,15, +53.7,  26.7,54
012_Thr5                 , 2021-07-12 19:07:22,7%,9%,8%,15%,15%,  2.5, 10.4,60,  Y,121,273,60,15, +53.7,  26.7,162
013_Thr1                 , 2021-07-12 19:07:50,17%,8%,13%,1%,1%,  2.9,  9.1,60,  Y,121,273,60,15, +53.7,  91.9,174
013_Thr2                 , 2021-07-12 19:07:50,11%,4%,8%,0%,0%,  4.1,  8.5,60,  Y,121,273,60,15, +53.7,  91.9,199
013_Thr3                 , 2021-07-12 19:07:50,12%,4%,9%,0%,0%,  3.8,  8.7,60,  Y,121,273,60,15, +53.7,  91.9,194
013_Thr4                 , 2021-07-12 19:07:50,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,  91.9,248
013_Thr5                 , 2021-07-12 19:07:50,14%,6%,11%,0%,0%,  3.3,  9.4,60,  Y,121,273,60,15, +53.7,  91.9,184
014_Thr1                 , 2021-07-12 19:08:48,5%,3%,4%,0%,0%,  4.4,  9.5,60,  Y,121,273,60,15, +53.7, 284.9,200
014_Thr2                 , 2021-07-12 19:08:48,9%,5%,7%,0%,0%,  3.4, 18.4,60,  Y,121,273,60,15, +53.7, 284.9,183
014_Thr3                 , 2021-07-12 19:08:48,14%,8%,12%,1%,1%,  2.8, 15.6,60,  Y,121,273,60,15, +53.7, 284.9,169
014_Thr4                 , 2021-07-12 19:08:48,28%,18%,24%,5%,5%,  1.9, 10.6,60,  Y,121,273,60,15, +53.7, 284.9,138
014_Thr5                 , 2021-07-12 19:08:48,2%,1%,2%,0%,0%,  5.1, 12.7,60,  Y,121,273,60,15, +53.7, 284.9,209
015_Thr1                 , 2021-07-12 19:09:19,0%,1%,0%,0%,0%,  5.7, 16.9,60,  Y,121,273,60,15, +53.7, 289.5,216
015_Thr2                 , 2021-07-12 19:09:19,5%,7%,6%,10%,10%,  2.9, 11.4,60,  Y,121,273,60,15, +53.7, 289.5,172
015_Thr3                 , 2021-07-12 19:09:19,1%,2%,1%,1%,1%,  5.3, 13.6,60,  Y,121,273,60,15, +53.7, 289.5,209
015_Thr4                 , 2021-07-12 19:09:19,1%,3%,2%,2%,2%,  4.3,  9.1,60,  Y,121,273,60,15, +53.7, 289.5,198
015_Thr5                 , 2021-07-12 19:09:19,3%,5%,4%,6%,6%,  3.3, 13.5,60,  Y,121,273,60,15, +53.7, 289.5,182
016_Thr1                 , 2021-07-12 19:09:36,2%,4%,3%,29%,29%,  3.8,  7.1,60,  Y,121,273,60,15, +53.7, 282.6,200
016_Thr2                 , 2021-07-12 19:09:36,7%,9%,8%,52%,52%,  2.7,  8.8,60,  Y,121,273,60,15, +53.7, 282.6,175
016_Thr3                 , 2021-07-12 19:09:36,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7, 282.6,236
016_Thr4                 , 2021-07-12 19:09:36,3%,5%,4%,37%,37%,  3.4, 10.5,60,  Y,121,273,60,15, +53.7, 282.6,192
016_Thr5                 , 2021-07-12 19:09:36,13%,13%,13%,67%,67%,  2.1,  7.6,60,  Y,121,273,60,15, +53.7, 282.6,158
017_Thr1                 , 2021-07-12 19:09:53,5%,4%,5%,0%,0%,  3.9,  7.3,60,  Y,121,273,60,15, +53.7, 264.1,200
017_Thr2                 , 2021-07-12 19:09:53,10%,10%,10%,2%,2%,  2.8,  8.9,60,  Y,121,273,60,15, +53.7, 264.1,172
017_Thr3                 , 2021-07-12 19:09:53,6%,6%,6%,1%,1%,  3.5,  9.4,60,  Y,121,273,60,15, +53.7, 264.1,191
017_Thr4                 , 2021-07-12 19:09:53,1%,1%,1%,0%,0%,  5.6, 16.0,60,  Y,121,273,60,15, +53.7, 264.1,214
017_Thr5                 , 2021-07-12 19:09:53,8%,8%,8%,1%,1%,  3.2,  9.2,60,  Y,121,273,60,15, +53.7, 264.1,180
018_Thr1                 , 2021-07-12 19:10:06,11%,8%,10%,0%,0%,  3.3, 10.4,60,  Y,121,273,60,15, +53.7, 211.2,174
018_Thr2                 , 2021-07-12 19:10:06,5%,4%,5%,0%,0%,  4.4,  9.1,60,  Y,121,273,60,15, +53.7, 211.2,198
018_Thr3                 , 2021-07-12 19:10:06,0%,0%,0%,0%,0%,  6.7, 50.0,60,  Y,121,273,60,15, +53.7, 211.2,237
018_Thr4                 , 2021-07-12 19:10:06,8%,6%,7%,0%,0%,  3.9, 10.5,60,  Y,121,273,60,15, +53.7, 211.2,186
018_Thr5                 , 2021-07-12 19:10:06,7%,5%,6%,0%,0%,  4.1, 10.0,60,  Y,121,273,60,15, +53.7, 211.2,192
019_Thr1                 , 2021-07-12 19:10:18,9%,9%,9%,2%,2%,  3.4,  9.9,60,  Y,121,273,60,15, +53.7, 235.2,173
019_Thr2                 , 2021-07-12 19:10:18,3%,4%,3%,0%,0%,  4.7, 10.6,60,  Y,121,273,60,15, +53.7, 235.2,200
019_Thr3                 , 2021-07-12 19:10:18,0%,1%,0%,0%,0%,  6.0, 20.8,60,  Y,121,273,60,15, +53.7, 235.2,224
019_Thr4                 , 2021-07-12 19:10:18,31%,26%,29%,14%,14%,  1.7,  6.2,60,  Y,121,273,60,15, +53.7, 235.2,128
019_Thr5                 , 2021-07-12 19:10:18,5%,5%,5%,0%,0%,  4.3,  9.9,60,  Y,121,273,60,15, +53.7, 235.2,190
020_Thr1                 , 2021-07-12 19:10:41,7%,11%,9%,0%,0%,  3.4,  8.9,60,  Y,121,273,60,15, +53.7, 262.0,177
020_Thr2                 , 2021-07-12 19:10:41,2%,5%,3%,0%,0%,  4.5,  9.5,60,  Y,121,273,60,15, +53.7, 262.0,205
020_Thr3                 , 2021-07-12 19:10:41,0%,2%,1%,0%,0%,  5.2, 12.6,60,  Y,121,273,60,15, +53.7, 262.0,217
020_Thr4                 , 2021-07-12 19:10:41,14%,18%,16%,0%,0%,  2.8,  9.6,60,  Y,121,273,60,15, +53.7, 262.0,158
020_Thr5                 , 2021-07-12 19:10:41,17%,20%,18%,0%,0%,  2.7,  9.5,60,  Y,121,273,60,15, +53.7, 262.0,152
021_Thr1                 , 2021-07-12 19:11:07,6%,13%,9%,4%,4%,  3.1,  5.0,60,  Y,121,273,60,15, +53.7, 279.2,197
021_Thr2                 , 2021-07-12 19:11:07,14%,19%,16%,11%,11%,  2.3,  4.5,60,  Y,121,273,60,15, +53.7, 279.2,174
021_Thr3                 , 2021-07-12 19:11:07,10%,15%,12%,7%,7%,  2.7,  4.2,60,  Y,121,273,60,15, +53.7, 279.2,186
021_Thr4                 , 2021-07-12 19:11:07,0%,2%,1%,0%,0%,  5.4, 14.1,60,  Y,121,273,60,15, +53.7, 279.2,223
021_Thr5                 , 2021-07-12 19:11:07,19%,22%,20%,12%,12%,  2.1,  4.6,60,  Y,121,273,60,15, +53.7, 279.2,163
022_Thr1                 , 2021-07-12 19:11:25,18%,18%,18%,42%,42%,  2.5,  3.7,60,  Y,121,273,60,15, +53.7, 313.8,192
022_Thr2                 , 2021-07-12 19:11:25,19%,19%,19%,44%,44%,  2.4,  3.5,60,  Y,121,273,60,15, +53.7, 313.8,187
022_Thr3                 , 2021-07-12 19:11:25,0%,1%,0%,0%,0%,  5.8, 17.8,60,  Y,121,273,60,15, +53.7, 313.8,218
022_Thr4                 , 2021-07-12 19:11:25,21%,21%,21%,47%,47%,  2.2,  3.3,60,  Y,121,273,60,15, +53.7, 313.8,179
022_Thr5                 , 2021-07-12 19:11:25,16%,16%,16%,36%,36%,  2.9,  4.3,60,  Y,121,273,60,15, +53.7, 313.8,199
023_Thr1                 , 2021-07-12 19:11:41,9%,7%,8%,0%,0%,  4.2,  8.2,60,  Y,121,273,60,15, +53.7, 292.8,197
023_Thr2                 , 2021-07-12 19:11:41,14%,13%,14%,1%,1%,  3.0,  5.6,60,  Y,121,273,60,15, +53.7, 292.8,172
023_Thr3                 , 2021-07-12 19:11:41,10%,8%,9%,0%,0%,  3.9,  7.3,60,  Y,121,273,60,15, +53.7, 292.8,192
023_Thr4                 , 2021-07-12 19:11:41,8%,4%,6%,0%,0%,  4.9, 11.2,60,  Y,121,273,60,15, +53.7, 292.8,208
023_Thr5                 , 2021-07-12 19:11:41,12%,11%,12%,0%,0%,  3.3,  5.9,60,  Y,121,273,60,15, +53.7, 292.8,179
024_Thr1                 , 2021-07-12 19:12:08,7%,13%,9%,31%,31%,  3.1,  4.7,60,  Y,121,273,60,15, +53.7, 281.5,193
024_Thr2                 , 2021-07-12 19:12:08,21%,23%,22%,47%,47%,  2.0,  4.4,60,  Y,121,273,60,15, +53.7, 281.5,158
024_Thr3                 , 2021-07-12 19:12:08,5%,10%,7%,26%,26%,  3.7,  6.5,60,  Y,121,273,60,15, +53.7, 281.5,204
024_Thr4                 , 2021-07-12 19:12:08,1%,1%,1%,0%,0%,  6.0, 19.7,60,  Y,121,273,60,15, +53.7, 281.5,215
024_Thr5                 , 2021-07-12 19:12:08,10%,15%,12%,35%,35%,  2.8,  4.1,60,  Y,121,273,60,15, +53.7, 281.5,184
025_Thr1                 , 2021-07-12 19:12:24,10%,14%,12%,99%,99%,  3.1,  4.7,60,  Y,121,273,60,15, +53.7, 297.5,192
025_Thr2                 , 2021-07-12 19:12:24,7%,12%,9%,98%,98%,  3.5,  5.9,60,  Y,121,273,60,15, +53.7, 297.5,203
025_Thr3                 , 2021-07-12 19:12:24,16%,18%,17%,100%,100%,  2.6,  4.0,60,  Y,121,273,60,15, +53.7, 297.5,176
025_Thr4                 , 2021-07-12 19:12:24,28%,27%,28%,100%,100%,  1.8,  3.9,60,  Y,121,273,60,15, +53.7, 297.5,148
025_Thr5                 , 2021-07-12 19:12:24,25%,24%,25%,100%,100%,  2.0,  4.0,60,  Y,121,273,60,15, +53.7, 297.5,156
026_Thr1                 , 2021-07-12 19:12:40,11%,15%,13%,65%,65%,  2.7,  4.0,60,  Y,121,273,60,15, +53.7, 284.5,176
026_Thr2                 , 2021-07-12 19:12:40,5%,11%,7%,55%,55%,  3.4,  5.5,60,  Y,121,273,60,15, +53.7, 284.5,196
026_Thr3                 , 2021-07-12 19:12:40,9%,13%,11%,62%,62%,  2.9,  4.4,60,  Y,121,273,60,15, +53.7, 284.5,181
026_Thr4                 , 2021-07-12 19:12:40,13%,16%,14%,66%,66%,  2.5,  3.7,60,  Y,121,273,60,15, +53.7, 284.5,170
026_Thr5                 , 2021-07-12 19:12:40,7%,12%,9%,58%,58%,  3.1,  4.9,60,  Y,121,273,60,15, +53.7, 284.5,189
027_Thr1                 , 2021-07-12 19:13:02,16%,11%,14%,62%,62%,  3.3,  5.4,60,  Y,121,273,60,15, +53.7,  98.9,195
027_Thr2                 , 2021-07-12 19:13:02,24%,15%,20%,71%,71%,  2.5,  4.3,60,  Y,121,273,60,15, +53.7,  98.9,168
027_Thr3                 , 2021-07-12 19:13:02,20%,13%,17%,66%,66%,  2.9,  4.4,60,  Y,121,273,60,15, +53.7,  98.9,181
027_Thr4                 , 2021-07-12 19:13:02,31%,20%,27%,78%,78%,  2.1,  4.2,60,  Y,121,273,60,15, +53.7,  98.9,152
027_Thr5                 , 2021-07-12 19:13:02,36%,24%,31%,83%,83%,  1.8,  4.1,60,  Y,121,273,60,15, +53.7,  98.9,142
028_Thr1                 , 2021-07-12 19:13:39,15%,11%,13%,22%,22%,  3.5,  5.8,60,  Y,121,273,60,15, +53.7, 105.7,200
028_Thr2                 , 2021-07-12 19:13:39,24%,16%,21%,29%,29%,  2.6,  4.5,60,  Y,121,273,60,15, +53.7, 105.7,172
028_Thr3                 , 2021-07-12 19:13:39,32%,21%,28%,33%,33%,  2.1,  4.5,60,  Y,121,273,60,15, +53.7, 105.7,154
028_Thr4                 , 2021-07-12 19:13:39,21%,14%,18%,27%,27%,  2.8,  4.5,60,  Y,121,273,60,15, +53.7, 105.7,179
028_Thr5                 , 2021-07-12 19:13:39,17%,12%,15%,24%,24%,  3.2,  5.1,60,  Y,121,273,60,15, +53.7, 105.7,193
029_Thr1                 , 2021-07-12 19:13:55,19%,14%,17%,0%,0%,  3.6,  6.5,60,  Y,121,273,60,15, +53.7, 101.9,194
029_Thr2                 , 2021-07-12 19:13:55,26%,19%,23%,0%,0%,  2.9,  5.6,60,  Y,121,273,60,15, +53.7, 101.9,173
029_Thr3                 , 2021-07-12 19:13:55,12%,7%,10%,0%,0%,  4.4,  8.8,60,  Y,121,273,60,15, +53.7, 101.9,211
029_Thr4                 , 2021-07-12 19:13:55,22%,15%,19%,0%,0%,  3.4,  6.0,60,  Y,121,273,60,15, +53.7, 101.9,186
029_Thr5                 , 2021-07-12 19:13:55,28%,21%,25%,1%,1%,  2.7,  5.5,60,  Y,121,273,60,15, +53.7, 101.9,166
030_Thr1                 , 2021-07-12 19:14:09,16%,15%,16%,32%,32%,  2.9,  4.3,60,  Y,121,273,60,15, +53.7,  96.3,196
030_Thr2                 , 2021-07-12 19:14:09,4%,2%,3%,0%,0%,  5.6, 15.5,60,  Y,121,273,60,15, +53.7,  96.3,214
030_Thr3                 , 2021-07-12 19:14:09,26%,25%,26%,44%,44%,  2.0,  3.8,60,  Y,121,273,60,15, +53.7,  96.3,161
030_Thr4                 , 2021-07-12 19:14:09,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,  96.3,244
030_Thr5                 , 2021-07-12 19:14:09,23%,23%,23%,41%,41%,  2.1,  3.9,60,  Y,121,273,60,15, +53.7,  96.3,168
031_Thr1                 , 2021-07-12 19:14:30,20%,19%,20%,97%,97%,  2.4,  3.7,60,  Y,121,273,60,15, +53.7,  16.1,191
031_Thr2                 , 2021-07-12 19:14:30,28%,25%,27%,99%,99%,  1.8,  3.4,60,  Y,121,273,60,15, +53.7,  16.1,166
031_Thr3                 , 2021-07-12 19:14:30,31%,28%,30%,99%,99%,  1.7,  3.3,60,  Y,121,273,60,15, +53.7,  16.1,159
031_Thr4                 , 2021-07-12 19:14:30,26%,23%,25%,99%,99%,  2.0,  3.5,60,  Y,121,273,60,15, +53.7,  16.1,174
031_Thr5                 , 2021-07-12 19:14:30,1%,1%,1%,0%,0%,  5.6, 15.7,60,  Y,121,273,60,15, +53.7,  16.1,220
032_Thr1                 , 2021-07-12 19:14:46,17%,12%,15%,1%,1%,  3.2,  5.1,60,  Y,121,273,60,15, +53.7,  38.4,200
032_Thr2                 , 2021-07-12 19:14:46,25%,18%,22%,11%,11%,  2.3,  3.7,60,  Y,121,273,60,15, +53.7,  38.4,175
032_Thr3                 , 2021-07-12 19:14:46,21%,15%,19%,6%,6%,  2.6,  4.0,60,  Y,121,273,60,15, +53.7,  38.4,187
032_Thr4                 , 2021-07-12 19:14:46,27%,20%,24%,15%,15%,  2.1,  3.5,60,  Y,121,273,60,15, +53.7,  38.4,167
032_Thr5                 , 2021-07-12 19:14:46,4%,3%,4%,0%,0%,  5.5, 14.6,60,  Y,121,273,60,15, +53.7,  38.4,220
033_Thr1                 , 2021-07-12 19:15:03,5%,5%,5%,1%,1%,  3.9,  9.6,60,  Y,121,273,60,15, +53.7, 351.2,180
033_Thr2                 , 2021-07-12 19:15:03,2%,2%,2%,0%,0%,  4.7, 10.5,60,  Y,121,273,60,15, +53.7, 351.2,197
033_Thr3                 , 2021-07-12 19:15:03,3%,3%,3%,0%,0%,  4.2,  9.0,60,  Y,121,273,60,15, +53.7, 351.2,190
033_Thr4                 , 2021-07-12 19:15:03,1%,1%,1%,0%,0%,  5.9, 18.3,60,  Y,121,273,60,15, +53.7, 351.2,210
033_Thr5                 , 2021-07-12 19:15:03,11%,9%,10%,1%,1%,  3.0, 10.0,60,  Y,121,273,60,15, +53.7, 351.2,159
034_Thr1                 , 2021-07-12 19:15:18,9%,5%,7%,0%,0%,  3.9, 10.8,60,  Y,121,273,60,15, +53.7,  43.3,190
034_Thr2                 , 2021-07-12 19:15:18,4%,1%,3%,0%,0%,  5.7, 16.7,60,  Y,121,273,60,15, +53.7,  43.3,219
034_Thr3                 , 2021-07-12 19:15:18,7%,4%,6%,0%,0%,  4.3,  9.7,60,  Y,121,273,60,15, +53.7,  43.3,196
034_Thr4                 , 2021-07-12 19:15:18,18%,11%,15%,2%,2%,  2.8,  8.7,60,  Y,121,273,60,15, +53.7,  43.3,162
034_Thr5                 , 2021-07-12 19:15:18,5%,2%,4%,0%,0%,  5.3, 13.9,60,  Y,121,273,60,15, +53.7,  43.3,207
035_Thr1                 , 2021-07-12 19:15:37,1%,0%,1%,0%,0%,  6.7, 43.6,60,  Y,121,273,60,15, +53.7,  27.9,238
035_Thr2                 , 2021-07-12 19:15:37,4%,2%,3%,0%,0%,  4.8, 11.0,60,  Y,121,273,60,15, +53.7,  27.9,197
035_Thr3                 , 2021-07-12 19:15:37,7%,4%,6%,0%,0%,  3.9,  9.5,60,  Y,121,273,60,15, +53.7,  27.9,173
035_Thr4                 , 2021-07-12 19:15:37,100%,100%,100%,100%,100%,  0.0,  2.0,60,  Y,121,273,60,15, +53.7,  27.9,62
035_Thr5                 , 2021-07-12 19:15:37,5%,3%,4%,0%,0%,  4.4,  9.3,60,  Y,121,273,60,15, +53.7,  27.9,187
036_Thr1                 , 2021-07-12 19:16:10,4%,5%,4%,7%,7%,  3.7,  7.1,60,  Y,121,273,60,15, +53.7,  52.9,196
036_Thr2                 , 2021-07-12 19:16:10,8%,8%,8%,15%,15%,  2.8,  7.7,60,  Y,121,273,60,15, +53.7,  52.9,175
036_Thr3                 , 2021-07-12 19:16:10,5%,6%,5%,10%,10%,  3.3,  7.8,60,  Y,121,273,60,15, +53.7,  52.9,187
036_Thr4                 , 2021-07-12 19:16:10,2%,2%,2%,0%,0%,  5.2, 13.3,60,  Y,121,273,60,15, +53.7,  52.9,206
036_Thr5                 , 2021-07-12 19:16:10,14%,12%,13%,22%,22%,  2.3,  7.4,60,  Y,121,273,60,15, +53.7,  52.9,157
037_Thr1                 , 2021-07-12 19:16:42,2%,1%,2%,0%,0%,  5.1, 50.0,60,  Y,121,273,60,15, +53.7, 357.0,196
037_Thr2                 , 2021-07-12 19:16:42,8%,5%,7%,1%,1%,  3.3, 50.0,60,  Y,121,273,60,15, +53.7, 357.0,157
037_Thr3                 , 2021-07-12 19:16:42,3%,2%,3%,0%,0%,  4.3, 50.0,60,  Y,121,273,60,15, +53.7, 357.0,181
