          name           ,        time        , DSF, ISF, TSF, Opn,GapF,  LAI, ELAD, atm,Cos,Start, End, TF,AOV,   lat, angle, thr
08731_Thr4               , 2021-08-25 16:17:48,30%,44%,36%,100%,100%,  1.3,  1.0,60,  Y,121,273,60,15, +51.6, 252.7,167
08731_Thr5               , 2021-08-25 16:17:48,37%,51%,43%,100%,100%,  1.0,  0.4,60,  Y,121,273,60,15, +51.6, 252.7,151
08732_Thr1               , 2021-08-25 16:18:04,17%,38%,25%,100%,100%,  1.5,  1.4,60,  Y,121,273,60,15, +51.6, 164.4,173
08732_Thr2               , 2021-08-25 16:18:04,20%,40%,28%,100%,100%,  1.4,  1.2,60,  Y,121,273,60,15, +51.6, 164.4,166
08732_Thr3               , 2021-08-25 16:18:04,0%,0%,0%,0%,0%,  6.7, 46.3,60,  Y,121,273,60,15, +51.6, 164.4,247
08732_Thr4               , 2021-08-25 16:18:04,4%,2%,3%,0%,0%,  5.4, 14.4,60,  Y,121,273,60,15, +51.6, 164.4,209
08732_Thr5               , 2021-08-25 16:18:04,11%,15%,13%,15%,15%,  2.6,  3.8,60,  Y,121,273,60,15, +51.6, 164.4,189
08733_Thr1               , 2021-08-25 16:18:45,21%,32%,25%,93%,93%,  1.7,  1.7,60,  Y,121,273,60,15, +51.6, 203.9,176
08733_Thr2               , 2021-08-25 16:18:45,31%,40%,35%,95%,95%,  1.3,  1.1,60,  Y,121,273,60,15, +51.6, 203.9,159
08733_Thr3               , 2021-08-25 16:18:45,26%,36%,30%,94%,94%,  1.5,  1.4,60,  Y,121,273,60,15, +51.6, 203.9,166
08733_Thr4               , 2021-08-25 16:18:45,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 203.9,238
08733_Thr5               , 2021-08-25 16:18:45,4%,1%,3%,0%,0%,  5.8, 17.8,60,  Y,121,273,60,15, +51.6, 203.9,211
08734_Thr1               , 2021-08-25 16:19:08,18%,10%,15%,0%,0%,  3.4,  6.1,60,  Y,121,273,60,15, +51.6,  58.6,175
08734_Thr2               , 2021-08-25 16:19:08,3%,1%,2%,0%,0%,  6.2, 22.8,60,  Y,121,273,60,15, +51.6,  58.6,218
08734_Thr3               , 2021-08-25 16:19:08,14%,6%,11%,0%,0%,  3.9,  7.4,60,  Y,121,273,60,15, +51.6,  58.6,184
08734_Thr4               , 2021-08-25 16:19:08,8%,3%,6%,0%,0%,  4.3,  9.0,60,  Y,121,273,60,15, +51.6,  58.6,194
08734_Thr5               , 2021-08-25 16:19:08,19%,11%,16%,0%,0%,  3.3,  5.8,60,  Y,121,273,60,15, +51.6,  58.6,170
08735_Thr1               , 2021-08-25 16:19:32,14%,19%,16%,93%,93%,  2.1,  2.7,60,  Y,121,273,60,15, +51.6,  74.9,178
08735_Thr2               , 2021-08-25 16:19:32,7%,8%,7%,9%,9%,  3.1,  5.2,60,  Y,121,273,60,15, +51.6,  74.9,193
08735_Thr3               , 2021-08-25 16:19:32,19%,23%,21%,95%,95%,  1.8,  2.3,60,  Y,121,273,60,15, +51.6,  74.9,169
08735_Thr4               , 2021-08-25 16:19:32,25%,27%,26%,96%,96%,  1.6,  1.9,60,  Y,121,273,60,15, +51.6,  74.9,161
08735_Thr5               , 2021-08-25 16:19:32,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  74.9,243
08736_Thr1               , 2021-08-25 16:20:24,17%,17%,17%,4%,4%,  2.3,  3.5,60,  Y,121,273,60,15, +51.6,  94.3,173
08736_Thr2               , 2021-08-25 16:20:24,7%,11%,9%,1%,1%,  2.9,  4.6,60,  Y,121,273,60,15, +51.6,  94.3,187
08736_Thr3               , 2021-08-25 16:20:24,4%,5%,4%,0%,0%,  4.4,  9.2,60,  Y,121,273,60,15, +51.6,  94.3,196
08736_Thr4               , 2021-08-25 16:20:24,20%,19%,20%,6%,6%,  2.2,  3.2,60,  Y,121,273,60,15, +51.6,  94.3,168
08736_Thr5               , 2021-08-25 16:20:24,2%,2%,2%,0%,0%,  5.2, 13.3,60,  Y,121,273,60,15, +51.6,  94.3,205
08737_Thr1               , 2021-08-25 16:20:43,14%,9%,12%,6%,6%,  3.0,  5.3,60,  Y,121,273,60,15, +51.6, 192.7,176
08737_Thr2               , 2021-08-25 16:20:43,6%,4%,5%,0%,0%,  4.5, 10.1,60,  Y,121,273,60,15, +51.6, 192.7,190
08737_Thr3               , 2021-08-25 16:20:43,4%,2%,3%,0%,0%,  5.1, 12.7,60,  Y,121,273,60,15, +51.6, 192.7,196
08737_Thr4               , 2021-08-25 16:20:43,100%,99%,100%,100%,100%,  0.0,  0.1,60,  Y,121,273,60,15, +51.6, 192.7,73
08737_Thr5               , 2021-08-25 16:20:43,17%,12%,15%,7%,7%,  2.8,  4.6,60,  Y,121,273,60,15, +51.6, 192.7,169
08738_Thr1               , 2021-08-25 16:21:00,19%,10%,15%,0%,0%,  3.2,  5.6,60,  Y,121,273,60,15, +51.6, 130.9,174
08738_Thr2               , 2021-08-25 16:21:00,17%,8%,13%,0%,0%,  3.5,  6.4,60,  Y,121,273,60,15, +51.6, 130.9,179
08738_Thr3               , 2021-08-25 16:21:00,22%,12%,18%,0%,0%,  2.9,  4.9,60,  Y,121,273,60,15, +51.6, 130.9,165
08738_Thr4               , 2021-08-25 16:21:00,6%,3%,5%,0%,0%,  4.8, 10.9,60,  Y,121,273,60,15, +51.6, 130.9,192
08738_Thr5               , 2021-08-25 16:21:00,26%,16%,22%,0%,0%,  2.5,  4.2,60,  Y,121,273,60,15, +51.6, 130.9,157
08739_Thr1               , 2021-08-25 16:21:16,15%,12%,14%,2%,2%,  2.7,  4.3,60,  Y,121,273,60,15, +51.6, 195.5,174
08739_Thr2               , 2021-08-25 16:21:16,7%,4%,6%,0%,0%,  4.2,  8.5,60,  Y,121,273,60,15, +51.6, 195.5,193
08739_Thr3               , 2021-08-25 16:21:16,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 195.5,236
08739_Thr4               , 2021-08-25 16:21:16,18%,15%,17%,5%,5%,  2.4,  3.7,60,  Y,121,273,60,15, +51.6, 195.5,163
08739_Thr5               , 2021-08-25 16:21:16,4%,2%,3%,0%,0%,  5.4, 14.4,60,  Y,121,273,60,15, +51.6, 195.5,203
08740_Thr1               , 2021-08-25 16:21:31,28%,20%,25%,82%,82%,  2.1,  2.8,60,  Y,121,273,60,15, +51.6, 296.5,176
08740_Thr2               , 2021-08-25 16:21:31,32%,24%,29%,85%,85%,  1.9,  2.4,60,  Y,121,273,60,15, +51.6, 296.5,166
08740_Thr3               , 2021-08-25 16:21:31,4%,2%,3%,0%,0%,  5.5, 15.4,60,  Y,121,273,60,15, +51.6, 296.5,210
08740_Thr4               , 2021-08-25 16:21:31,6%,2%,4%,0%,0%,  5.4, 14.1,60,  Y,121,273,60,15, +51.6, 296.5,204
08740_Thr5               , 2021-08-25 16:21:31,24%,13%,20%,78%,78%,  2.7,  3.9,60,  Y,121,273,60,15, +51.6, 296.5,185
08741_Thr1               , 2021-08-25 16:21:49,17%,7%,13%,2%,2%,  3.3,  5.7,60,  Y,121,273,60,15, +51.6, 352.3,183
08741_Thr2               , 2021-08-25 16:21:49,21%,10%,17%,3%,3%,  2.9,  4.7,60,  Y,121,273,60,15, +51.6, 352.3,175
08741_Thr3               , 2021-08-25 16:21:49,4%,2%,3%,0%,0%,  4.6, 10.0,60,  Y,121,273,60,15, +51.6, 352.3,195
08741_Thr4               , 2021-08-25 16:21:49,22%,11%,18%,4%,4%,  2.7,  4.4,60,  Y,121,273,60,15, +51.6, 352.3,170
08741_Thr5               , 2021-08-25 16:21:49,100%,99%,100%,100%,100%,  0.0,  0.1,60,  Y,121,273,60,15, +51.6, 352.3,73
08742_Thr1               , 2021-08-25 16:22:06,5%,5%,5%,0%,0%,  3.9,  7.5,60,  Y,121,273,60,15, +51.6, 309.3,173
08742_Thr2               , 2021-08-25 16:22:06,7%,8%,7%,0%,0%,  3.4,  6.2,60,  Y,121,273,60,15, +51.6, 309.3,162
08742_Thr3               , 2021-08-25 16:22:06,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 309.3,216
08742_Thr4               , 2021-08-25 16:22:06,2%,2%,2%,0%,0%,  4.8, 10.8,60,  Y,121,273,60,15, +51.6, 309.3,186
08742_Thr5               , 2021-08-25 16:22:06,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 309.3,233
08743_Thr1               , 2021-08-25 16:22:26,5%,2%,4%,0%,0%,  5.4, 14.6,60,  Y,121,273,60,15, +51.6, 348.3,209
08743_Thr2               , 2021-08-25 16:22:26,14%,12%,13%,0%,0%,  2.9,  5.0,60,  Y,121,273,60,15, +51.6, 348.3,166
08743_Thr3               , 2021-08-25 16:22:26,8%,5%,7%,0%,0%,  4.2,  8.5,60,  Y,121,273,60,15, +51.6, 348.3,192
08743_Thr4               , 2021-08-25 16:22:26,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 348.3,237
08743_Thr5               , 2021-08-25 16:22:26,25%,22%,24%,3%,3%,  2.1,  3.2,60,  Y,121,273,60,15, +51.6, 348.3,136
08744_Thr1               , 2021-08-25 16:22:43,27%,21%,25%,36%,36%,  2.1,  2.8,60,  Y,121,273,60,15, +51.6,   6.0,177
08744_Thr2               , 2021-08-25 16:22:43,29%,23%,27%,38%,38%,  2.0,  2.5,60,  Y,121,273,60,15, +51.6,   6.0,171
08744_Thr3               , 2021-08-25 16:22:43,34%,28%,32%,44%,44%,  1.7,  2.1,60,  Y,121,273,60,15, +51.6,   6.0,160
08744_Thr4               , 2021-08-25 16:22:43,7%,6%,7%,0%,0%,  4.2,  8.4,60,  Y,121,273,60,15, +51.6,   6.0,195
08744_Thr5               , 2021-08-25 16:22:43,3%,1%,2%,0%,0%,  5.5, 15.1,60,  Y,121,273,60,15, +51.6,   6.0,205
08745_Thr1               , 2021-08-25 16:23:00,17%,22%,19%,41%,41%,  2.1,  2.7,60,  Y,121,273,60,15, +51.6, 288.8,175
08745_Thr2               , 2021-08-25 16:23:00,5%,14%,9%,7%,7%,  2.8,  4.2,60,  Y,121,273,60,15, +51.6, 288.8,191
08745_Thr3               , 2021-08-25 16:23:00,2%,2%,2%,0%,0%,  5.5, 15.4,60,  Y,121,273,60,15, +51.6, 288.8,208
08745_Thr4               , 2021-08-25 16:23:00,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 288.8,246
08745_Thr5               , 2021-08-25 16:23:00,2%,2%,2%,0%,0%,  5.2, 13.0,60,  Y,121,273,60,15, +51.6, 288.8,203
08746_Thr1               , 2021-08-25 16:23:16,14%,28%,20%,62%,62%,  1.8,  2.1,60,  Y,121,273,60,15, +51.6, 233.3,171
08746_Thr2               , 2021-08-25 16:23:16,16%,30%,22%,64%,64%,  1.7,  1.9,60,  Y,121,273,60,15, +51.6, 233.3,166
08746_Thr3               , 2021-08-25 16:23:16,20%,34%,26%,67%,66%,  1.5,  1.6,60,  Y,121,273,60,15, +51.6, 233.3,159
08746_Thr4               , 2021-08-25 16:23:16,3%,10%,6%,0%,0%,  3.9,  7.3,60,  Y,121,273,60,15, +51.6, 233.3,194
08746_Thr5               , 2021-08-25 16:23:16,32%,45%,37%,75%,75%,  1.2,  1.0,60,  Y,121,273,60,15, +51.6, 233.3,139
08747_Thr1               , 2021-08-25 16:24:03,9%,19%,13%,7%,7%,  2.5,  3.7,60,  Y,121,273,60,15, +51.6, 265.3,171
08747_Thr2               , 2021-08-25 16:24:03,5%,8%,6%,0%,0%,  3.9,  7.3,60,  Y,121,273,60,15, +51.6, 265.3,192
08747_Thr3               , 2021-08-25 16:24:03,12%,23%,16%,9%,9%,  2.2,  3.1,60,  Y,121,273,60,15, +51.6, 265.3,161
08747_Thr4               , 2021-08-25 16:24:03,6%,10%,8%,1%,1%,  3.3,  5.6,60,  Y,121,273,60,15, +51.6, 265.3,185
08747_Thr5               , 2021-08-25 16:24:03,3%,1%,2%,0%,0%,  5.6, 16.1,60,  Y,121,273,60,15, +51.6, 265.3,207
08748_Thr1               , 2021-08-25 16:24:19,10%,11%,10%,1%,1%,  3.2,  5.6,60,  Y,121,273,60,15, +51.6, 230.6,175
08748_Thr2               , 2021-08-25 16:24:19,5%,5%,5%,0%,0%,  5.0, 11.9,60,  Y,121,273,60,15, +51.6, 230.6,193
08748_Thr3               , 2021-08-25 16:24:19,12%,14%,13%,1%,1%,  2.9,  4.8,60,  Y,121,273,60,15, +51.6, 230.6,166
08748_Thr4               , 2021-08-25 16:24:19,15%,17%,16%,2%,2%,  2.5,  4.1,60,  Y,121,273,60,15, +51.6, 230.6,159
08748_Thr5               , 2021-08-25 16:24:19,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 230.6,245
08749_Thr1               , 2021-08-25 16:24:37,12%,8%,10%,4%,4%,  3.4,  6.0,60,  Y,121,273,60,15, +51.6,  69.8,173
08749_Thr2               , 2021-08-25 16:24:37,2%,3%,2%,0%,0%,  5.2, 13.2,60,  Y,121,273,60,15, +51.6,  69.8,195
08749_Thr3               , 2021-08-25 16:24:37,3%,4%,3%,0%,0%,  4.6, 10.1,60,  Y,121,273,60,15, +51.6,  69.8,188
08749_Thr4               , 2021-08-25 16:24:37,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  69.8,248
08749_Thr5               , 2021-08-25 16:24:37,13%,9%,11%,5%,5%,  3.2,  5.4,60,  Y,121,273,60,15, +51.6,  69.8,166
08750_Thr1               , 2021-08-25 16:24:57,7%,14%,10%,6%,6%,  2.6,  3.9,60,  Y,121,273,60,15, +51.6,  66.2,174
08750_Thr2               , 2021-08-25 16:24:57,1%,8%,4%,1%,1%,  3.3,  5.7,60,  Y,121,273,60,15, +51.6,  66.2,189
08750_Thr3               , 2021-08-25 16:24:57,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  66.2,230
08750_Thr4               , 2021-08-25 16:24:57,12%,21%,16%,10%,10%,  2.1,  3.0,60,  Y,121,273,60,15, +51.6,  66.2,152
08750_Thr5               , 2021-08-25 16:24:57,96%,97%,96%,100%,100%,  0.1,  0.1,60,  Y,121,273,60,15, +51.6,  66.2,74
08751_Thr1               , 2021-08-25 16:25:15,14%,24%,18%,67%,67%,  2.0,  2.5,60,  Y,121,273,60,15, +51.6,  71.1,174
08751_Thr2               , 2021-08-25 16:25:15,10%,8%,9%,0%,0%,  3.6,  6.4,60,  Y,121,273,60,15, +51.6,  71.1,194
08751_Thr3               , 2021-08-25 16:25:15,19%,29%,23%,71%,71%,  1.7,  1.9,60,  Y,121,273,60,15, +51.6,  71.1,160
08751_Thr4               , 2021-08-25 16:25:15,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  71.1,227
08751_Thr5               , 2021-08-25 16:25:15,0%,0%,0%,0%,0%,  6.3, 24.8,60,  Y,121,273,60,15, +51.6,  71.1,208
08752_Thr1               , 2021-08-25 16:25:32,16%,22%,18%,92%,92%,  2.0,  2.5,60,  Y,121,273,60,15, +51.6,  93.2,172
08752_Thr2               , 2021-08-25 16:25:32,22%,28%,24%,94%,94%,  1.6,  1.9,60,  Y,121,273,60,15, +51.6,  93.2,158
08752_Thr3               , 2021-08-25 16:25:32,11%,13%,12%,74%,74%,  2.6,  3.7,60,  Y,121,273,60,15, +51.6,  93.2,189
08752_Thr4               , 2021-08-25 16:25:32,8%,4%,6%,0%,0%,  4.7, 10.3,60,  Y,121,273,60,15, +51.6,  93.2,203
08752_Thr5               , 2021-08-25 16:25:32,13%,19%,15%,91%,91%,  2.2,  2.9,60,  Y,121,273,60,15, +51.6,  93.2,179
08753_Thr1               , 2021-08-25 16:25:50,6%,13%,9%,51%,51%,  2.5,  3.6,60,  Y,121,273,60,15, +51.6, 132.4,174
08753_Thr2               , 2021-08-25 16:25:50,2%,7%,4%,44%,44%,  3.1,  5.0,60,  Y,121,273,60,15, +51.6, 132.4,184
08753_Thr3               , 2021-08-25 16:25:50,1%,2%,1%,0%,0%,  5.1, 12.4,60,  Y,121,273,60,15, +51.6, 132.4,199
08753_Thr4               , 2021-08-25 16:25:50,9%,17%,12%,56%,56%,  2.1,  3.0,60,  Y,121,273,60,15, +51.6, 132.4,162
08753_Thr5               , 2021-08-25 16:25:50,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 132.4,248
08754_Thr1               , 2021-08-25 16:26:07,13%,20%,16%,8%,8%,  2.4,  3.4,60,  Y,121,273,60,15, +51.6, 128.4,176
08754_Thr2               , 2021-08-25 16:26:07,2%,8%,4%,2%,2%,  3.5,  5.9,60,  Y,121,273,60,15, +51.6, 128.4,192
08754_Thr3               , 2021-08-25 16:26:07,16%,23%,19%,14%,14%,  2.1,  2.8,60,  Y,121,273,60,15, +51.6, 128.4,166
08754_Thr4               , 2021-08-25 16:26:07,18%,26%,21%,19%,19%,  1.9,  2.4,60,  Y,121,273,60,15, +51.6, 128.4,159
08754_Thr5               , 2021-08-25 16:26:07,0%,0%,0%,0%,0%,  6.7, 46.3,60,  Y,121,273,60,15, +51.6, 128.4,222
08755_Thr1               , 2021-08-25 16:26:46,15%,22%,18%,45%,45%,  2.1,  2.8,60,  Y,121,273,60,15, +51.6, 132.8,177
08755_Thr2               , 2021-08-25 16:26:46,19%,29%,23%,51%,51%,  1.6,  2.0,60,  Y,121,273,60,15, +51.6, 132.8,159
08755_Thr3               , 2021-08-25 16:26:46,16%,24%,19%,47%,47%,  1.9,  2.5,60,  Y,121,273,60,15, +51.6, 132.8,171
08755_Thr4               , 2021-08-25 16:26:46,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 132.8,230
08755_Thr5               , 2021-08-25 16:26:46,0%,0%,0%,0%,0%,  6.6, 43.3,60,  Y,121,273,60,15, +51.6, 132.8,218
08756_Thr1               , 2021-08-25 16:27:09,18%,18%,18%,60%,60%,  2.3,  3.1,60,  Y,121,273,60,15, +51.6,  12.6,176
08756_Thr2               , 2021-08-25 16:27:09,22%,22%,22%,63%,63%,  2.0,  2.6,60,  Y,121,273,60,15, +51.6,  12.6,163
08756_Thr3               , 2021-08-25 16:27:09,7%,2%,5%,0%,0%,  5.4, 14.5,60,  Y,121,273,60,15, +51.6,  12.6,207
08756_Thr4               , 2021-08-25 16:27:09,10%,10%,10%,55%,55%,  2.8,  4.3,60,  Y,121,273,60,15, +51.6,  12.6,189
08756_Thr5               , 2021-08-25 16:27:09,8%,2%,6%,0%,0%,  4.9, 11.8,60,  Y,121,273,60,15, +51.6,  12.6,201
08757_Thr1               , 2021-08-25 16:27:31,7%,6%,7%,0%,0%,  4.2,  8.4,60,  Y,121,273,60,15, +51.6, 291.3,172
08757_Thr2               , 2021-08-25 16:27:31,8%,6%,7%,0%,0%,  3.9,  7.7,60,  Y,121,273,60,15, +51.6, 291.3,167
08757_Thr3               , 2021-08-25 16:27:31,3%,2%,3%,0%,0%,  5.1, 12.4,60,  Y,121,273,60,15, +51.6, 291.3,189
08757_Thr4               , 2021-08-25 16:27:31,100%,100%,100%,100%,100%,  0.0,  0.1,60,  Y,121,273,60,15, +51.6, 291.3,56
08757_Thr5               , 2021-08-25 16:27:31,11%,9%,10%,0%,0%,  3.4,  6.4,60,  Y,121,273,60,15, +51.6, 291.3,157
08758_Thr1               , 2021-08-25 16:27:49,4%,7%,5%,62%,62%,  3.5,  5.8,60,  Y,121,273,60,15, +51.6, 251.3,189
08758_Thr2               , 2021-08-25 16:27:49,7%,10%,8%,69%,69%,  2.8,  4.3,60,  Y,121,273,60,15, +51.6, 251.3,176
08758_Thr3               , 2021-08-25 16:27:49,2%,1%,2%,0%,0%,  6.0, 19.4,60,  Y,121,273,60,15, +51.6, 251.3,201
08758_Thr4               , 2021-08-25 16:27:49,12%,17%,14%,77%,77%,  2.1,  3.0,60,  Y,121,273,60,15, +51.6, 251.3,158
08758_Thr5               , 2021-08-25 16:27:49,6%,9%,7%,67%,67%,  3.1,  4.8,60,  Y,121,273,60,15, +51.6, 251.3,181
08759_Thr1               , 2021-08-25 16:29:43,9%,9%,9%,85%,84%,  3.1,  4.9,60,  Y,121,273,60,15, +51.6, 136.2,189
08759_Thr2               , 2021-08-25 16:29:43,15%,14%,15%,88%,88%,  2.5,  3.6,60,  Y,121,273,60,15, +51.6, 136.2,174
08759_Thr3               , 2021-08-25 16:29:43,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 136.2,232
08759_Thr4               , 2021-08-25 16:29:43,23%,21%,22%,91%,91%,  2.0,  2.6,60,  Y,121,273,60,15, +51.6, 136.2,155
08759_Thr5               , 2021-08-25 16:29:43,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 136.2,223
08759B_Thr1              , 2021-08-25 16:30:27,10%,6%,8%,0%,0%,  4.0,  7.7,60,  Y,121,273,60,15, +51.6, 280.4,181
08759B_Thr2              , 2021-08-25 16:30:27,18%,12%,16%,0%,0%,  3.2,  5.6,60,  Y,121,273,60,15, +51.6, 280.4,159
08759B_Thr3              , 2021-08-25 16:30:27,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 280.4,220
08759B_Thr4              , 2021-08-25 16:30:27,15%,10%,13%,0%,0%,  3.5,  6.2,60,  Y,121,273,60,15, +51.6, 280.4,166
08759B_Thr5              , 2021-08-25 16:30:27,2%,3%,2%,0%,0%,  4.6,  9.6,60,  Y,121,273,60,15, +51.6, 280.4,189
08760_Thr1               , 2021-08-25 16:31:05,15%,16%,15%,42%,42%,  2.3,  3.2,60,  Y,121,273,60,15, +51.6,  47.5,157
08760_Thr2               , 2021-08-25 16:31:05,3%,4%,3%,19%,19%,  3.9,  7.2,60,  Y,121,273,60,15, +51.6,  47.5,195
08760_Thr3               , 2021-08-25 16:31:05,35%,37%,36%,72%,72%,  1.3,  1.4,60,  Y,121,273,60,15, +51.6,  47.5,117
08760_Thr4               , 2021-08-25 16:31:05,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  47.5,219
08760_Thr5               , 2021-08-25 16:31:05,23%,24%,23%,54%,54%,  1.8,  2.3,60,  Y,121,273,60,15, +51.6,  47.5,139
08761_Thr1               , 2021-08-25 16:31:36,9%,10%,9%,81%,81%,  3.1,  4.8,60,  Y,121,273,60,15, +51.6, 326.3,189
08761_Thr2               , 2021-08-25 16:31:36,14%,14%,14%,85%,85%,  2.5,  3.6,60,  Y,121,273,60,15, +51.6, 326.3,174
08761_Thr3               , 2021-08-25 16:31:36,10%,11%,10%,82%,82%,  2.9,  4.4,60,  Y,121,273,60,15, +51.6, 326.3,184
08761_Thr4               , 2021-08-25 16:31:36,20%,20%,20%,88%,88%,  2.1,  2.8,60,  Y,121,273,60,15, +51.6, 326.3,160
08761_Thr5               , 2021-08-25 16:31:36,23%,22%,23%,89%,89%,  2.0,  2.5,60,  Y,121,273,60,15, +51.6, 326.3,154
08762_Thr1               , 2021-08-25 16:31:55,12%,11%,12%,0%,0%,  3.6,  6.3,60,  Y,121,273,60,15, +51.6, 207.9,190
08762_Thr2               , 2021-08-25 16:31:55,19%,20%,19%,3%,3%,  2.5,  3.7,60,  Y,121,273,60,15, +51.6, 207.9,163
08762_Thr3               , 2021-08-25 16:31:55,17%,17%,17%,2%,2%,  2.8,  4.3,60,  Y,121,273,60,15, +51.6, 207.9,172
08762_Thr4               , 2021-08-25 16:31:55,5%,3%,4%,0%,0%,  5.3, 13.2,60,  Y,121,273,60,15, +51.6, 207.9,203
08762_Thr5               , 2021-08-25 16:31:55,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 207.9,220
08763_Thr1               , 2021-08-25 16:32:12,14%,10%,12%,3%,3%,  3.1,  5.1,60,  Y,121,273,60,15, +51.6, 213.4,174
08763_Thr2               , 2021-08-25 16:32:12,8%,5%,7%,1%,1%,  4.0,  7.7,60,  Y,121,273,60,15, +51.6, 213.4,190
08763_Thr3               , 2021-08-25 16:32:12,1%,0%,1%,0%,0%,  6.3, 24.6,60,  Y,121,273,60,15, +51.6, 213.4,209
08763_Thr4               , 2021-08-25 16:32:12,10%,7%,9%,2%,2%,  3.6,  6.3,60,  Y,121,273,60,15, +51.6, 213.4,182
08763_Thr5               , 2021-08-25 16:32:12,41%,38%,40%,24%,24%,  1.4,  1.7,60,  Y,121,273,60,15, +51.6, 213.4,116
08764_Thr1               , 2021-08-25 16:32:30,13%,9%,11%,2%,2%,  3.3,  5.5,60,  Y,121,273,60,15, +51.6, 217.2,175
08764_Thr2               , 2021-08-25 16:32:30,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 217.2,224
08764_Thr3               , 2021-08-25 16:32:30,4%,2%,3%,0%,0%,  5.3, 13.5,60,  Y,121,273,60,15, +51.6, 217.2,202
08764_Thr4               , 2021-08-25 16:32:30,9%,6%,8%,1%,1%,  3.7,  6.8,60,  Y,121,273,60,15, +51.6, 217.2,182
08764_Thr5               , 2021-08-25 16:32:30,7%,4%,6%,0%,0%,  4.3,  8.6,60,  Y,121,273,60,15, +51.6, 217.2,191
08765_Thr1               , 2021-08-25 16:32:49,15%,11%,13%,16%,16%,  2.9,  4.4,60,  Y,121,273,60,15, +51.6, 147.0,174
08765_Thr2               , 2021-08-25 16:32:49,10%,8%,9%,15%,15%,  3.1,  5.1,60,  Y,121,273,60,15, +51.6, 147.0,180
08765_Thr3               , 2021-08-25 16:32:49,5%,5%,5%,12%,12%,  3.6,  6.4,60,  Y,121,273,60,15, +51.6, 147.0,190
08765_Thr4               , 2021-08-25 16:32:49,2%,3%,2%,9%,9%,  4.4,  8.7,60,  Y,121,273,60,15, +51.6, 147.0,196
08765_Thr5               , 2021-08-25 16:32:49,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 147.0,243
08766_Thr1               , 2021-08-25 16:33:08,12%,13%,12%,61%,61%,  2.9,  4.3,60,  Y,121,273,60,15, +51.6, 211.2,190
08766_Thr2               , 2021-08-25 16:33:08,29%,25%,27%,89%,89%,  1.8,  2.2,60,  Y,121,273,60,15, +51.6, 211.2,159
08766_Thr3               , 2021-08-25 16:33:08,14%,14%,14%,65%,65%,  2.7,  3.9,60,  Y,121,273,60,15, +51.6, 211.2,185
08766_Thr4               , 2021-08-25 16:33:08,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +51.6, 211.2,247
08766_Thr5               , 2021-08-25 16:33:08,22%,19%,21%,78%,78%,  2.2,  3.0,60,  Y,121,273,60,15, +51.6, 211.2,173
08767_Thr1               , 2021-08-25 16:33:28,10%,5%,8%,1%,1%,  3.5,  6.2,60,  Y,121,273,60,15, +51.6, 100.9,176
08767_Thr2               , 2021-08-25 16:33:28,14%,8%,12%,2%,2%,  3.0,  5.1,60,  Y,121,273,60,15, +51.6, 100.9,165
08767_Thr3               , 2021-08-25 16:33:28,4%,2%,3%,0%,0%,  4.3,  8.6,60,  Y,121,273,60,15, +51.6, 100.9,189
08767_Thr4               , 2021-08-25 16:33:28,100%,100%,100%,100%,100%,  0.0,  0.3,60,  Y,121,273,60,15, +51.6, 100.9,53
08767_Thr5               , 2021-08-25 16:33:28,18%,10%,15%,2%,2%,  2.7,  4.4,60,  Y,121,273,60,15, +51.6, 100.9,157
08768_Thr1               , 2021-08-25 16:33:47,12%,8%,10%,1%,1%,  3.4,  5.8,60,  Y,121,273,60,15, +51.6,  94.3,177
