"","aufid","id","baumid","edvid","auf.x","nr","nralt","art","anzahl","repfl","alt","r","zf","ou","schicht","sonder","vdfv","kraft","dkrz1","dkrz2","ddauer","dmess","mh","d","a","e","h","hkschicht","hmod","hmodm","k","status","hbr","g0","g5","g10","g15","g20","g25","g30","g35","hmaxkb","hastfrei","sfg","sfe","bi","bemerk.baum","datum","Stempel","baumid.stammv","edvid.stammv","nr.stammv","art.stammv","auf.stammv","x","y","z","bemerk","datum.stammv","Stempel.stammv","auf.y","saison","monat","jahr","flha","flha_alt","qualitat","typ","umfang","dop","bstand","messh","repfac","dfmonat","dfjahr","bemerk.auf","pz","schluss","schichtung","schaft","krone","astig","bluemast","schaeden","vegetation"
"205","316313021","316313021133211",4634736,31631302,1,"133",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,160,0,0,160,13,160,"",NA,0,1,19.73,19.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634736,31631302,"133",211,1,14.735,-48.915,-0.49,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"206","316313021","31631302113322",4634616,31631302,1,"13",NA,322,1,1,131,"",NA,"O",-1,NA,2,20,543,0,0,543,13,543,"",NA,331,1,32.89,32.89,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Steilast!",2023-04-11,2023-04-11 11:12:29,4634616,31631302,"13",322,1,30.515,14.615,-1.19,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"207","316313021","316313021134211",4634737,31631302,1,"134",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,238,0,0,238,13,238,"",NA,0,1,24.42,24.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634737,31631302,"134",211,1,1.825,-57.115,-1.01,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"208","316313021","316313021135112",4634738,31631302,1,"135",NA,112,1,1,131,"",NA,"O",-1,NA,2,20,495,0,0,495,13,495,"",NA,0,1,31.94,31.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634738,31631302,"135",112,1,0.305000000000002,-57.245,-1.04,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"209","316313021","31631302114321",4634617,31631302,1,"14",NA,321,1,1,131,"",NA,"U",-1,NA,4,50,232,0,0,232,13,232,"",NA,0,1,23.79,23.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634617,31631302,"14",321,1,28.855,11.225,-0.99,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"210","316313021","31631302115321",4634618,31631302,1,"15",NA,321,1,1,131,"",NA,"U",-1,NA,4,50,275,0,0,275,13,275,"",NA,0,1,25.52,25.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634618,31631302,"15",321,1,25.645,12.115,-1.35,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"211","316313021","31631302116321",4634619,31631302,1,"16",NA,321,1,1,131,"",NA,"U",-1,NA,4,50,200,0,0,200,13,200,"",NA,0,1,22.22,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634619,31631302,"16",321,1,23.635,11.085,-1.4,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"212","316313021","31631302117211",4634620,31631302,1,"17",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,169,0,0,169,13,169,"",NA,0,1,20.38,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634620,31631302,"17",211,1,23.885,10.705,-1.35,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"213","316313021","31631302118311",4634621,31631302,1,"18",NA,311,1,1,131,"",NA,"O",-1,NA,1,10,912,0,0,912,13,912,"",NA,378,1,35.29,35.29,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634621,31631302,"18",311,1,24.195,8.285,-1.1,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"214","316313021","31631302119211",4634622,31631302,1,"19",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,217,0,0,217,13,217,"",NA,0,1,23.34,23.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634622,31631302,"19",211,1,26.505,7.125,-0.87,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"215","316313021","31631302120211",4634623,31631302,1,"20",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,121,0,0,121,13,121,"",NA,0,1,16.59,16.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634623,31631302,"20",211,1,27.795,5.19499999999999,-0.69,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"216","316313021","31631302121322",4634624,31631302,1,"21",NA,322,1,1,131,"",NA,"U",-1,NA,4,50,392,0,0,392,13,392,"",NA,0,1,30.44,30.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634624,31631302,"21",322,1,29.235,5.24499999999999,-0.56,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"217","316313021","3163130212221",4634605,31631302,1,"2",NA,221,1,1,131,"",NA,"U",-1,NA,4,50,227,0,0,227,13,227,"",NA,0,1,21.66,21.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634605,31631302,"2",221,1,59.535,-0.935000000000002,1.17,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"218","316313021","31631302122211",4634625,31631302,1,"22",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,208,0,0,208,13,208,"",NA,0,1,22.84,22.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634625,31631302,"22",211,1,29.595,5.07499999999999,-0.58,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"219","316313021","31631302123211",4634626,31631302,1,"23",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,195,0,0,195,13,195,"",NA,205,1,22.08,22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634626,31631302,"23",211,1,31.835,0.174999999999997,-0.35,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"220","316313021","31631302124321",4634627,31631302,1,"24",NA,321,1,1,131,"",NA,"O",-1,NA,2,20,516,0,0,516,13,516,"",NA,309,1,30.56,30.56,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634627,31631302,"24",321,1,27.915,-2.63500000000001,-0.41,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"221","316313021","31631302125321",4634628,31631302,1,"25",NA,321,1,1,131,"",NA,"U",-1,NA,4,50,142,0,0,142,13,142,"",NA,183,1,18.57,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634628,31631302,"25",321,1,30.625,-3.795,-0.27,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"222","316313021","31631302126211",4634629,31631302,1,"26",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,172,0,0,172,13,172,"",NA,0,1,20.59,20.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634629,31631302,"26",211,1,39.585,-4.45500000000001,0.4,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"223","316313021","31631302111321",4634614,31631302,1,"11",NA,321,1,1,131,"",NA,"O",-1,NA,2,20,545,0,0,545,13,545,"",NA,303,1,30.88,30.88,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634614,31631302,"11",321,1,34.895,8.045,-0.25,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"224","316313021","316313021114211",4634717,31631302,1,"114",NA,211,1,1,131,"",NA,"U",-1,NA,5,50,78,0,0,78,13,78,"",NA,0,1,12.48,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","angeschoben! Krbr.!",2023-04-11,2023-04-11 11:12:29,4634717,31631302,"114",211,1,28.235,-54.745,-0.12,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"225","316313021","316313021115211",4634718,31631302,1,"115",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,171,0,0,171,13,171,"",NA,0,1,20.52,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634718,31631302,"115",211,1,29.205,-54.805,-0.24,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"226","316313021","316313021116311",4634719,31631302,1,"116",NA,311,1,1,131,"",NA,"O",-1,NA,2,20,543,0,0,543,13,543,"",NA,298,1,32.57,32.57,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634719,31631302,"116",311,1,31.355,-56.105,-0.21,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"227","316313021","316313021117211",4634720,31631302,1,"117",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,277,0,0,277,13,277,"",NA,273,1,26.14,26.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634720,31631302,"117",211,1,34.015,-56.765,-0.28,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"228","316313021","316313021118321",4634721,31631302,1,"118",NA,321,1,1,131,"",NA,"U",-1,NA,4,50,196,0,0,196,13,196,"",NA,0,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634721,31631302,"118",321,1,33.725,-57.345,-0.37,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"229","316313021","316313021119323",4634722,31631302,1,"119",NA,323,1,1,131,"",NA,"U",-1,NA,4,50,317,0,0,317,13,317,"",NA,218,1,22.45,22.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634722,31631302,"119",323,1,46.545,-57.185,-0.4,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"230","316313021","31631302133221",4634636,31631302,1,"33",NA,221,1,1,131,"",NA,"U",-1,NA,4,50,189,0,0,189,13,189,"",NA,0,1,19.51,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634636,31631302,"33",221,1,61.905,-13.395,1.23,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"231","316313021","31631302134211",4634637,31631302,1,"34",NA,211,1,1,131,"",NA,"O",-1,NA,1,10,668,0,0,668,13,668,"",NA,0,1,33.26,33.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634637,31631302,"34",211,1,64.095,-14.005,1.4,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"232","316313021","31631302135211",4634638,31631302,1,"35",NA,211,1,1,131,"",NA,"O",-1,NA,2,30,375,0,0,375,13,375,"",NA,0,1,29.2,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634638,31631302,"35",211,1,65.605,-10.585,1.46,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"233","316313021","31631302136211",4634639,31631302,1,"36",NA,211,1,1,131,"",NA,"O",-1,NA,2,30,402,0,0,402,13,402,"",NA,0,1,29.82,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634639,31631302,"36",211,1,66.665,-7.87500000000001,1.56,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"234","316313021","31631302137211",4634640,31631302,1,"37",NA,211,1,1,131,"",NA,"O",-1,NA,2,30,442,0,0,442,13,442,"",NA,0,1,30.6,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634640,31631302,"37",211,1,66.615,-12.455,1.63,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"235","316313021","31631302138211",4634641,31631302,1,"38",NA,211,1,1,131,"",NA,"O",-1,NA,2,30,325,0,0,325,13,325,"",NA,0,1,27.82,27.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634641,31631302,"38",211,1,68.615,-18.635,1.54,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"236","316313021","31631302139221",4634642,31631302,1,"39",NA,221,1,1,131,"",NA,"U",-1,NA,4,50,225,0,0,225,13,225,"",NA,0,1,21.56,21.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634642,31631302,"39",221,1,67.545,-20.025,1.56,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"237","316313021","31631302140211",4634643,31631302,1,"40",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,245,0,0,245,13,245,"",NA,0,1,24.76,24.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634643,31631302,"40",211,1,67.275,-20.865,1.55,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"238","316313021","31631302141221",4634644,31631302,1,"41",NA,221,1,1,131,"",NA,"O",-1,NA,2,30,310,0,0,310,13,310,"",NA,0,1,25.17,25.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Art prüfen","",2023-04-11,2023-04-11 11:12:29,4634644,31631302,"41",221,1,66.675,-22.595,1.47,"Art geä (211)",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"239","316313021","31631302142211",4634645,31631302,1,"42",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,395,0,0,395,13,395,"",NA,256,1,29.66,29.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634645,31631302,"42",211,1,63.185,-28.255,0.93,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"240","316313021","3163130214321",4634607,31631302,1,"4",NA,321,1,1,30,"",NA,"U",-1,NA,4,50,141,0,0,141,13,141,"",NA,0,2,13.91,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634607,31631302,"4",321,1,60.855,3.815,1.11,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"241","316313021","31631302143221",4634646,31631302,1,"43",NA,221,1,1,131,"",NA,"U",-1,NA,4,50,228,0,0,228,13,228,"",NA,204,1,21.71,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634646,31631302,"43",221,1,59.055,-21.815,1.03,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"242","316313021","31631302144211",4634647,31631302,1,"44",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,208,0,0,208,13,208,"",NA,232,1,22.84,22.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634647,31631302,"44",211,1,59.225,-19.925,1.16,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"243","316313021","31631302145211",4634648,31631302,1,"45",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,140,0,0,140,13,140,"",NA,213,1,18.2,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634648,31631302,"45",211,1,57.675,-21.215,1.06,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"244","316313021","31631302146211",4634649,31631302,1,"46",NA,211,1,1,131,"",NA,"U",-1,NA,5,50,108,0,0,108,13,108,"",NA,0,1,15.42,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","niedergebogen!",2023-04-11,2023-04-11 11:12:29,4634649,31631302,"46",211,1,56.665,-17.765,1.13,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"245","316313021","31631302147221",4634650,31631302,1,"47",NA,221,1,1,131,"",NA,"U",-1,NA,4,50,169,0,0,169,13,169,"",NA,163,1,18.21,18.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634650,31631302,"47",221,1,55.855,-24.165,0.87,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"246","316313021","31631302148211",4634651,31631302,1,"48",NA,211,1,1,131,"",NA,"O",-1,NA,2,20,594,0,0,594,13,594,"",NA,355,1,32.63,32.63,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634651,31631302,"48",211,1,54.925,-24.775,0.95,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"247","316313021","31631302149211",4634652,31631302,1,"49",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,205,0,0,205,13,205,"",NA,212,1,22.67,22.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634652,31631302,"49",211,1,51.785,-18.735,0.76,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"248","316313021","31631302150211",4634653,31631302,1,"50",NA,211,1,1,131,"",NA,"O",-1,NA,1,20,613,0,0,613,13,613,"",NA,345,1,32.81,32.81,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634653,31631302,"50",211,1,50.415,-19.745,0.78,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"249","316313021","31631302151211",4634654,31631302,1,"51",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,188,0,0,188,13,188,"",NA,0,1,21.64,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634654,31631302,"51",211,1,48.025,-22.155,0.62,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"250","316313021","3163130215211",4634608,31631302,1,"5",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,267,0,0,267,13,267,"",NA,0,1,25.73,25.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Art prüfen","",2023-04-11,2023-04-11 11:12:29,4634608,31631302,"5",211,1,48.215,-0.565000000000005,0.76,"Art geä (221)",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"251","316313021","31631302152211",4634655,31631302,1,"52",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,183,0,0,183,13,183,"",NA,0,1,21.32,21.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634655,31631302,"52",211,1,50.645,-26.205,0.73,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"252","316313021","31631302153211",4634656,31631302,1,"53",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,170,0,0,170,13,170,"",NA,0,1,20.45,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634656,31631302,"53",211,1,47.545,-23.745,0.69,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"253","316313021","31631302154211",4634657,31631302,1,"54",NA,211,1,1,131,"",NA,"O",-1,NA,1,20,682,0,0,682,13,682,"",NA,331,1,33.36,33.36,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634657,31631302,"54",211,1,45.845,-25.325,0.72,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"254","316313021","31631302155211",4634658,31631302,1,"55",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,130,0,0,130,13,130,"",NA,0,1,17.37,17.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634658,31631302,"55",211,1,40.295,-16.875,0.42,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"255","316313021","31631302156211",4634659,31631302,1,"56",NA,211,1,1,131,"",NA,"O",-1,NA,2,20,545,0,0,545,13,545,"",NA,0,1,32.1,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634659,31631302,"56",211,1,34.585,-17.885,0.19,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"256","316313021","31631302157211",4634660,31631302,1,"57",NA,211,1,1,131,"",NA,"U",-1,NA,4,50,223,0,0,223,13,223,"",NA,0,1,23.66,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023-04-11,2023-04-11 11:12:29,4634660,31631302,"57",211,1,30.455,-15.255,-0.12,"",2023-04-11,2023-04-11 11:12:30,1,NA,3,2022,0.47,NA,1,"H","V","nein",2,NA,NA,4,2021,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
