"","bfhnr","jahr","nBaum"
"1573",80090,2016,1
"1574",80090,2017,1
"1575",80090,2018,1
"1576",80090,2019,1
"1577",80090,2020,1
"1578",80092,2007,5
"1579",80092,2008,5
"1580",80092,2009,5
"1581",80092,2010,5
"1582",80092,2011,5
"1583",80092,2012,5
"1584",80092,2013,5
"1585",80092,2014,4
"1586",80092,2015,1
"1587",80092,2016,2
"1588",80092,2017,2
"1589",80092,2018,2
"1590",80092,2019,1
"1591",80092,2020,1
"1592",80094,2005,8
"1593",80094,2006,8
"1594",80094,2007,8
"1595",80094,2008,7
"1596",80094,2009,7
"1597",80094,2010,7
"1598",80094,2011,7
"1599",80094,2012,8
"1600",80094,2013,8
"1601",80094,2014,7
"1602",80094,2015,6
"1603",80094,2016,6
"1604",80094,2017,6
"1605",80094,2018,5
"1606",80094,2019,5
"1607",80094,2020,5
"1608",80095,2009,1
"1609",80095,2010,1
"1610",80095,2011,1
"1611",80095,2012,1
"1612",80095,2013,1
"1613",80095,2014,1
"1614",80095,2015,1
"1615",80095,2016,1
"1616",80095,2017,1
"1617",80095,2018,1
"1618",80095,2019,1
"1619",80095,2020,1
"1620",80098,2005,1
"1621",80098,2006,1
"1622",80098,2007,1
"1623",80098,2008,1
"1624",80098,2009,1
"1625",80098,2010,1
"1626",80099,2011,1
"1627",80099,2012,1
"1628",80099,2013,1
"1629",80099,2014,1
"1630",80099,2015,1
"1631",80099,2016,1
"1632",80099,2017,1
"1633",80099,2018,1
"1634",80099,2019,1
"1635",80099,2020,3
"1636",80100,1983,1
"1637",80100,1984,2
"1638",80100,1985,2
"1639",80100,1986,3
"1640",80100,2005,4
"1641",80100,2006,4
"1642",80100,2007,4
"1643",80100,2008,4
"1644",80100,2009,7
"1645",80100,2010,7
"1646",80100,2011,7
"1647",80100,2012,7
"1648",80100,2013,7
"1649",80100,2014,7
"1650",80100,2015,7
"1651",80100,2016,7
"1652",80100,2017,2
"1653",80100,2018,2
"1654",80100,2019,2
"1655",80100,2020,2
"1656",80107,2019,1
"1657",80107,2020,1
"1658",80108,2005,2
"1659",80108,2006,2
"1660",80108,2007,2
"1661",80108,2008,2
"1662",80108,2009,2
"1663",80108,2010,3
"1664",80108,2011,3
"1665",80108,2012,3
"1666",80108,2013,3
"1667",80108,2014,3
"1668",80108,2015,3
"1669",80108,2016,3
"1670",80108,2017,3
"1671",80112,2013,1
"1672",80112,2014,1
"1673",80112,2015,1
"1674",80112,2016,1
"1675",80112,2017,1
"1676",80122,2005,11
"1677",80122,2006,11
"1678",80122,2007,10
"1679",80122,2008,10
"1680",80122,2009,11
"1681",80122,2010,11
"1682",80122,2011,11
"1683",80122,2012,11
"1684",80122,2013,11
"1685",80122,2014,12
"1686",80122,2015,12
"1687",80122,2016,11
"1688",80122,2017,11
"1689",80122,2018,9
"1690",80122,2019,9
"1691",80122,2020,8
"1692",80127,1991,1
"1693",80127,1994,1
"1694",80127,1997,1
"1695",80127,2001,1
"1696",80128,2013,1
"1697",80128,2014,1
"1698",80128,2015,1
"1699",80128,2016,1
"1700",80128,2017,1
"1701",80128,2018,1
"1702",80131,1983,2
"1703",80131,1984,1
"1704",80131,1985,1
"1705",80131,2013,3
"1706",80141,2005,7
"1707",80141,2006,7
"1708",80141,2007,7
"1709",80141,2008,7
"1710",80141,2009,7
"1711",80141,2010,7
"1712",80141,2011,7
"1713",80141,2012,7
"1714",80141,2013,7
"1715",80141,2014,7
"1716",80141,2015,7
"1717",80141,2016,5
"1718",80141,2017,6
"1719",80141,2018,6
"1720",80141,2019,6
"1721",80141,2020,6
"1722",80142,2005,2
"1723",80142,2006,2
"1724",80142,2010,1
"1725",80142,2011,1
"1726",80142,2012,1
"1727",80142,2013,2
"1728",80142,2014,2
"1729",80142,2015,2
"1730",80142,2016,2
"1731",80142,2017,2
"1732",80142,2018,1
"1733",80142,2019,1
"1734",80142,2020,1
"1735",80143,1983,3
"1736",80143,1984,3
"1737",80143,1985,3
"1738",80143,1986,3
"1739",80164,1983,1
"1740",80164,1984,1
"1741",80164,1985,1
"1742",80164,1986,1
"1743",80164,1989,1
"1744",80164,1991,1
"1745",80164,1994,1
"1746",80164,1997,1
"1747",80164,2001,2
"1748",80164,2005,2
"1749",80164,2006,2
"1750",80164,2007,2
"1751",80164,2008,2
"1752",80164,2009,2
"1753",80164,2010,2
"1754",80164,2011,2
"1755",80164,2012,2
"1756",80164,2013,2
"1757",80164,2014,2
"1758",80164,2015,2
"1759",80164,2016,1
"1760",80164,2017,1
"1761",80166,1984,1
"1762",80166,2005,4
"1763",80166,2006,4
"1764",80166,2007,3
"1765",80166,2008,3
"1766",80166,2009,1
"1767",80166,2010,1
"1768",80166,2011,1
"1769",80178,1985,6
"1770",80178,1986,8
"1771",80178,2005,18
"1772",80178,2006,18
"1773",80178,2007,18
"1774",80178,2008,18
"1775",80178,2009,18
"1776",80178,2010,19
"1777",80178,2011,19
"1778",80178,2012,19
"1779",80178,2013,19
"1780",80178,2014,19
"1781",80178,2015,19
"1782",80178,2016,19
"1783",80178,2017,19
"1784",80178,2018,19
"1785",80178,2019,19
"1786",80178,2020,19
"1787",80180,2005,1
"1788",80180,2006,1
"1789",80180,2007,1
"1790",80180,2008,1
"1791",80180,2009,1
"1792",80180,2010,1
"1793",80180,2011,1
"1794",80180,2012,1
"1795",80180,2013,1
"1796",80180,2014,1
"1797",80180,2015,1
"1798",80180,2016,1
"1799",80180,2017,1
"1800",80180,2018,1
"1801",80180,2019,1
"1802",80180,2020,1
"1803",80182,1984,3
"1804",80182,1985,3
"1805",80182,1986,3
"1806",80183,2005,17
"1807",80183,2006,17
"1808",80183,2007,17
"1809",80183,2008,17
"1810",80183,2009,14
"1811",80183,2010,14
"1812",80183,2011,14
"1813",80183,2012,14
"1814",80183,2013,14
"1815",80183,2014,14
"1816",80183,2015,14
"1817",80183,2016,14
"1818",80183,2017,14
"1819",80183,2018,14
"1820",80183,2019,14
"1821",80183,2020,14
"1822",80184,2005,2
"1823",80184,2006,2
"1824",80184,2007,2
"1825",80184,2008,2
"1826",80184,2009,2
"1827",80184,2010,2
"1828",80184,2011,2
"1829",80184,2012,2
"1830",80184,2013,2
"1831",80184,2014,2
"1832",80184,2015,2
"1833",80184,2016,2
"1834",80184,2017,2
"1835",80189,1985,5
"1836",80189,1986,3
"1837",80189,2006,20
"1838",80189,2007,20
"1839",80189,2008,19
"1840",80189,2009,19
"1841",80189,2010,19
"1842",80189,2011,19
"1843",80189,2012,19
"1844",80189,2013,19
"1845",80189,2014,19
"1846",80189,2015,19
"1847",80189,2016,19
"1848",80189,2017,19
"1849",80189,2018,19
"1850",80189,2019,19
"1851",80189,2020,19
"1852",80199,1989,4
"1853",80199,1991,4
"1854",80199,1994,4
"1855",80199,1997,6
"1856",80199,2001,6
"1857",80199,2005,7
"1858",80199,2006,7
"1859",80199,2007,7
"1860",80199,2008,12
"1861",80199,2009,12
"1862",80199,2010,12
"1863",80199,2011,12
"1864",80199,2012,12
"1865",80199,2013,12
"1866",80199,2014,12
"1867",80199,2015,12
"1868",80199,2016,12
"1869",80199,2017,12
"1870",80199,2018,12
"1871",80200,2006,2
"1872",80200,2007,2
"1873",80200,2008,2
"1874",80200,2009,2
"1875",80200,2010,2
"1876",80200,2011,2
"1877",80200,2012,2
"1878",80200,2013,2
"1879",80200,2014,2
"1880",80200,2015,2
"1881",80200,2016,2
"1882",80200,2017,2
"1883",80200,2018,2
"1884",80200,2019,2
"1885",80200,2020,2
"1886",80202,1985,6
"1887",80202,1986,6
"1888",80202,1989,8
"1889",80202,1991,8
"1890",80202,1994,9
"1891",80202,1997,9
"1892",80202,2001,8
"1893",80202,2005,9
"1894",80202,2006,10
"1895",80202,2007,10
"1896",80202,2008,10
"1897",80202,2009,10
"1898",80202,2010,10
"1899",80202,2011,10
"1900",80202,2012,10
"1901",80202,2013,11
"1902",80202,2014,11
"1903",80202,2015,11
"1904",80202,2016,11
"1905",80202,2017,11
"1906",80202,2018,12
"1907",80202,2019,12
"1908",80202,2020,12
"1909",80203,1984,3
"1910",80203,1985,3
"1911",80203,1986,2
"1912",80203,2005,8
"1913",80203,2006,8
"1914",80203,2007,8
"1915",80203,2008,8
"1916",80203,2009,8
"1917",80203,2010,8
"1918",80203,2011,8
"1919",80203,2012,8
"1920",80203,2013,8
"1921",80203,2014,8
"1922",80203,2015,8
"1923",80203,2016,8
"1924",80203,2017,8
"1925",80203,2018,8
"1926",80203,2019,8
"1927",80203,2020,8
"1928",80205,1985,4
"1929",80205,1986,4
"1930",80205,1989,4
"1931",80205,1991,5
"1932",80205,1994,5
"1933",80205,1997,8
"1934",80205,2001,8
"1935",80205,2005,8
"1936",80205,2006,8
"1937",80205,2007,8
"1938",80205,2008,8
"1939",80205,2009,8
"1940",80205,2010,8
"1941",80205,2011,8
"1942",80205,2012,8
"1943",80205,2013,8
"1944",80205,2014,8
"1945",80205,2015,8
"1946",80205,2016,8
"1947",80205,2017,8
"1948",80205,2018,8
"1949",80205,2019,8
"1950",80205,2020,8
"1951",80206,1985,21
"1952",80206,1986,21
"1953",80206,2005,22
"1954",80206,2006,22
"1955",80206,2007,21
"1956",80206,2008,21
"1957",80206,2009,21
"1958",80206,2010,21
"1959",80206,2011,21
"1960",80206,2012,21
"1961",80206,2013,21
"1962",80206,2014,21
"1963",80206,2015,21
"1964",80206,2016,21
"1965",80206,2017,20
"1966",80206,2018,20
"1967",80206,2019,20
"1968",80206,2020,16
"1969",80207,1985,2
"1970",80207,1986,2
"1971",80207,1989,2
"1972",80207,1991,2
"1973",80207,1994,2
"1974",80207,1997,3
"1975",80207,2001,4
"1976",80207,2005,6
"1977",80207,2006,7
"1978",80207,2007,7
"1979",80207,2008,7
"1980",80207,2009,7
"1981",80207,2010,7
"1982",80207,2011,7
"1983",80207,2012,7
"1984",80207,2013,7
"1985",80207,2014,7
"1986",80207,2015,7
"1987",80207,2016,7
"1988",80207,2017,7
"1989",80207,2018,7
"1990",80207,2019,7
"1991",80207,2020,7
"1992",80211,1984,1
"1993",80211,2012,1
"1994",80211,2013,1
"1995",80211,2014,1
"1996",80211,2015,1
"1997",80211,2016,1
"1998",80211,2017,1
"1999",80213,2005,3
"2000",80213,2006,3
"2001",80213,2007,3
"2002",80213,2008,3
"2003",80213,2009,4
"2004",80213,2010,4
"2005",80213,2011,4
"2006",80213,2012,4
"2007",80213,2013,4
"2008",80213,2014,4
"2009",80213,2015,4
"2010",80213,2016,4
"2011",80213,2017,4
"2012",80213,2018,4
"2013",80213,2019,4
"2014",80213,2020,4
"2015",80215,1985,3
"2016",80215,1986,1
"2017",80215,2005,6
"2018",80215,2006,6
"2019",80215,2007,6
"2020",80215,2008,6
"2021",80215,2009,6
"2022",80215,2010,6
"2023",80215,2011,6
"2024",80215,2012,6
"2025",80215,2013,6
"2026",80215,2014,6
"2027",80215,2015,6
"2028",80215,2016,6
"2029",80215,2017,6
"2030",80215,2018,6
"2031",80215,2019,6
"2032",80215,2020,6
"2033",80217,1985,4
"2034",80217,1986,3
"2035",80217,1987,2
"2036",80217,1988,3
"2037",80217,2005,3
"2038",80217,2006,5
"2039",80217,2007,5
"2040",80217,2008,5
"2041",80217,2009,5
"2042",80217,2010,5
"2043",80217,2011,5
"2044",80217,2012,6
"2045",80217,2013,6
"2046",80217,2014,6
"2047",80217,2015,6
"2048",80217,2016,6
"2049",80217,2017,6
"2050",80217,2018,6
"2051",80217,2019,6
"2052",80217,2020,6
"2053",80221,1997,6
"2054",80221,2001,6
"2055",80221,2005,6
"2056",80221,2006,4
"2057",80221,2007,4
"2058",80221,2008,4
"2059",80221,2009,4
"2060",80221,2010,4
"2061",80221,2011,4
"2062",80221,2012,4
"2063",80221,2013,4
"2064",80221,2014,4
"2065",80221,2015,4
"2066",80221,2016,4
"2067",80221,2017,4
"2068",80221,2018,4
"2069",80221,2019,4
"2070",80221,2020,5
"2071",80222,1985,1
"2072",80222,1986,1
"2073",80222,2005,3
"2074",80222,2006,3
"2075",80222,2007,3
"2076",80222,2008,3
"2077",80222,2009,3
"2078",80222,2010,3
"2079",80222,2011,3
"2080",80222,2012,3
"2081",80222,2013,3
"2082",80222,2014,3
"2083",80222,2015,3
"2084",80222,2016,4
"2085",80222,2017,4
"2086",80222,2018,4
"2087",80222,2019,4
"2088",80222,2020,4
"2089",80223,1985,10
"2090",80223,1986,11
"2091",80223,1989,11
"2092",80223,1991,10
"2093",80223,1994,10
"2094",80223,1997,10
"2095",80223,2001,9
"2096",80223,2005,9
"2097",80223,2006,8
"2098",80223,2007,8
"2099",80223,2008,8
"2100",80223,2009,8
"2101",80223,2010,8
"2102",80223,2011,8
"2103",80223,2012,8
"2104",80223,2013,8
"2105",80223,2014,8
"2106",80223,2015,6
"2107",80223,2016,6
"2108",80223,2017,6
"2109",80223,2018,6
"2110",80223,2019,6
"2111",80223,2020,6
"2112",80224,2005,12
"2113",80224,2006,12
"2114",80224,2007,12
"2115",80224,2008,12
"2116",80224,2009,12
"2117",80224,2010,13
"2118",80224,2011,13
"2119",80224,2012,13
"2120",80224,2013,13
"2121",80224,2014,12
"2122",80224,2015,12
"2123",80224,2016,12
"2124",80224,2017,12
"2125",80224,2018,13
"2126",80224,2019,13
"2127",80224,2020,12
"2128",80225,1985,1
"2129",80225,1986,1
"2130",80225,2005,8
"2131",80225,2006,8
"2132",80225,2007,8
"2133",80225,2008,9
"2134",80225,2009,9
"2135",80225,2010,9
"2136",80225,2011,9
"2137",80225,2012,7
"2138",80225,2013,7
"2139",80225,2014,7
"2140",80225,2015,7
"2141",80225,2016,4
"2142",80225,2017,4
"2143",80225,2018,4
"2144",80225,2019,4
"2145",80225,2020,4
"2146",80229,1984,2
"2147",80229,1985,2
"2148",80229,1986,2
"2149",80229,2005,5
"2150",80229,2006,5
"2151",80229,2007,6
"2152",80229,2008,6
"2153",80229,2009,6
"2154",80229,2010,6
"2155",80229,2011,6
"2156",80229,2012,6
"2157",80229,2013,6
"2158",80229,2014,6
"2159",80229,2015,6
"2160",80229,2016,2
"2161",80229,2017,2
"2162",80229,2018,2
"2163",80229,2019,2
"2164",80229,2020,2
"2165",80230,1984,7
"2166",80230,1985,7
"2167",80230,1986,7
"2168",80230,2005,9
"2169",80230,2006,9
"2170",80230,2007,9
"2171",80230,2008,9
"2172",80230,2009,9
"2173",80230,2010,9
"2174",80230,2011,9
"2175",80230,2012,10
"2176",80230,2013,9
"2177",80230,2014,9
"2178",80230,2015,9
"2179",80230,2016,9
"2180",80230,2017,9
"2181",80230,2018,9
"2182",80233,1985,20
"2183",80233,1986,18
"2184",80234,1994,1
"2185",80234,1997,1
"2186",80234,2001,1
"2187",80234,2006,2
"2188",80234,2007,2
"2189",80234,2008,2
"2190",80234,2009,2
"2191",80234,2010,2
"2192",80234,2011,2
"2193",80234,2012,2
"2194",80234,2013,2
"2195",80234,2014,2
"2196",80235,1985,3
"2197",80235,1986,3
"2198",80235,1989,3
"2199",80235,1991,3
"2200",80235,1994,5
"2201",80235,1997,6
"2202",80235,2001,6
"2203",80235,2005,6
"2204",80235,2006,6
"2205",80235,2007,6
"2206",80235,2008,6
"2207",80235,2009,6
"2208",80235,2010,6
"2209",80235,2011,6
"2210",80235,2012,6
"2211",80235,2013,7
"2212",80235,2014,7
"2213",80235,2015,7
"2214",80235,2016,7
"2215",80235,2017,7
"2216",80235,2018,7
"2217",80235,2019,7
"2218",80235,2020,4
"2219",80236,1985,1
"2220",80236,1986,1
"2221",80236,2012,1
"2222",80236,2013,1
"2223",80236,2014,1
"2224",80236,2015,1
"2225",80236,2016,1
"2226",80236,2017,1
"2227",80236,2018,1
"2228",80236,2019,1
"2229",80236,2020,1
"2230",80237,1985,6
"2231",80237,1986,6
"2232",80237,2009,1
"2233",80237,2010,2
"2234",80237,2011,2
"2235",80237,2012,2
"2236",80237,2013,2
"2237",80237,2014,2
"2238",80237,2015,2
"2239",80237,2016,2
"2240",80237,2017,2
"2241",80237,2018,1
"2242",80237,2019,1
"2243",80237,2020,1
"2244",80238,1985,16
"2245",80238,1986,12
"2246",80238,2005,14
"2247",80238,2006,14
"2248",80238,2007,15
"2249",80238,2008,15
"2250",80238,2009,15
"2251",80238,2010,15
"2252",80238,2011,15
"2253",80238,2012,16
"2254",80238,2013,16
"2255",80238,2014,16
"2256",80238,2015,16
"2257",80238,2016,17
"2258",80238,2017,17
"2259",80238,2018,17
"2260",80238,2019,17
"2261",80238,2020,17
"2262",80239,2009,1
"2263",80239,2010,1
"2264",80239,2011,1
"2265",80239,2012,1
"2266",80239,2013,1
"2267",80239,2014,1
"2268",80239,2015,1
"2269",80239,2016,1
"2270",80239,2017,1
"2271",80239,2018,1
"2272",80239,2019,1
"2273",80241,2005,1
"2274",80241,2006,1
"2275",80241,2007,1
"2276",80241,2008,1
"2277",80241,2009,1
"2278",80241,2010,1
"2279",80241,2011,1
"2280",80241,2012,1
"2281",80241,2013,1
"2282",80241,2014,1
"2283",80241,2015,1
"2284",80241,2016,1
"2285",80241,2017,1
"2286",80241,2018,1
"2287",80241,2019,1
"2288",80241,2020,1
"2289",80244,2013,1
"2290",80244,2014,1
"2291",80244,2015,1
"2292",80244,2016,1
"2293",80244,2017,1
"2294",80244,2018,1
"2295",80244,2019,1
"2296",80244,2020,2
"2297",80249,2012,1
"2298",80249,2013,1
"2299",80249,2014,1
"2300",80249,2015,1
"2301",80249,2016,1
"2302",80249,2017,1
"2303",80249,2018,1
"2304",80249,2019,1
"2305",80249,2020,1
"2306",80256,2005,2
"2307",80256,2006,2
"2308",80256,2007,2
"2309",80256,2008,2
"2310",80256,2009,2
"2311",80256,2010,2
"2312",80256,2011,2
"2313",80256,2012,1
"2314",80256,2013,1
"2315",80256,2014,1
"2316",80256,2015,1
"2317",80256,2016,1
"2318",80256,2017,1
"2319",80256,2018,1
"2320",80256,2019,1
"2321",80256,2020,1
"2322",80259,1985,7
"2323",80259,1986,7
"2324",80259,1987,7
"2325",80259,1988,8
"2326",80259,1989,8
"2327",80259,1990,8
"2328",80259,1991,8
"2329",80259,1992,8
"2330",80259,1993,8
"2331",80259,1994,8
"2332",80259,1995,8
"2333",80259,1996,8
"2334",80259,1997,9
"2335",80259,1998,9
"2336",80259,1999,9
"2337",80259,2000,9
"2338",80259,2001,8
"2339",80259,2002,8
"2340",80259,2003,8
"2341",80259,2004,8
"2342",80259,2005,8
"2343",80259,2006,9
"2344",80259,2007,9
"2345",80259,2008,9
"2346",80259,2009,9
"2347",80259,2010,9
"2348",80259,2011,9
"2349",80259,2012,9
"2350",80259,2013,9
"2351",80259,2014,9
"2352",80259,2015,9
"2353",80259,2016,9
"2354",80265,1988,5
"2355",80265,1989,3
"2356",80266,2001,1
"2357",80266,2002,1
"2358",80266,2003,1
"2359",80266,2004,1
"2360",80266,2005,1
"2361",80266,2006,1
"2362",80266,2007,1
"2363",80266,2008,1
"2364",80266,2009,1
"2365",80266,2010,1
"2366",80266,2011,1
"2367",80266,2012,1
"2368",80266,2013,1
"2369",80266,2014,1
"2370",80266,2015,1
"2371",80266,2016,1
"2372",80266,2017,1
"2373",80266,2018,1
"2374",80266,2019,1
"2375",80266,2020,1
"2376",80276,1984,6
"2377",80276,1985,6
"2378",80276,1986,6
"2379",80276,1987,6
"2380",80276,1988,6
"2381",80276,1989,6
"2382",80276,1990,5
"2383",80276,1991,5
"2384",80276,1992,5
"2385",80276,1993,5
"2386",80276,1994,5
"2387",80276,1995,5
"2388",80276,1996,5
"2389",80276,1997,5
"2390",80276,1998,5
"2391",80276,1999,5
"2392",80276,2000,5
"2393",80276,2001,5
"2394",80276,2002,5
"2395",80276,2003,5
"2396",80276,2004,5
"2397",80276,2005,5
"2398",80276,2006,5
"2399",80276,2007,4
"2400",80276,2008,6
"2401",80276,2009,7
"2402",80276,2010,7
"2403",80276,2011,6
"2404",80276,2012,6
"2405",80276,2013,6
"2406",80276,2014,6
"2407",80276,2015,6
"2408",80276,2016,7
"2409",80276,2017,9
"2410",80276,2018,9
"2411",80276,2019,9
"2412",80276,2020,10
"2413",80277,2002,9
"2414",80277,2003,8
"2415",80277,2004,8
"2416",80277,2005,8
"2417",80277,2006,8
"2418",80277,2007,8
"2419",80277,2008,8
"2420",80277,2009,8
"2421",80277,2010,8
"2422",80278,1996,1
"2423",80278,1997,1
"2424",80278,1998,1
"2425",80278,1999,1
"2426",80278,2000,1
"2427",80278,2001,1
"2428",80278,2002,1
"2429",80278,2003,1
"2430",80278,2004,1
"2431",80278,2005,1
"2432",80278,2006,1
"2433",80278,2007,1
"2434",80278,2008,1
"2435",80278,2009,1
"2436",80278,2010,1
"2437",80286,1985,5
"2438",80286,1986,5
"2439",80286,1987,5
"2440",80286,1988,5
"2441",80286,1989,5
"2442",80286,1990,5
"2443",80286,1991,5
"2444",80286,1992,5
"2445",80286,1993,5
"2446",80286,1994,5
"2447",80286,1995,5
"2448",80286,1996,5
"2449",80286,1997,4
"2450",80286,1998,4
"2451",80286,1999,4
"2452",80286,2000,4
"2453",80286,2001,5
"2454",80286,2002,5
"2455",80286,2003,5
"2456",80286,2004,5
"2457",80286,2005,5
"2458",80286,2006,5
"2459",80286,2007,5
"2460",80286,2008,4
"2461",80286,2009,4
"2462",80286,2010,4
"2463",80286,2011,4
"2464",80286,2012,4
"2465",80286,2013,4
"2466",80286,2014,4
"2467",80286,2015,4
"2468",80286,2016,4
"2469",80286,2017,4
"2470",80286,2018,4
"2471",80286,2019,3
"2472",80286,2020,3
"2473",80298,1984,1
"2474",80298,1985,1
"2475",80298,1986,1
"2476",80298,1987,1
"2477",80298,1988,1
"2478",80298,1989,1
"2479",80298,1990,1
"2480",80298,1991,1
"2481",80298,1992,1
"2482",80298,1993,1
"2483",80298,1994,1
"2484",80298,1995,1
"2485",80298,1996,1
"2486",80298,1997,1
"2487",80298,1998,2
"2488",80298,1999,2
"2489",80298,2000,1
"2490",80298,2001,1
"2491",80298,2002,1
"2492",80298,2003,1
"2493",80298,2004,1
"2494",80298,2005,1
"2495",80298,2006,1
"2496",80298,2007,1
"2497",80298,2008,1
"2498",80298,2009,1
"2499",80298,2010,1
"2500",80298,2011,1
"2501",80298,2012,1
"2502",80298,2013,1
"2503",80298,2014,1
"2504",80298,2015,1
"2505",80298,2016,1
"2506",80298,2017,1
"2507",80298,2018,1
"2508",80298,2019,1
"2509",80298,2020,1
"2510",80300,2008,5
"2511",80300,2009,5
"2512",80300,2010,11
"2513",80300,2011,11
"2514",80300,2012,11
"2515",80300,2013,11
"2516",80300,2014,11
"2517",80300,2015,11
"2518",80300,2016,11
"2519",80300,2017,11
"2520",80300,2018,11
"2521",80300,2019,11
"2522",80300,2020,11
"2523",80302,1986,1
"2524",80302,1991,1
"2525",80302,1992,1
"2526",80302,2002,1
"2527",80302,2003,1
"2528",80302,2004,1
"2529",80302,2005,1
"2530",80302,2006,1
"2531",80302,2007,1
"2532",80302,2008,1
"2533",80302,2009,1
"2534",80302,2010,1
"2535",80302,2011,1
"2536",80302,2012,1
"2537",80302,2013,1
"2538",80302,2014,1
"2539",80302,2015,1
"2540",80302,2016,1
"2541",80302,2017,1
"2542",80302,2018,1
"2543",80302,2019,1
"2544",80302,2020,1
"2545",80305,1998,1
"2546",80305,1999,1
"2547",80305,2000,1
"2548",80305,2001,1
"2549",80305,2002,1
"2550",80305,2013,1
"2551",80305,2019,1
"2552",80305,2020,1
"2553",80307,1985,1
"2554",80307,1986,1
"2555",80307,1987,1
"2556",80307,1988,1
"2557",80307,1989,1
"2558",80307,1990,1
"2559",80307,1991,1
"2560",80307,1992,1
"2561",80307,1993,1
"2562",80307,1994,1
"2563",80307,1995,1
"2564",80307,1996,1
"2565",80307,1997,1
"2566",80307,1998,1
"2567",80307,1999,1
"2568",80307,2000,1
"2569",80307,2001,1
"2570",80307,2002,1
"2571",80307,2003,1
"2572",80307,2004,1
"2573",80307,2005,1
"2574",80307,2006,1
"2575",80307,2007,1
"2576",80307,2008,1
"2577",80307,2009,1
"2578",80307,2010,1
"2579",80307,2011,1
"2580",80307,2012,1
"2581",80307,2013,1
"2582",80307,2014,1
"2583",80307,2015,1
"2584",80307,2016,1
"2585",80307,2017,1
"2586",80307,2018,1
"2587",80307,2019,1
"2588",80307,2020,1
"2589",90502,2014,3
"2590",90502,2015,3
"2591",90502,2016,3
"2592",90502,2017,3
"2593",90502,2018,3
"2594",90502,2019,3
"2595",90502,2020,3
"2596",90521,2007,5
"2597",90521,2008,5
"2598",90521,2009,7
"2599",90521,2010,7
"2600",90521,2011,5
"2601",90521,2012,5
"2602",90521,2013,7
"2603",90521,2014,7
"2604",90521,2015,7
"2605",90521,2016,7
"2606",90521,2017,7
"2607",90521,2018,7
"2608",90521,2019,7
"2609",90521,2020,7
"2610",90537,2007,12
"2611",90537,2008,12
"2612",90537,2011,12
"2613",90539,2020,1
"2614",90540,2013,7
"2615",90540,2014,9
"2616",90540,2015,9
"2617",90540,2016,9
"2618",90540,2017,8
"2619",90540,2018,8
"2620",90540,2019,8
"2621",90540,2020,6
"2622",90542,2007,7
"2623",90542,2008,10
"2624",90542,2009,8
"2625",90543,2007,3
"2626",90543,2008,3
"2627",90543,2009,3
"2628",90543,2010,3
"2629",90543,2011,3
"2630",90543,2012,3
"2631",90543,2013,3
"2632",90543,2016,3
"2633",90543,2017,5
"2634",90543,2018,5
"2635",90543,2019,5
"2636",90543,2020,5
"2637",90546,2007,2
"2638",90546,2008,2
"2639",90546,2011,2
"2640",90549,2007,10
"2641",90549,2008,10
"2642",90549,2009,12
"2643",90549,2010,12
"2644",90549,2011,10
"2645",90549,2012,10
"2646",90549,2013,12
"2647",90549,2014,16
"2648",90549,2015,13
"2649",90549,2016,13
"2650",90549,2017,14
"2651",90549,2018,12
"2652",90549,2019,12
"2653",90549,2020,12
"2654",90559,2007,9
"2655",90559,2008,9
"2656",90559,2009,9
"2657",90559,2010,9
"2658",90559,2011,8
"2659",90559,2012,9
"2660",90559,2013,9
"2661",90559,2014,9
"2662",90559,2015,9
"2663",90559,2016,8
"2664",90559,2017,9
"2665",90559,2018,9
"2666",90559,2019,10
"2667",90559,2020,8
"2668",90561,2007,15
"2669",90561,2008,15
"2670",90561,2009,15
"2671",90561,2010,15
"2672",90561,2011,15
"2673",90561,2012,15
"2674",90561,2013,15
"2675",90561,2014,14
"2676",90561,2015,14
"2677",90561,2016,13
"2678",90561,2017,14
"2679",90561,2018,14
"2680",90561,2019,6
"2681",90561,2020,6
"2682",90575,2007,20
"2683",90575,2008,25
"2684",90575,2011,19
"2685",90577,2007,13
"2686",90577,2008,13
"2687",90577,2009,14
"2688",90577,2010,14
"2689",90577,2011,12
"2690",90577,2012,13
"2691",90577,2013,14
"2692",90577,2014,13
"2693",90577,2015,12
"2694",90577,2016,12
"2695",90577,2017,12
"2696",90577,2018,12
"2697",90577,2019,12
"2698",90577,2020,12
"2699",90582,2007,13
"2700",90582,2008,13
"2701",90582,2009,15
"2702",90582,2010,15
"2703",90582,2011,12
"2704",90582,2012,14
"2705",90582,2013,15
"2706",90582,2014,15
"2707",90582,2015,16
"2708",90582,2016,16
"2709",90582,2017,16
"2710",90582,2018,16
"2711",90582,2019,14
"2712",90582,2020,14
"2713",90583,2007,2
"2714",90583,2008,2
"2715",90583,2009,2
"2716",90583,2010,2
"2717",90583,2011,2
"2718",90583,2012,2
"2719",90583,2013,2
"2720",90583,2014,1
"2721",90583,2015,3
"2722",90583,2016,3
"2723",90583,2017,3
"2724",90583,2018,3
"2725",90583,2019,3
"2726",90583,2020,3
"2727",90587,2007,2
"2728",90587,2008,2
"2729",90587,2009,2
"2730",90587,2010,2
"2731",90587,2011,2
"2732",90587,2012,2
"2733",90587,2013,2
"2734",90587,2014,3
"2735",90587,2015,3
"2736",90587,2016,3
"2737",90587,2017,3
