Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,Esche,58,50,,85,76,,1,,,,,,,,
,NO,,Esche,88,80,,92,83,,1,,,,,,,,
,,,Esche,80,77,,,,,1,,,,,,,,
,,,Esche,43,39,,78,74,,1,,,,,,,,
,,,Esche,64,60,,72,68,,1,,,,,,,,
,,,Esche,66,60,,94,86,,1,,,,,,,,
,,,Esche,77,74,70,88,85,80,2,,,,,,1,,
,SO,,Esche,75,67,57,88,80,64,1,,,,,,,,
,,,Esche,68,63,,72,67,,1,,,,,,,,
,,,Esche,76,69,64,78,70,66,1,,,,,,,,
,,,BAh,58,,,64,,,,,,,,,,,
,,,Esche,48,47,45,77,76,74,2,,,,,,1,,
,,,Esche,61,57,54,79,75,71,1,,,,,,,,
,,,BAh,91,87,84,105,102,99,,,,,,,,,
,,,RBu,166,159,151,172,162,152,,,,,,,,,
,,,BAh,82,79,76,,,,,,,,,,,,
,SW,,Esche,86,84,78,89,86,79,1,,,,,,,,
,,,Esche,47,,,,,,1,,,,,,,,
,,,BAh,121,118,114,137,134,130,,,,,,,,,
,,,BAh,74,63,58,117,95,88,,,,,,,,,
,,,Esche,77,71,,78,72,,1,,,,,,,,
,,,Esche,44,41,,83,80,,1,,,,,,,,
,,,Esche,63,56,,70,62,,1,,,,,,,,
,,,Esche,72,47,,78,50,,1,,,,,,T1,grüne Höhe 48,
,,,BAh,88,85,83,114,111,108,,,,,,,,,
,,,Esche,81,77,70,,,,1,,,,,,,,
,,,Esche,53,29,14,142,117,102,1,,,,,,,,
,,,Esche,82,76,,87,82,,1,,,,,,,,
,,,Esche,72,,,85,,,1,,,,,,,,
64,NO,,SAh,142,139,134,160,156,152,,,,,,,,,
,,,SAh,190,188,182,,,,,,,,,,,,
,,,BAh,94,88,81,,,,,,,,,,,,
,,,BAh,115,109,101,,,,,,,,,,,,
,,,BAh,121,118,112,122,118,112,,,,,,,,,
,,,SAh,155,152,147,172,168,163,,,,,,,,,
,,,Esche,97,95,92,,,,1,,,,,,,,
,,,BAh,65,59,48,,,,,,,,,,,,
,,,BAh,102,99,94,111,108,103,,,,,,,,,
,,,SAh,113,109,103,123,117,110,,,,,,,,,
,SO,,Esche,53,47,,,,,1,,,,,,,,
,,,Esche,18,13,,72,68,,1,,,,,,,,
,,,BAh,42,38,,51,47,,,,,,,,,,
,,,BAh,63,,,65,,,,,,,,,,,
,,,BAh,72,,,103,,,,,,,,,,,
,,,SAh,153,142,132,194,183,173,,,,,,,,,
,SW,,SAh,138,135,130,159,156,150,,,,,,,,,
,,,Esche,60,51,,,,,1,,,,,,,,
,NW,,BAh,40,38,35,78,75,72,,,,,,,,,
,,,SAh,48,39,35,123,104,98,,,,,,,,,
,,,BAh,57,46,29,81,70,52,,,,,,,,,
63,SO,J,Esche,76,75,73,90,88,86,2,,,,,1,,,
,,,Esche,115,109,102,116,110,103,1,,,,,,,,
,,,Esche,85,82,79,99,96,92,2,,,,,,1,,
,,,Esche,44,39,32,65,60,53,1,,,,,,,,
,,,Esche,72,65,56,94,85,75,1,,,,,,,,
,,,Esche,77,72,64,80,75,65,1,,,,,,,,
,,,Esche,47,44,,64,57,,1,,,,,,,,
,,,Esche,149,146,139,152,148,142,2,,,,,,,,
,,,Esche,147,127,126,166,156,145,1,T1,,,,,,,
,,,Esche,171,167,162,192,188,176,2,,,,,,1,,
,,,HBu,275,241,225,308,263,248,,,,,,,,,
,,,BAh,130,125,118,,,,,,,,,,,,
,,,Esche,159,152,141,208,211,199,2,,,,,,1,,
,,,Esche,70,65,,,,,1,,,,,,,,
,,,Esche,66,63,59,80,77,74,1,,,,,,,,
,,,BAh,129,112,104,,,,,,,,,,,,
,,,BAh,80,70,60,89,76,67,,,,,,,,,
,,,Esche,73,64,57,95,88,80,1,,,,,,,,
,,,Esche,152,138,120,,,,1,,,,,,,,
,,,HBu,316,278,242,448,361,302,,,,,,,,,
,,,Esche,74,68,58,80,74,64,1,,,,,,,,
,,,BAh,92,87,80,93,87,79,,,,,,,,,
,,,Esche,136,126,114,150,140,126,1,,,T1,,,,,
,NO,,BAh,103,97,91,,,,,,,,,,,,
,,,Esche,112,107,102,90,85,80,1,,,,,,,,
,,,BAh,108,101,95,116,109,102,,,,,,,,,
,,,Esche,105,100,97,114,110,104,1,,,,,,,,
,,,Esche,162,153,142,166,157,146,1,,,,,,,,
,,,Esche,134,112,100,137,114,100,1,,,,,,,,
,,,Esche,36,,,43,,,1,,,,,,,,
,,,Esche,108,102,97,118,113,106,1,,,,,,,,
,,,Esche,107,105,102,220,218,214,1,,,,,,,,
,,,BAh,156,149,141,,,,,,,,,,,,
,,,Esche,114,106,100,118,112,105,1,,,,,,,,
,,,Esche,91,88,85,107,104,101,1,,,,,,,,
,,,Esche,95,91,86,121,116,112,1,,,,,,,,
,,,BAh,154,149,142,197,189,180,,,,,,,,,
,,,BAh,134,127,119,133,127,119,,,,,,,,,
,,,BAh,119,115,107,174,169,158,,,,,,,,,
,,,BAh,113,102,86,154,142,126,,,,,,,,,
,SW,,SAh,99,93,89,102,96,91,,,,,,,,,
,,,Esche,131,125,120,132,125,120,1,,,,,,,,
,,,BAh,112,101,90,117,107,98,,,,,,,,,
,,,Esche,79,75,69,88,84,77,1,,,,,,,,
,,,BAh,111,104,96,,,,,,,,,,,,
,,,Esche,129,120,114,131,119,114,2,,1,,,,,,
,,,BAh,63,65,56,70,67,62,,,,,,,,,
,,,Esche,92,88,80,96,91,83,1,,,,,,,,
,,,SAh,83,74,58,116,107,94,,,,,,,,,
,,,Esche,185,179,168,,,,1,,,,,,,,
,,,Esche,60,56,50,64,61,56,2,,,,,,1,,
,,,SAh,126,124,120,151,146,139,,,,,,,,,
,NW,,Esche,126,115,104,134,122,108,1,,,,,,1,,
,,,Esche,114,107,101,117,110,104,1,,,,,,,,
,,,Esche,92,88,86,103,98,95,1,,,,,,,,
,,,Esche,121,115,110,,,,1,,,,,,,,
,,,BAh,164,153,143,,,,,,,,,,,,
,,,BAh,116,109,102,123,116,109,,,,,,,,,
,,,BAh,138,122,107,159,142,127,,,,,,,,,
,,,BAh,89,85,80,100,94,89,,,,,,,,,
,,,Esche,134,124,115,189,178,168,1,,,,,,,,
,,,Esche,131,128,121,154,150,144,1,,,,,,,,
,,,BAh,94,92,88,,,,,,,,,,,,
,,,SAh,83,80,75,107,105,99,,,,,,,,,
,,,Esche,79,78,75,111,109,105,2,,,,,,1,,
,,,BAh,111,107,102,,,,,,,,,,,,
,,,Esche,117,106,97,156,145,135,1,,,,,,,,
,,,Esche,227,210,185,240,223,198,2,,,,,,1,,
,,,Esche,113,107,100,118,111,104,1,,,,,,,,
,,,BAh,85,70,56,86,71,58,,,,,,,,,
,,,HBu,163,140,128,250,215,192,,,,,,,,,
62,SO,,Esche,65,58,,70,64,,1,,,,,,,110-3840,
,,,SAh,108,104,98,137,132,125,,,,,,,,,
,,,SAh,122,115,104,122,115,104,,,,,,,,,
,,,Esche,158,154,147,176,173,164,2,,,,,,,,
,,,SAh,105,99,91,,,,,,,,,,,,
,,,BAh,118,113,108,132,127,121,,,,,,,,,
,,,Esche,138,135,134,180,178,176,1,,,,,,,,
,,,Esche,170,168,168,206,204,202,,,,,,,,,
,,,Esche,121,118,115,,,,1,,,,,,,,
,,,Esche,154,146,138,157,149,140,1,,,,,,,,
,,,BAh,102,98,92,114,109,103,,,,,,,,,
,,,BAh,139,124,118,146,131,125,,,,,,,,,
,SW,,Esche,145,139,133,179,170,162,2,,,,,,,,
,,,Esche,157,154,151,172,169,165,3,,,,,,1,,
,,,Esche,88,80,74,105,97,90,2,,,,,,,,
,,,Esche,60,56,52,71,66,62,2,,,,,,1,,
,,,Esche,151,143,133,153,145,135,1,,,,,,,,
,,,Esche,119,111,104,,,,1,,,,,,,,
,,,Esche,89,84,80,102,95,89,1,,,,,,,,
,NO,,Esche,199,192,187,211,203,198,2,T1,,,,,,GH: 91,
,,,Esche,52,30,30,161,135,126,1,,,,,,,,
,,,BAh,100,92,81,115,102,92,,,,,,,,,
,,,Esche,74,70,65,112,108,103,1,,,,,,,,
,,,Esche,60,53,,66,57,,1,,,,,,,,
,,,Esche,57,48,,,,,1,,,,,,,,
,,,Esche,107,102,98,116,110,107,1,,,,,,,,
,,,SAh,89,87,84,102,100,97,,,,,,,,,
,,,Esche,66,62,57,73,69,64,1,,,,,,,,
,,,Esche,236,230,218,,,,1,,,,,,,,
,,,Esche,152,149,145,174,171,167,2,,,,,,1,,
,,,Esche,48,43,34,86,80,71,,,,,,,,,
,,,BAh,71,,,71,,,,,,,,,,,
,,,Esche,58,44,,83,69,,1,,,,,,,,
,,,Esche,89,84,78,93,88,80,1,,,,,,,,
,,,Esche,142,137,132,153,145,141,2,,1,,,,,,
,,,Esche,156,148,139,172,162,153,1,,,,,,,,
,NW,,HBu,317,280,260,335,288,265,,,,,,,,,
,,,Esche,120,117,106,126,124,112,1,,,,,,,,
,,,Esche,201,199,194,,,,1,,T1,,,,,,
,,,BAh,208,201,193,,,,,,,,,,,,
,,,BAh,135,125,110,158,148,131,,,,,,,,,
,,,BAh,165,158,143,178,171,155,,,,,,,,,
,,,Esche,135,116,110,196,175,168,1,,,,,,,,
,,,SAh,88,87,84,105,103,100,,,,,,,,,
,,,Esche,138,132,124,144,138,134,1,,,,,,,,
,,,Esche,93,90,89,101,98,95,1,,,,,,,,
61,SW,,SAh,109,114,90,115,109,96,,,,,,,,,
,,,SAh,76,74,73,80,78,76,,,,,,,,,
,,,Esche,78,73,67,99,94,86,1,,,,,,,,
,,,Esche,38,29,27,81,75,73,1,,,,,,,,
,,,Esche,58,51,,96,54,,1,,,,,,,,
,,,Esche,119,114,69,135,130,70,3,,1,,,,,,
,,,Esche,66,55,,72,59,,1,,,,,,,,
,,,Esche,64,59,51,125,122,113,1,,,,,,,,
,,,Esche,61,58,54,68,65,59,1,,,,,,,,
,,,Esche,69,67,64,87,84,82,1,,,,,,,,
,,,Esche,143,141,137,180,177,169,1,,,,T1,,,,
,,,BAh,71,63,,78,67,,,,,,,,,,
,,,Esche,87,85,83,126,124,122,1,,,,,,,,
,NW,,BAh,84,75,66,93,87,75,,,,,,,,,
,,,BAh,130,128,126,249,240,236,,,,,,,,,
,,,Esche,148,144,141,164,160,156,1,,,,,,,,
,,,Esche,111,107,98,122,120,108,1,,,,,,,,
,,,Esche,79,75,,83,78,,1,,,,,,,,
,,,SAh,118,110,101,,,,,,,,,,,,
,,,BAh,52,43,33,72,57,44,,,,,,,,,
,,,Esche,72,67,63,,,,1,,,,,,,,
,,,Esche,66,50,,77,59,,1,,,,,,,,
,SO,,Esche,80,77,73,109,106,101,1,,,,,,,,
,,,Esche,135,132,127,140,136,131,2,,1,,,,,,
,,,Esche,82,76,70,91,85,79,1,,,,,,,,
,,,SAh,139,122,113,141,124,115,,,,,,,,,
,,,Esche,87,79,64,,,,1,,,,,,,,
,,,Esche,55,53,,,,,1,,,,,,,,
,,,BAh,154,148,143,178,162,158,,,,,,,,,
,,,BAh,85,80,76,99,93,89,,,,,,,,,
,,,Esche,93,89,84,144,136,130,1,,,,,,,,
,,,BAh,120,107,97,128,114,104,,,,,,,,,
,,,BAh,95,92,90,106,102,100,,,,,,,,,
,,,Esche,59,54,,,,,1,,,,,,,,
,,,Esche,69,60,,,,,1,,,,,,,,
,,,SAh,108,105,99,152,149,139,,,,,,,,,
,,,BAh,132,128,121,,,,,,,,,,,,
,,,BAh,141,134,123,,,,,,,,,,,,
,,,BAh,107,96,86,,,,,,,,,,,,
,,,Esche,142,140,138,162,160,158,2,,,,,,1,,
,,,Esche,147,144,142,157,154,152,1,,,,,,,,
,,,BAh,190,177,164,,,,,,,,,,,,
,,,Esche,44,36,,47,36,,1,,,,,,,,
,,,Esche,100,96,92,123,119,114,1,,,,,,,,
,,,Esche,69,61,,72,63,,1,,,,,,,,
,,,BAh,90,84,80,145,137,130,,,,,,,,,
,,,Esche,74,73,72,85,84,83,1,,,,,,,,
,NO,,Esche,194,187,181,213,205,200,2,,,,,,,,
,,,SAh,102,96,79,115,108,92,,,,,,,,,
,,,Esche,122,112,102,152,142,132,1,,,,,,,,
,,,Esche,40,35,,73,66,,1,,,,,,,,
,,,Esche,108,101,91,127,120,110,1,,,,,,,,
,,,SAh,183,168,160,190,185,178,,,,,,,,,
,,,SAh,127,120,110,133,124,113,,,,,,,,,
,,,Esche,47,43,,57,50,,2,,,,,,1,,
,,,BAh,88,79,71,,,,,,,,,,,,
,,,SAh,100,93,84,137,129,120,,,,,,,,,
,,,SAh,79,66,60,125,116,108,,,,,,,,,
65,SO,J,HBu,545,516,484,,,,,,,,,,,,
,,,Esche,215,213,203,,,,4,,T2,,,,2,,
,,,Esche,148,146,143,,,,2,T1,1,,,,,,
,,,BAh,121,119,115,,,,,,,,,,,,
,,,HBu,135,128,119,181,170,155,,,,,,,,,
,,,BAh,106,103,100,143,140,132,,,,,,,,,
,,,Esche,137,135,132,,,,1,,,,,,T1,,
,,,HBu,252,246,224,337,330,302,,,,,,,,,
,,,HBu,233,230,218,249,231,218,,,,,,,,,
,,,Esche,172,171,169,,,,3,,,,,,T3,,
,,,Esche,143,137,132,,,,1,,,,,,T1,,
,,,Esche,143,139,133,165,161,155,4,,,,,,1,,
,,,BAh,75,70,65,94,89,83,,,,,,,,,
,,,BAh,100,98,95,122,119,116,,,,,,,,,
,,,SAh,128,126,121,,,,,,,,,,,,
,,,BAh,144,139,135,,,,,,,,,,,,
,NO,,HBu,480,450,433,584,538,511,,,,,,,,,
,,,HBu,468,442,420,484,450,421,,,,,,,,,
,,,BAh,138,133,128,,,,,,,,,,,,
,,,BAh,91,86,76,,,,,,,,,,,,
,,,BAh,115,113,110,116,113,110,,,,,,,,,
,,,HBu,735,639,545,,,,,,,,,,,,
,,,HBu,348,333,300,444,400,369,,,,,,,,,
,,,HBu,545,510,405,,,,,,,,,,,,
,,,HBu,478,455,398,541,501,425,,,,,,,,,
,,,HBu,308,287,274,343,322,306,,,,,,,,,
,,,RBu,270,220,205,332,264,243,,,,,,,,,
,,,Esche,125,122,109,157,151,137,4,1,T3,,,,,,
,,,BAh,106,103,99,,,,,,,,,,,,
,SW,,HBu,331,304,288,406,363,349,,,,,,,,,
,,,HBu,210,205,203,289,278,273,,,,,,,,,
,,,BAh,100,95,89,,,,,,,,,,,,
,NW,,RBu,540,470,370,641,537,400,,,,,,,,,
,,,RBu,469,446,375,690,542,408,,,,,,,,,
,,,RBu,303,290,272,364,348,325,,,,,,,,,
,,,BAh,89,87,85,,,,,,,,,,,,
,,,Esche,70,61,,82,74,,1,,,,,,,,
,,,RBu,151,140,115,311,209,128,,,,,,,,,
,SW,,Esche,64,,,69,,,1,,,,,,,,
,NW,,BAh,102,99,94,,,,,,,,,,,,
66,SO,J,HBu,380,350,311,464,408,342,,,,,,,,"Plott auf alter Fahrspur, im NW-Quadrant alter stubben",110-3847
,,,HBu,488,460,459,546,490,463,,,,,,,,,
,,,Esche,228,216,203,,,,2,,T2,,,,,,
,,,Esche,63,58,,,,,1,,,,,,,,
,,,BAh,126,121,116,,,,,,,,,,,,
,,,BAh,89,87,83,105,103,99,,,,,,,,,
,,,BAh,137,134,131,,,,,,,,,,,,
,SW,,BAh,164,156,142,,,,,,,,,,,,
,,,BAh,104,100,97,105,102,98,,,,,,,,,
,,,BAh,189,184,174,,,,,,,,,,,,
,,,HBu,443,418,378,455,426,385,,,,,,,,,
,,,BAh,130,125,118,138,134,125,,,,,,,,,
,,,Esche,103,100,95,,,,1,,,,,,,,
,,,BAh,76,70,66,102,92,85,,,,,,,,,
,,,BAh,172,167,160,,,,,,,,,,,,
,,,HBu,107,105,101,120,114,110,,,,,,,,,
,,,BAh,150,145,138,,,,,,,,,,,,
,,,BAh,235,228,217,,,,,,,,,,,,
,,,HBu,58,56,54,,,,,,,,,,,,
,,,BAh,151,147,138,,,,,,,,,,,,
,,,HBu,365,343,329,386,353,334,,,,,,,,,
,,,Esche,63,56,,,,,1,,,,,,,,
,,,SAh,195,187,177,,,,,,,,,,,,
,,,Esche,68,63,,76,71,,1,,,,,,,,
,,,BAh,118,115,110,,,,,,,,,,,,
,,,SAh,188,180,171,,,,,,,,,,,,
,,,Esche,91,88,84,93,90,87,,,,,,,,,
,NW,,BAh,342,334,323,,,,,,,,,,,,
,,,BAh,153,149,143,,,,,,,,,,,,
,,,BAh,143,134,126,,,,,,,,,,,,
,,,BAh,108,104,98,119,114,108,,,,,,,,,
,,,BAh,142,138,132,,,,,,,,,,,,
,,,BAh,120,119,114,,,,,,,,,,,,
,,,BAh,85,66,61,103,77,70,,,,,,,,,
,,,Esche,89,84,,94,89,,1,,,,,,,,
,,,BAh,91,87,81,100,95,88,,,,,,,,,
,,,Esche,90,88,85,,,,1,,,,,,,,
,,,Esche,72,67,58,,,,1,,,,,,,,
,,,BAh,235,228,215,,,,,,,,,,,,
,,,BAh,165,161,152,,,,,,,,,,,,
,,,BAh,118,111,99,132,125,113,,,,,,,,,
,,,BAh,117,113,107,128,124,118,,,,,,,,,
,,,BAh,118,113,106,,,,,,,,,,,,
,,,BAh,147,143,136,,,,,,,,,,,,
,,,HBu,81,76,70,103,97,89,,,,,,,,,
,NO,,BAh,87,83,78,103,98,92,,,,,,,,,
,,,BAh,148,144,136,168,164,156,,,,,,,,,
,,,SAh,105,100,86,130,125,121,,,,,,,,,
,,,BAh,82,80,74,,,,,,,,,,,,
,,,BAh,100,96,90,114,108,101,,,,,,,,,
,,,BAh,89,85,70,,,,,,,,,,,,
,,,Esche,77,74,59,,,,1,,,,,,,,
,,,Esche,78,72,59,86,80,67,1,,,,,,,,
,,,Esche,80,54,,,,,1,,,,,,,,
,,,Esche,57,39,,78,57,,1,,,,,,,,
,,,Esche,65,53,,,,,1,,,1,,,,,
,,,BAh,65,63,61,73,72,70,,,,,,,,,
,,,BAh,91,88,85,98,94,89,,,,,,,,,
,,,Esche,64,57,,71,65,,1,,,,,,,,
,,,BAh,100,88,70,,,,,,,,,,,,
,,,BAh,158,153,148,,,,,,,,,,,,
,,,Esche,61,45,,68,46,,1,,,,,,,,
67,SW,J,Esche,142,135,121,156,149,136,1,,,,,,,,
,,,Esche,78,71,68,80,74,68,1,,,,,,,,
,,,BAh,77,,,,,,,,,,,,,,
,,,BAh,174,152,136,,,,,,,,,,,,
,,,Esche,75,68,64,128,116,112,1,,,,,,,,
,NW,,BAh,116,110,99,124,115,110,,,,,,,,,
,,,BAh,69,65,59,135,124,115,,,,,,,,,
,,,Esche,103,99,91,105,101,95,1,,,,,,,,
,,,BAh,66,54,43,100,86,70,,,,,,,,,
,,,BAh,140,129,120,147,136,117,,,,,,,,,
,,,BAh,171,161,147,,,,,,,,,,,,
,,,BAh,152,143,133,,,,,,,,,,,,
,SO,,Esche,274,264,244,302,201,267,1,,,1,,,,,
,,,Esche,67,64,56,,,,2,,,,,,1,,
,,,BAh,114,103,96,117,106,100,,,,,,,,,
,,,Esche,146,129,123,,,,2,T1,,,,,,grüne Höhe128,
,,,BAh,154,135,113,,,,,,,,,,,,
,,,BAh,164,147,128,,,,,,,,,,,,
,,,Esche,222,212,194,,,,1,,T1,,,,,,
,,,Esche,146,132,123,,,,1,,,,,,,,
,,,Esche,88,76,67,135,121,111,1,,,,,,,,
,,,BAh,112,102,96,175,165,158,,,,,,,,,
,,,BAh,116,103,90,,,,,,,,,,,,
,,,WLi,79,61,,90,69,,,,,,,,,,
,,,Esche,115,98,85,124,106,92,1,,,,,,,,
,,,HBu,107,97,86,112,101,89,,,,,,,,,
,,,Esche,136,133,129,,,,1,,,,,,,,
,NO,,Esche,70,66,61,73,69,64,1,,,,1,,,,
,,,HBu,130,124,119,170,164,159,,,,,,,,,
,,,Esche,54,52,45,60,58,50,2,,,1,,,,,
,,,WLi,60,53,,63,56,,,,,,,,,,
,,,Esche,125,120,114,131,125,119,2,,,,,,1,,
,,,Esche,138,136,124,143,140,127,1,,,1,,,,,
,,,Esche,153,144,130,156,146,131,1,,,,,,,,
,,,Esche,119,115,106,124,120,111,2,,,1,,1,,,
,,,Esche,105,100,96,123,118,111,1,,,,,,,,
,,,HBu,118,111,104,146,126,116,,,,,,,,,
,,,Esche,82,75,69,123,117,109,1,,,,,,,,
,,,Esche,186,170,150,,,,1,,,,,,,,
,,,Esche,99,90,81,125,116,106,2,,,,,,,,
,,,SAh,100,97,91,114,111,104,,,,,,,,,
,,,BAh,102,90,76,118,95,82,,,,,,,,,
,,,BAh,167,155,142,190,176,164,,,,,,,,,
,,,Esche,118,111,106,136,129,124,1,,,,,,,,
76,SW,,Esche,107,102,97,110,105,100,1,,,,,,,,
,,,Esche,104,99,91,140,134,126,1,,,,,,,,
,,,Esche,174,153,143,,,,1,,,,,,T1,,
,,,SAh,167,158,145,,,,,,,,,,,,
,,,Esche,80,77,70,,,,1,,,,,,,,
,,,Esche,72,67,59,99,94,85,1,,,,,,,,
,,,Esche,124,119,106,,,,1,,,,,,,,
,,,HBu,75,72,68,88,82,76,,,,,,,,,
,,,Esche,164,157,151,,,,1,,,,,,,,
,,,Esche,145,135,127,156,146,137,1,,,,,,,,
,,,Esche,180,175,163,,,,1,,,,,,,,
,,,Esche,72,68,64,88,84,79,1,,,,,,,,
,SO,,Esche,151,151,146,220,215,189,1,,,,,,,,
,,,Esche,172,167,155,181,177,165,1,,,,,,,,
,,,Esche,192,188,184,204,199,194,1,,,,,,,,
,,,SAh,119,110,95,,,,,,,,,,,,
,,,Esche,98,94,84,,,,1,,,,,,,,
,,,Esche,47,45,38,65,62,55,3,,,2,,,T1,Tote Höhe: 55,
,,,Esche,52,44,,,,,2,,,,,,T1,TH: 54,
,,,Esche,143,137,133,166,160,156,1,,,,,,,,
,,,SAh,125,117,113,126,118,114,,,,,,,,,
,,,Esche,113,108,103,117,113,108,1,,,,,,,,
,,,Esche,105,94,84,110,99,88,1,,,,,,,,
,,,Esche,78,75,71,88,85,80,2,,,,,,,,
,,,BAh,90,83,76,,,,,,,,,,,,
,,,Esche,188,168,165,,,,2,,,T1,,,,,
,,,Esche,96,93,90,98,95,92,2,,,,,,,,
,,,GBi,57,55,52,,,,,,,,,,,,
,,,SAh,105,95,87,111,100,94,,,,,,,,,
,,,Esche,92,82,75,114,104,93,2,,,1,,,T1,TH: 98,
,,,Esche,212,205,196,,,,1,,,,,,,,
,,,Esche,71,67,61,113,109,92,2,,,,,,,,
,,,BAh,220,212,142,,,,,,,,,,,,
,,,Esche,113,107,102,,,,1,,,,,,,,
,,,Esche,61,58,55,85,81,78,1,,,,,,,,
,,,Esche,76,74,71,91,89,86,1,,,,,,,,
,,,Esche,98,92,88,120,115,110,1,,,,,,,,
,,,Esche,76,68,60,,,,2,,,,,,T1,TH 75,
,,,Esche,49,44,,,,,1,,,,,,,,
,,,Esche,58,,,64,,,1,,,,,,,,
,,,BAh,202,191,178,,,,,,,,,,,,
,,,SAh,90,86,82,101,96,91,,,,,,,,,
,,,Esche,50,44,,,,,1,,,,,,,,
,NW,,Esche,103,102,100,133,131,129,2,,,,,,T2,Grüne Höhe: 45,
,,,BAh,154,145,136,162,154,144,,,,,,,,,
,,,Esche,184,167,155,,,,1,,,,,,,,
,,,BAh,151,135,118,167,149,127,,,,,,,,,
,,,BAh,156,135,120,171,149,131,,,,,,,,,
,,,BAh,226,197,162,,,,,,,,,,,,
,,,Esche,77,75,73,96,94,92,1,,,,,,,,
,,,BAh,224,200,165,,,,,,,,,,,,
,,,BAh,93,87,80,101,96,88,,,,,,,,,
,,,BAh,226,212,193,,,,,,,,,,,,
,,,BAh,172,167,154,,,,,,,,,,,,
,,,Esche,114,113,103,115,114,104,1,,,,,,,,
,,,Esche,94,88,80,113,106,97,1,,,,,,,,
,,,Esche,141,135,128,,,,1,,,,,,,,
,NO,,BAh,156,148,138,,,,,,,,,,,,
,,,BAh,119,114,106,,,,,,,,,,,,
,,,Esche,110,103,97,,,,1,,,,,,,,
,,,Esche,114,108,100,140,134,125,1,,,,,,,,
,,,Esche,100,96,87,119,114,106,1,,,,,,,,
,,,BAh,105,95,83,119,109,92,,,,,,,,,
,,,Esche,127,113,95,147,132,114,1,,,,,,,,
,,,BAh,180,163,143,,,,,,,,,,,,
,,,BAh,181,166,149,,,,,,,,,,,,
,,,Esche,164,157,138,172,165,145,2,,,,,,,,
,,,Esche,146,126,112,150,128,113,3,1,T1,,,,,GH: 96,
,,,Esche,62,60,57,89,87,82,1,,,,,,,,
,,,Esche,75,72,67,80,76,73,1,,,,,,,,
,,,Esche,78,73,62,97,90,78,1,,,,,,,,
,,,BAh,163,145,126,,,,8,,T1,2,,,,GH: 154,
,,,SAh,138,115,95,161,138,116,,,,,,,,,
,,,Esche,101,94,84,124,116,106,1,,,,,,,,
,,,BAh,151,135,121,,,,,,,,,,,,
,,,Esche,72,65,59,80,74,68,1,,,,,,,,
,,,Esche,125,116,107,,,,1,,,,,,,,
,,,Esche,100,95,90,112,107,101,1,,,,,,,,
77,SO,,Esche,161,153,149,171,165,159,1,,,,,,,,
,,,SAh,196,190,183,223,216,211,,,,,,,,,
,,,Esche,173,164,153,192,182,171,1,,,,,,,,
,,,BAh,80,76,70,117,113,106,,,,,,,,,
,,,BAh,182,169,155,,,,,,,,,,,,
,,,SAh,350,333,314,404,382,363,,,,,,,,,
,NO,,SAh,331,285,259,432,385,352,,,,,,,,,
,,,Esche,141,126,116,154,148,138,1,,,,,,,,
,,,Esche,237,223,203,252,236,217,3,,,,,,2,,
,,,SAh,184,174,163,191,179,168,,,,,,,,,
,,,Esche,153,145,128,178,169,152,1,,,,,,,,
,SW,,HBu,1058,1012,992,,,,,,,,,,,,
,,,HBu,370,343,285,459,421,344,,,,,,,,,
,,,BAh,134,129,123,162,156,149,,,,,,,,,
,,,Esche,277,262,243,280,265,245,4,T1,,,,,,grüne höhe 237,
,,,Esche,182,175,162,188,179,166,1,,,,,,,,
,,,Esche,216,211,204,238,221,212,2,,,,,1,,,
,,,Esche,245,220,188,255,230,198,1,,,T1,,,,,
,NW,,BAh,206,193,180,,,,,,,,,,,,
,,,BAh,124,117,107,131,121,111,,,,,,,,,
,,,BAh,100,99,98,104,103,102,,,,,,,,,
,,,SAh,327,313,293,363,350,333,,,,,,,,,
,,,SAh,164,159,153,196,189,182,,,,,,,,,
80,SW,N,Esche,127,103,60,,,,1,,,,,,,Tote gut verrottete Buirke auf Plot liegend,110-3848
,SO,N,Esche,220,213,204,236,230,220,4,2,T2,,,,,GH: 188,
,NO,,Esche,105,98,89,214,192,135,3,,,,,,2,,
,NW,, ,,,,,,,,,,,,,,Keine Bäume,
81,SO,,BAh,215,210,200,,,,,,,,,,,Toter Baum auf Plot,110-3849
,,,Esche,163,159,155,,,,1,,,,,,,,
,NO,, ,,,,,,,,,,,,,,Keine Bäume,
,NW,,BAh,140,133,124,160,153,145,,,,,,,,,
,SW,,BAh,157,154,143,170,166,154,,,,,,,,,
,,,BAh,109,106,101,,,,,,,,,,,,
,,,Esche,52,47,,,,,1,,,,,,,,
82,SO,,BAh,138,137,130,,,,,,,,,,,,
,,,BAh,208,205,194,,,,,,,,,,,,
,,,Esche,68,64,58,109,103,98,1,,,,,,,,
,,,BAh,120,115,110,,,,,,,,,,,,
,,,HBu,167,164,157,185,182,168,,,,,,,,,
,,,Esche,115,111,103,117,112,105,1,,,,,,,,
,,,Esche,121,119,116,134,132,128,1,,,,,,,,
,,,Esche,196,187,180,,,,1,,,,,,,,
,,,SAh,98,92,85,124,116,110,,,,,,,,,
