Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,esch,64,55,43,,,,1,,,,,,,,
,,,esch,50,45,,,,,1,,,,,,,,
,,,esch,35,,,,,,1,,,,,,,,
,no,,esch,65,60,47,,,,1,,,,,,,,
,,,esch,66,59,,,,,1,,,,,,,,
,,,esch,64,48,40,90,72,57,1,,,,,,,,
,,,esch,49,45,30,,,,1,,,,,,,,
,,,sah,42,36,20,,,,,,,,,,,,
,,,esch,57,49,40,,,,1,,,,,,,,
,,,esch,45,40,,,,,1,,,,,,,,
,,,esch,79,65,55,,,,1,,,,,,,,
,,,esch,58,49,40,,,,1,,,,,,,,
,,,esch,47,42,,69,64,,1,,,,,,,,
,,,esch,49,43,,,,,1,,,,,,,,
,,,esch,74,64,,,,,1,,,,,,,,
,,,esch,74,66,,,,,1,,,,,,,,
,,,esch,71,62,,,,,1,,,,,,,,
,,,esch,73,63,,,,,1,,,,,,,,
,,,esch,54,46,,,,,1,,,,,,,,
56,nw,,sah,90,75,56,101,89,73,,,,,,,,,
,,,esch,61,56,,66,58,,1,,,,,,,,
,,,esch,56,45,,,,,1,,,,,,,,
,,,esch,56,50,,,,,2,,,,t1,,,,
,,,esch,47,,,,,,1,,,,,,,,
,,,esch,80,67,,83,70,,1,,,,,,,,
,no,,sah,99,86,80,,,,,,,,,,,,
,,,esch,59,35,,,,,1,,,,,,,,
,,,esch,62,,,,,,1,,,,,,,,
,,,esch,94,83,72,100,86,75,1,,,,,,,,
,,,esch,51,40,,101,92,,1,,,,,,,,
,,,esch,70,66,62,,,,4,,,,,1,1,,
,so,,esch,42,33,,,,,1,,,,,,,,
,,,bah,73,60,52,111,90,83,,,,,,,,,
,,,sah,129,118,112,,,,,,,,,,,,
,,,sah,74,62,43,85,73,50,,,,,,,,,
,sw,,sah,86,82,76,156,152,147,,,,,,,,,
,,,sah,88,75,52,102,93,65,,,,,,,,,
,,,sah,57,45,30,88,79,58,,,,,,,,,
,,,sah,75,70,68,,,,,,,,,,,,
,,,sah,84,74,62,,,,,,,,,,,,
,,,esch,72,57,49,115,100,91,1,,,,,,,,
,,,esch,83,64,53,138,120,107,,,,,,,,,
,,,esch,72,56,,,,,1,,,,,,,,
,,,sah,117,109,102,,,,,,,,,,,,
59,no,,sah,86,79,71,,,,,,,,,,,,
,,,esch,78,68,,,,,1,,,,,,,,
,,,esch,64,53,,77,65,,1,,,,,,,,
,,,esch,99,90,85,,,,1,,,,,,,,
,,,esch,122,112,105,,,,3,t3,,,,,,grüne höhe 87,
,,,bah,69,61,,79,70,,,,,,,,,,
,,,esch,50,41,,,,,1,,,,,,,,
,,,esch,60,55,,,,,1,,,,t1,,,,
,,,sah,87,82,77,120,114,110,,,,,,,,,
,,,esch,41,40,23,,,,3,,2,,,,,,
,,,esch,106,102,100,,,,1,,,,,,,,
,,,esch,70,56,,,,,1,,,,,,,,
,,,esch,74,65,58,130,112,103,1,,,,,,,,
,,,sah,117,111,104,,,,,,,,,,,,
,,,esch,69,62,,,,,1,,,,,,,,
,,,esch,47,42,,,,,1,,,,,,,,
,,,esch,71,65,61,96,92,88,1,,,,,,,,
,,,esch,55,50,48,85,80,76,1,,,,,,,,
,,,esch,57,53,,,,,1,,,,,,,,
,,,sah,94,89,86,,,,,,,,,,,,
,,,esch,47,42,,,,,1,,,,,,,,
,,,esch,77,66,58,,,,1,,,,,,,,
,,,esch,63,51,42,87,76,65,1,,,,,,,,
,,,bah,198,185,176,,,,,,,,,,,,
,nw,,esch,65,58,53,,,,1,,,,,,,,
,,,esch,75,64,,,,,1,,,,,,,,
,,,esch,95,88,83,129,125,119,1,,,,,,,,
,,,sah,85,77,71,,,,,,,,,,,,
,,,esch,81,76,66,,,,2,,,,,1,,,
,,,esch,95,84,67,,,,2,,,,,,,,
,,,sah,91,84,79,,,,,,,,,,,,
,,,esch,74,67,,,,,1,,,,,,,,
,,,esch,60,53,,,,,1,,,,,,,,
,,,esch,97,91,89,109,102,100,1,,,,,,,,
,,,esch,161,152,143,167,156,150,4,,2,,,1,,,
,so,,sah,100,91,76,,,,,,,,,,,,
,,,sah,84,79,76,,,,,,,,,,,,
,,,sah,96,94,92,,,,,,,,,,,,
,,,sah,102,98,95,,,,,,,,,,,,
,,,sah,83,80,78,,,,,,,,,,,,
,,,esch,60,51,,,,,1,,,,,,,,
,,,esch,81,78,76,,,,1,,,,,,,,
,,,esch,100,98,94,105,101,98,2,,,,,1,,,
,,,esch,58,52,,,,,1,,,,,,,,
,,,sah,81,75,66,,,,,,,,,,,,
,,,esch,67,58,55,,,,1,,,,,,,,
,,,sah,96,90,86,109,105,103,,,,,,,,,
,sw,,esch,94,84,83,,,,1,,,,,,,,
,,,esch,105,100,97,129,124,120,2,,,,,,1,,
,,,bah,89,80,78,,,,,,,,,,,,
,,,esch,78,77,76,,,,2,,,,,,1,,
,,,esch,112,104,98,117,109,101,1,t1,,,,,,grüne höhe 98,
,,,esch,131,125,119,149,144,138,1,,,,,,,,
,,,sah,90,84,78,,,,,,,,,,,,
60,sw,,sah,123,118,115,,,,,,,,,,,,
,,,sah,99,89,80,119,108,97,,,,,,,,,
,,,esch,87,75,70,,,,1,,,,,,,,
,,,esch,60,52,,,,,1,,,,,,,,
,,,sah,117,112,109,119,114,109,,,,,,,,,
,,,esch,65,57,,66,59,,1,,,,,,,,
,,,sah,102,99,93,140,137,131,,,,,,,,,
,,,esch,124,123,122,133,132,131,2,,1,T1,,,,,
,,,esch,66,58,,,,,1,,,,,,,,
,,,sah,111,106,100,120,114,106,,,,,,,,,
,nw,,esch,100,94,87,,,,1,,,,T1,,,,
,,,esch,75,62,58,,,,1,,,,,,,,
,,,esch,85,82,79,112,110,107,1,,,,,,,,
,,,sah,120,114,108,154,147,137,,,,,,,,,
,,,esch,59,54,,,,,1,,,,,,,,
,,,sah,185,181,177,,,,,,,,,,,,
,,,esch,54,,,,,,1,,,,,,,,
,,,esch,48,44,,59,55,,1,,,,,,,,
,,,esch,63,58,,72,58,,1,,,,,,,,
,,,esch,52,49,,,,,1,,,,,,,,
,,,esch,58,55,34,,,,1,,,,,,,,
,no,,bah,62,59,55,,,,,,,,,,,,
,,,esch,73,71,70,97,95,93,3,,,,,,T1,tote Höhe 75,
,,,esch,58,54,42,,,,1,,,,,,,,
,,,esch,70,69,67,85,84,82,1,,,,,,,,
,,,esch,75,72,69,,,,1,,,,,,,,
,,,esch,58,54,,,,,1,,,,,,,,
,,,esch,70,68,63,70,68,62,1,,,,,,,,
,,,esch,55,50,,62,56,,1,,,,,,,,
,,,esch,65,64,52,95,94,80,1,,,,,,,,
,,,bah,120,117,114,,,,,,,,,,,,
,,,bah,95,83,80,125,114,106,,,,,,,,,
,,,bah,116,110,101,185,169,158,,,,,,,,,
,,,esch,69,66,,,,,1,,,,,,,,
,,,sah,112,108,105,,,,,,,,,,,,
,,,esch,65,55,53,,,,1,,,,,,,,
,,,esch,127,122,118,,,,1,,,,,,,,
,,,sah,130,123,116,,,,,,,,,,,,
,,,sah,75,74,73,92,91,89,,,,,,,,,
,,,bah,50,48,42,,,,,,,,,,,,
,,,esch,108,106,103,157,154,151,1,,,,,,,,
,,,esch,98,95,93,,,,1,,,,,,,,
,,,esch,96,93,86,115,112,103,1,,,,,,,,
,,,esch,56,50,,,,,1,,,,,,,,
,,,esch,50,40,,66,49,,1,,,,,,,,
,so,,sah,82,80,77,,,,,,,,,,,,
,,,esch,89,87,85,100,97,94,1,,,,,,,,
,,,esch,65,61,58,90,88,81,2,,,,,,1,,
,,,esch,152,135,127,,,,1,,,,,,,,
,,,bah,98,94,85,,,,,,,,,,,,
,,,esch,35,23,,73,62,,1,,,,,,,,
,,,esch,57,40,,77,58,,1,,,,,,,,
,,,esch,65,59,,,,,1,,,,,,,,
,,,esch,63,60,54,94,89,82,1,,,,,,,,
,,,esch,70,62,53,84,75,67,1,,,,,,,,
,,,sah,102,95,89,,,,,,,,,,,,
,,,bah,114,110,103,,,,,,,,,,,,
,,,esch,47,41,,,,,1,,,,,,,,
,,,bah,67,59,,,,,,,,,,,,,
70,sw,,esch,154,138,122,,,,3,,,,,,,,
,,,sah,95,89,81,,,,,,,,,,,,
,,,bah,107,103,100,,,,,,,,,,,,
,,,esch,136,129,118,,,,2,,,,,,1,,
,,,esch,124,117,111,,,,2,,,,,,,,
,,,esch,84,79,72,,,,1,,,,,,,,
,,,esch,130,121,106,,,,1,,,,,,,,
,,,esch,47,,,,,,1,,,,,,T1,grüne Höhe 21,
,,,esch,115,101,95,,,,1,,,,,,,,
,,,bah,136,130,125,,,,,,,,,,,,
,,,esch,65,38,27,82,52,38,1,,,,,,,,
,,,esch,115,113,110,,,,1,,,,,,,,
,,,esch,140,131,122,,,,1,,,,,,,,
,,,esch,129,121,111,,,,1,,,,,,,,
,,,esch,55,53,,,,,1,,,,,,,,
,,,esch,55,50,42,,,,1,,,,,,,,
,,,bah,92,83,,,,,,,,,,,,,
,,,esch,88,86,83,96,93,90,1,,,,,,,,
,,,esch,155,133,114,,,,1,,,,,,,,
,,,bah,129,122,113,150,142,131,,,,,,,,,
,nw,,esch,65,56,,,,,1,,,,,,,,
,,,bah,154,145,136,,,,,,,,,,,,
,,,esch,63,60,50,81,78,53,1,,,,,,,,
,,,esch,57,53,,,,,1,,,,,,,,
,,,hbu,134,119,108,141,121,109,,,,,,,,,
,,,esch,48,39,,,,,1,,,,,,,,
,,,esch,70,61,,,,,1,,,,,,,,
,,,esch,70,59,,,,,1,,,,,,,,
,,,bah,153,148,142,,,,,,,,,,,,
,,,esch,68,63,,,,,1,,,,,,,,
,,,esch,36,31,23,,,,1,,,,,,,,
,,,bah,106,103,100,,,,,,,,,,,,
,,,wli,46,36,,,,,,,,,,,,,
,,,bah,273,256,236,,,,,,,,,,,,
,,,bah,115,108,96,,,,,,,,,,,,
,,,esch,48,35,,79,57,,1,,,,,,,,
,,,esch,44,35,,,,,1,,,,,,,,
,,,esch,160,150,144,190,179,173,1,,,,,,,,
,,,esch,64,60,,70,68,,1,,,,,,,,
,,,esch,71,62,,,,,1,,,,,,,,
,,,esch,180,177,173,,,,1,,,,,,,,
,,,bah,155,143,129,,,,,,,,,,,,
,no,,esch,66,60,,85,79,,1,,,,,,,,
,,,esch,71,63,,,,,1,,,,,,,,
,,,esch,85,79,,,,,1,,,,,,,,
,,,sah,103,98,93,,,,,,,,,,,,
,,,esch,56,47,,,,,1,,,,,,,,
,,,esch,74,61,,81,66,,1,,,,,,,,
,,,esch,130,106,90,145,122,107,2,,,,,,,,
,,,esch,68,46,36,119,96,77,2,,,,,,1,,
,,,esch,125,111,95,,,,1,,,,,,,,
,,,esch,57,55,,,,,1,,,,,,,,
,,,esch,71,65,,,,,1,,,,,,,,
,,,bah,127,108,82,,,,,,,,,,,,
,,,esch,72,69,,86,80,,1,,,,,,,,
,,,sah,115,104,77,,,,,,,,,,,,
,,,sah,107,103,97,,,,,,,,,,,,
,,,esch,63,57,,,,,3,1,,,,,,,
,,,esch,65,69,,,,,1,,,,,,,,
,,,esch,50,42,,,,,1,,,,,,,,
,,,sah,142,130,114,,,,,,,,,,,,
,,,esch,65,61,,,,,1,,,,,,,,
,,,sah,174,161,149,,,,,,,,,,,,
,,,esch,128,107,86,183,163,142,,,,,,,,,
,so,,bah,95,81,61,122,108,80,,,,,,,,,
,,,sah,135,123,119,,,,,,,,,,,,
,,,esch,60,63,,,,,1,,,,,,,,
,,,esch,75,65,,,,,1,,,,,,,,
,,,esch,155,153,147,,,,1,,,,,,,,
,,,esch,67,43,,78,46,,1,,,,,,,,
,,,esch,68,63,,,,,1,,,,,,,,
,,,sah,92,85,77,,,,,,,,,,,,
,,,esch,72,69,65,86,83,80,1,,,,,,,,
,,,esch,70,68,65,,,,2,,,T1,,,,,
,,,esch,124,111,103,,,,1,,,,,,,,
,,,bah,117,110,104,,,,,,,,,,,,
,,,esch,77,76,74,,,,1,,,,,,,,
,,,esch,111,105,95,175,164,145,1,,,,,,,,
,,,esch,107,102,98,,,,1,,,,,,,,
,,,esch,94,85,83,117,107,96,1,,,,,,,,
,,,esch,65,61,,,,,1,,,,,,,,
,,,esch,106,96,87,133,125,117,1,,,,,,,,
,,,esch,87,79,,,,,1,,,,,,,,
,,,sah,80,73,63,,,,,,,,,,,,
,,,esch,51,43,,60,52,,1,,,,,,,,
,,,esch,180,176,161,,,,1,,,,,,,,
,,,sah,130,127,123,165,163,160,,,,,,,,,
,,,esch,162,160,153,,,,1,,,T1,,,,,
,,,esch,54,,,,,,1,,,,,,T1,grüne Höhe 47,
,,,esch,73,63,,,,,1,,,,,,,,
,,,esch,137,121,107,,,,1,,,,,,,,
,,,hbu,121,115,108,207,193,177,,,,,,,,,
69,nw,ja,esch,84,80,68,,,,1,,,,,,,Birke liegt im Plot,
,,,esch,97,90,73,,,,1,,,,,,,,
,,,bah,157,141,126,163,148,135,,,,,,,,,
,no,Ja,esch,61,55,50,,,,1,,,,,,,,
,,,esch,79,60,42,,,,1,,,,,,,,
,,,bah,89,82,75,,,,,,,,,,,,
,sw,ja,esch,90,85,80,,,,1,,,,,,,,
,,,esch,69,64,60,,,,1,,,,,,,,
,,,sah,88,77,60,,,,,,,,,,,,
,,,sah,78,65,55,,,,,,,,,,,,
,,,hbu,75,72,68,,,,,,,,,,,,
,,,esch,56,54,47,,,,1,,,,,,,,
,,,bah,140,127,115,156,144,131,,,,,,,,,
,,,esch,72,62,50,,,,1,,,,,,,,
,,,esch,110,102,89,,,,1,,,,,,,,
,,,gbi,59,54,50,,,,,,,,,,,,
,so,ja,esch,148,135,118,,,,1,,,,,,,,
,,,esch,155,143,130,,,,1,,,,,,,,
,,,esch,174,162,145,,,,1,,,,,,,,
,,,esch,60,58,50,,,,1,,,,,,,,
,,,sah,60,59,58,,,,,,,,,,,,
,,,sah,70,58,43,,,,,,,,,,,,
,,,sah,96,81,68,,,,,,,,,,,,
,,,esch,57,52,42,60,55,47,1,,,,,,,,
,,,esch,67,60,53,,,,1,,,,,,,,
68,no,ja,esch,144,135,126,,,,1,,,,t1,,,,
,,,esch,57,45,,,,,1,,,,,,,,
,,,hbu,45,42,36,,,,,,,,,,,,
,,,esch,57,53,47,,,,2,,,,,,,,
,,,esch,60,38,32,113,90,83,1,,,,,,,,
,,,esch,102,100,97,140,139,137,2,,,,,1,,,
,,,esch,97,90,81,,,,1,,,,,,,,
,,,esch,74,59,47,82,70,59,1,,,,,,,,
,,,esch,52,43,,,,,1,,,,,,,,
,,,esch,134,126,121,135,130,125,1,,,,,,,,
,,,esch,59,47,,,,,1,,,,,,,,
,,,esch,50,40,,,,,1,,,,,,,,
,,,esch,45,40,,,,,1,,,,,,,,
,,,sah,158,149,143,,,,,,,,,,,,
,,,sah,115,109,90,,,,,,,,,,,,
,,,hbu,214,200,194,225,206,195,,,,,,,,,
,nw,,sah,102,97,88,139,120,111,,,,,,,,,
,,,hbu,77,62,55,,,,,,,,,,,,
,,,bah,107,85,71,120,100,87,,,,,,,,,
,,,esch,117,109,99,125,116,104,1,,,,,,,,
,,,bah,141,130,123,,,,,,,,,,,,
,,,bah,147,132,125,,,,,,,,,,,,
,,,esch,139,126,119,145,133,124,1,,,,,,,,
,,,bah,217,199,182,,,,,,,,,,,,
,,,bah,95,86,79,103,94,85,,,,,,,,,
,,,hbu,51,48,47,,,,,,,,,,,,
,,,hbu,67,63,54,,,,,,,,,,,,
,,,esch,70,65,60,,,,1,,,,,,,,
,,,esch,90,88,78,,,,1,,,,,,,,
,,,esch,75,66,59,85,72,65,1,,,,,,,,
,sw,,hbu,60,55,46,,,,,,,,,,,,
,,,bah,39,,,,,,,,,,,,,,
,,,esch,101,90,78,,,,2,,1,,,,,,
,,,bah,95,74,58,105,80,61,,,,,,,,,
,,,esch,79,70,59,,,,1,,,,,,,,
,,,esch,72,60,53,,,,1,,,,,,,,
,,,esch,55,45,,70,61,,1,,,,,,,,
,,,bah,115,102,93,128,115,106,,,,,,,,,
,,,esch,146,132,121,,,,5,,3,,,,,,
,,,bah,119,101,93,,,,,,,,,,,,
,,,bah,92,89,84,,,,,,,,,,,,
,,,esch,99,92,88,122,119,110,1,,,,,,,,
,,,esch,121,119,117,,,,1,,,,,,t1,grüne höhe 79,
,so,,bah,103,91,,,,,,,,,,,,,
,,,esch,111,108,100,,,,1,,,,,,,,
,,,esch,84,75,69,102,95,82,2,t1,,,,,,grüne Höhe 71,
,,,esch,80,65,62,,,,1,,,,,,,,
,,,esch,136,130,115,,,,1,,,,,,,,
,,,esch,64,55,49,,,,1,,,,,,,,
,,,esch,142,129,113,145,130,112,1,,,,,,,,
,,,esch,74,66,55,,,,1,,,,,,,,
,,,bah,114,100,90,,,,,,,,,,,,
,,,sah,151,135,112,172,155,140,,,,,,,,,
,,,rbu,289,255,224,371,294,232,,,,,,,,,
,,,esch,94,87,80,100,92,87,1,,,,,,,,
,,,esch,120,109,99,,,,1,,,,,,,,
,,,esch,75,70,67,138,134,125,1,,,,,,,,
,,,esch,149,135,122,,,,1,,,,,,,,
73,no,,esch,104,90,81,,,,2,,,,,,1,,
,,,esch,90,84,75,,,,1,,,,,,,,
,,,esch,105,96,91,,,,3,,,,,,2,,
,,,esch,191,180,171,199,192,186,1,,,,,,,,
,,,esch,59,55,50,65,60,56,1,,,,,,,,
,,,esch,89,79,75,105,96,91,2,,,,,1,,,
,,,hbu,54,46,40,,,,,,,,,,,,
,,,sah,85,79,71,,,,,,,,,,,,
,,,sah,86,84,82,,,,,,,,,,,,
,,,hbu,54,50,44,,,,,,,,,,,,
,,,esch,166,150,134,180,164,149,1,,,,,,,,
,,,hbu,54,48,40,,,,,,,,,,,,
,,,hbu,61,55,49,,,,,,,,,,,,
,,,esch,70,61,,,,,1,,,,,,,,
,,,bah,136,115,102,,,,,,,,,,,,
,,,hbu,172,160,154,185,176,169,,,,,,,,,
,,,hbu,80,70,61,,,,,,,,,,,,
,,,esch,91,86,83,,,,2,,1,,,,,,
,,,esch,52,48,43,69,64,58,1,,,,,,,,
,,,bah,117,102,94,,,,,,,,,,,,
,,,esch,152,135,120,156,138,125,1,,,,,,,,
,nw,,esch,125,114,95,,,,1,,,,,,,,
,,,esch,105,99,94,,,,2,,,,1,,,,
,,,esch,82,78,70,95,89,80,1,,,,,,,,
,,,esch,107,95,84,,,,1,,,,,,,,
,,,esch,58,52,,60,54,,1,,,,,,,,
,,,esch,84,76,72,,,,1,,,,,,,,
,,,esch,82,80,77,94,91,85,2,,,,,,1,,
,,,esch,173,154,149,182,161,156,3,,,,,,2,zwei mal aceria fraxinivora,
,,,esch,116,109,94,128,116,95,1,,,,,,,,
,,,esch,67,59,,,,,1,,,,,,,,
,,,esch,62,54,52,,,,1,,,,,,,,
,,,esch,103,96,90,109,103,98,1,,,,,,,,
,,,esch,57,54,49,,,,1,,,,,,,,
,,,esch,124,109,90,,,,2,t1,,,,,,tote höhe 131,
,,,bah,167,149,130,,,,,,,,,,,,
,,,bah,139,125,112,,,,,,,,,,,,
,,,esch,155,132,117,,,,1,,,,,,,,
,,,esch,54,50,43,,,,1,,,,,,,,
,,,esch,50,42,,,,,1,,,,,,,,
,,,esch,62,55,,,,,1,,,,,,,,
,,,esch,127,112,104,,,,2,,,,,,1,,
,,,esch,134,124,118,,,,2,,,,,,1,,
,,,esch,159,150,128,160,154,129,3,,,,,,,,
,,,hbu,155,142,134,167,152,130,,,,,,,,,
,,,esch,123,110,101,125,112,101,2,,,,,,,,
,,,esch,80,74,70,,,,1,,,,,,,,
,,,esch,71,68,66,85,83,78,1,,,,,,,,
,,,esch,73,68,64,,,,1,,,,,,,,
,,,sah,99,82,75,,,,,,,,,,,,
,,,bah,90,79,70,,,,,,,,,,,,
,,,esch,69,50,37,64,56,40,1,,,,,,,,
,,,esch,139,125,117,166,154,142,1,,,,,,,,
,,,esch,133,120,110,219,209,195,1,,,,,,,,
,so,,esch,56,52,,,,,1,,,,,,,,
,,,esch,85,80,66,,,,1,,,,,,,,
,,,esch,66,57,42,74,65,49,1,,,,,,,,
,,,sah,99,89,83,,,,,,,,,,,,
,,,esch,171,154,130,,,,1,,,,,,,,
,,,esch,110,102,89,,,,1,,,,,,,,
,,,esch,129,121,115,138,130,125,1,,,,,,,,
,,,esch,67,56,,,,,1,,,,,,t1,grüne höhe 56,
,,,wli,86,75,46,,,,,,,,,,,,
,,,esch,85,75,66,,,,1,,,t1,,,,"grüne höhe 66, spitze außerdem abgeknickt",
,,,hbu,65,57,51,,,,,,,,,,,,
,,,hbu,70,61,56,,,,,,,,,,,,
,,,hbu,86,77,67,,,,,,,,,,,,
,,,esch,58,53,49,,,,2,,,,,,1,,
,,,esch,67,55,,,,,1,,,,,,,,
,,,hbu,111,100,90,114,103,92,,,,,,,,,
,,,esch,67,54,,,,,1,,,,,,,,
,,,esch,67,62,56,,,,1,,,,,,,,
,,,esch,75,70,62,80,76,68,1,,,,,,,,
,,,esch,109,94,74,135,124,100,1,,,,,,,,
,,,esch,62,57,50,72,67,60,1,,,,,,,,
,,,esch,61,54,46,,,,1,,,,,,,,
,,,esch,86,84,80,,,,1,,,,,,,,
,,,esch,70,60,,,,,2,t1,,,,,,grüne höhe 65,
,,,bah,125,106,86,,,,,,,,,,,,
,,,esch,80,62,54,,,,1,,,,,,,,
,,,esch,65,62,,,,,1,,,,,,,,
,,,hbu,76,66,54,,,,,,,,,,,,
,,,esch,98,85,52,123,109,65,1,,,,,,,,
,,,esch,60,51,,,,,1,,,,,,,,
,,,esch,63,56,,,,,1,,,,,,,,
,sw,,hbu,94,86,80,115,108,90,,,,,,,,,
,,,esch,102,98,95,,,,1,,,,,,,,
,,,esch,80,74,72,91,85,83,1,,,,,,,,
,,,esch,94,87,84,,,,1,,,,,,,,
,,,esch,109,100,94,119,109,101,3,,1,,,,1,,
,,,esch,127,115,106,128,116,107,1,,,,,,,,
,,,esch,106,95,86,114,103,90,1,,,,,,,,
,,,esch,54,46,43,,,,2,,1,,,,,,
,,,esch,132,122,109,,,,1,,,,,,,,
,,,esch,51,44,,,,,1,,,,,,,,
,,,esch,57,52,,,,,1,,,,,,,,
,,,esch,84,76,73,,,,1,,,,,,,,
,,,esch,60,53,39,,,,1,,,,,,,,
,,,esch,116,108,105,116,111,109,1,,,,,,,,
,,,bah,124,110,96,140,126,113,,,,,,,,,
74,nw,ja,bah,116,100,91,116,100,79,,,,,,,,,
,,,esch,102,98,95,110,108,104,1,,,,,,,,
,,,bah,85,70,61,,,,,,,,,,,,
,,,bah,146,135,126,146,135,129,,,,,,,,,
,,,esch,69,64,58,,,,1,,,,,,,,
,,,hbu,154,144,135,198,190,185,,,,,,,,,
,no,,sah,108,102,94,119,112,104,,,,,,,,,
,,,esch,79,71,64,85,75,66,1,,,,,,,,
,,,esch,91,84,79,,,,1,,,,,,,,
,,,sah,155,134,114,,,,,,,,,,,,
,,,bah,108,97,72,,,,,,,,,,,,
,so,,bah,166,149,140,195,170,161,,,,,,,,,
,,,bah,150,138,127,,,,,,,,,,,,
,,,sah,99,97,94,132,130,128,,,,,,,,,
,,,esch,74,64,53,,,,1,,,,,,,,
,,,esch,46,,,,,,1,,,,,,,,
,,,esch,65,63,61,70,68,66,1,,,,,,,,
,,,bah,84,79,75,96,90,87,,,,,,,,,
,,,esch,76,65,,,,,1,,,,,,,,
,sw,,bah,161,147,138,,,,,,,,,,,,
,,,hbu,76,69,55,,,,,,,,,,,,
,,,esch,120,113,102,135,129,115,2,,,,,1,,,
,,,esch,70,66,47,,,,1,,,,,,,,
,,,esch,65,57,53,99,92,88,1,,,,,,,,
,,,esch,72,69,64,80,75,67,1,,,,,,,,
,,,hbu,62,54,47,,,,,,,,,,,,
,,,sah,111,103,95,,,,,,,,,,,,
,,,sah,93,84,76,102,90,76,,,,,,,,,
,,,bah,139,125,113,140,127,112,,,,,,,,,
,,,bah,169,154,135,189,172,137,,,,,,,,,
,,,bah,126,118,113,164,155,148,,,,,,,,,
75,nw,,esch,99,95,90,,,,1,,,,,,,,
,,,esch,68,66,60,86,85,78,1,,,,,,,,
,,,sah,218,210,197,,,,,,,,,,,,
,,,esch,63,62,60,,,,1,,,T1,,,,,
,,,esch,110,107,105,,,,1,,,,,,,,
,no,,bah,99,95,91,,,,,,,,,,,,
,,,esch,127,124,119,,,,1,,,,,,,,
,,,esch,75,73,70,108,106,100,1,,,,,,,,
,,,esch,68,65,63,,,,1,,,,,,,,
,,,sah,101,95,91,,,,,,,,,,,,
,,,esch,75,73,69,90,86,81,1,,,,,,,,
,so,,bah,91,85,79,106,101,94,,,,,,,,,
,,,bah,76,70,,,,,,,,,,,,,
,,,esch,55,48,40,,,,1,,,,,,,,
,,,sah,118,112,107,138,132,126,,,,,,,,,
,,,esch,76,72,70,103,100,95,1,,,,,,,,
,,,esch,93,89,82,,,,1,,,,,,,,
,sw,,esch,140,134,126,,,,1,,,,,,T1,grüne Höhe 73,
,,,bah,74,65,56,,,,,,,,,,,,
,,,bah,128,123,115,,,,,,,,,,,,
,,,bah,121,115,107,,,,,,,,,,,,
,,,esch,93,89,85,115,110,104,1,,,,,,,,
84,nw,,bah,137,131,119,,,,,,,,,,,,
,,,esch,61,57,54,,,,1,,,,,,,,
,,,hbu,65,60,,,,,,,,,,,,,
,,,esch,102,90,78,,,,1,,,,,,,,
,,,esch,89,83,72,100,94,82,1,,,,,,,,
,,,esch,59,55,43,,,,1,,,,,,,,
,,,esch,51,45,,64,55,,1,,,,,,,,
,,,esch,82,77,71,108,102,95,2,,,,,,1,,
,,,esch,83,79,70,,,,1,,,,,,,,
,,,esch,133,130,122,,,,1,,,,,,,,
,,,esch,190,184,171,,,,2,,,,,,,,
,,,esch,71,65,56,,,,1,,,,,,,,
,,,sah,115,112,110,146,143,138,,,,,,,,,
,,,bah,245,222,205,,,,,,,,,,,,
,,,esch,113,105,94,,,,1,,,,,,,,
,,,hbu,358,350,340,410,390,372,,,,,,,,,
,,,hbu,261,248,242,283,267,258,,,,,,,,,
,,,esch,70,68,64,,,,1,,,,,,,,
,,,esch,192,180,172,,,,1,,,,,,,,
,,,bah,120,118,113,,,,,,,,,,,,
,,,bah,217,211,202,,,,,,,,,,,,
,,,esch,167,160,151,,,,3,T1,,,,,,tote Höhe 169,
,,,esch,50,45,28,68,64,45,1,,,,,,,,
,,,esch,167,152,145,,,,3,T1,2,,,,,grüne Höhe 90,
,,,bah,170,162,147,,,,,,,,,,,,
,,,esch,91,87,,,,,1,,,,,,,,
,,,hbu,205,200,193,300,294,285,,,,,,,,,
,,,bah,312,273,235,,,,,,,,,,,,
,,,esch,57,49,,,,,1,,,,,,,,
,no,,esch,87,80,67,,,,1,,,,,,,,
,,,esch,59,55,42,,,,1,,,,,,,,
,,,esch,108,101,93,117,111,104,1,,,,,,,,
,,,bah,222,198,176,,,,,,,,,,,,
,,,sah,117,112,109,,,,,,,,,,,,
,,,esch,142,128,113,,,,1,,,,,,,,
,,,bah,188,159,129,,,,,,,,,,,,
,,,esch,168,159,152,193,181,171,2,,,,,,,,
,,,esch,105,93,81,,,,2,,,,,,,,
,,,esch,167,160,150,,,,3,,,,,1,,,
,,,sah,74,70,66,,,,,,,,,,,,
,,,bah,242,217,194,,,,,,,,,,,,
,,,sah,114,110,106,,,,,,,,,,,,
,,,esch,93,86,79,102,96,88,1,,,,T1,,,,
,,,hbu,141,130,118,153,137,123,,,,,,,,,
,,,bah,142,133,125,,,,,,,,,,,,
,,,esch,235,229,219,,,,1,,,,T1,,,,
