Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,BAh,504,308,204,,,,,,,,,,,,
,,,BAh,144,96,,108,163,,,,,,,,,,
,,,Esche,95,62,,106,64,,1,,,,,,,,
,,,BAh,134,97,,149,98,,,,,,,,,,
,SW,,BAh,144,118,,165,123,,,,,,,,,,
,,,BAh,339,195,160,402,226,180,,,,,,,,,
,,,Linde,154,147,96,160,153,98,,,,,,,,behaarteTriebe,
,,,Linde,142,79,,161,89,,,,,,,,,behaarteTriebe,
,,,BAh,238,153,141,247,161,149,,,,,,,,,
,,,BAh,99,83,74,138,110,100,,,,,,,,,
,,,BAh,103,81,,114,88,,,,,,,,,,
,NO,,BAh,120,86,,131,91,,,,,,,,,,
,,,Linde,103,97,55,,,,,,,,,,,"behaarteTriebe, rote Knospe",
,NW,,BAh,92,89,70,106,101,83,,,,,,,,,
49,SO,,Esche,84,69,44,103,75,47,,,,,,,,,
,SW,,BAh,165,148,131,,,,,,,,,,,,
,,,BAh,71,54,,77,55,,,,,,,,,,
,NO,,Esche,106,85,64,122,100,75,1,,,,,,,,
,NW,,BAh,163,122,88,182,133,93,,,,,,,,,
,,,BAh,144,120,80,145,123,80,,,,,,,,,
,,,BAh,229,208,175,239,211,175,,,,,,,,,
48,SO,,Esche,978,764,703,1068,822,739,17,,4,1,,,2,"Krebs an dem ast, der auch mit ETS lebt. Auf Plot lag die Krone eines umgestürzten toten Holunders und hat die Pflanzen niedergedrück.",
,SW,,Esche,904,611,423,1002,700,484,11,,,,,,4,,
,,,BAh,654,521,278,,,,,,,,,,,,
,,,BAh,410,308,225,,,,,,,,,,,,
,,,BAh,280,258,197,302,276,208,,,,,,,,,
,,,BAh,249,224,162,274,244,174,,,,,,,,,
,,,Esche,106,84,57,110,84,57,1,,,,,,,,
,,,Esche,113,111,99,,,,1,,,,,,,,
,NW,,BAh,186,147,93,,,,,,,,,,,,
,,,BAh,408,320,205,,,,,,,,,,,,
,,,BAh,242,193,134,,,,,,,,,,,,
,,,BAh,197,160,126,214,174,131,,,,,,,,,
,,,BAh,443,315,168,455,324,168,,,,,,,,,
,,,BAh,416,314,202,426,329,208,,,,,,,,,
,,,Esche,106,98,65,120,111,75,1,,,,,,,,
,,,Esche,84,75,50,113,104,74,1,,,,,,,,
,,,Esche,129,121,60,134,123,61,1,,,,,,,,
,NO,,Esche,60,46,1,107,93,50,1,,,,,,,,
,,,Esche,93,74,,99,77,,1,,,,,,,,
,,,BAh,395,348,151,407,353,152,,,,,,,,,
,,,BAh,322,215,135,326,222,137,,,,,,,,,
,,,BAh,174,135,94,211,160,113,,,,,,,,,
58,NW,,Esche,93,67,,101,73,,1,,,,,,,,
,,,BAh,172,133,108,175,133,109,,,,,,,,,
,NO,, ,,,,,,,,,,,,,,Keine Böäume,
,SO,,BAh,213,168,133,229,172,135,,,,,,,,,
,,,BAh,260,180,148,,,,,,,,,,,,
,,,BAh,98,78,64,,,,,,,,,,,,
,SW,,BAh,190,148,103,,,,,,,,,,,,
,,,BAh,73,68,59,83,77,69,,,,,,,,,
,,,BAh,143,120,106,149,125,110,,,,,,,,,
57,SO,,BAh,393,255,251,,,,,,,,,,,Plot von Bärlauchdieben umgegraben,
,,,Esche,220,203,173,,,,2,,,,,,,,
,,,BAh,335,266,196,,,,,,,,,,,,
,SW,,BAh,173,121,,,,,,,,,,,,,
,,,BAh,188,155,131,199,165,140,,,,,,,,,
,,,BAh,293,189,154,298,194,159,,,,,,,,,
,NW,,BAh,430,219,151,,,,,,,,,,,,
,,,BAh,309,182,1,528,402,251,,,,,,,,,
,,,BAh,397,205,128,,,,,,,,,,,,
,,,BAh,323,167,123,,,,,,,,,,,,
,,,BAh,103,76,10,294,250,154,,,,,,,,,
,,,BAh,260,136,94,,,,,,,,,,,,
,,,BAh,188,115,76,203,115,76,,,,,,,,,
,,,BAh,228,154,146,,,,,,,,,,,,
,NO,,Esche,933,630,484,,,,3,,,,,,1,,
,,,BAh,134,114,,,,,,,,,,,,,
,,,BAh,302,173,169,307,178,174,,,,,,,,,
,,,BAh,203,168,110,236,179,122,,,,,,,,,
56,NW,,BAh,165,139,78,196,169,81,,,,,,,,,
,,,BAh,202,167,111,232,186,117,,,,,,,,,
,,,Esche,60,49,,94,60,,1,,,,,,,,
,,,BAh,201,182,144,230,206,151,,,,,,,,,
,,,BAh,343,295,244,,,,,,,,,,,,
,SW,, ,,,,,,,,,,,,,,,
,NO,,BAh,258,238,205,280,266,218,,,,,,,,,
,,,BAh,198,191,139,259,243,185,,,,,,,,,
,,,BAh,246,204,147,317,255,177,,,,,,,,,
,,,Esche,147,97,55,182,112,60,1,,,,,,,,
,,,BAh,465,370,274,480,381,284,,,,,,,,,
,,,BAh,321,269,162,,,,,,,,,,,,
,,,Esche,106,86,,129,102,,1,,,,,,,,
,,,Esche,256,160,127,279,178,146,1,,,,,,,,
,,,Esche,77,60,40,97,77,55,,,,,,,,,
,,,Esche,86,55,42,107,76,58,1,,,,,,,,
,,,Esche,116,80,47,151,115,80,1,,,,,,,,
,,,Esche,151,76,37,177,104,51,1,,,,,,,,
,,,Esche,76,56,33,89,67,38,1,,,,,,,,
,,,Esche,127,85,54,149,106,74,1,,,,,,,,
,,,Esche,98,77,60,138,106,68,1,,,,,,,,
,,,BAh,322,289,208,,,,,,,,,,,,
,,,Esche,64,51,,73,56,,1,,,,,,,,
,,,Esche,90,65,,102,75,,1,,,,,,,,
,,,BAh,335,303,253,355,318,258,,,,,,,,,
,,,BAh,452,386,263,,,,,,,,,,,,
,,,BAh,240,215,201,256,223,208,,,,,,,,,
,,,Esche,96,81,,125,100,,1,,,,,,,,
,SO,,BAh,221,185,140,230,191,146,,,,,,,,,
,,,BAh,228,195,149,,,,,,,,,,,,
,,,BAh,349,289,188,353,290,185,,,,,,,,,
,,,BAh,164,122,106,,,,,,,,,,,,
,,,Esche,104,79,42,120,89,54,1,,,,,,,,
,,,BAh,386,324,230,469,357,251,,,,,,,,,
,,,Esche,82,45,,126,92,,1,,,,,,,,
,,,Esche,43,43,,84,76,,1,,,,,,,,
,,,BAh,115,115,115,,,,,,,,,,,abgerissen,
55,NW,,Esche,92,68,47,125,101,78,2,,T1,1,,,,"GH: 65, Toter Baum über Plot",111-3866
,NO,,BAh,476,440,287,545,506,343,,,,,,,,,
,,,"minor, Ulmus",126,115,15,,,,,,,,,,,,
,,,Esche,127,92,83,159,113,101,1,,,,,,,,
,,,Esche,114,81,35,169,136,63,3,,,,,,T2,GH: 105,
,,,Esche,76,72,,,,,1,,,,T1,,,,
,SW,, ,,,,,,,,,,,,,,Keine Bäume,
,SO,, ,,,,,,,,,,,,,,Keine Bäume,
54,NW,,BAh,712,593,465,,,,,,,,,,,,
,,,BAh,246,236,217,254,244,222,,,,,,,,,
,,,BAh,363,307,225,391,337,253,,,,,,,,,
,,,BAh,293,250,215,323,275,225,,,,,,,,,
,SW,,BAh,751,610,547,751,610,547,,,,,,,,,
,,,BAh,248,237,195,268,253,203,,,,,,,,,
,,,BAh,162,137,125,235,202,170,,,,,,,,,
,SO,,BAh,531,480,292,,,,,,,,,,,,
,,,BAh,585,528,325,585,528,325,,,,,,,,,
,,,BAh,348,302,193,359,308,198,,,,,,,,,
,,,BAh,222,188,156,286,253,215,,,,,,,,,
,,,BAh,230,212,166,,,,,,,,,,,,
,,,BAh,365,305,222,378,305,222,,,,,,,,,
,,,BAh,376,293,217,380,294,219,,,,,,,,,
,NO,,BAh,188,158,147,192,160,149,,,,,,,,,
,,,Esche,139,123,95,192,164,110,1,,,,,,,,
53,SW,,Esche,930,807,766,,,,28,1,8,1,,,9,"th 1181, Vermutlich sind leute durch den Plot gelaufen",
,,,BAh,268,219,199,287,233,204,,,,,,,,,
,,,BAh,138,81,,149,81,,,,,,,,,,
,,,BAh,175,138,120,,,,,,,,,,,,
,,,BAh,185,120,90,,,,,,,,,,,,
,NW,,BAh,121,114,99,124,107,154,,,,,,,,,
,NO,,BAh,179,135,90,197,144,98,,,,,,,,,
,SO,, ,,,,,,,,,,,,,,keine Bäume,
72,NW,,BAh,131,123,110,134,128,110,,,,,,,,,
,,,Esche,67,50,,99,80,,1,,,,,,,,
,,,BAh,90,87,67,134,115,100,,,,,,,,,
,,,Esche,65,57,,76,65,,1,,,,,,,,
,SW,,Esche,252,219,177,310,267,224,5,,,,,,2,,
,,,Esche,75,64,,83,65,,1,,,,,,,,
,,,Esche,127,80,,133,86,,1,,,,,,,,
,,,Esche,72,54,,90,55,,1,,,,,,,,
,,,Esche,80,69,52,82,70,52,1,,,,,,,,
,SO,, ,,,,,,,,,,,,,,Keine Bäume,
,NO,,Esche,72,52,,94,70,,1,,,,,,,,
71,SO,,Esche,121,114,85,190,156,115,1,,,,,,,,
,,,BAh,197,156,128,209,165,122,,,,,,,,,
,,,BAh,178,150,128,188,159,133,,,,,,,,,
,,,BAh,188,162,117,210,184,128,,,,,,,,,
,,,BAh,252,197,146,,,,,,,,,,,,
,,,BAh,158,135,100,183,144,102,,,,,,,,,
,,,BAh,207,184,142,213,188,135,,,,,,,,,
,SW,,Esche,85,60,,110,86,,1,,,,,,,,
,,,BAh,144,124,96,,,,,,,,,,,,
,,,BAh,160,127,120,217,182,138,,,,,,,,,
,,,Esche,89,55,,132,83,,1,,,,,,,,
,NW,,BAh,172,150,108,,,,,,,,,,,,
,,,BAh,259,238,169,,,,,,,,,,,,
,,,BAh,133,122,104,138,122,104,,,,,,,,,
,,,Esche,237,207,104,,,,1,,,,,,,,
,,,BAh,120,116,113,162,158,146,,,,,,,,,
,,,BAh,115,95,69,154,135,110,,,,,,,,,
,,,BAh,115,104,74,139,128,97,,,,,,,,,
,,,Esche,80,60,43,89,65,50,1,,,,,,,,
70,NW,,Esche,521,456,406,536,471,421,7,1,,T1,,,3,,
,,,Esche,686,647,416,890,847,561,10,1,,,,,3,,
,,,Esche,95,80,59,1023,84,64,1,,,,,,,,
,,,Esche,119,98,59,156,112,68,1,,,,,,,,
,,,Esche,104,75,58,109,76,58,1,,,,,,,,
,,,Esche,136,115,82,,,1,,,,,,,,,
,,,Esche,142,96,70,194,140,83,,,,,,,,,
,,,Esche,779,767,580,898,884,603,15,,T1,7,,,4,ETS mittig eingedrungen,
,NO,,Esche,104,86,72,140,102,74,1,,,,,,,,
,,,Esche,118,115,87,134,130,94,1,,,,,,,,
,,,Esche,127,75,50,,,,2,,,,,,,,
,,,BAh,186,147,135,215,163,145,,,,,,,,,
,,,Esche,179,130,65,201,142,71,1,,,,,,,,
,,,Esche,141,98,71,162,108,80,1,,,,,,,,
,,,Esche,234,152,81,250,162,81,2,,,,,,,,
,,,Esche,104,173,64,188,152,77,2,,,,,,,,
,,,Esche,94,84,58,104,97,61,1,,,,,,,,
,,,Esche,139,121,56,168,116,67,1,,,,,,,,
,,,Esche,108,81,47,128,89,52,1,,,,,,,,
,,,Esche,129,78,61,178,96,76,1,,,,,,,,
,SW,,Esche,100,80,55,108,804,55,1,,,,,,,,
,,,Esche,95,79,,96,79,,1,,,,,,,,
,,,Esche,111,78,,127,94,,1,,,,,,,,
,,,Esche,132,91,45,150,104,51,1,,,,,,,,
,,,Esche,162,101,55,167,104,55,1,,,,,,,,
,,,Esche,120,90,50,125,95,130,1,,,,,,,,
,,,Nigra sambucus,4650,4140,3934,,,,,,,,,,,,
,,,Esche,128,94,68,147,111,71,1,,,,,,,,
,,,Esche,101,116,70,185,127,70,1,,,,,,,wächst nach unten,
,,,Esche,127,96,58,,,,1,,,,,,,,
,,,Esche,84,73,49,91,77,53,1,,,,,,,,
,,,Esche,184,111,80,194,112,80,1,,,,,,,,
,SO,,Esche,161,122,81,196,123,81,2,,,,,,1,krebs,
,,,BAh,164,130,87,170,134,93,,,,,,,,,
,,,Esche,74,50,20,115,91,58,1,,,,,,,,
,,,BAh,121,103,75,160,143,104,,,,,,,,,
,,,Esche,164,129,58,175,134,60,1,,,,,,,,
75,NO,,Esche,1734,1212,975,,,,35,,12,9,,,9,GH: 474,
,,,BAh,161,147,122,,,,,,,,,,,,
,,,BAh,153,120,100,163,125,100,,,,,,,,,
,,,Esche,106,71,65,,,,1,,,,,,,,
,SO,,Esche,197,146,130,216,148,130,1,,,,,,,,
,,,Esche,112,65,,143,75,,1,,,T1,,,,,
,,,HBu,71,55,,,,,,,,,,,,,
,SW,,BAh,113,100,90,131,117,107,,,,,,,,,
,,,BAh,148,120,92,154,122,92,,,,,,,,,
,,,BAh,144,111,81,166,132,102,,,,,,,,,
,,,BAh,176,143,112,188,151,120,,,,,,,,,
,,,BAh,185,150,116,,,,,,,,,,,,
,,,Esche,106,89,65,,,,1,,,,,,,,
,,,Esche,85,60,,90,60,,1,,,,,,,,
,,,Esche,86,67,,,,,1,,,,,,,,
,,,Esche,326,210,180,349,221,183,1,,,,,,,,
,,,Esche,371,236,133,400,267,162,1,,,,,,,,
,,,BAh,228,190,137,234,197,142,,,,,,,,,
,,,Esche,152,130,95,211,186,150,1,,,,,,,,
,NW,,BAh,358,256,153,,,,,,,,,,,,
,,,Esche,422,371,283,427,376,288,2,,,T1,,,,,
,,,HBu,104,93,,,,,,,,,,,,,
76,NO,,BAh,198,174,119,217,185,114,,,,,,,,"Zerlatscht von Bärlauchdieben, Daten aber brauchbar",
,,,Esche,152,147,91,255,150,102,2,,,,,,1,,
,SO,,Esche,113,94,72,123,102,75,1,,,,,,,,
,,,Esche,53,15,1,102,60,24,1,,,,,,,,
,,,Esche,114,82,62,182,132,77,1,,,,,,,,
,SW,,Esche,95,76,47,123,97,62,1,,,,,,,,
,,,Esche,158,129,103,178,133,104,2,,,,,,,,
,,,SAh,235,177,125,250,186,125,,,,,,,,,
,NW,,BAh,170,155,143,183,165,148,,,,,,,,,
77,NO,,Esche,132,114,72,136,118,76,1,,,,,,,,
,,,Esche,107,1,1,301,220,180,1,,,,,,,,
,,,Esche,56,67,47,119,95,70,2,,,,,,,wächst nach unten,
,,,BAh,199,158,153,241,179,171,,,,,,,,,
,,,BAh,243,202,146,254,208,145,1,,,,,,,,
,,,BAh,160,134,78,194,144,87,,,,,,,,,
,,,Esche,121,113,62,142,115,62,1,,,,,,,,
,,,BAh,333,275,144,,,,,,,,,,,,
,,,Esche,84,57,41,148,104,72,1,,,,,,,,
,,,Esche,86,66,56,240,139,67,1,,,T1,,,,,
,SO,,Esche,125,95,59,129,95,59,1,,,,,,,,
,,,BAh,136,112,73,158,131,73,,,,,,,,,
,,,Esche,146,110,60,157,111,60,1,,,,,,,,
,,,BAh,94,82,49,105,99,57,,,,,,,,,
,,,BAh,118,109,87,,,,,,,,,,,,
,,,BAh,183,164,133,200,181,146,,,,,,,,,
,,,Esche,93,77,72,131,113,107,1,,,,,,,,
,,,BAh,131,106,68,188,160,120,,,,,,,,,
,SW,,Esche,131,96,45,136,101,141,1,,,,,,,,
,,,BAh,131,122,108,147,136,119,,,,,,,,,
,,,BAh,129,123,91,150,138,103,,,,,,,,,
,,,Esche,242,188,134,252,188,134,6,,t3,,,,,TH: 834,
,,,Esche,89,76,,102,81,,1,,,,,,,,
,NW,,BAh,173,146,112,182,150,97,,,,,,,,,
,,,Esche,113,94,61,132,107,65,1,,,,,,,,
,,,BAh,178,147,111,185,160,113,,,,,,,,,
,,,Esche,141,98,71,153,110,84,1,,,,,,,,
,,,BAh,198,180,164,213,195,170,,,,,,,,,
,,,Esche,162,119,65,202,159,75,2,,,,,,1,,
,,,BAh,306,268,192,,,,,,,,,,,,
,,,BAh,102,81,48,152,131,73,,,,,,,,,
,,,Esche,163,116,76,,,,1,,,,,,,,
,,,Esche,165,116,55,172,120,55,1,,,,,,,,
,,,Esche,229,143,72,240,141,72,1,,,,,,,,
94,NW,Ja, ,,,,,,,,,,,,,,Keine Bäume,112-3871
,NO,Ja, ,,,,,,,,,,,,,,Keine Bäume,
,SW,Ja, ,,,,,,,,,,,,,,Keine Bäume,
,SO,Ja, ,,,,,,,,,,,,,,Keine Bäume,
93,NW,Ja, ,,,,,,,,,,,,,,"Unter umgesürzter Krone und Brennnesseln begraben, keine Bäume",112-3872
,NO,Ja, ,,,,,,,,,,,,,,"Unter umgesürzter Krone und Brennnesseln begraben, keine Bäume",
,SW,Ja, ,,,,,,,,,,,,,,"Unter umgesürzter Krone und Brennnesseln begraben, keine Bäume",
,SO,Ja, ,,,,,,,,,,,,,,"Unter umgesürzter Krone und Brennnesseln begraben, keine Bäume",
92,NW,Ja, ,,,,,,,,,,,,,,"Gestört, Bärlauchdiebe-Lager",112-3873
,NO,Ja, ,,,,,,,,,,,,,,"Gestört, Bärlauchdiebe-Lager",
,SW,Ja, ,,,,,,,,,,,,,,"Gestört, Bärlauchdiebe-Lager",
,SO,Ja, ,,,,,,,,,,,,,,"Gestört, Bärlauchdiebe-Lager",
91,NW,Ja,Esche,1866,1531,740,,,,17,1,4,T3,,,5,Plot auf Rückegasse,112-3874
,,Ja,BAh,726,569,260,,,,,,,,,,,,
,,Ja,BAh,412,278,143,438,278,143,,,,,,,,,
,,Ja,BAh,447,401,268,,,,,,,,,,,,
,,Ja,BAh,1154,848,389,,,,,,,,,,,,
,,Ja,BAh,755,612,311,,,,,,,,,,,,
,,Ja,BAh,512,445,198,,,,,,,,,,,,
,NO,Ja,BAh,684,670,502,,,,,,,,,,,Komische Kurztriebkette.,
,,Ja,Esche,283,212,123,296,221,123,2,,T1,,,,,TH: 326,
,SO,Ja,BAh,495,435,289,,,,,,,,,,,,
,,Ja,BAh,412,393,262,,,,,,,,,,,,
,,Ja,BAh,645,585,284,657,592,278,,,,,,,,,
,,Ja,BAh,827,640,338,,,,,,,,,,,,
,SW,Ja,BAh,467,455,222,476,458,224,,,,,,,,,
,,Ja,BAh,692,535,284,,,,,,,,,,,,
,,Ja,BAh,655,493,235,,,,,,,,,,,,
,,Ja,Esche,393,335,143,436,377,147,2,,,,,,,,
,,Ja,BAh,760,593,272,,,,,,,,,,,,
,,Ja,Esche,198,152,49,199,152,49,2,,T1,1,,,,,
,,Ja,BAh,325,274,187,343,281,190,,,,,,,,,
,,Ja,BAh,560,368,208,,,,,,,,,,,Johannistrieb? Nichtberücksichtigt,110-6247 - 48
,,Ja,Esche,170,140,83,183,149,88,1,,,,,,,,
,,Ja,Esche,188,153,92,236,199,123,1,,,,,,,,
,,Ja,Esche,131,128,120,316,267,144,1,,,,,,,,
90,NO,Ja,BAh,247,190,135,,,,,,,,,,,,
,,Ja,BAh,250,155,,,,,,,,,,,,,
,,Ja,BAh,352,218,138,,,,,,,,,,,,
,,Ja,BAh,344,219,147,365,238,147,,,,,,,,,
,,Ja,BAh,251,222,138,292,256,155,,,,,,,,,
,,Ja,Esche,3178,2496,2010,,,,32,,2,,,,7,,
,,Ja,BAh,340,309,181,,,,,,,,,,,,
,,Ja,BAh,221,168,139,230,177,149,,,,,,,,,
,,Ja,BAh,144,105,72,159,120,87,,,,,,,,,
,,Ja,BAh,392,240,147,397,245,152,,,,,,,,,
,,Ja,BAh,304,281,264,,,,,,,,,,,,
,,Ja,BAh,203,174,139,,,,,,,,,,,,
,,Ja,BAh,416,353,177,,,,,,,,,,,,
,,Ja,BAh,266,224,135,,,,,,,,,,,,
,,Ja,BAh,362,235,144,374,236,145,,,,,,,,,
,,Ja,BAh,150,110,89,189,147,120,,,,,,,,,
,SO,Ja,Esche,86,75,87,76,,,1,,,,,,,,
,,Ja,BAh,378,346,270,,,,,,,,,,,,
,,Ja,Esche,217,157,117,226,160,118,1,,,T1,,,,,
,,Ja,BAh,246,195,123,263,204,129,,,,,,,,,
,,Ja,BAh,305,244,155,346,248,156,,,,,,,,,
,,Ja,BAh,474,325,161,477,,,,,,,,,,,
,,Ja,BAh,540,330,171,553,335,184,,,,,,,,,
,,Ja,BAh,266,161,102,,,,,,,,,,,,
,,Ja,BAh,180,138,103,,,,,,,,,,,,
,,Ja,BAh,204,154,121,209,159,126,,,,,,,,,
,,Ja,BAh,218,161,119,,,,,,,,,,,,
,,Ja,BAh,243,189,120,,,,,,,,,,,,
,,Ja,BAh,333,205,135,344,211,138,,,,,,,,,
,,Ja,BAh,244,204,144,,,,,,,,,,,,
,,Ja,BAh,134,127,114,144,139,120,,,,,,,,,
,,Ja,BAh,588,401,212,,,,,,,,,,,,
,,Ja,BAh,412,312,167,432,333,183,,,,,,,,,
,,Ja,BAh,154,131,98,,,,,,,,,,,,
,,Ja,BAh,246,192,152,,,,,,,,,,,,
,,Ja,BAh,312,243,128,315,246,131,,,,,,,,,
,,Ja,BAh,182,150,122,,,,,,,,,,,,
,NW,Ja,BAh,510,449,180,,,,,,,,,,,,
,,Ja,BAh,528,477,280,,,,,,,,,,,,
,,Ja,BAh,195,169,127,215,188,147,,,,,,,,,
,,Ja,BAh,386,380,199,,,,,,,,,,,,
,,Ja,BAh,302,239,172,,,,,,,,,,,,
,,Ja,BAh,360,230,164,,,,,,,,,,,,
,,Ja,BAh,542,369,215,,,,,,,,,,,,
,,Ja,Esche,2063,1711,1460,,,,24,1,3,1,,,12,,
,,Ja,BAh,258,232,158,,,,,,,,,,,,
,,Ja,Esche,2181,1671,762,,,,29,1,8,,,,17,,
,,Ja,Esche,1655,1339,931,,,,23,1,3,1,,,12,,
,,Ja,BAh,546,381,207,,,,,,,,,,,,
,,Ja,BAh,330,294,180,350,314,190,,,,,,,,,
,SW,Ja,BAh,174,148,110,,,,,,,,,,,,
,,Ja,BAh,534,366,220,,,,,,,,,,,,
,,Ja,BAh,550,362,223,,,,,,,,,,,,
,,Ja,Esche,888,850,650,,,,6,,,,,,1,,
,,Ja,BAh,168,142,104,185,160,118,,,,,,,,,
,,Ja,Esche,284,250,197,319,277,214,1,,,,,,T1,GH:267,
,,Ja,BAh,355,311,208,,,,,,,,,,,,
,,Ja,BAh,295,266,179,,,,,,,,,,,,
,,Ja,Esche,1812,1176,676,,,,16,,,,,,5,,
,,Ja,BAh,256,237,173,257,236,174,,,,,,,,,
,,Ja,Esche,179,160,139,220,200,152,1,,,,,,,,
,,Ja,BAh,268,246,160,,,,,,,,,,,,
,,Ja,BAh,371,303,201,384,311,204,,,,,,,,,
,,Ja,BAh,304,256,166,323,272,181,,,,,,,,,
,,Ja,Esche,472,413,290,,,,2,,,T1,,,,,
47,NO,, ,,,,,,,,,,,,,,"Keine Bäume, unter toter Holunderkrone begraben",
,NW,, ,,,,,,,,,,,,,,,
,SO,, ,,,,,,,,,,,,,,,
,SW,, ,,,,,,,,,,,,,,,
95,SO,Ja,Esche,77,66,,,,,1,,,,,,,Referenzbaum 173 steht auf SE-Ecke,
,,Ja,Esche,64,50,,75,58,,1,,,,,,,,
,,Ja,Esche,62,35,30,87,55,49,1,,,,,,,,
,,Ja,Esche,89,67,,90,71,,1,,,,,,,,
,,Ja,BAh,48,30,,87,67,,,,,,,,,,
,,Ja,Esche,70,54,,91,75,,1,,,,,,,,
,NO,Ja,BAh,94,85,,96,85,,,,,,,,,,
,,Ja,Esche,87,67,,,,,2,,,,1,,,,
,,Ja,Esche,78,69,,81,70,,1,,,,,,,,
,,Ja,BAh,75,70,,86,81,,,,,,,,,,
,NW,Ja,BAh,111,93,82,117,97,85,,,,,,,,,
,,Ja,BAh,125,100,85,,,,,,,,,,,,
,,Ja,BAh,193,143,111,226,177,124,,,,,,,,,
,,Ja,FAh,88,76,66,,,,,,,,,,,,
,,Ja,BAh,143,122,96,,,,,,,,,,,,
,,Ja,Esche,104,71,,,,,1,,,,,,,,
,,Ja,Esche,58,52,47,,,,1,,,,,,,,
,SW,Ja,BAh,143,103,,,,,,,,,,,,,
,,Ja,Esche,73,59,,78,63,,1,,,,,,,,
,,Ja,Esche,64,52,,77,54,,1,,,,,,,,
,,Ja,Esche,79,61,,89,71,,1,,,,,,,,
74,NW,,Esche,958,565,396,,,,2,,1,T1,,,,,
,,,BAh,192,139,100,,,,,,,,,,,,
,,,BAh,150,108,,154,103,,,,,,,,,,
,,,BAh,221,156,122,,,,,,,,,,,,
,,,BAh,145,102,,153,111,,,,,,,,,,
,,,BAh,165,144,136,172,151,136,,,,,,,,,
,,,BAh,133,113,78,153,130,98,,,,,,,,,
,,,BAh,153,107,,,,,,,,,,,,,
,,,BAh,103,88,,108,83,,,,,,,,,,
,SW,, ,,,,,,,,,,,,,,Keine Bäume,
,NO,,Esche,151,105,68,159,112,68,1,,,,,,,,
,,,Esche,65,46,,89,66,,1,,,,,,,,
,,,BAh,156,141,130,,,,,,,,,,,,
,,,Esche,140,100,,159,108,,1,,,,,,,,
,,,BAh,116,76,,144,104,,,,,,,,,,
,,,BAh,145,110,107,157,120,116,,,,,,,,,
,,,BAh,187,147,,,,,,,,,,,,,
,,,BAh,161,115,,,,,,,,,,,,,
,SO,,BAh,232,206,200,,,,,,,,,,,,
,,,Esche,205,115,74,211,138,104,1,,,,,,,,
,,,Esche,209,130,60,238,157,83,2,,,,,,,,
,,,Esche,170,122,88,191,141,103,1,,,,,,,,
,,,BAh,93,77,,105,90,,,,,,,,,,
,,,Esche,122,96,75,168,118,98,1,,,,,,,,
