Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,bah,155,123,98,,,,,,,,,,,,
,,,bah,406,208,141,,,,,,,,,,,,
,so,,bah,534,517,502,,,,,,,,,,,,
,,,bah,472,303,196,,,,,,,,,,,,
,,,bah,583,433,233,,,,,,,,,,,,
,,,bah,280,227,211,,,,,,,,,,,,
,,,bah,175,132,106,,,,,,,,,,,,
40,so,,bah,375,253,155,,,,,,,,,,,,
,,,bah,158,112,,,,,,,,,,,,,
,,,bah,165,124,100,,,,,,,,,,,,
,sw,,bah,375,252,193,,,,,,,,,,,,
,nw,,esche,120,93,,124,87,,1,,,,,,,,
,,,esche,23,25,,110,70,,1,,,,,,,knick,
,,,esche,1748,1255,1094,,,,17,1,6,,,,4,,
39,sw,,esche,1594,1065,843,,,,24,,,,,,5,,
,,,bah,215,210,194,,,,,,,,,,,,
,,,bah,155,134,,,,,,,,,,,,,
,nw,,esche,1005,871,567,,,,35,3,t10,,,,10,,
,,,esche,1573,1505,1275,,,,28,10,10,,,,5,grüne höhe 362,
,,,esche,2740,2280,1870,,,,43,,10,,,,5,,
,no,,esche,526,417,215,,,,4,,3,,,,,,
,,,esche,302,265,208,530,490,410,2,,,,,,,,
,so,,esche,845,638,443,,,,7,,1,,,,3,,
,,,esche,1970,1310,729,,,,16,2,,,,,2,,
,,,esche,895,715,585,,,,12,,,1,,,5,,
38,sw,,bah,149,144,128,195,168,152,,,,,,,,,
,nw,,bah,111,106,88,124,120,97,,,,,,,,,
,,,esche,110,74,48,,,,1,,,,,,,,
,so,,bah,130,126,105,183,153,135,,,,,,,,,
,,,esche,156,104,,,,,1,,,,,,,,
,,,bah,153,127,111,,,,,,,,,,,,
,,,bah,141,119,96,180,121,99,,,,,,,,,
,,,esche,79,60,,,,,2,,,,,,,aceria fraxibiflora,
,,,bah,239,198,166,,,,,,,,,,,,
,no,,bah,92,68,,,,,,,,,,,,,
,,,esche,129,73,,,,,1,,,,,,,,
,,,esche,64,,,,,,1,,,,,,,,
37,nw,,esche,87,74,59,105,90,72,1,,,,,,,,
,,,esche,180,155,103,,,,1,,,,,,,,
,,,bah,457,305,178,,,,,,,,,,,,
,sw,,esche,83,70,50,110,84,50,1,,,,,,,,
,so,,esche,1075,1058,739,,,,16,,,,,,4,,
,,,bah,153,141,97,,,,,,,,,,,,
,no,,esche,53,43,27,,,,2,,,,,,1,,
36,nswo,, ,,,,,,,,,,,,,,"keie baeume, baum 51 in der mitte des plots",
46,sw,,ulmus minor,274,230,222,,,,,,,,,,,"baum 78 10cm östlivh der ostkante, wurzelbrut",
,,,ulmus minor,598,381,365,,,,,,,,,,,wurzelbrut,
,nw,,ulmus minor,582,545,381,,,,,,,,,,,wurzelbrut,
,,,ulmus minor,164,1,1,,,,,,,,,,,"wurzelbrut, aber einzeln",
,,,ulmus minor,915,770,745,,,,,,,,,,,wurzelbrut,
45,so,,bah,166,138,118,,,,,,,,,,,,
,,,bah,175,120,98,,,,,,,,,,,,
,,,esche,97,114,,200,110,,1,,,,,,,knick,
,,,esche,116,94,72,,,,1,,,,,,,,
,,,bah,290,250,210,,,,,,,,,,,,
,,,bah,220,181,123,,,,,,,,,,,,
,,,bah,255,183,131,,,,,,,,,,,,
,,,esche,204,105,,,,,1,,,,,,,,
,,,bah,143,115,100,,,,,,,,,,,,
,,,esche,214,130,65,,,,1,,,,,,,,
,,,esche,152,95,,,,,1,,,,,,,,
,,,esche,84,50,,,,,1,,,,,,,,
,no,,bah,190,190,112,,,,,,,,,,,,
,,,bah,535,345,193,,,,,,,,,,,,
,,,bah,380,233,148,,,,,,,,,,,,
,,,bah,235,194,115,,,,,,,,,,,,
,,,bah,351,229,138,,,,,,,,,,,,
,,,bah,157,123,88,,,,,,,,,,,,
,,,bah,265,186,113,,,,,,,,,,,,
,,,bah,270,184,83,,,,,,,,,,,,
,,,bah,364,237,153,,,,,,,,,,,,
,sw,,esche,118,105,62,150,104,62,1,,,,,,,,
,,,bah,148,123,,,,,,,,,,,,,
,,,bah,90,74,63,,,,,,,,,,,,
,,,esche,126,,,,,,1,,,,,,,,
,,,esche,39,,,92,,,1,,,,,,,,
,,,esche,160,109,65,,,,1,,,,,,,,
,,,bah,265,198,130,300,205,135,,,,,,,,,
,,,esche,140,92,55,,,,1,,,,,,,,
,nw,,esche,115,106,,,,,1,,,,,,,,
,,,bah,113,105,74,,,,,,,,,,,,
,,,esche,143,102,,,,,1,,,,,,,,
,,,esche,100,84,,,,,2,,,,,,,,
,,,esche,122,85,,160,105,,1,,,,,,,,
,,,bah,285,160,92,,,,,,,,,,,,
,,,bah,130,135,93,183,132,100,,,,,,,,knick,
,,,esche,96,53,,,,,1,,,,,,,,
44,nw,,esche,94,67,,100,67,,1,,,,,,,,
43,no,,esche,610,539,455,,,,14,,,,,,9,aceria fraxini,
