edv_id_00;edv_id;bnr;flae_nam;flae_id;region;;baum_id;jahr_ek;zf;alt_ek_vor;alt_ek;d_ek_vor;d_ek;dg_bestand;bhd_dg;g_ges;n_ges;misch_proz_g;misch_proz_n;alt_ets13;ets_stufe13;ets_gruppe13;alt_ets14;ets_stufe14;ets_gruppe14;tot_14;d_14;incr_vor;incr14;alt_ets15;ets_stufe15;ets_gruppe15;tot_15;d_15;incr15;alt_ets16;ets_stufe16;ets_gruppe16;tot_16;d_16;incr16;ets_stufe17;tot_17;d_17;incr17;Bem 17;ets_stufe_18;tot_18;d_18;dk_18;incr18;Bem 18;Nek_N;U-Nek-%;Hmax-Nek;ets_stufe_19;tot_19;d_19;dk_19;incr19;Bem 19;Nek_N;U-Nek-%;Hmax-Nek;ets_stufe_20;tot_20;d_20;dk_20;incr20;Nek_N;U-Nek-%;Hmax-Nek;Bemerk20;Bemerk_Unstimmigkeiten;Durchmesser problematisch bzw. raus lassen;ETS  problematisch;ets_stufe_21;tot_21;d_21;Nek_N;U-Nek-%;Hmax-Nek;Sicht;WZE in %;Bemerk21;Differenz D 2020 2021;ets_stufe_22;tot_22;d_22;Nek_N;U-Nek-%;Hmax-Nek;Sicht;WZE in %;Bemerk22
17921300;179213;597;Goettingen 3C Unterstand;1101;1;;10;2010.4;0;20;26;;78;95.6;0.82;26.1;817;24.9;21.1;28.6;1;0;29.6;2;0;0;88;;2.8;30.6;1;0;0;88;0;31.6;2;0;0;90;2;5;;NA;;;1;;85;89 82 ;#WERT!;;0;;;3;;86;83 89;1;Krbr.!;1;15;25;4;;88;87 89;2;1;30;50;Krbr.!;BHD fehlt;F;TRUE;4;;91;;;;1;60;;3;5;2;;;;;;;
17921300;179213;606;Goettingen 3C Unterstand;1101;1;;11;2010.4;0;20;26;;74;95.6;0.77;26.1;817;24.9;21.1;28.6;3;1;29.6;3;1;0;80;;1.7;30.6;2;0;0;80;0;31.6;4;1;0;81;1;4;;82;1;;4;;80;80 80;-2;FSch BHD;0;;;4;;81.5;81 82;1.5;;1;25;30;4;;82.5;81 84;1;0;;;;;F;F;2;;84;;;;1;20;;1.5;2;;84;;;;1;25;
17921300;179213;608;Goettingen 3C Unterstand;1101;1;;12;2010.4;0;20;26;;72;95.6;0.75;26.1;817;24.9;21.1;28.6;2;0;29.6;2;0;0;82;;2.8;30.6;5;1;0;82;0;31.6;4;1;0;82;0;5;;80;-2;;5;0;81;80 82 ;1;;0;;;5;2;81;82 80;0;;0;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
17921300;179213;610;Goettingen 3C Unterstand;1101;1;;13;2010.4;0;20;26;;78;95.6;0.82;26.1;817;24.9;21.1;28.6;3;1;29.6;4;1;0;84;;1.7;30.6;4;1;0;84;0;31.6;4;1;0;84;0;4;;85;1;;5;2;85; ;0; ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
17921300;179213;611;Goettingen 3C Unterstand;1101;1;;14;2010.4;0;20;26;;87;95.6;0.91;26.1;817;24.9;21.1;28.6;2;0;29.6;2;0;0;95;;2.2;30.6;3;1;0;95;0;31.6;4;1;0;97;2;8;;;;;;;; ;; ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
17921300;179213;612;Goettingen 3C Unterstand;1101;1;;15;2010.4;0;20;26;;90;95.6;0.94;26.1;817;24.9;21.1;28.6;1;0;29.6;2;0;0;107;;4.7;30.6;2;0;0;109;2;31.6;2;0;0;115;6;3;;118;3;;2;;118;121 115;0;;1;15;20;2;;121;118 124;3;;1;25;40;2;;127;124 130;6;0;;;RSch.!;;F;F;2;;134;1;20;60;1;10;;7;1;;135;1;20;40;1;5;
17921300;179213;615;Goettingen 3C Unterstand;1101;1;;17;2010.4;0;20;26;;85;95.6;0.89;26.1;817;24.9;21.1;28.6;1;0;29.6;2;0;0;96;;3.1;30.6;2;0;0;96;0;31.6;2;0;0;99;3;3;;100;1;;2;;100;104 96;0;;0;;;2;;106.5;107 106;6.5;;0;;;2;;108;107 109;1.5;0;;;;;F;F;3;;107;;;;1;50;;-1;2;;107;1;20;50;2;30;
17921300;179213;617;Goettingen 3C Unterstand;1101;1;;18;2010.4;0;20;26;;110;95.6;1.15;26.1;817;24.9;21.1;28.6;2;0;29.6;3;1;0;123;;3.6;30.6;2;0;0;123;0;31.6;3;1;0;126;3;4;;127;1;;3;;124.5;123 126;-2.5;;0;;;3;;127;128 126;2.5;;0;;;2;;127.5;128 127;0.5;0;;;;;F;F;1;;133;;;;2;20;;5.5;1;;134;;;;1;20;Wurzelanlauf faul, sekundär Krone
17921300;179213;618;Goettingen 3C Unterstand;1101;1;;19;2010.4;0;20;26;;94;95.6;0.98;26.1;817;24.9;21.1;28.6;2;0;29.6;2;0;0;104;;2.8;30.6;2;0;0;104;0;31.6;3;1;0;106;2;4;;106;0;;3;;103.5;103 104;-2.5;;0;;;3;;104.5;106 103;1;;0;;;2;;106;107 105;1.5;0;;;;;F;F;2;;110;;;;1;25;;4;5;2;;;;;;;von anderem Baum zerstört
17921300;179213;628;Goettingen 3C Unterstand;1101;1;;20;2010.4;0;20;26;;78;95.6;0.82;26.1;817;24.9;21.1;28.6;2;0;29.6;4;1;0;91;;3.6;30.6;4;1;0;91;0;31.6;4;1;0;91;0;5;;92;1;;4;;84;83 85;-8;;0;;;5;0;82.5;82 83;-1.5;DKN! absterbend!;0;;;4;;82.5;82 83;0;0;;;BHD20! lebend!;;F;F;4;;93;;;;1;80;;10.5;5;2;91;;;;;;
17921300;179213;634;Goettingen 3C Unterstand;1101;1;;21;2010.4;0;20;26;;77;95.6;0.81;26.1;817;24.9;21.1;28.6;2;0;29.6;2;0;0;92;;4.2;30.6;2;0;0;92;0;31.6;3;1;0;94;2;4;;94;0;;5;0;93;90 96;-1;;0;;;5;2;93.5;96 91;0.5;Kronetr.! absterbend!;1;70;55;;;93.5;96 91;0;0;;;BHD20!;;F;F;;;;;;;;;;-93.5;;;;;;;;;
17921300;179213;635;Goettingen 3C Unterstand;1101;1;;22;2010.4;0;20;26;;83;95.6;0.87;26.1;817;24.9;21.1;28.6;2;0;29.6;2;0;0;96;;3.6;30.6;2;0;0;96;0;31.6;3;1;0;101;5;3;;101;0;;2;;101.5;103 100 ;0.5;;0;;;2;;105;104 106;3.5;;0;;;2;;109.5;109 110;4.5;0;;;;;F;F;1;;115;;;;1;10;;5.5;2;;115;;;;1;30;halb Faul an der Wurzel
17921300;179213;639;Goettingen 3C Unterstand;1101;1;;23;2010.4;0;20;26;;74;95.6;0.77;26.1;817;24.9;21.1;28.6;2;0;29.6;4;1;0;76;;0.6;30.6;4;1;0;76;0;31.6;5;1;0;77;1;5;;75;-2;" von Nr. 326:13 dm;232 gon";5;2;75;;0; ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
17921300;179213;641;Goettingen 3C Unterstand;1101;1;;24;2010.4;0;20;26;;92;95.6;0.96;26.1;817;24.9;21.1;28.6;2;0;29.6;3;1;0;102;;2.8;30.6;4;1;0;102;0;31.6;4;1;0;104;2;5;;104;0;;5;2;104;;0; Nekrose ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
18021300;180213;12;Goettingen 7A;12;1;;26;2010.4;0;115;120;634;674;277.4;2.43;29.2;460;25.7;5.2;122.6;2;0;123.6;2;0;0;687;8;3.6;124.6;2;0;0;701;14;125.6;2;0;0;734;33;2;;718;-16;;3;;710;689 731;-8;Stammriss;0;;;4;;717.5;743 692;7.5;Stockfaeule! Stammrisse!;0;;;3;;726;754 698;8.5;0;;;Stockfaeule! Stammrisse!;;TRUE;F;2;;719;;;;2;25;;-7;2;;721;;;;2;30;
18021300;180213;27;Goettingen 7A;12;1;;27;2010.4;0;115;120;448;455;277.4;1.64;29.2;460;25.7;5.2;122.6;2;0;123.6;3;1;0;462;1.4;1.9;124.6;3;1;0;463;1;125.6;3;1;0;484;21;8;;;;;;;; ;; ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
18021300;180213;35;Goettingen 7A;12;1;;28;2010.4;0;115;120;697;736;277.4;2.65;29.2;460;25.7;5.2;122.6;2;0;123.6;2;0;0;757;7.8;5.8;124.6;2;0;0;773;16;125.6;2;0;0;782;9;3;;791;9;;2;;797;800 794 ;6;;0;;;2;;798.5;794 803;1.5;Stockfaeule Kernfaeule!;0;;;2;;804;799 809;5.5;0;;;Stockfaeule Kernfaeule!;;TRUE;F;2;;815;;;;2;20;;11;2;;813;;;;2;30;
18021300;180213;55;Goettingen 7A;12;1;;29;2010.4;0;115;120;619;665;277.4;2.4;29.2;460;25.7;5.2;122.6;2;0;123.6;2;0;0;691;9.2;7.2;124.6;2;0;0;705;14;125.6;2;0;0;736;31;3;;738;2;;3;;741.5;752 731;3.5;Stockfaeule;0;;;3;;742.5;731 754;1;Stockfaeule Kernfaeule!;0;;;2;;747.5;731 764;5;0;;;Stockfaeule Kernfaeule!;;TRUE;F;2;;770;;;;2;25;;22.5;1;;771;;;;1;20;Efeu
18021300;180213;68;Goettingen 7A;12;1;;30;2010.4;0;115;120;497;525;277.4;1.89;29.2;460;25.7;5.2;122.6;2;0;123.6;2;0;0;533;5.6;2.2;124.6;2;0;0;536;3;125.6;3;1;0;558;22;3;;566;8;;3;;551.5;561 542 ;-23.5;;0;;;2;;552.5;544 561;10;;0;;;2;;555.5;544 567;3;0;;;;;TRUE;F;2;;598;;;;2;25;;42.5;1;;597;;;;1;25;Fruchtkörper in der Krone
18021300;180213;145;Goettingen 7A;12;1;;31;2010.4;0;115;120;663;681;277.4;2.45;29.2;460;25.7;5.2;122.6;2;0;123.6;2;0;0;694;3.6;3.6;124.6;2;0;0;699;5;125.6;2;0;0;715;52;2;;714;-37;;2;;711;740 682;-3;Stammriss;0;;;3;;717;694 740;6;Stammrisse! Schleimfluss!;0;;;2;;719.5;699 740;2.5;0;;;Stammrisse! Schleimfluss!;;TRUE;F;2;;753;;;;2;20;;33.5;3;;753;;;;2;35;Stammriss
A0121300;A01213;66;Reinhausen 3003a2;13;1;;32;2011.4;0;41;46;133;147;106.9;1.37;18.7;1763;39;44;47.6;1;0;48.6;2;0;0;152;2.8;1.9;49.6;1;0;0;154;2;50.6;2;0;0;155;1;2;;157;2;;2;;156;;-1;;1;35;80;8;;;;;ausserplanmaessige Nutzung!;0;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0121300;A01213;79;Reinhausen 3003a2;13;1;;33;2011.4;0;41;46;120;127;106.9;1.19;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;133;1.4;2.3;49.6;2;0;0;135;2;50.6;3;1;0;135;0;3;;137;2;;3;;135;;-2;;0;;;4;;135;;0;;0;;;3;;138;;3;0;;;;;F;F;2;;139;;;;2;20;;1;2;;139;;;;2;30;Wurzel faul
A0121300;A01213;84;Reinhausen 3003a2;13;1;;34;2011.4;0;41;46;120;131;106.9;1.23;18.7;1763;39;44;47.6;1;0;48.6;1;0;0;137;2.2;2.3;49.6;2;0;0;140;3;50.6;3;1;0;142;2;3;;143;1;;3;;144;;1;;0;;;3;;146;;2;;0;;;3;;148;;2;0;;;;;F;F;17;;149;;;;3;;;1;17;;150;;;;3;;lebt
A0121300;A01213;87;Reinhausen 3003a2;13;1;;35;2011.4;0;41;46;125;135;106.9;1.26;18.7;1763;39;44;47.6;1;0;48.6;2;0;0;142;2;2.7;49.6;3;1;0;144;2;50.6;4;1;0;145;1;4;;146;1;;4;;146;;0;;0;;;3;;149;;3;;0;;;3;;152;;3;0;;;;;F;F;2;;152;;;;2;20;Fällschaden;0;2;;154;;;;2;35;
A0121300;A01213;104;Reinhausen 3003a2;13;1;;36;2011.4;0;41;46;154;163;106.9;1.52;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;173;1.8;3.8;49.6;2;0;0;173;0;50.6;2;0;0;174;1;4;;174;0;;3;;175;;1;;0;;;8;;;;;ausserplanmaessige Nutzung!;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0121300;A01213;114;Reinhausen 3003a2;13;1;;37;2011.4;0;41;46;148;158;106.9;1.48;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;164;2;2.3;49.6;1;0;0;166;2;50.6;3;1;0;167;1;3;;169;2;;3;;169;;0;;0;;;3;;170;;1;;0;;;3;;172;;2;0;;;;;F;F;3;;174;;;;2;40;;2;1;;174;;;;2;15;
A0121300;A01213;115;Reinhausen 3003a2;13;1;;38;2011.4;0;41;46;127;139;106.9;1.3;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;145;2.4;2.3;49.6;3;1;0;146;1;50.6;3;1;0;147;1;3;;149;2;;4;;149;;0;;1;25;60;3;;150;;1;;1;25;60;2;;152;;2;0;;;;;F;F;2;;152;;;;2;30;;0;3;;154;;;;2;55;
A0121300;A01213;153;Reinhausen 3003a2;13;1;;39;2011.4;0;41;46;131;141;106.9;1.32;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;147;2;2.3;49.6;2;0;0;147;0;50.6;3;1;0;147;0;3;;148;1;;3;;150;;2;;0;;;2;;152;;2;;0;;;2;;154;;2;0;;;;;F;F;2;;155;;;;2;35;;1;9;;157;;;;;;
A0121300;A01213;158;Reinhausen 3003a2;13;1;;40;2011.4;0;41;46;126;143;106.9;1.34;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;151;3.4;3.1;49.6;2;0;0;153;2;50.6;2;0;0;154;1;3;;158;4;;4;;158;;0;;0;;;3;;160;;2;;0;;;2;;161;;1;0;;;;;F;F;2;;164;;;;2;20;;3;2;;165;;;;2;20;
A0121300;A01213;164;Reinhausen 3003a2;13;1;;41;2011.4;0;41;46;134;150;106.9;1.4;18.7;1763;39;44;47.6;1;0;48.6;2;0;0;160;3.2;3.8;49.6;1;0;0;162;2;50.6;2;0;0;164;2;3;;167;3;;3;;168;;1;;0;;;2;;171;;3;;0;;;2;;173;;2;0;;;;;F;F;2;;175;;;;2;15;;2;2;;177;;;;2;30;
A0121300;A01213;178;Reinhausen 3003a2;13;1;;42;2011.4;0;41;46;146;156;106.9;1.46;18.7;1763;39;44;47.6;1;0;48.6;1;0;0;162;2;2.3;49.6;2;0;0;165;3;50.6;3;1;0;165;0;17;;167;2;;3;;167;;0;;0;;;2;;170;;3;;0;;;2;;170;;0;0;;;BHD20!;;F;F;2;;171;;;;2;30;;1;3;;171;;;;2;40;
A0121300;A01213;213;Reinhausen 3003a2;13;1;;43;2011.4;0;41;46;132;147;106.9;1.37;18.7;1763;39;44;47.6;1;0;48.6;1;0;0;153;3;2.3;49.6;1;0;0;154;1;50.6;17;;;156;2;4;;157;1;;3;;158;;1;;0;;;3;;160;;2;;0;;;3;;162;;2;0;;;;;F;F;2;;162;1;10;30;2;30;stark bedrängt;0;3;;165;1;10;30;2;60;
A0121300;A01213;229;Reinhausen 3003a2;13;1;;44;2011.4;0;41;46;111;125;106.9;1.17;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;130;2.8;1.9;49.6;2;0;0;131;1;50.6;2;0;0;132;1;17;;134;2;;4;;134;;0;;0;;;3;;137;;3;;0;;;3;;138;;1;0;;;;;F;F;1;;133;;;;2;15;;-5;2;;139;;;;2;30;
A0121300;A01213;247;Reinhausen 3003a2;13;1;;45;2011.4;0;41;46;111;128;106.9;1.2;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;135;3.4;2.7;49.6;4;1;0;137;2;50.6;4;1;0;137;0;4;;137;0;;4;;138;;1;;0;;;4;;140;;2;zopftr.!;0;;;4;;140;;0;0;;;BHD20! zopftr.!;;F;F;3;;134;;;;1;30;zopftr., Krone ausgebrochen;-6;4;;139;;;;1;55;
A0121300;A01213;253;Reinhausen 3003a2;13;1;;46;2011.4;0;41;46;126;139;106.9;1.3;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;145;2.6;2.3;49.6;1;0;0;149;4;50.6;2;0;0;150;1;3;;150;0;;4;;150;;0;;1;20;30;3;;153;;3;;1;20;30;2;;164;;11;1;30;30;;;F;F;2;;155;;;;1;30;;-9;2;;155;;;;1;50;
A0121300;A01213;262;Reinhausen 3003a2;13;1;;47;2011.4;0;41;46;131;156;106.9;1.46;18.7;1763;39;44;47.6;1;0;48.6;1;0;0;168;5;4.6;49.6;2;0;0;169;1;50.6;2;0;0;170;1;3;;170;0;;4;;171;;1;;0;;;4;;172;;1;;0;;;3;;173;;1;0;;;;;F;F;2;;174;;;;1;25;;1;3;;173;;;;1;35;Wurzel faul
A0121300;A01213;265;Reinhausen 3003a2;13;1;;48;2011.4;0;41;46;134;155;106.9;1.45;18.7;1763;39;44;47.6;1;0;48.6;2;0;0;165;4.2;3.8;49.6;1;0;0;168;3;50.6;1;0;0;172;4;1;;177;5;;2;;181;;4;;0;;;2;;185;;4;;0;;;3;;187;;2;0;;;;;F;F;2;;190;;;;1;20;;3;1;;193;;;;1;25;
A0121300;A01213;283;Reinhausen 3003a2;13;1;;49;2011.4;0;41;46;107;117;106.9;1.09;18.7;1763;39;44;47.6;3;1;48.6;2;0;0;122;2;1.9;49.6;3;1;0;122;0;50.6;4;1;0;122;0;5;;122;0;;5;2;119;;-3;Bhd!;1;40;60;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0121300;A01213;285;Reinhausen 3003a2;13;1;;50;2011.4;0;41;46;118;132;106.9;1.23;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;140;2.8;3.1;49.6;1;0;0;142;2;50.6;3;1;0;142;0;3;;143;1;;4;;143;;0;;1;80;60;4;;144;;1;;1;80;70;5;;144;;0;2;70;180;BHD20! Rindenabfall!;;F;F;4;;143;;;;0;80;;-1;4;;143;1;60;100;1;90;fast ganz tot
A0121300;A01213;290;Reinhausen 3003a2;13;1;;51;2011.4;0;41;46;103;113;106.9;1.06;18.7;1763;39;44;47.6;2;0;48.6;1;0;0;115;2;0.8;49.6;1;0;0;122;7;50.6;2;0;0;123;1;3;;123;0;;3;;123;;0;;0;;;3;;125;;2;;0;;;3;;125;;0;0;;;BHD20!;;F;F;3;;125;;;;1;40;;0;2;;126;;;;1;20;
A0121300;A01213;312;Reinhausen 3003a2;13;1;;52;2011.4;0;41;46;108;120;106.9;1.12;18.7;1763;39;44;47.6;1;0;48.6;1;0;0;132;2.4;4.6;49.6;2;0;0;134;2;50.6;3;1;0;137;3;3;;140;3;;4;;140;;0;Stockf.;0;;;8;;;;;ausserplanmaessige Nutzung!;0;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0121300;A01213;320;Reinhausen 3003a2;13;1;;53;2011.4;0;41;46;119;132;106.9;1.23;18.7;1763;39;44;47.6;1;0;48.6;2;0;0;142;2.6;3.8;49.6;1;0;0;143;1;50.6;3;1;0;146;3;3;;148;2;;2;;150;;2;;0;;;2;;153;;3;;2;25;20;3;;156;;3;0;;;;;F;F;2;;157;;;;1;20;;1;2;;157;;;;1;25;
A0121300;A01213;321;Reinhausen 3003a2;13;1;;54;2011.4;0;41;46;116;122;106.9;1.14;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;127;1.2;1.9;49.6;3;1;0;128;1;50.6;4;1;0;129;1;4;;132;3;;4;;132;;0;;0;;;4;;133;;1;;2;35;30;5;2;133;;0;0;;;BHD20!;;F;F;;;;;;;;;;-133;;;;;;;;;
A0121300;A01213;337;Reinhausen 3003a2;13;1;;55;2011.4;0;41;46;129;147;106.9;1.37;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;154;3.6;2.7;49.6;1;0;0;156;2;50.6;3;1;0;158;2;3;;163;5;;3;;164;;1;;0;;;3;;168;;4;;0;;;3;;169;;1;0;;;;;F;F;17;;171;;;;3;;;2;17;;173;;;;3;;lebt
A0121300;A01213;360;Reinhausen 3003a2;13;1;;56;2011.4;0;41;46;131;142;106.9;1.33;18.7;1763;39;44;47.6;2;0;48.6;1;0;0;147;2.2;1.9;49.6;3;1;0;149;2;50.6;4;1;0;150;1;4;;151;1;;4;;151;;0;;0;;;4;;152;;1;;0;;;4;;152;;0;0;;;BHD20!;;F;F;4;;151;;;;0;80;;-1;4;;149;2;40;70;1;90;
A0121300;A01213;362;Reinhausen 3003a2;13;1;;57;2011.4;0;41;46;152;173;106.9;1.62;18.7;1763;39;44;47.6;2;0;48.6;1;0;0;184;4.2;4.2;49.6;3;1;0;187;3;50.6;3;1;0;187;0;4;;188;1;;4;;188;;0;;0;;;4;;188;;0;absterbend!;0;;;5;2;188;;0;0;;;;;F;F;;;;;;;;;;-188;;;;;;;;;
A0121300;A01213;365;Reinhausen 3003a2;13;1;;58;2011.4;0;41;46;139;152;106.9;1.42;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;159;2.6;2.7;49.6;2;0;0;163;4;50.6;2;0;0;163;0;3;;164;1;;4;;165;;1;;0;;;3;;168;;3;;0;;;3;;168;;0;0;;;BHD20!;;F;F;2;;168;;;;1;30;;0;2;;169;;;;1;30;Hänger
A0121300;A01213;380;Reinhausen 3003a2;13;1;;59;2011.4;0;41;46;132;145;106.9;1.36;18.7;1763;39;44;47.6;2;0;48.6;3;1;0;150;2.6;1.9;49.6;3;1;0;151;1;50.6;5;1;0;152;1;5;;152;0;;5;2;147;;-5;Bhd!;1;25;40;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0121300;A01213;381;Reinhausen 3003a2;13;1;;60;2011.4;0;41;46;171;187;106.9;1.75;18.7;1763;39;44;47.6;2;0;48.6;2;0;0;192;3.2;1.9;49.6;2;0;0;197;5;50.6;3;1;0;200;3;3;;202;2;;2;;205;;3;;0;;;2;;206;;1;;0;;;4;;208;;2;0;;;;;F;F;3;;208;;;;1;50;;0;2;;211;2;30;50;1;40;
