edv_id_00;edv_id;bnr;flae_nam;flae_id;region;;baum_id;jahr_ek;zf;alt_ek_vor;alt_ek;d_ek_vor;d_ek;dg_bestand;bhd_dg;g_ges;n_ges;misch_proz_g;misch_proz_n;alt_ets13;ets_stufe13;ets_gruppe13;alt_ets14;ets_stufe14;ets_gruppe14;tot_14;d_14;incr_vor;incr14;alt_ets15;ets_stufe15;ets_gruppe15;tot_15;d_15;incr15;alt_ets16;ets_stufe16;ets_gruppe16;tot_16;d_16;incr16;ets_stufe17;tot_17;d_17;incr17;Bem 17;ets_stufe_18;tot_18;d_18;dk_18;incr18;Bem 18;Nek_N;U-Nek-%;Hmax-Nek;ets_stufe_19;tot_19;d_19;dk_19;incr19;Bem 19;Nek_N;U-Nek-%;Hmax-Nek;ets_stufe_20;tot_20;d_20;dk_20;incr20;Nek_N;U-Nek-%;Hmax-Nek;Bemerk20;Bemerk_Unstimmigkeiten;Durchmesser problematisch bzw. raus lassen;ETS  problematisch;ets_stufe_21;tot_21;d_21;Nek_N;U-Nek-%;Hmax-Nek;Sicht;WZE in %;Bemerk21;Differenz D 2020 2021;ets_stufe_22;tot_22;d_22;Nek_N;U-Nek-%;Hmax-Nek;Sicht;WZE in %;Bemerk22
A0621300;A06213;23;Reinhausen 3002c;18;1;;197;2011.4;1;112;117;399;413;367.8;1.12;22.6;253;19.5;10.7;118.6;2;0;119.6;3;1;0;424;2.8;4.2;120.6;3;1;0;424;0;121.6;4;1;0;428;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0621300;A06213;32;Reinhausen 3002c;18;1;;198;2011.4;1;112;117;490;511;367.8;1.39;22.6;253;19.5;10.7;118.6;1;0;119.6;2;0;0;524;4.2;5;120.6;1;0;0;533;9;121.6;2;0;0;535;2;2;;541;6;;3;;542;;1;;1;33;80;2;;546;;4;;1;33;80;2;;551;;5;0;;;;;F;F;2;;556;;;;1;20;;5;2;;559;;;;1;20;
A0621300;A06213;61;Reinhausen 3002c;18;1;;199;2011.4;1;112;117;425;451;367.8;1.23;22.6;253;19.5;10.7;118.6;1;0;119.6;1;0;0;463;5.2;4.6;120.6;1;0;0;467;4;121.6;2;0;0;473;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0621300;A06213;75;Reinhausen 3002c;18;1;;200;2011.4;1;112;117;381;404;367.8;1.1;22.6;253;19.5;10.7;118.6;1;0;119.6;2;0;0;415;4.6;4.2;120.6;2;0;0;423;8;121.6;2;0;0;423;0;3;;426;3;;4;;426;;0;;2;40;10;3;;430;;4;;2;40;60;2;;437;;7;0;;;;;F;F;1;;439;;;;2;15;überwallter Fällschaden;2;2;;440;;;;2;30;
A0621300;A06213;105;Reinhausen 3002c;18;1;;201;2011.4;1;112;117;416;433;367.8;1.18;22.6;253;19.5;10.7;118.6;1;0;119.6;2;0;0;445;3.4;4.6;120.6;2;0;0;446;1;121.6;3;1;0;449;3;4;;450;1;;4;;450;;0;;0;;;4;;453;;3;Blitzschlag! Stammfaul!;0;;;3;;457;;4;0;;;Blitzschlag! Stammfaul!;;F;F;2;;457;;;;2;35;überwallter Fällschaden;0;8;;;;;;;;
A0621300;A06213;112;Reinhausen 3002c;18;1;;202;2011.4;1;112;117;477;505;367.8;1.37;22.6;253;19.5;10.7;118.6;1;0;119.6;1;0;0;521;5.6;6.2;120.6;1;0;0;527;6;121.6;2;0;0;536;9;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0621300;A06213;123;Reinhausen 3002c;18;1;;203;2011.4;1;112;117;487;513;367.8;1.39;22.6;253;19.5;10.7;118.6;2;0;119.6;2;0;0;528;5.2;5.8;120.6;3;1;0;528;0;121.6;3;1;0;534;6;4;;535;1;;4;;535;;0;;0;;;4;;537;;2;;2;50;60;4;;541;;4;0;;;;;F;F;4;;539;;;;1;45;Spitze trocken;-2;8;;;;;;;;
A0621300;A06213;126;Reinhausen 3002c;18;1;;204;2011.4;0;112;117;425;441;367.8;1.2;22.6;253;19.5;10.7;118.6;2;0;119.6;2;0;0;454;3.2;5;120.6;3;1;0;455;1;121.6;3;1;0;458;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0621300;A06213;127;Reinhausen 3002c;18;1;;205;2011.4;0;112;117;486;523;367.8;1.42;22.6;253;19.5;10.7;118.6;1;0;119.6;2;0;0;540;7.4;6.5;120.6;2;0;0;549;9;121.6;2;0;0;556;7;3;;559;3;;3;;563;;4;;0;;;3;;565;;2;;0;;;2;;567;;2;1;15;110;Schleimfluss! Rindenabfall!;;F;F;1;;576;;;;2;10;sieht jetzt gut aus;9;8;;;;;;;;
A0621300;A06213;131;Reinhausen 3002c;18;1;;206;2011.4;1;112;117;452;483;367.8;1.31;22.6;253;19.5;10.7;118.6;1;0;119.6;2;0;0;499;6.2;6.2;120.6;2;0;0;501;2;121.6;3;1;0;508;7;3;;511;3;;3;;510;;-1;;0;;;3;;522;;12;;0;;;3;;522;;0;0;;;;;F;F;2;;524;;;;1;40;;2;3;;525;;;;1;55;
A0721300;A07213;7;Reinhausen 3011a;19;1;;207;2011.4;0;134;139;443;469;393.6;1.19;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;484;5.2;5.8;142.6;2;0;0;489;5;143.6;2;0;0;491;2;3;;498;7;;3;;498;;0;Stockf.;0;;;3;;499;;1;Stock- und Kernfaeule!;0;;;3;;502;;3;0;;;Stock- und Kernfaeule!;;F;F;2;;507;;;;1;30;;5;3;;509;;;;2;45;Spechtschläge
A0721300;A07213;39;Reinhausen 3011a;19;1;;208;2011.4;0;134;139;491;510;393.6;1.3;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;522;3.8;4.6;142.6;2;0;0;530;8;143.6;2;0;0;;;2;;533;533;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;vermutlich ausserplamaessige df 02/2017;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;89;Reinhausen 3011a;19;1;;209;2011.4;1;134;139;531;567;393.6;1.44;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;588;7.2;8.1;142.6;2;0;0;593;5;143.6;2;0;0;608;15;3;;608;0;;3;;609;;1;Stockf.;1;20;120;2;;610;;1;Stockfaeule!;1;20;220;2;;611;;1;0;;;Stockfaeule!;;F;F;1;;618;;;;1;25;;7;2;;619;;;;1;45;
A0721300;A07213;120;Reinhausen 3011a;19;1;;210;2011.4;0;134;139;444;473;393.6;1.2;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;488;5.8;5.8;142.6;1;0;0;498;10;143.6;2;0;0;499;1;3;;502;3;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;131;Reinhausen 3011a;19;1;;211;2011.4;1;134;139;450;471;393.6;1.2;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;488;4.2;6.5;142.6;2;0;0;491;3;143.6;2;0;0;497;6;2;;500;3;;3;;504;;4;;0;;;3;;511;;7;;0;;;3;;515;;4;0;;;;;F;F;2;;518;;;;1;15;;3;17;;520;;;;3;;
A0721300;A07213;133;Reinhausen 3011a;19;1;;212;2011.4;1;134;139;503;532;393.6;1.35;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;545;5.8;5;142.6;2;0;0;547;2;143.6;2;0;0;553;6;2;;561;8;;3;;561;;0;Stockf.;0;;;3;;563;;2;Stockfaeule!;1;25;100;2;;567;;4;0;;;Stockfaeule!;;F;F;2;;572;;;;1;25;;5;3;;573;;;;1;70;
A0721300;A07213;164;Reinhausen 3011a;19;1;;213;2011.4;0;134;139;387;402;393.6;1.02;18.2;169;17;8.9;140.6;1;0;141.6;1;0;0;412;3;3.8;142.6;1;0;0;419;7;143.6;2;0;0;420;1;3;;423;3;;3;;424;;1;;0;;;3;;427;;3;Spechtabschlaege!;0;;;2;;433;;6;0;;;Spechtabschlaege!;;F;F;2;;436;;;;1;35;;3;1;;439;;;;2;30;
A0721300;A07213;167;Reinhausen 3011a;19;1;;214;2011.4;1;134;139;507;533;393.6;1.35;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;550;5.2;6.5;142.6;2;0;0;554;4;143.6;2;0;0;556;2;3;;560;4;;3;;565;;5;;0;;;3;;567;;2;Stockfaeule!;0;;;2;;570;;3;0;;;Stockfaeule!;;F;F;1;;575;;;;1;15;;5;2;;576;;;;1;40;
A0721300;A07213;177;Reinhausen 3011a;19;1;;215;2011.4;1;134;139;634;676;393.6;1.72;18.2;169;17;8.9;140.6;1;0;141.6;1;0;0;685;8.4;3.5;142.6;1;0;0;705;20;143.6;2;0;0;717;12;3;;719;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;190;Reinhausen 3011a;19;1;;216;2011.4;0;134;139;546;580;393.6;1.47;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;593;6.8;5;142.6;2;0;0;606;13;143.6;2;0;0;606;0;2;;611;5;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;193;Reinhausen 3011a;19;1;;217;2011.4;1;134;139;573;591;393.6;1.5;18.2;169;17;8.9;140.6;3;1;141.6;3;1;0;599;3.6;3.1;142.6;3;1;0;611;12;143.6;3;1;0;611;0;4;;613;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;195;Reinhausen 3011a;19;1;;218;2011.4;1;134;139;528;554;393.6;1.41;18.2;169;17;8.9;140.6;3;1;141.6;3;1;0;565;5.2;4.2;142.6;3;1;0;575;10;143.6;3;1;0;576;1;3;;577;1;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;197;Reinhausen 3011a;19;1;;219;2011.4;0;134;139;576;603;393.6;1.53;18.2;169;17;8.9;140.6;1;0;141.6;1;0;0;622;5.4;7.3;142.6;1;0;0;631;9;143.6;2;0;0;632;1;3;;634;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;207;Reinhausen 3011a;19;1;;220;2011.4;1;134;139;577;608;393.6;1.54;18.2;169;17;8.9;140.6;1;0;141.6;1;0;0;629;6.2;8.1;142.6;1;0;0;636;7;143.6;2;0;0;643;7;2;;649;6;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0721300;A07213;212;Reinhausen 3011a;19;1;;221;2011.4;0;134;139;360;384;393.6;0.98;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;401;4.8;6.5;142.6;1;0;0;408;7;143.6;3;1;0;414;6;3;;416;2;;3;;418;;2;Stockf.;1;20;40;3;;421;;3;;1;30;60;4;;424;;3;0;;;;;F;F;2;;428;1;20;30;1;25;;4;2;;428;;;;0;40;
A0721300;A07213;218;Reinhausen 3011a;19;1;;222;2011.4;0;134;139;416;434;393.6;1.1;18.2;169;17;8.9;140.6;2;0;141.6;2;0;0;446;3.6;4.6;142.6;1;0;0;447;1;143.6;1;0;0;451;4;2;;453;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1375;Reinhausen 3014b;110;1;;223;2011.4;1;142;147;589;599;426.7;1.4;14.1;105;11.3;7.6;148.6;3;1;149.6;3;1;0;612;2;5;150.6;2;0;0;613;1;151.6;2;0;0;621;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1426;Reinhausen 3014b;110;1;;224;2011.4;0;142;147;456;458;426.7;1.07;14.1;105;11.3;7.6;148.6;2;0;149.6;2;0;0;464;0.4;2.3;150.6;4;1;0;470;6;151.6;4;1;0;470;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1439;Reinhausen 3014b;110;1;;225;2011.4;1;142;147;540;563;426.7;1.32;14.1;105;11.3;7.6;148.6;2;0;149.6;2;0;0;574;4.6;4.2;150.6;3;1;0;578;4;151.6;3;1;0;586;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1579;Reinhausen 3014b;110;1;;226;2011.4;0;142;147;430;444;426.7;1.04;14.1;105;11.3;7.6;148.6;2;0;149.6;2;0;0;455;2.8;4.2;150.6;2;0;0;459;4;151.6;2;0;0;471;12;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1656;Reinhausen 3014b;110;1;;227;2011.4;0;142;147;402;419;426.7;0.98;14.1;105;11.3;7.6;148.6;3;1;149.6;3;1;0;432;3.4;5;150.6;4;1;0;436;4;151.6;4;1;0;440;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A0821300;A08213;1763;Reinhausen 3014b;110;1;;228;2011.4;0;142;147;392;402;426.7;0.94;14.1;105;11.3;7.6;148.6;3;1;149.6;3;1;0;412;2;3.8;150.6;3;1;0;413;1;151.6;4;1;0;416;3;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;50;Reinhausen 3002j;111;1;;229;2009.4;0;136;141;686;693;357;1.94;20.8;208;17.8;7.2;144.6;1;0;145.6;3;1;0;699;1.4;1.3;146.6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;65;Reinhausen 3002j;111;1;;230;2009.4;0;136;141;651;671;357;1.88;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;697.5;4;5.8;146.6;2;0;0;700;2.5;147.6;2;0;0;702;2;2;;710;8;;4;;712.5;680 745 ;2.5;;0;;;3;;721.5;758 685;9;;0;;;2;;727;769 685;5.5;0;;;;;F;F;1;;734;;;;1;15;;7;2;;731;;;;1;10;
A1221300;A12213;140;Reinhausen 3002j;111;1;;231;2009.4;0;136;141;386;408;357;1.14;20.8;208;17.8;7.2;144.6;1;0;145.6;3;1;0;408.5;4.4;0.1;146.6;1;0;0;412;3.5;147.6;2;0;0;417.5;5.5;2;;419;1.5;;4;;421;;2;;0;;;3;;422;417 427;1;;0;;;3;;422;417 427;0;0;;;;;F;F;2;;416;;;;2;30;;-6;3;;414;;;;1;30;
A1221300;A12213;224;Reinhausen 3002j;111;1;;232;2009.4;0;136;141;403;433;357;1.21;20.8;208;17.8;7.2;144.6;2;0;145.6;2;0;0;456;6;5;146.6;8;;;;;;;;;;;;;;;;;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;310;Reinhausen 3002j;111;1;;233;2009.4;0;136;141;569;598;357;1.68;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;610.5;5.8;2.7;146.6;1;0;0;614;3.5;147.6;1;0;0;621.5;7.5;2;;624;2.5;;3;;620;670 570;-4;Rs Stockfaeule;0;;;2;;625.5;576 675;5.5;Stockfaeule!;0;;;2;;634;587 681;8.5;0;;;Stockfaeule!;;F;F;1;;643;;;;1;20;;9;1;;645;;;;1;20;
A1221300;A12213;321;Reinhausen 3002j;111;1;;234;2009.4;0;136;141;546;556;357;1.56;20.8;208;17.8;7.2;144.6;3;1;145.6;4;1;0;570;2;3;146.6;8;;;;;;;;;;;;;;;;;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;339;Reinhausen 3002j;111;1;;235;2009.4;0;136;141;469;501;357;1.4;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;519;6.4;3.9;146.6;8;;;;;;;;;;;;;;;;;;;;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;341;Reinhausen 3002j;111;1;;236;2009.4;0;136;141;468;504;357;1.41;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;519.5;7.2;3.4;146.6;1;0;0;533;13.5;147.6;2;0;0;535;2;2;;550;15;;2;;551.5;550 553 ;1.5;;0;;;2;;553;555 551;1.5;;0;;;2;;553;555 551;0;0;;;;;F;F;2;;580;;;;1;25;;27;2;;580;;;;1;25;ein paar verdächtige Risse
A1221300;A12213;348;Reinhausen 3002j;111;1;;237;2009.4;0;136;141;503;518;357;1.45;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;523.5;3;1.2;146.6;8;;;;;;;;;;;;;;;;;;;  ;;  ;;;;;;;;;;;;;;;;;;;;;;"a= ""N"" sonstige Nutzung";F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;360;Reinhausen 3002j;111;1;;238;2009.4;0;136;141;500;523;357;1.47;20.8;208;17.8;7.2;144.6;2;0;145.6;4;1;0;531.5;4.6;1.8;146.6;8;;;;;;;;;;;;;;;;;;;  ;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;367;Reinhausen 3002j;111;1;;239;2009.4;0;136;141;532;555;357;1.55;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;577.5;4.6;4.9;146.6;2;0;0;592;14.5;147.6;2;0;0;599;7;2;;605;6;;3;;606;600 612;1;stockfaeule, efeu;0;;;2;;607.5;612 603;1.5;Stockfaeule! Einbohrloecher!;0;;;8;;;;;;;;Df 2019H!;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;368;Reinhausen 3002j;111;1;;240;2009.4;0;136;141;549;577;357;1.62;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;596.5;5.6;4.2;146.6;2;0;0;600;3.5;147.6;2;0;0;607.5;7.5;3;;611;3.5;;3;;610;630 590 ;-1;;0;;;2;;620;604 636;10;;0;;;8;;;;;;;;Df 2019H!;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;369;Reinhausen 3002j;111;1;;241;2009.4;0;136;141;593;627;357;1.76;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;659.5;6.8;7.1;146.6;2;0;0;669;9.5;147.6;2;0;0;679;10;2;;682;3;;2;;678;666 690 ;-4;;0;;;2;;680.5;692 669;2.5;;0;;;2;;688;707 669;7.5;0;;;;;F;F;1;;681;;;;1;20;;-7;2;;685;;;;2;15;
A1221300;A12213;386;Reinhausen 3002j;111;1;;242;2009.4;0;136;141;601;606;357;1.7;20.8;208;17.8;7.2;144.6;2;0;145.6;3;1;0;614;1;1.7;146.6;8;;;;;;;;;;;;;;;;;;;  ;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;414;Reinhausen 3002j;111;1;;243;2009.4;0;136;141;489;499;357;1.4;20.8;208;17.8;7.2;144.6;2;0;145.6;3;1;0;507;2;1.7;146.6;8;;;;;;;;;;;;;;;;;;;  ;;  ;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;459;Reinhausen 3002j;111;1;;244;2009.4;0;136;141;530;554;357;1.55;20.8;208;17.8;7.2;144.6;2;0;145.6;3;1;0;556;4.8;0.4;146.6;1;0;0;560;4;147.6;2;0;0;563;3;3;;568;5;;3;;563.5;582 545 ;-4.5;;0;;;3;;575;562 588;11.5;Stockfaeule! RSch.!;0;;;3;;577;562 592;2;0;;;;;F;F;2;;584;;;;1;20;;7;2;;581;;;;1;20;
A1221300;A12213;467;Reinhausen 3002j;111;1;;245;2009.4;0;136;141;627;645;357;1.81;20.8;208;17.8;7.2;144.6;1;0;145.6;2;0;0;657;3.6;2.6;146.6;17;;;;;147.6;2;0;0;680;;2;;682;2;;3;;671;644 698;-11;stockfaeule RS;0;;;2;;674.5;705 644;3.5;;0;;;8;;;;;;;;Df 2019H!;;F;F;;;;;;;;;;0;;;;;;;;;
A1221300;A12213;468;Reinhausen 3002j;111;1;;246;2009.4;0;136;141;649;666;357;1.87;20.8;208;17.8;7.2;144.6;2;0;145.6;4;1;0;699;3.4;7.2;146.6;8;;;;;147.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1321300;A13213;79;Reinhausen 3018a;112;1;;247;2011.4;0;146;151;702;724;426.1;1.7;40.5;293;9.9;6.1;152.6;2;0;153.6;2;0;0;736;4.4;4.6;154.6;2;0;0;742;6;155.6;3;1;0;743;1;3;;743;0;;3;;744;;1;;0;;;2;;746;;2;;0;;;3;;748;;2;0;;;;;F;F;2;;753;;;;2;30;;5;3;;752;;;;2;40;
A1321300;A13213;188;Reinhausen 3018a;112;1;;248;2011.4;0;146;151;477;494;426.1;1.16;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;507;3.4;5;154.6;1;0;0;507;0;155.6;2;0;0;507;0;2;;513;6;;3;;513;;0;Stockf., Stammriss;0;;;2;;516;;3;;0;;;3;;524;;8;0;;;;;F;F;2;;528;;;;2;25;;4;2;;524;;;;2;35;kein BHD Marke
A1321300;A13213;275;Reinhausen 3018a;112;1;;249;2011.4;0;146;151;661;717;426.1;1.68;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;725;11.2;3.1;154.6;2;0;0;730;5;155.6;2;0;0;735;5;2;;735;0;;8;;;;;Stbr.!;;;;;;;;;;;;;;;;;;;;;Stammriss!;Stammbruch, keine df geplant, letzte Aufnahme 2016;F;F;;;;;;;;;;0;;;;;;;;;
A1321300;A13213;278;Reinhausen 3018a;112;1;;250;2011.4;0;146;151;571;601;426.1;1.41;40.5;293;9.9;6.1;152.6;2;0;153.6;2;0;0;616;6;5.8;154.6;1;0;0;616;0;155.6;2;0;0;618;2;2;;620;2;;3;;620;;0;Stockf.;0;;;2;;623;;3;Stammriss!;0;;;3;;629;;6;0;;;Stammriss!;;F;F;1;;628;;;;2;15;;-1;2;;635;1;10;20;2;25;
A1321300;A13213;291;Reinhausen 3018a;112;1;;251;2011.4;0;146;151;570;605;426.1;1.42;40.5;293;9.9;6.1;152.6;3;1;153.6;3;1;0;612;7;2.7;154.6;3;1;0;614;2;155.6;4;1;0;614;0;4;;614;0;;5;2;;;;nicht messbar! Lose Rinde!;;;;;;;;;;;;;;;;;;;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1321300;A13213;312;Reinhausen 3018a;112;1;;252;2011.4;0;146;151;343;346;426.1;0.81;40.5;293;9.9;6.1;152.6;3;1;153.6;2;0;0;350;0.6;1.5;154.6;2;0;0;352;2;155.6;3;1;0;352;0;2;;353;1;;3;;353;;0;;0;;;3;;355;;2;;0;;;2;;359;;4;0;;;;;F;F;1;;352;;;;2;10;;-7;2;;360;;;;2;20;
A1321300;A13213;344;Reinhausen 3018a;112;1;;253;2011.4;0;146;151;621;636;426.1;1.49;40.5;293;9.9;6.1;152.6;3;1;153.6;3;1;0;640;3;1.5;154.6;3;1;0;640;0;155.6;4;1;0;640;0;4;;641;1;;4;;641;;0;Stockf.;0;;;5;2;641;;0;absterbend!;0;;;;;;;;0;;;;;F;F;;;;;;;;;;0;;;;;;;;;
A1321300;A13213;425;Reinhausen 3018a;112;1;;254;2011.4;0;146;151;372;381;426.1;0.89;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;390;1.8;3.5;154.6;1;0;0;390;0;155.6;2;0;0;396;6;2;;399;3;;2;;399;;0;Spechtabschl.;0;;;2;;395;;-4;BHD19! Frostleiste!;0;;;3;;395;;0;0;;;;;F;F;2;;395;;;;2;15;;0;3;;396;;;;2;50;Einbohrlöcher
A1321300;A13213;430;Reinhausen 3018a;112;1;;255;2011.4;0;146;151;662;690;426.1;1.62;40.5;293;9.9;6.1;152.6;2;0;153.6;2;0;0;698;5.6;3.1;154.6;2;0;0;703;5;155.6;3;1;0;704;1;3;;705;1;;3;;705;;0;Krebs;0;;;3;;712;;7;Krebs!;0;;;3;;717;;5;0;;;;;F;F;3;;718;;;;2;40;;1;2;;718;;;;2;35;Fäule/Risse
A1321300;A13213;463;Reinhausen 3018a;112;1;;256;2011.4;0;146;151;485;505;426.1;1.19;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;514;4;3.5;154.6;1;0;0;521;7;155.6;2;0;0;521;0;2;;521;0;;3;;522;;1;Blitzschaden, Stockf.;0;;;2;;526;;4;;0;;;2;;533;;7;0;;;;;F;F;1;;533;;;;2;20;;0;1;;538;;;;2;15;
A1321300;A13213;466;Reinhausen 3018a;112;1;;257;2011.4;0;146;151;509;526;426.1;1.23;40.5;293;9.9;6.1;152.6;2;0;153.6;3;1;0;527;3.4;0.4;154.6;3;1;0;527;0;155.6;3;1;0;528;1;3;;530;2;;4;;534;;4;Stockf.;1;33;300;2;;538;;4;Stockfaeule! Alter Blitzschlag! Nekrose 2018 falsch angesprochen!;0;;;3;;538;;0;1;15;100;Stockfaeule! Alter Blitzschlag!;;F;F;2;;545;;;;1;30;Stockfäule, alter Blitzschlag, Krone deformiert;7;3;;543;;;;1;45;
A1321300;A13213;471;Reinhausen 3018a;112;1;;258;2011.4;0;146;151;421;437;426.1;1.03;40.5;293;9.9;6.1;152.6;2;0;153.6;3;1;0;445;3.2;3.1;154.6;1;0;0;448;3;155.6;3;1;0;448;0;3;;450;2;;2;;453;;3;;0;;;1;;460;;7;;0;;;2;;460;;0;0;;;;;F;F;1;;462;;;;1;20;;2;1;;464;;;;1;20;
A1321300;A13213;508;Reinhausen 3018a;112;1;;259;2011.4;0;146;151;735;752;426.1;1.76;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;758;3.4;2.3;154.6;1;0;0;760;2;155.6;2;0;0;765;5;2;;767;2;;3;;769;;2;;0;;;2;;772;;3;Stockfaeule!;0;;;2;;778;;6;0;;;Stockfaeule!;;F;F;2;;779;;;;2;30;Krebs, Stockfäule;1;3;;778;;;;2;25;
A1321300;A13213;528;Reinhausen 3018a;112;1;;260;2011.4;0;146;151;360;369;426.1;0.87;40.5;293;9.9;6.1;152.6;2;0;153.6;3;1;0;377;1.8;3.1;154.6;2;0;0;378;1;155.6;2;0;0;378;0;3;;380;2;;3;;383;;3;Spechtabschl., Stockf.;0;;;2;;390;;7;;0;;;2;;385;;-5;0;;;;;F;F;17;;390;;;;3;;;5;2;;394;;;;2;45;
A1321300;A13213;544;Reinhausen 3018a;112;1;;261;2011.4;0;146;151;625;650;426.1;1.53;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;667;5;6.5;154.6;1;0;0;675;8;155.6;2;0;0;675;0;3;;675;0;;3;;680;;5;Spechtabschl., Stockf.;0;;;2;;683;;3;;0;;;2;;696;;13;0;;;;;F;F;2;;691;;;;2;15;;-5;2;;700;;;;2;20;Einbohrlöcher
A1321300;A13213;600;Reinhausen 3018a;112;1;;262;2011.4;0;146;151;416;436;426.1;1.02;40.5;293;9.9;6.1;152.6;1;0;153.6;2;0;0;445;4;3.5;154.6;1;0;0;449;4;155.6;2;0;0;451;2;3;;453;2;;2;;455;;2;;0;;;2;;461;;6;;0;;;3;;461;;0;0;;;;;F;F;2;;467;;;;2;25;;6;2;;471;;;;2;30;
