Time,Seconds,FlachT  ,FlachW1 ,FlachW2 ,FlachW3 ,TiefT   ,TiefW1  ,TiefW2  ,TiefW3  
Logger5Freiflae ,TempC,FlachT  ,Wtrmark,FlachW1 ,Wtrmark,FlachW2 ,Wtrmark,FlachW3 ,TempC,TiefT   ,Wtrmark,TiefW1  ,Wtrmark,TiefW2  ,Wtrmark,TiefW3  ,00/00/00,00:00A,01H,2477
2022/05/04 01:19 PM,1651663140,254,254,254,254,254,254,254,254
2022/05/04 02:19 PM,1651666740,254,254,254,254,254,254,254,254
2022/05/04 03:19 PM,1651670340,10,16,13,240,8,5,3,240
2022/05/04 04:19 PM,1651673940,10,22,17,5,8,5,4,12
2022/05/04 05:19 PM,1651677540,10,22,22,5,8,5,4,12
2022/05/04 06:19 PM,1651681140,10,21,22,5,8,5,4,12
2022/05/04 07:19 PM,1651684740,10,21,22,6,8,4,4,12
2022/05/04 08:19 PM,1651688340,10,20,22,6,8,5,4,12
2022/05/04 09:19 PM,1651691940,10,20,21,6,8,5,4,12
2022/05/04 10:19 PM,1651695540,10,20,21,7,8,4,4,12
2022/05/04 11:19 PM,1651699140,10,20,21,7,8,4,4,12
2022/05/05 12:19 AM,1651702740,10,20,20,7,8,4,4,12
2022/05/05 01:19 AM,1651706340,10,20,20,7,8,5,4,12
2022/05/05 02:19 AM,1651709940,10,20,20,7,8,4,4,11
2022/05/05 03:19 AM,1651713540,10,20,20,7,8,4,4,11
2022/05/05 04:19 AM,1651717140,10,20,19,8,8,4,4,11
2022/05/05 05:19 AM,1651720740,10,20,19,8,8,4,4,11
2022/05/05 06:19 AM,1651724340,10,20,19,8,8,4,4,12
2022/05/05 07:19 AM,1651727940,10,20,19,9,8,4,4,12
2022/05/05 08:19 AM,1651731540,10,20,18,9,8,4,4,13
2022/05/05 09:19 AM,1651735140,10,20,18,9,8,4,4,13
2022/05/05 10:19 AM,1651738740,10,20,18,9,8,4,4,13
2022/05/05 11:19 AM,1651742340,10,20,18,9,8,4,4,13
