"","x","y","ID_plot"
"521",91.9960311948107,53.0826669907763,"52Mol"
"531",88.500248918328,62.4645803500011,"53Mol"
"541",85.0044666418453,71.846493709226,"54Mol"
"551",81.5086843653626,81.2284070684508,"55Mol"
"561",78.0129020888799,90.6103204276757,"56Mol"
"571",74.5171198123973,99.9922337869005,"57Mol"
"581",71.0213375359146,109.374147146125,"58Mol"
"591",80.4970700287317,112.8353177169,"59Mol"
"601",83.9928523052143,103.453404357675,"60Mol"
"611",87.488634581697,94.0714909984506,"61Mol"
"621",90.9844168581797,84.6895776392258,"62Mol"
"631",94.4801991346624,75.3076642800009,"63Mol"
"641",97.9759814111451,65.9257509207761,"64Mol"
"651",101.471763687628,56.5438375615512,"65Mol"
"661",104.96754596411,47.1619242023264,"66Mol"
"671",108.463328240593,37.7800108431016,"67Mol"
"681",117.93906073341,41.2411814138765,"68Mol"
"691",114.443278456928,50.6230947731013,"69Mol"
"701",110.947496180445,60.0050081323262,"70Mol"
"711",107.451713903962,69.386921491551,"71Mol"
"721",103.955931627479,78.7688348507759,"72Mol"
"731",100.460149350997,88.1507482100007,"73Mol"
"741",96.9643670745141,97.5326615692255,"74Mol"
"75",93.4685847980314,106.91457492845,"75Mol"
"76",89.9728025215487,116.296488287675,"76Mol"
"77",99.4485350143658,119.75765885845,"77Mol"
"78",102.944317290849,110.375745499225,"78Mol"
"79",106.440099567331,100.99383214,"79Mol"
"80",109.935881843814,91.6119187807756,"80Mol"
"81",113.431664120297,82.2300054215508,"81Mol"
"82",116.927446396779,72.8480920623259,"82Mol"
"83",120.423228673262,63.4661787031011,"83Mol"
"84",123.919010949745,54.0842653438763,"84Mol"
"85",127.414793226227,44.7023519846514,"85Mol"
"86",129.898961166079,66.927349273876,"86Mol"
"87",126.403178889596,76.3092626331009,"87Mol"
"88",122.907396613114,85.6911759923257,"88Mol"
"89",119.411614336631,95.0730893515505,"89Mol"
"90",115.915832060148,104.455002710775,"90Mol"
"91",112.420049783666,113.83691607,"91Mol"
"92",108.924267507183,123.218829429225,"92Mol"
"93",118.4,126.68,"93Mol"
"94",121.895782276483,117.298086640775,"94Mol"
"112",490785.97195552,5429484.47718118,"1Pla"
"212",490792.466436003,5429476.87312152,"2Pla"
"312",490798.960916486,5429469.26906187,"3Pla"
"412",490805.455396969,5429461.66500221,"4Pla"
"512",490817.334778763,5429432.35834276,"5Pla"
"612",490810.84029828,5429439.96240242,"6Pla"
"712",490804.345817797,5429447.56646207,"7Pla"
"811",490797.851337313,5429455.17052173,"8Pla"
"911",490791.35685683,5429462.77458138,"9Pla"
"109",490784.862376347,5429470.37864104,"10Pla"
"113",490778.367895863,5429477.9827007,"11Pla"
"122",490770.763836208,5429471.48822021,"12Pla"
"132",490777.258316691,5429463.88416056,"13Pla"
"142",490783.752797174,5429456.2801009,"14Pla"
"152",490790.247277657,5429448.67604125,"15Pla"
"162",490796.741758141,5429441.07198159,"16Pla"
"172",490803.236238624,5429433.46792193,"17Pla"
"182",490809.730719107,5429425.86386228,"18Pla"
"192",490816.225199591,5429418.25980262,"19Pla"
"202",490822.719680074,5429410.65574296,"20Pla"
"213",490821.610100901,5429396.55720283,"21Pla"
"222",490815.115620418,5429404.16126248,"22Pla"
"232",490808.621139935,5429411.76532214,"23Pla"
"242",490802.126659451,5429419.36938179,"24Pla"
"252",490795.632178968,5429426.97344145,"25Pla"
"262",490789.137698485,5429434.57750111,"26Pla"
"272",490782.643218001,5429442.18156076,"27Pla"
"282",490776.148737518,5429449.78562042,"28Pla"
"292",490769.654257035,5429457.38968007,"29Pla"
"302",490763.159776551,5429464.99373973,"30Pla"
"313",490755.555716895,5429458.49925925,"31Pla"
"322",490762.050197379,5429450.89519959,"32Pla"
"332",490768.544677862,5429443.29113994,"33Pla"
"342",490775.039158345,5429435.68708028,"34Pla"
"352",490781.533638829,5429428.08302062,"35Pla"
"362",490788.028119312,5429420.47896097,"36Pla"
"372",490794.522599795,5429412.87490131,"37Pla"
"382",490801.017080279,5429405.27084165,"38Pla"
"392",490807.511560762,5429397.666782,"39Pla"
"402",490806.401981589,5429383.56824186,"40Pla"
"413",490799.907501106,5429391.17230152,"41Pla"
"422",490793.413020623,5429398.77636117,"42Pla"
"432",490786.918540139,5429406.38042083,"43Pla"
"442",490780.424059656,5429413.98448048,"44Pla"
"452",490773.929579173,5429421.58854014,"45Pla"
"462",490767.435098689,5429429.1925998,"46Pla"
"472",490760.940618206,5429436.79665945,"47Pla"
"482",490754.446137723,5429444.40071911,"48Pla"
"492",490747.951657239,5429452.00477876,"49Pla"
"502",490740.347597583,5429445.51029828,"50Pla"
"513",490746.842078067,5429437.90623862,"51Pla"
"522",490753.33655855,5429430.30217897,"52Pla"
"532",490759.831039033,5429422.69811931,"53Pla"
"542",490766.325519517,5429415.09405966,"54Pla"
"552",490772.82,5429407.49,"55Pla"
"562",490779.314480483,5429399.88594034,"56Pla"
"572",490785.808960967,5429392.28188069,"57Pla"
"582",490792.30344145,5429384.67782103,"58Pla"
"592",490798.797921933,5429377.07376138,"59Pla"
"602",490791.193862277,5429370.57928089,"60Pla"
"613",490784.699381794,5429378.18334055,"61Pla"
"622",490778.204901311,5429385.7874002,"62Pla"
"632",490771.710420827,5429393.39145986,"63Pla"
"642",490765.215940344,5429400.99551952,"64Pla"
"652",490758.721459861,5429408.59957917,"65Pla"
"662",490752.226979377,5429416.20363883,"66Pla"
"672",490745.732498894,5429423.80769849,"67Pla"
"682",490739.238018411,5429431.41175814,"68Pla"
"692",490732.743537928,5429439.0158178,"69Pla"
"702",490726.249057444,5429446.61987745,"70Pla"
"713",490744.622919721,5429409.70915835,"71Pla"
"722",490751.117400205,5429402.10509869,"72Pla"
"732",490757.611880688,5429394.50103903,"73Pla"
"742",490764.106361171,5429386.89697938,"74Pla"
"751",490770.600841655,5429379.29291972,"75Pla"
"761",490777.095322138,5429371.68886007,"76Pla"
"771",490783.589802621,5429364.08480041,"77Pla"
"114",509094.513813663,5591936.09756648,"1Sch"
"214",509096.280004584,5591945.86599177,"2Sch"
"314",509098.046195505,5591955.63441705,"3Sch"
"414",509099.812386427,5591965.40284234,"4Sch"
"514",509101.578577348,5591975.17126762,"5Sch"
"614",509103.344768269,5591984.93969291,"6Sch"
"714",509105.11095919,5591994.7081182,"7Sch"
"812",509106.877150111,5592004.47654348,"8Sch"
"912",509108.643341033,5592014.24496877,"9Sch"
"1010",509110.409531954,5592024.01339405,"10Sch"
"115",509112.175722875,5592033.78181934,"11Sch"
"123",509102.504981842,5592035.56585057,"12Sch"
"133",509100.738790921,5592025.79742529,"13Sch"
"143",509098.9726,5592016.029,"14Sch"
"153",509097.206409079,5592006.26057471,"15Sch"
"163",509095.440218158,5591996.49214943,"16Sch"
"173",509093.674027236,5591986.72372414,"17Sch"
"183",509091.907836315,5591976.95529886,"18Sch"
"193",509090.141645394,5591967.18687357,"19Sch"
"203",509088.375454473,5591957.41844829,"20Sch"
"215",509086.609263552,5591947.650023,"21Sch"
"223",509084.84307263,5591937.88159772,"22Sch"
"233",509075.172331598,5591939.66562895,"23Sch"
"243",509076.938522519,5591949.43405424,"24Sch"
"253",509078.70471344,5591959.20247952,"25Sch"
"263",509080.470904361,5591968.97090481,"26Sch"
"273",509082.237095283,5591978.73933009,"27Sch"
"283",509084.003286204,5591988.50775538,"28Sch"
"293",509085.769477125,5591998.27618066,"29Sch"
"303",509087.535668046,5592008.04460595,"30Sch"
"315",509089.301858967,5592017.81303123,"31Sch"
"323",509091.068049889,5592027.58145652,"32Sch"
"333",509092.83424081,5592037.3498818,"33Sch"
"343",509074.332545171,5591990.29178661,"34Sch"
"353",509072.56635425,5591980.52336133,"35Sch"
"363",509070.800163329,5591970.75493604,"36Sch"
"373",509069.033972408,5591960.98651075,"37Sch"
"383",509067.267781486,5591951.21808547,"38Sch"
"393",509065.501590565,5591941.44966018,"39Sch"
"403",509055.830849533,5591943.23369142,"40Sch"
"415",509064.661804139,5591992.07581784,"41Sch"
"423",509066.42799506,5592001.84424313,"42Sch"
"433",509058.523444948,5592013.39669965,"43Sch"
"443",509056.757254027,5592003.62827436,"44Sch"
"453",509054.991063106,5591993.85984908,"45Sch"
"463",509053.224872185,5591984.09142379,"46Sch"
"473",509051.458681263,5591974.32299851,"47Sch"
"483",509049.692490342,5591964.55457322,"48Sch"
"493",509047.926299421,5591954.78614794,"49Sch"
"503",509046.1601085,5591945.01772265,"50Sch"
"515",509036.489367467,5591946.80175388,"51Sch"
"523",509038.255558389,5591956.57017917,"52Sch"
"533",509040.02174931,5591966.33860445,"53Sch"
"543",509041.787940231,5591976.10702974,"54Sch"
"553",509043.554131152,5591985.87545503,"55Sch"
"563",509045.320322073,5591995.64388031,"56Sch"
"573",509047.086512995,5592005.4123056,"57Sch"
"583",509048.852703916,5592015.18073088,"58Sch"
"593",509039.181962883,5592016.96476212,"59Sch"
"603",509037.415771962,5592007.19633683,"60Sch"
"615",509035.649581041,5591997.42791155,"61Sch"
"623",509033.88339012,5591987.65948626,"62Sch"
"633",509032.117199198,5591977.89106097,"63Sch"
"643",509030.351008277,5591968.12263569,"64Sch"
"653",509028.584817356,5591958.3542104,"65Sch"
"663",509026.818626435,5591948.58578512,"66Sch"
"673",509017.147885402,5591950.36981635,"67Sch"
"683",509018.914076323,5591960.13824164,"68Sch"
"693",509020.680267244,5591969.90666692,"69Sch"
"703",509022.446458166,5591979.67509221,"70Sch"
"715",509024.212649087,5591989.44351749,"71Sch"
"723",509025.978840008,5591999.21194278,"72Sch"
"733",509027.745030929,5592008.98036806,"73Sch"
"743",509029.51122185,5592018.74879335,"74Sch"
"752",509019.840480818,5592020.53282458,"75Sch"
"762",509018.074289897,5592010.7643993,"76Sch"
"772",509016.308098976,5592000.99597401,"77Sch"
"781",509014.541908054,5591991.22754873,"78Sch"
"791",508999.572594258,5591963.7063041,"79Sch"
"801",509001.338785179,5591973.47472939,"80Sch"
"813",509003.1049761,5591983.24315467,"81Sch"
"821",509004.871167022,5591993.01157996,"82Sch"
"831",509006.637357943,5592002.78000525,"83Sch"
"841",509008.403548864,5592012.54843053,"84Sch"
"851",509010.169739785,5592022.31685582,"85Sch"
"861",509011.935930706,5592032.0852811,"86Sch"
"871",509002.265189674,5592033.86931234,"87Sch"
"881",509000.498998753,5592024.10088705,"88Sch"
"891",508998.732807831,5592014.33246177,"89Sch"
"901",508996.96661691,5592004.56403648,"90Sch"
"913",508995.200425989,5591994.79561119,"91Sch"
"921",508993.434235068,5591985.02718591,"92Sch"
"931",508991.668044147,5591975.25876062,"93Sch"
"941",508981.997303114,5591977.04279186,"94Sch"
"95",508983.763494035,5591986.81121714,"95Sch"
"96",508985.529684956,5591996.57964243,"96Sch"
"97",508987.295875878,5592006.34806771,"97Sch"
"98",508989.062066799,5592016.116493,"98Sch"
"99",508990.82825772,5592025.88491828,"99Sch"
"100",508992.594448641,5592035.65334357,"100Sch"
"101",508982.923707609,5592037.4373748,"101Sch"
"102",508981.157516687,5592027.66894952,"102Sch"
"103",508979.391325766,5592017.90052423,"103Sch"
"104",508977.625134845,5592008.13209895,"104Sch"
"105",508975.858943924,5591998.36367366,"105Sch"
"106",508974.092753003,5591988.59524838,"106Sch"
"107",508972.326562081,5591978.82682309,"107Sch"
"116",402138.530943772,5342614.70167521,"1Wei"
"216",402117.242799544,5342620.35211017,"2Wei"
"316",402126.888144228,5342622.34956503,"3Wei"
"416",402136.533488913,5342624.34701989,"4Wei"
"516",402146.178833598,5342626.34447475,"5Wei"
"616",402144.181378738,5342635.98981944,"6Wei"
"716",402134.536034054,5342633.99236458,"7Wei"
"814",402124.890689369,5342631.99490972,"8Wei"
"914",402115.245344685,5342629.99745486,"9Wei"
"1011",402105.6,5342628,"10Wei"
"117",402093.957200456,5342635.64788983,"11Wei"
"124",402103.602545141,5342637.64534468,"12Wei"
"134",402113.247889825,5342639.64279954,"13Wei"
"144",402122.89323451,5342641.6402544,"14Wei"
"154",402132.538579195,5342643.63770926,"15Wei"
"164",402142.183923879,5342645.63516412,"16Wei"
"174",402140.18646902,5342655.28050881,"17Wei"
"184",402130.541124335,5342653.28305395,"18Wei"
"194",402120.895779651,5342651.28559909,"19Wei"
"204",402111.250434966,5342649.28814423,"20Wei"
"217",402101.605090281,5342647.29068937,"21Wei"
"224",402091.959745597,5342645.29323451,"22Wei"
"234",402080.316946053,5342652.94112433,"23Wei"
"244",402089.962290738,5342654.93857919,"24Wei"
"254",402099.607635422,5342656.93603405,"25Wei"
"264",402109.252980107,5342658.93348891,"26Wei"
"274",402118.898324791,5342660.93094377,"27Wei"
"284",402128.543669476,5342662.92839863,"28Wei"
"294",402138.189014161,5342664.92585349,"29Wei"
"304",402136.191559301,5342674.57119818,"30Wei"
"317",402126.546214617,5342672.57374332,"31Wei"
"324",402116.900869932,5342670.57628846,"32Wei"
"334",402107.255525248,5342668.5788336,"33Wei"
"344",402097.610180563,5342666.58137874,"34Wei"
"354",402087.964835878,5342664.58392388,"35Wei"
"364",402078.319491194,5342662.58646902,"36Wei"
"374",402076.322036334,5342672.2318137,"37Wei"
"384",402085.967381019,5342674.22926856,"38Wei"
"394",402095.612725704,5342676.22672342,"39Wei"
"404",402105.258070388,5342678.22417828,"40Wei"
"417",402114.903415073,5342680.22163314,"41Wei"
"424",402124.548759758,5342682.219088,"42Wei"
"434",402134.194104442,5342684.21654286,"43Wei"
"444",402143.839449127,5342686.21399772,"44Wei"
"454",402141.841994268,5342695.8593424,"45Wei"
"464",402132.196649583,5342693.86188755,"46Wei"
"474",402122.551304898,5342691.86443269,"47Wei"
"484",402112.905960214,5342689.86697783,"48Wei"
"494",402103.260615529,5342687.86952297,"49Wei"
"504",402093.615270844,5342685.87206811,"50Wei"
"517",402083.96992616,5342683.87461325,"51Wei"
"524",402074.324581475,5342681.87715839,"52Wei"
"534",402072.327126616,5342691.52250307,"53Wei"
"544",402081.972471301,5342693.51995793,"54Wei"
"554",402091.617815985,5342695.51741279,"55Wei"
"564",402101.26316067,5342697.51486765,"56Wei"
"574",402110.908505354,5342699.51232251,"57Wei"
"584",402120.553850039,5342701.50977737,"58Wei"
"594",402130.199194724,5342703.50723223,"59Wei"
"604",402118.55639518,5342711.15512205,"60Wei"
"617",402108.911050495,5342709.1576672,"61Wei"
"624",402099.265705811,5342707.16021234,"62Wei"
"634",402089.620361126,5342705.16275748,"63Wei"
"644",402079.975016441,5342703.16530262,"64Wei"
"654",402077.977561582,5342712.8106473,"65Wei"
"664",402087.622906267,5342714.80810216,"66Wei"
"674",402097.268250951,5342716.80555702,"67Wei"
"684",402095.270796092,5342726.45090171,"68Wei"
"694",402085.625451407,5342724.45344685,"69Wei"
"704",402075.980106723,5342722.45599199,"70Wei"
"717",402073.982651863,5342732.10133667,"71Wei"
"724",402083.627996548,5342734.09879153,"72Wei"
"118",660597.194399721,5654736.11817248,"1Ett"
"218",660596.569634052,5654726.1379052,"2Ett"
"318",660595.944868383,5654716.15763791,"3Ett"
"418",660595.320102713,5654706.17737063,"4Ett"
"518",660594.695337044,5654696.19710334,"5Ett"
"618",660594.070571375,5654686.21683606,"6Ett"
"718",660593.445805706,5654676.23656877,"7Ett"
"815",660603.376171653,5654675.60866358,"8Ett"
"915",660604.000937323,5654685.58893086,"9Ett"
"1012",660604.625702992,5654695.56919815,"10Ett"
"119",660605.250468661,5654705.54946543,"11Ett"
"125",660605.875234331,5654715.52973272,"12Ett"
"135",660606.5,5654725.51,"13Ett"
"145",660607.124765669,5654735.49026728,"14Ett"
"155",660617.055131617,5654734.86236209,"15Ett"
"165",660616.430365948,5654724.8820948,"16Ett"
"175",660615.805600279,5654714.90182752,"17Ett"
"185",660615.180834609,5654704.92156024,"18Ett"
"195",660614.55606894,5654694.94129295,"19Ett"
"205",660613.931303271,5654684.96102567,"20Ett"
"219",660613.306537601,5654674.98075838,"21Ett"
"225",660623.236903549,5654674.35285319,"22Ett"
"235",660623.861669219,5654684.33312047,"23Ett"
"245",660624.486434888,5654694.31338776,"24Ett"
"255",660625.111200557,5654704.29365504,"25Ett"
"265",660625.735966226,5654714.27392233,"26Ett"
"275",660626.360731896,5654724.25418961,"27Ett"
"285",660626.985497565,5654734.23445689,"28Ett"
"295",660636.915863513,5654733.6065517,"29Ett"
"305",660636.291097844,5654723.62628441,"30Ett"
"319",660635.666332174,5654713.64601713,"31Ett"
"325",660635.041566505,5654703.66574985,"32Ett"
"335",660634.416800836,5654693.68548256,"33Ett"
"345",660633.792035166,5654683.70521528,"34Ett"
"355",660633.167269497,5654673.72494799,"35Ett"
"365",660643.097635445,5654673.0970428,"36Ett"
"375",660643.722401114,5654683.07731008,"37Ett"
"385",660644.347166784,5654693.05757737,"38Ett"
"395",660644.971932453,5654703.03784465,"39Ett"
"405",660645.596698122,5654713.01811193,"40Ett"
"419",660646.221463791,5654722.99837922,"41Ett"
"425",660646.846229461,5654732.9786465,"42Ett"
"435",660656.776595409,5654732.35074131,"43Ett"
"445",660656.151829739,5654722.37047402,"44Ett"
"455",660655.52706407,5654712.39020674,"45Ett"
"465",660654.902298401,5654702.40993945,"46Ett"
"475",660654.277532731,5654692.42967217,"47Ett"
"485",660653.652767062,5654682.44940489,"48Ett"
"495",660653.028001393,5654672.4691376,"49Ett"
"505",660652.403235723,5654662.48887032,"50Ett"
"519",660661.708836002,5654651.88069784,"51Ett"
"525",660662.333601671,5654661.86096512,"52Ett"
"535",660662.958367341,5654671.84123241,"53Ett"
"545",660663.58313301,5654681.82149969,"54Ett"
"555",660664.207898679,5654691.80176698,"55Ett"
"565",660664.832664349,5654701.78203426,"56Ett"
"575",660665.457430018,5654711.76230154,"57Ett"
"585",660675.387795966,5654711.13439635,"58Ett"
"595",660674.763030296,5654701.15412906,"59Ett"
"605",660674.138264627,5654691.17386178,"60Ett"
"619",660673.513498958,5654681.1935945,"61Ett"
"625",660672.888733288,5654671.21332721,"62Ett"
"635",660672.263967619,5654661.23305993,"63Ett"
"645",660671.63920195,5654651.25279264,"64Ett"
"655",660681.569567898,5654650.62488745,"65Ett"
"665",660682.194333567,5654660.60515473,"66Ett"
"675",660682.819099236,5654670.58542202,"67Ett"
"685",660683.443864906,5654680.5656893,"68Ett"
"695",660684.068630575,5654690.54595658,"69Ett"
"705",660684.693396244,5654700.52622387,"70Ett"
"719",660685.318161914,5654710.50649115,"71Ett"
"725",660695.248527861,5654709.87858596,"72Ett"
"734",660694.623762192,5654699.89831867,"73Ett"
"744",660693.998996523,5654689.91805139,"74Ett"
"753",660693.374230854,5654679.93778411,"75Ett"
"763",660692.749465184,5654669.95751682,"76Ett"
"773",660692.124699515,5654659.97724954,"77Ett"
"782",660691.499933846,5654649.99698225,"78Ett"
"792",660701.430299793,5654649.36907706,"79Ett"
"802",660702.055065463,5654659.34934434,"80Ett"
"816",660702.679831132,5654669.32961163,"81Ett"
"822",660703.304596801,5654679.30987891,"82Ett"
"832",660703.929362471,5654689.29014619,"83Ett"
"842",660704.55412814,5654699.27041348,"84Ett"
"852",660705.178893809,5654709.25068076,"85Ett"
"862",660715.109259757,5654708.62277557,"86Ett"
"872",660714.484494088,5654698.64250828,"87Ett"
"882",660713.859728419,5654688.662241,"88Ett"
"892",660713.234962749,5654678.68197371,"89Ett"
"902",660712.61019708,5654668.70170643,"90Ett"
"916",660711.98543141,5654658.72143915,"91Ett"
"922",660711.360665741,5654648.74117186,"92Ett"
"932",660721.291031689,5654648.11326667,"93Ett"
"942",660721.915797358,5654658.09353395,"94Ett"
"951",660722.540563028,5654668.07380124,"95Ett"
"961",660723.165328697,5654678.05406852,"96Ett"
"971",660723.790094366,5654688.0343358,"97Ett"
"981",660724.414860036,5654698.01460309,"98Ett"
"991",660725.039625705,5654707.99487037,"99Ett"
"120",791176.92138508,6000238.78128953,"1Gre"
"220",791185.191994674,6000233.71305345,"2Gre"
"320",791193.462604268,6000228.64481737,"3Gre"
"420",791201.733213862,6000223.5765813,"4Gre"
"520",791210.003823456,6000218.50834522,"5Gre"
"620",791218.274433051,6000213.44010914,"6Gre"
"720",791226.545042645,6000208.37187306,"7Gre"
"817",791234.815652239,6000203.30363698,"8Gre"
"917",791243.086261833,6000198.23540091,"9Gre"
"1013",791251.356871428,6000193.16716483,"10Gre"
"1110",791246.419169695,6000184.81796717,"11Gre"
"126",791238.148560101,6000189.88620324,"12Gre"
"136",791229.877950507,6000194.95443932,"13Gre"
"146",791221.607340912,6000200.0226754,"14Gre"
"156",791213.336731318,6000205.09091148,"15Gre"
"166",791205.066121724,6000210.15914756,"16Gre"
"176",791196.79551213,6000215.22738363,"17Gre"
"186",791188.524902535,6000220.29561971,"18Gre"
"196",791180.254292941,6000225.36385579,"19Gre"
"206",791171.983683347,6000230.43209187,"20Gre"
"2110",791167.045981614,6000222.08289421,"21Gre"
"226",791175.316591208,6000217.01465813,"22Gre"
"236",791183.587200803,6000211.94642205,"23Gre"
"246",791191.857810397,6000206.87818597,"24Gre"
"256",791200.128419991,6000201.80994989,"25Gre"
"266",791208.399029585,6000196.74171382,"26Gre"
"276",791216.669639179,6000191.67347774,"27Gre"
"286",791224.940248774,6000186.60524166,"28Gre"
"296",791233.210858368,6000181.53700558,"29Gre"
"306",791241.481467962,6000176.46876951,"30Gre"
"3110",791236.543766229,6000168.11957184,"31Gre"
"326",791228.273156635,6000173.18780792,"32Gre"
"336",791220.002547041,6000178.256044,"33Gre"
"346",791211.731937447,6000183.32428008,"34Gre"
