"ID_plant","ID_plot","Flaeche","Plotnummer","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","Referenz","Quadrant","Esche.markiert","Baumart_kurz","Baumart_lang","Hoehe","Hoehe.Vorjahr","Hoehe.Vorvorjahr","Anzahl.Triebe","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","ETS","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","von.Nekrose.bedroht","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal","eigentlich.aelter","Johannistrieb","nicht.gerade","mehr.ressourcen","Pseudomonas.syringae","gruene.Hoehe","tot","Foto","KONTROLLIEREN","Bemerkungen"
974,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",468,343,287,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
975,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",206,188,171,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
976,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",336,274,204,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
977,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",222,200,182,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
978,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",517,462,438,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
979,"64Sch","Schotten",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",756,690,627,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
980,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"RBu","Fagus sylvatica",2098,1720,1194,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
981,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"RBu","Fagus sylvatica",1255,1130,900,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
982,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"SAh","Acer platanoides",672,587,530,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
983,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"SAh","Acer platanoides",198,165,135,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
984,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",291,283,267,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
985,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"GEs","Fraxinus excelsior",190,178,160,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
986,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"BAh","Acer pseudoplatanus",710,657,547,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
987,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedost",NA,"RBu","Fagus sylvatica",663,620,555,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
988,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",1107,908,709,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
989,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"GEs","Fraxinus excelsior",143,133,116,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
990,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",277,268,256,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
991,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",320,308,286,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
992,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",140,136,130,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
993,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",131,124,116,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
994,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"GEs","Fraxinus excelsior",206,187,179,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
995,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",323,310,288,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
996,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",742,700,571,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
997,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"SAh","Acer platanoides",220,207,183,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
998,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",313,302,284,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
999,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",230,219,202,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1000,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost","nordost","GEs","Fraxinus excelsior",206,174,137,2,NA,NA,NA,FALSE,NA,NA,1,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,"Krebsgalle"
1001,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"SAh","Acer platanoides",160,142,116,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1002,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",209,202,189,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1003,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",154,145,128,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1004,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"SAh","Acer platanoides",220,196,182,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1005,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"SAh","Acer platanoides",179,168,155,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1006,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"SAh","Acer platanoides",665,597,493,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1007,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"GEs","Fraxinus excelsior",175,161,145,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1008,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"GEs","Fraxinus excelsior",171,159,136,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1009,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"GEs","Fraxinus excelsior",179,151,130,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1010,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordost",NA,"BAh","Acer pseudoplatanus",1480,1257,860,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1011,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",1026,924,695,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1012,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"GEs","Fraxinus excelsior",80,73,0,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1013,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"GEs","Fraxinus excelsior",120,110,101,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1014,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"GEs","Fraxinus excelsior",136,127,117,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1015,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",445,412,344,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1016,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"GEs","Fraxinus excelsior",190,180,160,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1017,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest","nordwest","GEs","Fraxinus excelsior",102,94,88,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1018,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"SAh","Acer platanoides",203,185,168,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1019,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"SAh","Acer platanoides",698,576,450,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1020,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",175,167,153,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1021,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",154,143,132,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1022,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",170,163,149,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1023,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest","suedwest","GEs","Fraxinus excelsior",110,100,93,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1024,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",173,165,152,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1025,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"SAh","Acer platanoides",132,120,105,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1026,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",130,119,101,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1027,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",136,119,106,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1028,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",158,150,140,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1029,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",105,98,90,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1030,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",173,165,155,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1031,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",113,107,100,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1032,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",109,102,95,1,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1033,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"GEs","Fraxinus excelsior",163,150,142,3,NA,NA,NA,FALSE,NA,1,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1034,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"WKi","Prunus avium",518,500,438,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1035,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",565,550,479,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1036,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"RBu","Fagus sylvatica",1720,1600,1200,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1037,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"SAh","Acer platanoides",138,112,100,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1038,"65Sch","Schotten",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"suedwest",NA,"BAh","Acer pseudoplatanus",175,169,156,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1039,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",181,160,121,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1040,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",207,169,129,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1041,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",66,45,0,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1042,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",116,111,109,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1043,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",205,181,147,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1044,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",296,257,214,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1045,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",198,188,173,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1046,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",371,306,241,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1047,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",226,214,201,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
1048,"68Sch","Schotten",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"nordwest",NA,"BAh","Acer pseudoplatanus",329,241,180,NA,NA,NA,NA,FALSE,NA,NA,NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,""
